sku_id,product_name,seller_id,platform_id,category_id,category,brand,base_price,product_demand_weight,active_flag
SKU00533,Fashion SKU 00533,S0051,P02,C02,Fashion,Private Label,19.83,1.455599218788864,1
SKU00534,Beauty SKU 00534,S0051,P02,C03,Beauty,Imported,17.58,0.8446770422583068,1
SKU00535,Electronics SKU 00535,S0051,P02,C01,Electronics,Local Brand,69.26,0.5014733966390957,1
SKU00536,Electronics SKU 00536,S0051,P02,C01,Electronics,Imported,74.84,0.8661090198427251,1
SKU00537,FMCG SKU 00537,S0051,P02,C05,FMCG,Private Label,8.98,2.024175429652375,0
SKU00538,Mother Baby SKU 00538,S0051,P02,C08,Mother Baby,Official Brand,21.98,2.4570228337006257,1
SKU00539,Home SKU 00539,S0051,P02,C04,Home,Imported,20.52,0.4811322861535338,1
SKU00540,FMCG SKU 00540,S0051,P02,C05,FMCG,Official Brand,15.49,0.9080118236596321,0
SKU00541,Mother Baby SKU 00541,S0051,P02,C08,Mother Baby,Local Brand,48.0,1.574006230405152,1
SKU00542,Beauty SKU 00542,S0051,P02,C03,Beauty,Local Brand,24.34,3.8443946430458054,1
SKU00543,Beauty SKU 00543,S0051,P02,C03,Beauty,Official Brand,19.85,1.2453080267310406,1
SKU00544,Fashion SKU 00544,S0051,P02,C02,Fashion,Marketplace Choice,19.22,0.8909307676126969,1
SKU00545,Fashion SKU 00545,S0051,P02,C02,Fashion,Private Label,21.22,1.04382199049006,1
SKU00546,Sports SKU 00546,S0051,P02,C06,Sports,Local Brand,38.29,3.3302813795338615,1
SKU00547,Fashion SKU 00547,S0051,P02,C02,Fashion,Marketplace Choice,41.23,0.7341367448035363,1
SKU00548,Books SKU 00548,S0051,P02,C07,Books,Private Label,10.22,0.41017816198702783,1
SKU00549,Beauty SKU 00549,S0051,P02,C03,Beauty,Local Brand,20.28,2.63958551757413,1
SKU00550,FMCG SKU 00550,S0051,P02,C05,FMCG,Local Brand,5.42,2.6803776041829668,1
SKU00551,FMCG SKU 00551,S0051,P02,C05,FMCG,Official Brand,8.05,1.606130962522228,1
SKU00552,Home SKU 00552,S0052,P02,C04,Home,Local Brand,60.87,0.6751334982141034,1
SKU00553,Beauty SKU 00553,S0052,P02,C03,Beauty,Official Brand,21.88,1.3812634789559404,1
SKU00554,Books SKU 00554,S0052,P02,C07,Books,Private Label,12.49,0.6716097911998569,1
SKU00555,Electronics SKU 00555,S0052,P02,C01,Electronics,Imported,89.65,1.5612315332315536,1
SKU00556,Fashion SKU 00556,S0052,P02,C02,Fashion,Imported,18.19,1.5560120950758094,1
SKU00557,Electronics SKU 00557,S0052,P02,C01,Electronics,Imported,42.08,3.953493601586608,1
SKU00558,FMCG SKU 00558,S0052,P02,C05,FMCG,Local Brand,7.22,2.1662824702383685,1
SKU00559,Mother Baby SKU 00559,S0052,P02,C08,Mother Baby,Marketplace Choice,27.8,1.0116937208754544,1
SKU00560,Beauty SKU 00560,S0052,P02,C03,Beauty,Marketplace Choice,24.36,1.824098150810022,1
SKU00561,Beauty SKU 00561,S0052,P02,C03,Beauty,Marketplace Choice,26.5,0.6770568844256596,1
SKU00562,Books SKU 00562,S0052,P02,C07,Books,Marketplace Choice,14.56,0.7201138062138245,1
SKU00563,FMCG SKU 00563,S0052,P02,C05,FMCG,Official Brand,5.59,0.9813699897061302,1
SKU00564,FMCG SKU 00564,S0052,P02,C05,FMCG,Imported,7.75,1.9063804054063802,1
SKU00565,Books SKU 00565,S0052,P02,C07,Books,Official Brand,16.28,0.6906630997034964,1
SKU00566,Home SKU 00566,S0053,P02,C04,Home,Local Brand,78.02,1.135917386388127,1
SKU00567,FMCG SKU 00567,S0053,P02,C05,FMCG,Private Label,16.85,0.9115570905037848,1
SKU00568,Electronics SKU 00568,S0053,P02,C01,Electronics,Private Label,62.8,0.9752837885558151,1
SKU00569,Sports SKU 00569,S0053,P02,C06,Sports,Official Brand,38.29,1.8095990799127235,1
SKU00570,Beauty SKU 00570,S0053,P02,C03,Beauty,Official Brand,12.21,1.1742713693535674,1
SKU00571,FMCG SKU 00571,S0053,P02,C05,FMCG,Marketplace Choice,18.64,6.178031394404415,1
SKU00572,Electronics SKU 00572,S0053,P02,C01,Electronics,Marketplace Choice,104.97,0.8632360694314632,1
SKU00573,FMCG SKU 00573,S0053,P02,C05,FMCG,Marketplace Choice,5.78,2.169701721962051,1
SKU00574,Mother Baby SKU 00574,S0053,P02,C08,Mother Baby,Local Brand,19.77,0.9498375163603359,1
SKU00575,Beauty SKU 00575,S0053,P02,C03,Beauty,Imported,27.07,0.26612712114287607,1
SKU00576,Home SKU 00576,S0053,P02,C04,Home,Marketplace Choice,17.52,0.4138064462834558,1
SKU00577,FMCG SKU 00577,S0053,P02,C05,FMCG,Official Brand,6.95,1.592193906612804,1
SKU00578,Books SKU 00578,S0053,P02,C07,Books,Marketplace Choice,13.36,0.5798258473782083,1
SKU00579,Fashion SKU 00579,S0053,P02,C02,Fashion,Private Label,10.78,0.8253341160685356,1
SKU00580,Fashion SKU 00580,S0053,P02,C02,Fashion,Local Brand,15.55,0.6199174156102683,1
SKU00581,Mother Baby SKU 00581,S0054,P02,C08,Mother Baby,Official Brand,51.21,1.7247164544109796,1
SKU00582,Electronics SKU 00582,S0054,P02,C01,Electronics,Local Brand,77.97,1.015559179200045,1
SKU00583,Beauty SKU 00583,S0054,P02,C03,Beauty,Private Label,16.85,2.061245274840235,1
SKU00584,FMCG SKU 00584,S0054,P02,C05,FMCG,Imported,12.6,0.9622350288066277,1
SKU00585,Mother Baby SKU 00585,S0054,P02,C08,Mother Baby,Official Brand,26.4,0.7891494155225681,1
SKU00586,FMCG SKU 00586,S0054,P02,C05,FMCG,Imported,4.0,0.73665030493867,1
SKU00587,Books SKU 00587,S0054,P02,C07,Books,Imported,16.79,0.5880160415638815,1
SKU00588,FMCG SKU 00588,S0054,P02,C05,FMCG,Imported,11.28,0.37984447887071865,1
SKU00589,Mother Baby SKU 00589,S0054,P02,C08,Mother Baby,Private Label,28.05,2.650041375189691,1
SKU00590,Home SKU 00590,S0054,P02,C04,Home,Marketplace Choice,36.81,1.7324357142250824,1
SKU00591,Fashion SKU 00591,S0055,P02,C02,Fashion,Marketplace Choice,18.81,0.8315068165244414,1
SKU00592,Electronics SKU 00592,S0055,P02,C01,Electronics,Private Label,82.37,1.5093594220699884,1
SKU00593,Beauty SKU 00593,S0055,P02,C03,Beauty,Imported,28.91,1.8545359446503422,1
SKU00594,Beauty SKU 00594,S0055,P02,C03,Beauty,Official Brand,13.66,1.1439518890381197,1
SKU00595,Electronics SKU 00595,S0055,P02,C01,Electronics,Local Brand,66.31,0.7338265802901761,1
SKU00596,FMCG SKU 00596,S0055,P02,C05,FMCG,Private Label,8.19,0.9704923151825859,1
SKU00597,Home SKU 00597,S0055,P02,C04,Home,Official Brand,21.89,0.5043552360863384,0
SKU00598,Fashion SKU 00598,S0055,P02,C02,Fashion,Private Label,60.68,1.9934296428129696,1
SKU00599,Sports SKU 00599,S0055,P02,C06,Sports,Marketplace Choice,42.53,1.4210613120209181,1
SKU00600,Beauty SKU 00600,S0055,P02,C03,Beauty,Marketplace Choice,11.92,0.7984473661382836,1
SKU00601,Fashion SKU 00601,S0055,P02,C02,Fashion,Private Label,31.6,2.6078065551646623,1
SKU00602,FMCG SKU 00602,S0055,P02,C05,FMCG,Marketplace Choice,6.91,0.924834927182304,1
SKU00603,FMCG SKU 00603,S0055,P02,C05,FMCG,Marketplace Choice,12.73,3.1430570891951777,1
SKU00604,Books SKU 00604,S0055,P02,C07,Books,Private Label,19.95,0.6294977955635007,1
SKU00605,Mother Baby SKU 00605,S0055,P02,C08,Mother Baby,Local Brand,23.02,2.480128707610389,1
SKU00606,Home SKU 00606,S0055,P02,C04,Home,Imported,48.04,1.9068605859372845,1
SKU00607,Sports SKU 00607,S0055,P02,C06,Sports,Imported,25.15,1.3420055602148169,1
SKU00608,Mother Baby SKU 00608,S0056,P02,C08,Mother Baby,Marketplace Choice,22.58,1.1084370359159796,1
SKU00609,Electronics SKU 00609,S0056,P02,C01,Electronics,Official Brand,27.8,1.8803150047482742,1
SKU00610,Beauty SKU 00610,S0056,P02,C03,Beauty,Private Label,33.27,0.8656493624009992,1
SKU00611,Books SKU 00611,S0056,P02,C07,Books,Imported,8.89,1.2357488576937057,1
SKU00612,Fashion SKU 00612,S0056,P02,C02,Fashion,Private Label,15.53,2.2509501799624028,1
SKU00613,Mother Baby SKU 00613,S0056,P02,C08,Mother Baby,Private Label,33.68,1.4390043740979872,0
SKU00614,Beauty SKU 00614,S0056,P02,C03,Beauty,Imported,13.42,0.442415117558004,1
SKU00615,Home SKU 00615,S0056,P02,C04,Home,Local Brand,37.64,0.9968407440904854,1
SKU00616,FMCG SKU 00616,S0056,P02,C05,FMCG,Official Brand,7.49,3.762682564165418,0
SKU00617,Fashion SKU 00617,S0056,P02,C02,Fashion,Marketplace Choice,15.51,1.4928533568932532,1
SKU00618,Mother Baby SKU 00618,S0056,P02,C08,Mother Baby,Local Brand,41.51,1.6198525304588924,1
SKU00619,Home SKU 00619,S0056,P02,C04,Home,Local Brand,52.62,1.343629990780387,1
SKU00620,Mother Baby SKU 00620,S0056,P02,C08,Mother Baby,Marketplace Choice,24.71,0.2702957976333358,1
SKU00621,Mother Baby SKU 00621,S0056,P02,C08,Mother Baby,Private Label,28.19,1.0924810274441534,1
SKU00622,Electronics SKU 00622,S0056,P02,C01,Electronics,Private Label,49.68,2.149839561313511,1
SKU00623,Fashion SKU 00623,S0056,P02,C02,Fashion,Private Label,26.02,1.1660283876213413,1
SKU00624,Electronics SKU 00624,S0057,P02,C01,Electronics,Local Brand,90.86,1.8052073598624174,1
SKU00625,Electronics SKU 00625,S0057,P02,C01,Electronics,Official Brand,50.59,1.2489671848603014,1
SKU00626,Electronics SKU 00626,S0057,P02,C01,Electronics,Local Brand,69.1,1.1482292590594898,1
SKU00627,Electronics SKU 00627,S0057,P02,C01,Electronics,Official Brand,58.01,0.8591210465858418,1
SKU00628,Sports SKU 00628,S0057,P02,C06,Sports,Private Label,26.82,0.5749946220001734,1
SKU00629,Beauty SKU 00629,S0057,P02,C03,Beauty,Private Label,17.88,2.7143860097131918,1
SKU00630,Fashion SKU 00630,S0057,P02,C02,Fashion,Marketplace Choice,38.39,1.0371790016411668,1
SKU00631,Mother Baby SKU 00631,S0058,P02,C08,Mother Baby,Official Brand,18.32,0.3904974582022062,1
SKU00632,Electronics SKU 00632,S0058,P02,C01,Electronics,Official Brand,68.01,1.1707383644863387,1
SKU00633,Books SKU 00633,S0058,P02,C07,Books,Imported,11.95,0.3732371077958782,1
SKU00634,Home SKU 00634,S0058,P02,C04,Home,Local Brand,43.42,0.8647183579974739,1
SKU00635,Beauty SKU 00635,S0058,P02,C03,Beauty,Local Brand,21.01,0.7990643653376672,1
SKU00636,Books SKU 00636,S0058,P02,C07,Books,Official Brand,9.92,0.46231364936498054,1
SKU00637,Mother Baby SKU 00637,S0058,P02,C08,Mother Baby,Imported,28.61,0.42058832841432564,1
SKU00638,Electronics SKU 00638,S0059,P02,C01,Electronics,Official Brand,83.31,0.6901539767212501,1
SKU00639,Books SKU 00639,S0059,P02,C07,Books,Official Brand,9.91,0.5335897259134842,1
SKU00640,Electronics SKU 00640,S0059,P02,C01,Electronics,Private Label,112.27,0.8224167590772403,1
SKU00641,Home SKU 00641,S0059,P02,C04,Home,Official Brand,77.61,0.8325118873503609,1
SKU00642,Books SKU 00642,S0059,P02,C07,Books,Imported,12.06,0.41832664328247526,1
SKU00643,FMCG SKU 00643,S0059,P02,C05,FMCG,Local Brand,9.71,3.9604461563960913,1
SKU00644,Beauty SKU 00644,S0059,P02,C03,Beauty,Marketplace Choice,17.01,1.1304788130663608,1
SKU00645,Fashion SKU 00645,S0059,P02,C02,Fashion,Official Brand,25.6,2.179521845001825,1
SKU00646,Fashion SKU 00646,S0059,P02,C02,Fashion,Official Brand,11.54,1.696841942235397,1
SKU00647,FMCG SKU 00647,S0059,P02,C05,FMCG,Marketplace Choice,7.01,0.865239944011661,1
SKU00648,Fashion SKU 00648,S0060,P02,C02,Fashion,Local Brand,31.14,3.204463296947118,1
SKU00649,Mother Baby SKU 00649,S0060,P02,C08,Mother Baby,Marketplace Choice,46.28,0.4993701917348054,1
SKU00650,Electronics SKU 00650,S0060,P02,C01,Electronics,Marketplace Choice,70.75,1.7127793968242524,1
SKU00651,Beauty SKU 00651,S0060,P02,C03,Beauty,Marketplace Choice,30.26,0.9306953076098295,1
SKU00652,Mother Baby SKU 00652,S0060,P02,C08,Mother Baby,Official Brand,25.06,1.2311267513063062,1
SKU00653,Fashion SKU 00653,S0060,P02,C02,Fashion,Imported,23.73,1.618193716185792,1
SKU00654,Mother Baby SKU 00654,S0060,P02,C08,Mother Baby,Marketplace Choice,13.73,1.2872839079482177,1
SKU00655,FMCG SKU 00655,S0060,P02,C05,FMCG,Local Brand,7.82,2.0993258660264207,1
SKU00656,Home SKU 00656,S0060,P02,C04,Home,Imported,11.7,5.565742571980094,1
SKU00657,Home SKU 00657,S0060,P02,C04,Home,Marketplace Choice,40.95,0.6228047968561973,1
SKU00658,FMCG SKU 00658,S0060,P02,C05,FMCG,Imported,9.27,1.1293106834788098,1
SKU00659,Mother Baby SKU 00659,S0060,P02,C08,Mother Baby,Local Brand,54.39,2.627615150875773,1
SKU00660,Mother Baby SKU 00660,S0060,P02,C08,Mother Baby,Private Label,41.39,1.251693633163892,0
SKU00661,FMCG SKU 00661,S0061,P02,C05,FMCG,Imported,7.38,1.6699373696783149,1
SKU00662,Fashion SKU 00662,S0061,P02,C02,Fashion,Imported,20.31,0.7663031736821646,1
SKU00663,FMCG SKU 00663,S0061,P02,C05,FMCG,Official Brand,15.65,3.0034349800134157,1
SKU00664,Fashion SKU 00664,S0061,P02,C02,Fashion,Local Brand,26.07,3.894833049635911,1
SKU00665,Home SKU 00665,S0061,P02,C04,Home,Imported,14.01,1.9744880063115136,1
SKU00666,FMCG SKU 00666,S0061,P02,C05,FMCG,Private Label,8.24,1.2176486281456145,1
SKU00667,Home SKU 00667,S0061,P02,C04,Home,Local Brand,61.2,0.5242113235540538,0
SKU00668,Beauty SKU 00668,S0061,P02,C03,Beauty,Imported,14.2,0.9662885990827828,1
SKU00669,Home SKU 00669,S0061,P02,C04,Home,Local Brand,69.25,0.8237601109968714,1
SKU00670,Books SKU 00670,S0062,P02,C07,Books,Imported,28.19,0.5719054685002151,1
SKU00671,FMCG SKU 00671,S0062,P02,C05,FMCG,Local Brand,5.35,1.4917733093192527,1
SKU00672,FMCG SKU 00672,S0062,P02,C05,FMCG,Marketplace Choice,11.93,2.6569121386060917,1
SKU00673,Sports SKU 00673,S0062,P02,C06,Sports,Local Brand,31.75,1.5435963881998378,1
SKU00674,Mother Baby SKU 00674,S0062,P02,C08,Mother Baby,Official Brand,18.64,0.6365789427405877,1
SKU00675,Sports SKU 00675,S0062,P02,C06,Sports,Imported,69.59,1.646132653373839,1
SKU00676,Electronics SKU 00676,S0062,P02,C01,Electronics,Private Label,87.72,0.5490294931366839,1
SKU00677,Fashion SKU 00677,S0062,P02,C02,Fashion,Imported,22.14,1.2474362409941386,1
SKU00678,Books SKU 00678,S0063,P02,C07,Books,Official Brand,15.33,0.7344392607373218,1
SKU00679,Mother Baby SKU 00679,S0063,P02,C08,Mother Baby,Imported,26.31,1.6064174195961722,1
SKU00680,Sports SKU 00680,S0063,P02,C06,Sports,Private Label,31.25,1.1865353346780718,1
SKU00681,Mother Baby SKU 00681,S0063,P02,C08,Mother Baby,Local Brand,25.29,3.2221620245460563,1
SKU00682,Electronics SKU 00682,S0063,P02,C01,Electronics,Private Label,98.31,1.1877912668690636,1
SKU00683,Mother Baby SKU 00683,S0063,P02,C08,Mother Baby,Official Brand,32.8,1.2139431616944325,1
SKU00684,Home SKU 00684,S0064,P02,C04,Home,Private Label,23.72,1.2045822296474857,1
SKU00685,FMCG SKU 00685,S0064,P02,C05,FMCG,Marketplace Choice,9.81,2.05784457261629,1
SKU00686,Home SKU 00686,S0064,P02,C04,Home,Local Brand,37.2,2.161880092341355,1
SKU00687,FMCG SKU 00687,S0064,P02,C05,FMCG,Official Brand,12.45,0.9663243735386363,1
SKU00688,Mother Baby SKU 00688,S0064,P02,C08,Mother Baby,Private Label,70.59,2.4294604342864843,1
SKU00689,Home SKU 00689,S0064,P02,C04,Home,Official Brand,26.15,0.5871220831828095,1
SKU00690,Sports SKU 00690,S0064,P02,C06,Sports,Local Brand,41.93,3.5617652514100486,1
SKU00691,Fashion SKU 00691,S0065,P02,C02,Fashion,Official Brand,17.18,1.9253619875035584,1
SKU00692,Fashion SKU 00692,S0065,P02,C02,Fashion,Private Label,23.85,1.3649630190004727,1
SKU00693,Electronics SKU 00693,S0065,P02,C01,Electronics,Marketplace Choice,69.7,1.7943239199684182,1
SKU00694,Electronics SKU 00694,S0065,P02,C01,Electronics,Private Label,91.61,2.2600548064084016,1
SKU00695,Books SKU 00695,S0065,P02,C07,Books,Marketplace Choice,13.2,0.8656752742323941,1
SKU00696,Beauty SKU 00696,S0065,P02,C03,Beauty,Local Brand,31.07,1.2420183430246772,1
SKU00697,Home SKU 00697,S0065,P02,C04,Home,Imported,41.29,1.0859343714178307,1
SKU00698,Books SKU 00698,S0066,P02,C07,Books,Local Brand,8.34,0.4464716745134954,1
SKU00699,Fashion SKU 00699,S0066,P02,C02,Fashion,Local Brand,23.09,1.197549121508921,1
SKU00700,FMCG SKU 00700,S0066,P02,C05,FMCG,Marketplace Choice,10.13,2.924744420692952,1
SKU00701,Fashion SKU 00701,S0066,P02,C02,Fashion,Local Brand,24.26,1.697518119541533,1
SKU00702,Beauty SKU 00702,S0067,P02,C03,Beauty,Local Brand,18.82,1.3897107695018938,1
SKU00703,FMCG SKU 00703,S0067,P02,C05,FMCG,Marketplace Choice,9.45,1.4597118753140674,1
SKU00704,Mother Baby SKU 00704,S0067,P02,C08,Mother Baby,Official Brand,19.37,0.5830583897303494,1
SKU00705,FMCG SKU 00705,S0067,P02,C05,FMCG,Private Label,5.91,1.421068273452731,1
SKU00706,Fashion SKU 00706,S0067,P02,C02,Fashion,Marketplace Choice,20.87,0.9656100853777103,1
SKU00707,Mother Baby SKU 00707,S0067,P02,C08,Mother Baby,Imported,56.13,0.6502504914180632,1
SKU00708,FMCG SKU 00708,S0067,P02,C05,FMCG,Marketplace Choice,9.73,1.4913537369034136,1
SKU00709,Electronics SKU 00709,S0067,P02,C01,Electronics,Local Brand,52.11,1.9728686576958356,1
SKU00710,Books SKU 00710,S0067,P02,C07,Books,Marketplace Choice,29.21,1.3457768699937958,1
SKU00711,Books SKU 00711,S0067,P02,C07,Books,Private Label,14.03,0.2987863532965086,1
SKU00712,Sports SKU 00712,S0068,P02,C06,Sports,Imported,26.3,1.3817498822891605,1
SKU00713,FMCG SKU 00713,S0068,P02,C05,FMCG,Marketplace Choice,6.15,1.1099135877556683,1
SKU00714,Home SKU 00714,S0068,P02,C04,Home,Official Brand,44.3,0.8211963342927995,1
SKU00715,Fashion SKU 00715,S0068,P02,C02,Fashion,Official Brand,13.27,1.2124347712344068,1
SKU00716,Fashion SKU 00716,S0068,P02,C02,Fashion,Local Brand,21.74,1.3411768135257953,1
SKU00717,Electronics SKU 00717,S0068,P02,C01,Electronics,Imported,47.59,1.016029923526013,1
SKU00718,Books SKU 00718,S0068,P02,C07,Books,Imported,13.98,0.48677794705643784,1
SKU00719,FMCG SKU 00719,S0068,P02,C05,FMCG,Marketplace Choice,4.29,1.9637712830264382,1
SKU00720,Beauty SKU 00720,S0068,P02,C03,Beauty,Local Brand,15.04,0.8690583034430494,1
SKU00721,Mother Baby SKU 00721,S0068,P02,C08,Mother Baby,Local Brand,43.81,0.3937714044541141,0
SKU00722,Fashion SKU 00722,S0068,P02,C02,Fashion,Imported,38.26,0.9991358038722742,1
SKU00723,Beauty SKU 00723,S0068,P02,C03,Beauty,Local Brand,22.29,1.1045817620900098,1
SKU00724,Fashion SKU 00724,S0068,P02,C02,Fashion,Local Brand,29.51,2.649037724988948,1
SKU00725,Sports SKU 00725,S0068,P02,C06,Sports,Marketplace Choice,31.18,1.8103064961944975,1
SKU00726,Beauty SKU 00726,S0068,P02,C03,Beauty,Official Brand,19.78,1.0970965344136796,1
SKU00727,Electronics SKU 00727,S0069,P02,C01,Electronics,Marketplace Choice,63.17,1.1174149727144154,1
SKU00728,FMCG SKU 00728,S0069,P02,C05,FMCG,Official Brand,4.17,0.9975104558811175,1
SKU00729,Electronics SKU 00729,S0069,P02,C01,Electronics,Local Brand,39.51,0.6400691744611892,1
SKU00730,Beauty SKU 00730,S0069,P02,C03,Beauty,Marketplace Choice,17.76,0.8048980251787639,1
SKU00731,FMCG SKU 00731,S0069,P02,C05,FMCG,Marketplace Choice,8.07,0.7446097779646883,1
SKU00732,Books SKU 00732,S0069,P02,C07,Books,Official Brand,12.4,0.6399594620363773,1
SKU00733,Electronics SKU 00733,S0069,P02,C01,Electronics,Official Brand,61.99,0.8122744497679443,1
SKU00734,FMCG SKU 00734,S0069,P02,C05,FMCG,Private Label,8.27,1.7640095340513018,1
SKU00735,Sports SKU 00735,S0070,P02,C06,Sports,Marketplace Choice,69.09,0.5172479499426902,1
SKU00736,FMCG SKU 00736,S0070,P02,C05,FMCG,Official Brand,7.17,1.1818662005562348,1
SKU00737,Electronics SKU 00737,S0070,P02,C01,Electronics,Official Brand,98.26,0.57788524106691,1
SKU00738,Electronics SKU 00738,S0070,P02,C01,Electronics,Imported,37.85,0.6636286033887157,1
SKU00739,Electronics SKU 00739,S0070,P02,C01,Electronics,Private Label,51.34,1.3646131681519242,1
SKU00740,Beauty SKU 00740,S0070,P02,C03,Beauty,Private Label,14.63,0.4326470743301648,1
SKU00741,Sports SKU 00741,S0070,P02,C06,Sports,Official Brand,58.51,1.5257850646227769,1
SKU00742,Sports SKU 00742,S0070,P02,C06,Sports,Local Brand,37.25,0.4865166055446046,1
SKU00743,Fashion SKU 00743,S0071,P02,C02,Fashion,Imported,31.3,0.3973225989554939,1
SKU00744,Books SKU 00744,S0071,P02,C07,Books,Marketplace Choice,10.38,1.0863324304885849,1
SKU00745,Home SKU 00745,S0071,P02,C04,Home,Local Brand,33.43,2.5878189447603916,1
SKU00746,Fashion SKU 00746,S0071,P02,C02,Fashion,Official Brand,28.06,0.4495777589654737,1
SKU00747,Electronics SKU 00747,S0071,P02,C01,Electronics,Private Label,96.08,1.7287284179424072,1
SKU00748,Mother Baby SKU 00748,S0071,P02,C08,Mother Baby,Imported,24.74,0.9620424983945977,1
SKU00749,FMCG SKU 00749,S0071,P02,C05,FMCG,Official Brand,14.51,0.9291762977614136,1
SKU00750,Beauty SKU 00750,S0071,P02,C03,Beauty,Imported,16.19,0.7320385930102636,1
SKU00751,Fashion SKU 00751,S0071,P02,C02,Fashion,Private Label,18.5,1.8066969901378844,1
SKU00752,FMCG SKU 00752,S0071,P02,C05,FMCG,Imported,27.76,1.0846717769368592,1
SKU00753,Sports SKU 00753,S0071,P02,C06,Sports,Imported,68.14,1.561894165249098,1
SKU00754,Electronics SKU 00754,S0071,P02,C01,Electronics,Marketplace Choice,70.48,1.3867049434436878,1
SKU00755,Fashion SKU 00755,S0071,P02,C02,Fashion,Imported,20.76,1.4833711632198423,1
SKU00756,FMCG SKU 00756,S0071,P02,C05,FMCG,Imported,15.22,1.3585497912820244,1
SKU00757,Home SKU 00757,S0071,P02,C04,Home,Private Label,20.83,1.0254545972589404,1
SKU00758,Home SKU 00758,S0071,P02,C04,Home,Official Brand,26.48,0.728586576570479,1
SKU00759,Mother Baby SKU 00759,S0072,P02,C08,Mother Baby,Local Brand,32.49,1.316276665779725,0
SKU00760,Electronics SKU 00760,S0072,P02,C01,Electronics,Official Brand,82.19,1.1244423987184229,1
SKU00761,Electronics SKU 00761,S0072,P02,C01,Electronics,Local Brand,97.12,3.349356429802486,1
SKU00762,Fashion SKU 00762,S0072,P02,C02,Fashion,Private Label,33.42,0.7557246873079829,1
SKU00763,Fashion SKU 00763,S0072,P02,C02,Fashion,Marketplace Choice,53.74,0.7612839647702389,1
SKU00764,FMCG SKU 00764,S0072,P02,C05,FMCG,Local Brand,14.88,0.6666495712920077,1
SKU00765,Fashion SKU 00765,S0072,P02,C02,Fashion,Marketplace Choice,42.46,0.944816458998834,1
SKU00766,Beauty SKU 00766,S0072,P02,C03,Beauty,Marketplace Choice,20.24,1.7155240388046746,1
SKU00767,Mother Baby SKU 00767,S0072,P02,C08,Mother Baby,Official Brand,31.28,1.7120556976301076,1
SKU00768,Books SKU 00768,S0072,P02,C07,Books,Imported,25.57,1.1035423528096058,1
SKU00769,Beauty SKU 00769,S0072,P02,C03,Beauty,Private Label,13.59,0.9226539383351189,1
SKU00770,Fashion SKU 00770,S0073,P02,C02,Fashion,Official Brand,23.07,1.6101165612129207,1
SKU00771,FMCG SKU 00771,S0073,P02,C05,FMCG,Official Brand,7.26,2.783717146635091,1
SKU00772,Electronics SKU 00772,S0073,P02,C01,Electronics,Local Brand,117.01,1.3631643593697753,1
SKU00773,Electronics SKU 00773,S0073,P02,C01,Electronics,Imported,65.25,0.9137439799449774,1
SKU00774,Mother Baby SKU 00774,S0073,P02,C08,Mother Baby,Private Label,31.81,0.8346619493601818,1
SKU00775,Electronics SKU 00775,S0073,P02,C01,Electronics,Official Brand,108.59,1.1492087916782654,1
SKU00776,Home SKU 00776,S0074,P02,C04,Home,Official Brand,26.43,1.0886938476322776,1
SKU00777,Sports SKU 00777,S0074,P02,C06,Sports,Marketplace Choice,29.77,0.6654708188076969,1
SKU00778,Books SKU 00778,S0074,P02,C07,Books,Official Brand,9.35,0.8943810991968354,1
SKU00779,FMCG SKU 00779,S0074,P02,C05,FMCG,Marketplace Choice,7.73,0.7636472486285794,0
SKU00780,Mother Baby SKU 00780,S0074,P02,C08,Mother Baby,Imported,45.01,1.313542493258706,1
SKU00781,FMCG SKU 00781,S0074,P02,C05,FMCG,Private Label,15.55,0.5904666034651272,1
SKU00782,FMCG SKU 00782,S0074,P02,C05,FMCG,Official Brand,8.81,1.4670131951488932,1
SKU00783,Beauty SKU 00783,S0074,P02,C03,Beauty,Local Brand,17.36,0.9630596567849485,1
SKU00784,Fashion SKU 00784,S0074,P02,C02,Fashion,Private Label,17.96,1.9015241173353838,1
SKU00785,Fashion SKU 00785,S0074,P02,C02,Fashion,Marketplace Choice,25.45,0.5082769977126899,1
SKU00786,Electronics SKU 00786,S0074,P02,C01,Electronics,Local Brand,91.94,2.410588369609028,1
SKU00787,Books SKU 00787,S0074,P02,C07,Books,Official Brand,8.23,0.9601033536207125,1
SKU00788,Home SKU 00788,S0074,P02,C04,Home,Marketplace Choice,33.47,0.75274864687834,1
SKU00789,Fashion SKU 00789,S0074,P02,C02,Fashion,Imported,34.87,1.570060489211023,1
SKU00790,Beauty SKU 00790,S0075,P02,C03,Beauty,Official Brand,28.87,2.62385349391863,1
SKU00791,FMCG SKU 00791,S0075,P02,C05,FMCG,Imported,9.25,1.652402557971246,1
SKU00792,Sports SKU 00792,S0075,P02,C06,Sports,Local Brand,41.16,1.255416825051099,1
SKU00793,FMCG SKU 00793,S0075,P02,C05,FMCG,Local Brand,6.23,3.2758160871944435,1
SKU00794,Electronics SKU 00794,S0075,P02,C01,Electronics,Marketplace Choice,36.63,1.8762283812914227,1
SKU00795,Books SKU 00795,S0075,P02,C07,Books,Official Brand,21.53,0.4052035867962793,1
SKU00796,Fashion SKU 00796,S0075,P02,C02,Fashion,Marketplace Choice,19.25,0.8790329809949463,1
SKU00797,Mother Baby SKU 00797,S0075,P02,C08,Mother Baby,Official Brand,32.42,0.9881094817336478,1
SKU00798,Home SKU 00798,S0075,P02,C04,Home,Imported,54.47,1.649202265979087,1
