review_id,order_item_id,review_date,platform_id,seller_id,sku_id,category_id,rating,verified_purchase_flag,review_weight
REV0012826,OI0043668,2026-04-09,P01,S0021,SKU00194,C05,4,1,1.0
REV0012827,OI0043675,2025-06-24,P01,S0049,SKU00513,C05,4,1,1.0
REV0012828,OI0043676,2025-05-29,P02,S0086,SKU00921,C01,4,1,1.0
REV0012829,OI0043681,2025-11-24,P03,S0096,SKU01010,C05,4,1,1.0
REV0012830,OI0043688,2026-05-26,P03,S0093,SKU00972,C02,5,1,1.0
REV0012831,OI0043689,2025-12-19,P01,S0043,SKU00433,C01,3,1,1.0
REV0012832,OI0043695,2025-11-29,P03,S0098,SKU01051,C04,4,1,1.0
REV0012833,OI0043696,2025-09-04,P02,S0081,SKU00862,C01,4,1,1.0
REV0012834,OI0043699,2025-07-15,P03,S0096,SKU01036,C04,4,1,1.0
REV0012835,OI0043703,2025-10-06,P03,S0104,SKU01105,C04,4,1,1.0
REV0012836,OI0043704,2025-07-01,P02,S0061,SKU00668,C03,4,1,1.0
REV0012837,OI0043706,2026-03-18,P01,S0036,SKU00357,C02,4,1,1.0
REV0012838,OI0043709,2025-12-29,P01,S0015,SKU00119,C03,4,1,1.0
REV0012839,OI0043710,2025-07-17,P01,S0017,SKU00131,C01,4,1,0.35
REV0012840,OI0043712,2026-03-27,P03,S0108,SKU01147,C01,5,1,1.0
REV0012841,OI0043715,2025-05-21,P02,S0060,SKU00658,C05,4,1,1.0
REV0012842,OI0043717,2026-03-15,P03,S0108,SKU01140,C05,4,1,1.0
REV0012843,OI0043721,2025-03-28,P01,S0033,SKU00315,C05,4,1,1.0
REV0012844,OI0043725,2025-11-28,P03,S0118,SKU01251,C08,5,1,1.0
REV0012845,OI0043728,2025-01-28,P03,S0096,SKU01019,C07,3,0,1.0
REV0012846,OI0043729,2025-03-10,P03,S0096,SKU01013,C07,5,1,1.0
REV0012847,OI0043730,2025-12-08,P01,S0031,SKU00296,C01,4,1,1.0
REV0012848,OI0043734,2025-11-03,P01,S0019,SKU00155,C08,4,1,1.0
REV0012849,OI0043738,2025-07-06,P01,S0049,SKU00501,C04,4,1,1.0
REV0012850,OI0043740,2025-08-07,P01,S0020,SKU00180,C06,4,1,1.0
REV0012851,OI0043744,2025-02-19,P03,S0108,SKU01139,C02,4,1,1.0
REV0012852,OI0043746,2025-09-21,P01,S0031,SKU00288,C04,4,1,1.0
REV0012853,OI0043747,2025-09-28,P02,S0055,SKU00601,C02,5,1,1.0
REV0012854,OI0043751,2025-05-17,P03,S0108,SKU01142,C01,5,1,1.0
REV0012855,OI0043752,2025-07-01,P03,S0116,SKU01231,C01,4,1,1.0
REV0012856,OI0043756,2025-10-13,P02,S0086,SKU00924,C04,4,1,1.0
REV0012857,OI0043759,2025-09-14,P03,S0096,SKU01007,C02,4,1,1.0
REV0012858,OI0043760,2026-01-25,P01,S0039,SKU00394,C01,4,1,1.0
REV0012859,OI0043763,2025-04-30,P01,S0048,SKU00489,C04,5,1,1.0
REV0012860,OI0043764,2026-01-08,P01,S0048,SKU00482,C02,4,1,1.0
REV0012861,OI0043770,2025-10-02,P01,S0039,SKU00379,C05,3,1,1.0
REV0012862,OI0043773,2025-08-26,P02,S0090,SKU00947,C08,4,1,1.0
REV0012863,OI0043786,2026-02-14,P01,S0035,SKU00331,C03,3,1,1.0
REV0012864,OI0043788,2025-09-13,P03,S0096,SKU01035,C01,4,1,1.0
REV0012865,OI0043795,2025-01-25,P02,S0081,SKU00864,C06,3,1,1.0
REV0012866,OI0043801,2025-03-03,P01,S0049,SKU00510,C02,4,0,1.0
REV0012867,OI0043813,2025-08-07,P03,S0098,SKU01053,C04,4,1,1.0
REV0012868,OI0043816,2026-02-24,P03,S0098,SKU01046,C06,4,0,1.0
REV0012869,OI0043818,2026-01-08,P03,S0098,SKU01053,C04,4,1,1.0
REV0012870,OI0043819,2026-02-01,P02,S0078,SKU00827,C07,4,1,1.0
REV0012871,OI0043823,2025-09-30,P03,S0108,SKU01146,C03,4,1,1.0
REV0012872,OI0043825,2025-08-06,P01,S0048,SKU00483,C06,4,1,1.0
REV0012873,OI0043831,2025-06-14,P03,S0098,SKU01045,C06,4,1,1.0
REV0012874,OI0043833,2026-04-05,P03,S0112,SKU01193,C03,3,1,1.0
REV0012875,OI0043839,2025-02-07,P01,S0019,SKU00169,C05,4,1,1.0
REV0012876,OI0043846,2025-12-25,P02,S0090,SKU00954,C03,4,1,1.0
REV0012877,OI0043847,2026-01-25,P03,S0101,SKU01071,C05,4,1,1.0
REV0012878,OI0043856,2025-12-06,P01,S0033,SKU00323,C04,4,1,1.0
REV0012879,OI0043861,2026-06-02,P03,S0096,SKU01010,C05,4,1,1.0
REV0012880,OI0043864,2025-06-19,P01,S0033,SKU00321,C04,5,1,1.0
REV0012881,OI0043865,2025-04-10,P01,S0035,SKU00337,C04,4,1,1.0
REV0012882,OI0043867,2025-12-30,P03,S0110,SKU01170,C05,4,0,1.0
REV0012883,OI0043868,2026-02-16,P02,S0081,SKU00871,C05,4,1,1.0
REV0012884,OI0043870,2025-04-02,P03,S0096,SKU01028,C02,3,1,1.0
REV0012885,OI0043871,2026-01-05,P01,S0011,SKU00085,C01,4,1,1.0
REV0012886,OI0043873,2025-11-16,P01,S0048,SKU00488,C06,5,1,1.0
REV0012887,OI0043874,2025-05-11,P01,S0046,SKU00458,C08,4,1,1.0
REV0012888,OI0043877,2025-08-06,P03,S0093,SKU00982,C08,4,1,0.35
REV0012889,OI0043880,2025-09-25,P01,S0049,SKU00499,C01,4,1,1.0
REV0012890,OI0043883,2025-10-23,P03,S0108,SKU01139,C02,4,1,1.0
REV0012891,OI0043895,2025-12-04,P02,S0062,SKU00672,C05,4,1,1.0
REV0012892,OI0043899,2025-04-17,P02,S0057,SKU00624,C01,3,1,1.0
REV0012893,OI0043901,2026-03-22,P01,S0046,SKU00471,C05,4,1,1.0
REV0012894,OI0043902,2025-11-22,P03,S0096,SKU01007,C02,4,1,1.0
REV0012895,OI0043912,2025-01-23,P03,S0112,SKU01197,C03,4,1,1.0
REV0012896,OI0043914,2025-10-13,P01,S0014,SKU00115,C06,4,1,1.0
REV0012897,OI0043915,2025-03-28,P02,S0066,SKU00701,C02,5,1,1.0
REV0012898,OI0043918,2025-11-14,P02,S0078,SKU00834,C03,4,1,1.0
REV0012899,OI0043925,2026-02-21,P03,S0096,SKU01021,C01,5,1,1.0
REV0012900,OI0043926,2025-03-30,P03,S0096,SKU01029,C03,5,1,1.0
REV0012901,OI0043935,2025-03-21,P01,S0049,SKU00495,C08,4,1,1.0
REV0012902,OI0043939,2025-01-27,P02,S0052,SKU00565,C07,4,1,1.0
REV0012903,OI0043940,2025-08-04,P03,S0093,SKU00974,C01,4,1,1.0
REV0012904,OI0043942,2025-09-12,P01,S0029,SKU00268,C05,4,0,1.0
REV0012905,OI0043945,2025-11-24,P02,S0088,SKU00930,C05,5,1,1.0
REV0012906,OI0043946,2026-04-16,P03,S0112,SKU01199,C05,4,1,1.0
REV0012907,OI0043948,2025-06-23,P03,S0102,SKU01091,C06,4,1,1.0
REV0012908,OI0043949,2025-10-28,P03,S0098,SKU01044,C05,4,1,0.35
REV0012909,OI0043952,2025-12-08,P03,S0108,SKU01142,C01,5,1,1.0
REV0012910,OI0043956,2026-01-23,P02,S0067,SKU00702,C03,5,1,1.0
REV0012911,OI0043957,2025-08-30,P03,S0113,SKU01205,C04,4,1,1.0
REV0012912,OI0043958,2025-02-26,P01,S0031,SKU00296,C01,4,1,1.0
REV0012913,OI0043959,2026-06-01,P01,S0042,SKU00423,C08,4,1,1.0
REV0012914,OI0043967,2025-11-11,P01,S0011,SKU00090,C03,4,1,1.0
REV0012915,OI0043968,2025-06-12,P03,S0108,SKU01153,C05,4,1,1.0
REV0012916,OI0043969,2025-11-03,P01,S0049,SKU00514,C03,4,1,1.0
REV0012917,OI0043972,2025-02-13,P02,S0052,SKU00563,C05,4,1,1.0
REV0012918,OI0043974,2025-12-21,P01,S0023,SKU00216,C02,4,1,1.0
REV0012919,OI0043975,2025-07-07,P03,S0112,SKU01200,C02,5,1,1.0
REV0012920,OI0043976,2025-11-16,P01,S0039,SKU00393,C06,5,1,1.0
REV0012921,OI0043980,2026-05-13,P01,S0039,SKU00391,C07,4,1,1.0
REV0012922,OI0043984,2025-06-03,P02,S0060,SKU00654,C08,4,1,1.0
REV0012923,OI0043985,2025-01-23,P01,S0049,SKU00501,C04,4,1,1.0
REV0012924,OI0043989,2025-07-14,P01,S0039,SKU00392,C06,4,1,1.0
REV0012925,OI0043992,2026-03-17,P03,S0098,SKU01044,C05,5,1,1.0
REV0012926,OI0043995,2025-10-07,P03,S0098,SKU01043,C02,5,1,1.0
REV0012927,OI0043998,2025-11-21,P01,S0027,SKU00259,C06,3,1,1.0
REV0012928,OI0044001,2025-09-30,P01,S0024,SKU00239,C02,4,1,1.0
REV0012929,OI0044009,2025-05-21,P01,S0009,SKU00069,C02,5,1,1.0
REV0012930,OI0044011,2026-05-25,P01,S0048,SKU00482,C02,4,1,1.0
REV0012931,OI0044013,2025-03-08,P03,S0096,SKU01028,C02,4,1,1.0
REV0012932,OI0044016,2025-09-01,P02,S0081,SKU00867,C01,4,1,1.0
REV0012933,OI0044021,2025-06-07,P02,S0053,SKU00571,C05,4,1,0.35
REV0012934,OI0044028,2025-09-05,P03,S0095,SKU01002,C01,4,1,1.0
REV0012935,OI0044032,2026-01-14,P03,S0096,SKU01021,C01,4,1,1.0
REV0012936,OI0044041,2026-03-05,P03,S0119,SKU01256,C01,4,1,1.0
REV0012937,OI0044054,2025-05-25,P03,S0096,SKU01011,C05,4,1,1.0
REV0012938,OI0044057,2025-09-04,P03,S0098,SKU01055,C05,5,1,1.0
REV0012939,OI0044064,2026-02-01,P01,S0021,SKU00205,C03,4,1,1.0
REV0012940,OI0044067,2025-06-05,P02,S0075,SKU00791,C05,4,1,1.0
REV0012941,OI0044069,2025-02-07,P01,S0031,SKU00298,C03,4,1,1.0
REV0012942,OI0044072,2025-10-23,P02,S0082,SKU00883,C01,3,1,1.0
REV0012943,OI0044075,2025-02-05,P01,S0024,SKU00229,C08,4,1,1.0
REV0012944,OI0044085,2025-10-08,P03,S0108,SKU01138,C06,5,1,1.0
REV0012945,OI0044089,2026-04-22,P01,S0039,SKU00387,C03,5,1,1.0
REV0012946,OI0044091,2025-09-14,P02,S0075,SKU00793,C05,4,1,0.35
REV0012947,OI0044093,2026-05-10,P03,S0108,SKU01142,C01,4,1,1.0
REV0012948,OI0044096,2025-05-20,P01,S0039,SKU00376,C08,4,1,1.0
REV0012949,OI0044097,2026-01-31,P03,S0093,SKU00972,C02,5,1,1.0
REV0012950,OI0044098,2025-11-14,P01,S0011,SKU00083,C03,4,1,1.0
REV0012951,OI0044103,2025-12-20,P02,S0060,SKU00656,C04,5,1,1.0
REV0012952,OI0044105,2025-08-26,P03,S0102,SKU01093,C03,4,1,1.0
REV0012953,OI0044107,2026-04-01,P02,S0090,SKU00955,C05,4,1,1.0
REV0012954,OI0044108,2025-03-12,P02,S0068,SKU00719,C05,4,1,1.0
REV0012955,OI0044113,2025-05-18,P01,S0031,SKU00305,C08,4,1,1.0
REV0012956,OI0044117,2025-12-11,P02,S0060,SKU00658,C05,4,1,1.0
REV0012957,OI0044119,2026-05-03,P01,S0033,SKU00322,C05,3,1,1.0
REV0012958,OI0044122,2026-04-28,P03,S0112,SKU01199,C05,4,1,1.0
REV0012959,OI0044124,2025-08-07,P01,S0033,SKU00320,C01,5,1,1.0
REV0012960,OI0044125,2025-10-05,P01,S0039,SKU00391,C07,4,1,1.0
REV0012961,OI0044129,2025-08-06,P01,S0019,SKU00166,C05,4,1,1.0
REV0012962,OI0044130,2025-06-09,P01,S0018,SKU00142,C02,4,1,1.0
REV0012963,OI0044136,2026-03-03,P01,S0021,SKU00194,C05,4,1,1.0
REV0012964,OI0044137,2026-01-09,P01,S0009,SKU00064,C08,4,1,1.0
REV0012965,OI0044138,2025-06-24,P03,S0098,SKU01056,C02,5,1,1.0
REV0012966,OI0044142,2025-08-21,P03,S0101,SKU01073,C05,4,1,1.0
REV0012967,OI0044145,2025-10-09,P01,S0042,SKU00428,C06,4,1,1.0
REV0012968,OI0044147,2025-12-30,P02,S0051,SKU00536,C01,4,1,1.0
REV0012969,OI0044148,2025-03-10,P01,S0038,SKU00370,C08,4,1,1.0
REV0012970,OI0044149,2025-10-19,P01,S0039,SKU00387,C03,4,1,1.0
REV0012971,OI0044151,2025-02-22,P03,S0108,SKU01136,C03,4,1,1.0
REV0012972,OI0044152,2025-03-17,P03,S0112,SKU01195,C05,4,1,1.0
REV0012973,OI0044160,2025-06-30,P03,S0096,SKU01003,C05,5,1,1.0
REV0012974,OI0044162,2025-03-21,P01,S0049,SKU00511,C06,5,1,1.0
REV0012975,OI0044167,2025-07-04,P01,S0011,SKU00088,C06,4,1,1.0
REV0012976,OI0044171,2026-05-12,P03,S0096,SKU01003,C05,5,1,1.0
REV0012977,OI0044172,2026-03-10,P02,S0079,SKU00848,C05,5,1,1.0
REV0012978,OI0044173,2025-08-07,P03,S0096,SKU01015,C05,4,1,1.0
REV0012979,OI0044174,2025-09-21,P01,S0020,SKU00172,C04,4,1,1.0
REV0012980,OI0044177,2026-02-20,P01,S0017,SKU00134,C03,4,1,1.0
REV0012981,OI0044178,2025-11-04,P01,S0049,SKU00498,C08,5,1,1.0
REV0012982,OI0044191,2025-10-29,P01,S0019,SKU00162,C03,4,1,1.0
REV0012983,OI0044192,2025-01-30,P03,S0096,SKU01005,C05,4,1,1.0
REV0012984,OI0044194,2025-02-14,P03,S0096,SKU01015,C05,4,1,1.0
REV0012985,OI0044196,2025-02-10,P03,S0096,SKU01013,C07,4,1,1.0
REV0012986,OI0044199,2025-06-05,P01,S0049,SKU00506,C05,4,1,1.0
REV0012987,OI0044200,2025-03-07,P01,S0031,SKU00294,C05,5,1,1.0
REV0012988,OI0044201,2025-02-08,P01,S0049,SKU00499,C01,4,1,1.0
REV0012989,OI0044202,2026-01-10,P03,S0096,SKU01035,C01,4,1,1.0
REV0012990,OI0044204,2025-06-07,P02,S0084,SKU00900,C01,4,1,1.0
REV0012991,OI0044208,2025-03-12,P01,S0049,SKU00511,C06,4,1,1.0
REV0012992,OI0044209,2025-12-26,P03,S0112,SKU01194,C04,4,1,1.0
REV0012993,OI0044210,2025-01-17,P03,S0096,SKU01023,C05,4,1,1.0
REV0012994,OI0044214,2025-08-20,P02,S0078,SKU00833,C04,4,1,1.0
REV0012995,OI0044215,2026-02-26,P02,S0051,SKU00531,C05,5,1,1.0
REV0012996,OI0044216,2026-01-11,P01,S0048,SKU00493,C05,4,1,1.0
REV0012997,OI0044217,2026-03-09,P01,S0049,SKU00494,C05,4,0,1.0
REV0012998,OI0044219,2026-04-01,P01,S0020,SKU00175,C08,4,1,1.0
REV0012999,OI0044221,2026-03-05,P01,S0046,SKU00465,C02,4,1,1.0
REV0013000,OI0044222,2025-09-04,P01,S0039,SKU00387,C03,3,1,1.0
REV0013001,OI0044223,2025-06-24,P01,S0039,SKU00395,C05,4,1,1.0
REV0013002,OI0044233,2025-04-07,P01,S0039,SKU00380,C02,5,1,1.0
REV0013003,OI0044235,2026-01-10,P03,S0096,SKU01005,C05,4,1,1.0
REV0013004,OI0044246,2025-12-21,P03,S0105,SKU01119,C01,4,1,1.0
REV0013005,OI0044250,2026-01-27,P03,S0112,SKU01191,C02,4,1,1.0
REV0013006,OI0044252,2026-03-14,P03,S0093,SKU00985,C02,5,1,1.0
REV0013007,OI0044253,2025-02-11,P02,S0083,SKU00897,C02,4,1,1.0
REV0013008,OI0044256,2026-01-18,P01,S0006,SKU00036,C02,5,1,0.35
REV0013009,OI0044258,2025-02-26,P02,S0079,SKU00851,C08,4,1,1.0
REV0013010,OI0044260,2025-08-27,P02,S0090,SKU00949,C03,4,1,1.0
REV0013011,OI0044261,2025-11-03,P03,S0108,SKU01142,C01,5,1,1.0
REV0013012,OI0044262,2025-04-18,P02,S0052,SKU00555,C01,4,1,1.0
REV0013013,OI0044268,2025-07-23,P02,S0078,SKU00840,C05,5,1,1.0
REV0013014,OI0044271,2025-10-07,P01,S0049,SKU00513,C05,4,1,1.0
REV0013015,OI0044272,2025-11-01,P01,S0048,SKU00485,C07,4,1,1.0
REV0013016,OI0044273,2026-02-03,P02,S0081,SKU00864,C06,4,1,1.0
REV0013017,OI0044275,2025-09-25,P01,S0035,SKU00349,C02,4,1,1.0
REV0013018,OI0044278,2025-01-27,P03,S0096,SKU01003,C05,4,1,1.0
REV0013019,OI0044288,2025-02-01,P01,S0035,SKU00337,C04,4,1,1.0
REV0013020,OI0044289,2025-02-11,P01,S0011,SKU00085,C01,4,1,1.0
REV0013021,OI0044292,2025-05-22,P01,S0033,SKU00316,C03,4,1,1.0
REV0013022,OI0044294,2025-02-10,P03,S0112,SKU01189,C06,4,1,0.35
REV0013023,OI0044297,2026-03-26,P01,S0023,SKU00212,C04,5,1,1.0
REV0013024,OI0044298,2026-06-15,P01,S0039,SKU00387,C03,5,1,1.0
REV0013025,OI0044300,2025-12-18,P01,S0017,SKU00134,C03,5,1,1.0
REV0013026,OI0044301,2025-12-18,P03,S0096,SKU01017,C08,4,1,0.35
REV0013027,OI0044315,2025-09-24,P02,S0055,SKU00601,C02,5,1,1.0
REV0013028,OI0044316,2025-02-16,P01,S0039,SKU00372,C02,4,1,1.0
REV0013029,OI0044321,2025-08-31,P02,S0060,SKU00650,C01,4,1,1.0
REV0013030,OI0044324,2026-04-22,P03,S0096,SKU01023,C05,4,1,1.0
REV0013031,OI0044325,2026-05-04,P03,S0102,SKU01086,C03,4,1,1.0
REV0013032,OI0044328,2025-08-12,P03,S0110,SKU01175,C07,4,1,1.0
REV0013033,OI0044333,2025-09-22,P03,S0108,SKU01144,C05,4,1,1.0
REV0013034,OI0044336,2025-11-30,P02,S0078,SKU00833,C04,4,1,1.0
REV0013035,OI0044338,2026-06-05,P01,S0033,SKU00315,C05,4,1,1.0
REV0013036,OI0044340,2025-09-19,P01,S0033,SKU00315,C05,4,1,1.0
REV0013037,OI0044347,2025-03-30,P01,S0031,SKU00294,C05,4,1,1.0
REV0013038,OI0044349,2025-02-15,P03,S0096,SKU01006,C02,4,1,1.0
REV0013039,OI0044355,2026-03-03,P02,S0085,SKU00918,C08,4,1,1.0
REV0013040,OI0044356,2026-03-30,P03,S0096,SKU01030,C05,4,1,0.35
REV0013041,OI0044357,2025-12-04,P01,S0009,SKU00060,C01,5,1,1.0
REV0013042,OI0044358,2025-10-16,P01,S0020,SKU00187,C05,4,1,1.0
REV0013043,OI0044359,2025-02-16,P03,S0112,SKU01190,C03,4,1,1.0
REV0013044,OI0044361,2025-07-30,P03,S0108,SKU01150,C03,5,1,1.0
REV0013045,OI0044363,2025-01-21,P01,S0033,SKU00318,C05,4,1,1.0
REV0013046,OI0044367,2025-08-05,P01,S0031,SKU00304,C02,3,1,1.0
REV0013047,OI0044368,2026-02-28,P03,S0096,SKU01008,C05,4,1,1.0
REV0013048,OI0044369,2025-06-25,P03,S0096,SKU01011,C05,4,1,1.0
REV0013049,OI0044373,2026-04-03,P03,S0112,SKU01191,C02,4,1,1.0
REV0013050,OI0044376,2025-04-06,P02,S0081,SKU00872,C02,4,1,1.0
REV0013051,OI0044381,2025-12-18,P03,S0104,SKU01108,C07,4,1,1.0
REV0013052,OI0044386,2025-03-18,P01,S0031,SKU00300,C02,4,1,1.0
REV0013053,OI0044387,2026-02-05,P01,S0031,SKU00298,C03,3,1,1.0
REV0013054,OI0044397,2025-11-01,P02,S0078,SKU00836,C01,4,1,1.0
REV0013055,OI0044398,2026-04-24,P03,S0096,SKU01008,C05,4,1,1.0
REV0013056,OI0044399,2025-11-27,P01,S0039,SKU00395,C05,4,1,0.35
REV0013057,OI0044401,2025-02-17,P02,S0068,SKU00725,C06,5,1,1.0
REV0013058,OI0044403,2025-08-16,P03,S0096,SKU01029,C03,5,1,1.0
REV0013059,OI0044405,2025-04-21,P03,S0108,SKU01151,C03,4,1,1.0
REV0013060,OI0044406,2025-07-09,P01,S0017,SKU00128,C08,4,1,1.0
REV0013061,OI0044407,2025-01-29,P01,S0018,SKU00145,C07,4,1,1.0
REV0013062,OI0044408,2025-08-01,P01,S0049,SKU00494,C05,4,1,1.0
REV0013063,OI0044411,2026-04-13,P01,S0018,SKU00140,C08,4,1,0.35
REV0013064,OI0044413,2026-01-25,P01,S0011,SKU00091,C05,4,1,1.0
REV0013065,OI0044414,2025-03-16,P02,S0061,SKU00664,C02,4,1,1.0
REV0013066,OI0044422,2026-03-01,P01,S0039,SKU00376,C08,4,1,1.0
REV0013067,OI0044428,2025-05-28,P03,S0108,SKU01147,C01,5,1,1.0
REV0013068,OI0044431,2025-08-21,P01,S0043,SKU00436,C05,5,1,1.0
REV0013069,OI0044433,2025-09-01,P01,S0011,SKU00085,C01,5,1,1.0
REV0013070,OI0044435,2025-09-26,P03,S0093,SKU00972,C02,5,1,1.0
REV0013071,OI0044441,2025-06-08,P01,S0050,SKU00520,C05,3,1,1.0
REV0013072,OI0044443,2025-10-11,P01,S0031,SKU00300,C02,3,1,1.0
REV0013073,OI0044446,2025-04-29,P03,S0112,SKU01197,C03,4,1,0.35
REV0013074,OI0044459,2025-10-24,P01,S0005,SKU00031,C01,4,1,1.0
REV0013075,OI0044460,2025-12-18,P02,S0090,SKU00957,C03,4,1,1.0
REV0013076,OI0044465,2025-10-14,P02,S0075,SKU00792,C06,4,1,1.0
REV0013077,OI0044468,2025-09-23,P03,S0102,SKU01080,C01,4,1,1.0
REV0013078,OI0044469,2026-04-22,P01,S0048,SKU00482,C02,4,1,1.0
REV0013079,OI0044480,2026-05-03,P02,S0051,SKU00550,C05,5,1,1.0
REV0013080,OI0044481,2026-05-10,P02,S0052,SKU00558,C05,4,1,1.0
REV0013081,OI0044483,2025-11-16,P01,S0011,SKU00077,C02,3,1,1.0
REV0013082,OI0044484,2025-01-31,P01,S0018,SKU00144,C02,5,1,1.0
REV0013083,OI0044487,2025-11-27,P01,S0039,SKU00374,C07,5,1,1.0
REV0013084,OI0044488,2026-06-12,P01,S0011,SKU00085,C01,5,1,1.0
REV0013085,OI0044493,2026-05-31,P01,S0043,SKU00434,C02,4,1,1.0
REV0013086,OI0044496,2025-05-27,P01,S0048,SKU00487,C06,3,1,1.0
REV0013087,OI0044504,2025-12-05,P01,S0049,SKU00506,C05,4,1,1.0
REV0013088,OI0044505,2025-09-27,P03,S0096,SKU01013,C07,4,1,1.0
REV0013089,OI0044508,2025-07-21,P03,S0096,SKU01029,C03,4,1,1.0
REV0013090,OI0044509,2026-04-01,P01,S0041,SKU00410,C03,4,1,1.0
REV0013091,OI0044511,2025-07-18,P03,S0096,SKU01011,C05,4,1,1.0
REV0013092,OI0044522,2025-09-28,P02,S0074,SKU00784,C02,5,1,1.0
REV0013093,OI0044528,2026-01-07,P02,S0083,SKU00896,C01,4,1,1.0
REV0013094,OI0044531,2026-01-13,P01,S0049,SKU00502,C07,5,1,1.0
REV0013095,OI0044540,2025-06-21,P01,S0019,SKU00170,C08,4,1,1.0
REV0013096,OI0044541,2026-06-06,P01,S0009,SKU00053,C05,4,0,1.0
REV0013097,OI0044546,2025-07-06,P02,S0090,SKU00957,C03,4,1,1.0
REV0013098,OI0044550,2026-06-04,P03,S0096,SKU01010,C05,5,1,1.0
REV0013099,OI0044554,2025-10-29,P02,S0080,SKU00857,C08,4,1,1.0
REV0013100,OI0044555,2025-07-21,P03,S0096,SKU01021,C01,4,1,1.0
REV0013101,OI0044558,2025-07-29,P03,S0095,SKU00995,C01,4,1,0.35
REV0013102,OI0044561,2025-12-07,P01,S0049,SKU00499,C01,4,1,0.35
REV0013103,OI0044562,2025-07-29,P01,S0049,SKU00502,C07,4,1,1.0
REV0013104,OI0044564,2025-07-15,P01,S0035,SKU00332,C03,4,1,1.0
REV0013105,OI0044566,2026-01-31,P03,S0096,SKU01007,C02,3,1,1.0
REV0013106,OI0044571,2025-03-20,P01,S0031,SKU00305,C08,4,1,1.0
REV0013107,OI0044574,2025-05-19,P03,S0105,SKU01111,C05,4,1,1.0
REV0013108,OI0044576,2026-03-04,P01,S0011,SKU00090,C03,4,1,1.0
REV0013109,OI0044577,2025-07-08,P02,S0076,SKU00812,C02,4,1,1.0
REV0013110,OI0044578,2026-03-26,P03,S0096,SKU01008,C05,4,1,1.0
REV0013111,OI0044580,2025-07-22,P02,S0081,SKU00872,C02,4,1,1.0
REV0013112,OI0044587,2025-03-21,P03,S0112,SKU01192,C05,5,1,1.0
REV0013113,OI0044588,2026-02-06,P02,S0075,SKU00793,C05,4,1,1.0
REV0013114,OI0044590,2026-03-14,P03,S0096,SKU01032,C08,3,1,1.0
REV0013115,OI0044591,2025-02-14,P01,S0049,SKU00509,C07,4,1,1.0
REV0013116,OI0044592,2025-03-06,P03,S0108,SKU01140,C05,4,1,1.0
REV0013117,OI0044593,2026-02-06,P03,S0105,SKU01116,C02,4,1,1.0
REV0013118,OI0044600,2025-08-08,P02,S0059,SKU00643,C05,4,1,0.35
REV0013119,OI0044603,2025-10-26,P01,S0011,SKU00084,C07,4,1,1.0
REV0013120,OI0044604,2025-11-18,P01,S0031,SKU00289,C02,4,1,1.0
REV0013121,OI0044608,2025-09-07,P03,S0108,SKU01153,C05,5,1,1.0
REV0013122,OI0044612,2026-04-09,P01,S0049,SKU00496,C07,5,1,1.0
REV0013123,OI0044613,2025-05-31,P03,S0108,SKU01142,C01,4,1,1.0
REV0013124,OI0044614,2025-11-05,P02,S0084,SKU00902,C05,4,1,1.0
REV0013125,OI0044618,2025-10-20,P02,S0081,SKU00868,C06,3,1,1.0
REV0013126,OI0044622,2025-08-24,P02,S0075,SKU00799,C04,5,1,1.0
REV0013127,OI0044626,2025-10-12,P02,S0090,SKU00951,C03,4,1,1.0
REV0013128,OI0044628,2025-06-10,P03,S0108,SKU01154,C01,5,1,1.0
REV0013129,OI0044632,2026-04-29,P01,S0042,SKU00426,C03,4,1,1.0
REV0013130,OI0044633,2025-05-16,P03,S0108,SKU01148,C03,4,1,1.0
REV0013131,OI0044635,2025-12-07,P01,S0026,SKU00246,C06,4,1,1.0
REV0013132,OI0044637,2025-03-11,P02,S0074,SKU00783,C03,4,1,1.0
REV0013133,OI0044638,2025-03-15,P01,S0049,SKU00505,C02,4,1,1.0
REV0013134,OI0044640,2026-05-24,P02,S0073,SKU00770,C02,4,1,1.0
REV0013135,OI0044642,2026-04-04,P02,S0075,SKU00806,C03,4,1,1.0
REV0013136,OI0044643,2025-12-29,P01,S0039,SKU00386,C03,5,0,1.0
REV0013137,OI0044645,2025-05-13,P03,S0096,SKU01005,C05,4,1,1.0
REV0013138,OI0044646,2026-05-02,P02,S0084,SKU00902,C05,4,1,1.0
REV0013139,OI0044648,2025-07-09,P03,S0098,SKU01052,C05,4,1,1.0
REV0013140,OI0044649,2026-06-13,P01,S0027,SKU00260,C02,3,1,1.0
REV0013141,OI0044657,2025-04-13,P02,S0072,SKU00769,C03,4,1,1.0
REV0013142,OI0044667,2025-09-19,P01,S0020,SKU00174,C05,5,1,1.0
REV0013143,OI0044670,2025-04-17,P03,S0112,SKU01193,C03,4,1,1.0
REV0013144,OI0044671,2025-11-30,P03,S0108,SKU01142,C01,5,1,1.0
REV0013145,OI0044682,2026-02-16,P01,S0017,SKU00129,C08,5,1,1.0
REV0013146,OI0044683,2025-04-02,P02,S0080,SKU00856,C03,4,1,1.0
REV0013147,OI0044685,2026-02-25,P03,S0108,SKU01153,C05,5,1,1.0
REV0013148,OI0044694,2026-01-03,P03,S0108,SKU01136,C03,4,1,1.0
REV0013149,OI0044695,2025-07-13,P03,S0108,SKU01139,C02,4,1,1.0
