year_month,platform_id,seller_id,ads_spend,voucher_cost
2025-12,P02,S0079,88.94,25.36
2025-12,P02,S0080,6.6,12.25
2025-12,P02,S0081,199.38,234.63
2025-12,P02,S0082,40.51,29.86
2025-12,P02,S0083,34.19,26.13
2025-12,P02,S0084,66.65,51.12
2025-12,P02,S0085,28.55,14.28
2025-12,P02,S0086,25.21,14.1
2025-12,P02,S0087,2.83,2.09
2025-12,P02,S0088,56.96,31.32
2025-12,P02,S0089,5.76,1.84
2025-12,P02,S0090,117.61,75.89
2025-12,P02,S0091,3.04,3.29
2025-12,P02,S0092,17.67,11.86
2025-12,P03,S0093,56.15,84.82
2025-12,P03,S0094,6.9,3.19
2025-12,P03,S0095,81.62,21.74
2025-12,P03,S0096,702.4,198.24
2025-12,P03,S0097,37.88,20.39
2025-12,P03,S0098,291.46,69.71
2025-12,P03,S0099,0.52,0.46
2025-12,P03,S0100,5.26,4.9
2025-12,P03,S0101,9.12,6.79
2025-12,P03,S0102,83.85,53.87
2025-12,P03,S0103,0.77,1.36
2025-12,P03,S0104,55.81,25.84
2025-12,P03,S0105,78.42,50.65
2025-12,P03,S0106,2.35,2.22
2025-12,P03,S0107,15.14,7.33
2025-12,P03,S0108,374.13,429.2
2025-12,P03,S0109,11.1,18.42
2025-12,P03,S0110,14.39,8.32
2025-12,P03,S0111,27.33,11.07
2025-12,P03,S0112,149.72,122.84
2025-12,P03,S0113,3.83,3.92
2025-12,P03,S0114,11.82,13.73
2025-12,P03,S0115,5.15,3.17
2025-12,P03,S0116,12.09,15.62
2025-12,P03,S0117,22.36,10.51
2025-12,P03,S0118,91.23,32.31
2025-12,P03,S0119,3.82,3.26
2025-12,P03,S0120,68.58,87.68
2025-12,P03,S0121,21.12,10.67
2025-12,P03,S0122,3.35,2.5
2026-01,P01,S0001,48.68,36.61
2026-01,P01,S0002,0.98,0.41
2026-01,P01,S0003,15.79,12.39
2026-01,P01,S0004,9.38,5.61
2026-01,P01,S0005,17.24,10.7
2026-01,P01,S0006,6.39,5.66
2026-01,P01,S0007,18.76,8.38
2026-01,P01,S0008,13.61,2.45
2026-01,P01,S0009,98.5,16.66
2026-01,P01,S0010,2.18,2.12
2026-01,P01,S0011,622.63,421.66
2026-01,P01,S0012,6.45,1.72
2026-01,P01,S0013,140.87,71.09
2026-01,P01,S0014,25.52,25.12
2026-01,P01,S0015,110.71,44.79
2026-01,P01,S0017,129.35,74.21
2026-01,P01,S0018,35.53,39.22
2026-01,P01,S0019,231.95,53.07
2026-01,P01,S0020,31.4,32.51
2026-01,P01,S0021,42.77,7.69
2026-01,P01,S0022,10.96,4.32
2026-01,P01,S0023,88.26,55.02
2026-01,P01,S0024,84.97,67.78
2026-01,P01,S0026,23.48,21.3
2026-01,P01,S0027,92.13,56.48
2026-01,P01,S0028,3.11,2.61
2026-01,P01,S0029,8.03,3.22
2026-01,P01,S0030,4.59,4.15
2026-01,P01,S0031,399.13,157.55
2026-01,P01,S0032,3.18,3.62
2026-01,P01,S0033,229.33,66.67
2026-01,P01,S0034,2.5,2.36
2026-01,P01,S0035,402.49,240.75
2026-01,P01,S0036,73.91,24.53
2026-01,P01,S0037,28.37,24.4
2026-01,P01,S0038,26.43,26.33
2026-01,P01,S0039,1016.2,762.17
2026-01,P01,S0040,31.3,10.18
2026-01,P01,S0041,28.87,8.48
2026-01,P01,S0042,81.62,31.53
2026-01,P01,S0043,12.62,9.34
2026-01,P01,S0044,4.42,5.08
2026-01,P01,S0045,18.02,15.27
2026-01,P01,S0046,196.43,49.62
2026-01,P01,S0047,30.58,14.88
2026-01,P01,S0048,235.72,115.99
2026-01,P01,S0049,286.77,371.89
2026-01,P01,S0050,51.19,26.24
2026-01,P02,S0051,121.09,123.13
2026-01,P02,S0052,183.04,116.77
2026-01,P02,S0053,20.72,4.42
2026-01,P02,S0054,24.54,23.34
2026-01,P02,S0055,112.28,27.37
2026-01,P02,S0056,35.45,15.37
2026-01,P02,S0057,24.71,22.04
2026-01,P02,S0059,31.21,20.19
2026-01,P02,S0060,102.64,51.05
2026-01,P02,S0061,32.33,25.08
2026-01,P02,S0062,21.97,35.09
2026-01,P02,S0064,35.52,21.77
2026-01,P02,S0065,4.38,5.57
2026-01,P02,S0066,1.77,3.39
2026-01,P02,S0067,8.58,4.55
2026-01,P02,S0068,135.53,24.8
2026-01,P02,S0069,4.0,2.21
2026-01,P02,S0070,52.73,33.45
2026-01,P02,S0071,50.83,31.38
2026-01,P02,S0072,31.51,39.21
2026-01,P02,S0073,6.08,4.91
2026-01,P02,S0074,57.46,37.32
2026-01,P02,S0075,156.77,175.49
2026-01,P02,S0076,3.8,4.45
2026-01,P02,S0077,8.96,22.31
2026-01,P02,S0078,190.91,211.94
2026-01,P02,S0079,28.08,38.86
2026-01,P02,S0080,0.6,0.5
2026-01,P02,S0081,222.66,205.13
2026-01,P02,S0082,12.83,7.41
2026-01,P02,S0083,42.48,11.35
2026-01,P02,S0084,31.86,42.93
2026-01,P02,S0085,46.61,21.34
2026-01,P02,S0086,53.98,14.15
2026-01,P02,S0087,2.69,2.71
2026-01,P02,S0088,52.06,22.91
2026-01,P02,S0089,7.38,4.17
2026-01,P02,S0090,151.43,80.57
2026-01,P02,S0091,1.43,0.62
2026-01,P02,S0092,40.85,32.44
2026-01,P03,S0093,78.09,99.88
2026-01,P03,S0094,6.87,4.79
2026-01,P03,S0095,59.43,41.67
2026-01,P03,S0096,1161.17,329.08
2026-01,P03,S0097,15.21,3.72
2026-01,P03,S0098,408.15,149.58
2026-01,P03,S0099,2.32,3.68
2026-01,P03,S0100,0.0,0.0
2026-01,P03,S0101,13.54,9.71
2026-01,P03,S0102,151.96,33.71
2026-01,P03,S0104,45.17,97.08
2026-01,P03,S0105,47.94,67.81
2026-01,P03,S0107,21.17,11.79
2026-01,P03,S0108,582.12,323.81
2026-01,P03,S0109,30.25,7.26
2026-01,P03,S0110,5.54,8.55
2026-01,P03,S0111,38.4,19.81
2026-01,P03,S0112,160.03,161.33
2026-01,P03,S0113,2.15,2.47
2026-01,P03,S0114,15.7,5.39
2026-01,P03,S0115,10.72,6.52
2026-01,P03,S0116,26.86,11.12
2026-01,P03,S0117,15.9,14.0
2026-01,P03,S0118,72.43,50.34
2026-01,P03,S0119,1.01,1.49
2026-01,P03,S0120,109.05,37.01
2026-01,P03,S0121,78.38,17.68
2026-01,P03,S0122,0.58,0.4
2026-02,P01,S0001,32.16,30.97
2026-02,P01,S0002,6.83,2.48
2026-02,P01,S0003,27.38,16.38
2026-02,P01,S0004,14.74,10.65
2026-02,P01,S0005,59.99,49.15
2026-02,P01,S0006,19.64,16.32
2026-02,P01,S0007,6.19,16.85
2026-02,P01,S0008,2.58,1.38
2026-02,P01,S0009,167.04,78.8
2026-02,P01,S0010,1.53,2.79
2026-02,P01,S0011,444.98,321.66
2026-02,P01,S0012,26.51,13.73
2026-02,P01,S0013,48.97,15.24
2026-02,P01,S0014,9.82,2.03
2026-02,P01,S0015,17.95,9.62
2026-02,P01,S0016,1.31,1.03
2026-02,P01,S0017,52.1,16.51
2026-02,P01,S0018,25.89,35.42
2026-02,P01,S0019,221.17,217.22
2026-02,P01,S0020,49.63,29.55
2026-02,P01,S0021,19.1,24.83
2026-02,P01,S0022,24.33,20.31
2026-02,P01,S0023,40.08,25.58
2026-02,P01,S0024,144.59,45.28
2026-02,P01,S0025,2.22,2.98
2026-02,P01,S0026,30.59,14.91
2026-02,P01,S0027,59.73,15.15
2026-02,P01,S0028,1.03,1.41
2026-02,P01,S0029,10.73,4.44
2026-02,P01,S0030,29.32,6.89
2026-02,P01,S0031,268.92,237.81
2026-02,P01,S0032,0.87,0.79
2026-02,P01,S0033,172.19,115.51
2026-02,P01,S0034,0.2,0.34
2026-02,P01,S0035,437.41,323.29
2026-02,P01,S0036,154.94,45.44
2026-02,P01,S0037,43.42,22.07
2026-02,P01,S0038,40.9,36.73
2026-02,P01,S0039,1397.99,673.34
2026-02,P01,S0040,10.97,17.83
2026-02,P01,S0041,20.91,17.45
2026-02,P01,S0042,11.21,15.96
2026-02,P01,S0043,21.07,27.78
2026-02,P01,S0044,11.1,9.29
2026-02,P01,S0045,15.16,13.75
2026-02,P01,S0046,72.14,48.29
2026-02,P01,S0047,10.48,4.46
2026-02,P01,S0048,188.6,164.18
2026-02,P01,S0049,495.3,264.92
2026-02,P01,S0050,46.07,12.07
2026-02,P02,S0051,80.72,46.67
2026-02,P02,S0052,184.1,58.95
2026-02,P02,S0053,40.0,26.48
2026-02,P02,S0054,36.88,34.79
2026-02,P02,S0055,82.75,74.46
2026-02,P02,S0056,33.73,14.69
2026-02,P02,S0057,63.22,24.51
2026-02,P02,S0058,2.68,3.03
2026-02,P02,S0059,26.78,21.12
2026-02,P02,S0060,89.16,56.01
2026-02,P02,S0061,22.06,6.62
2026-02,P02,S0062,17.39,35.22
2026-02,P02,S0063,1.67,2.39
2026-02,P02,S0064,9.99,7.51
2026-02,P02,S0065,5.7,7.82
2026-02,P02,S0066,0.28,0.21
2026-02,P02,S0067,2.71,5.98
2026-02,P02,S0068,25.8,34.82
2026-02,P02,S0069,1.27,1.1
2026-02,P02,S0070,30.2,7.78
2026-02,P02,S0071,51.46,27.86
2026-02,P02,S0072,34.88,28.23
2026-02,P02,S0073,10.31,7.73
2026-02,P02,S0074,41.35,12.93
2026-02,P02,S0075,124.6,40.12
2026-02,P02,S0076,13.37,8.99
2026-02,P02,S0077,29.82,20.14
2026-02,P02,S0078,189.22,162.29
2026-02,P02,S0079,29.15,12.88
2026-02,P02,S0080,0.18,0.37
2026-02,P02,S0081,104.55,81.37
2026-02,P02,S0082,19.57,23.69
2026-02,P02,S0083,31.29,40.34
2026-02,P02,S0084,58.01,78.92
2026-02,P02,S0085,28.37,12.22
2026-02,P02,S0086,11.03,25.69
2026-02,P02,S0087,4.26,3.4
2026-02,P02,S0088,27.44,22.4
2026-02,P02,S0089,9.81,5.92
2026-02,P02,S0090,158.55,29.66
2026-02,P02,S0091,3.36,1.8
2026-02,P02,S0092,5.72,6.62
2026-02,P03,S0093,81.08,64.97
2026-02,P03,S0094,11.01,7.37
2026-02,P03,S0095,58.37,19.09
2026-02,P03,S0096,1113.77,776.31
2026-02,P03,S0097,6.36,6.58
2026-02,P03,S0098,143.51,173.84
2026-02,P03,S0099,6.18,4.39
2026-02,P03,S0100,1.63,1.78
2026-02,P03,S0101,9.88,9.08
2026-02,P03,S0102,151.15,69.3
2026-02,P03,S0103,2.47,3.17
2026-02,P03,S0104,20.13,27.12
2026-02,P03,S0105,82.73,24.65
2026-02,P03,S0106,3.05,0.53
2026-02,P03,S0107,9.03,4.12
2026-02,P03,S0108,299.28,381.71
2026-02,P03,S0109,29.42,21.29
2026-02,P03,S0110,5.18,9.34
2026-02,P03,S0111,19.12,20.13
2026-02,P03,S0112,65.65,66.47
2026-02,P03,S0113,6.21,7.91
2026-02,P03,S0114,10.19,7.74
2026-02,P03,S0115,2.41,6.06
2026-02,P03,S0116,36.97,37.09
2026-02,P03,S0117,16.18,7.32
2026-02,P03,S0118,63.16,15.59
2026-02,P03,S0119,2.75,3.38
2026-02,P03,S0120,58.35,51.81
2026-02,P03,S0121,21.16,8.7
2026-02,P03,S0122,4.52,4.01
2026-03,P01,S0001,61.98,47.15
2026-03,P01,S0002,4.14,4.5
2026-03,P01,S0003,21.75,16.87
2026-03,P01,S0004,9.42,2.56
2026-03,P01,S0005,11.67,16.49
2026-03,P01,S0006,15.79,11.41
2026-03,P01,S0007,27.5,13.62
2026-03,P01,S0008,4.43,3.59
2026-03,P01,S0009,170.07,86.09
2026-03,P01,S0010,5.47,1.57
2026-03,P01,S0011,307.03,266.31
2026-03,P01,S0012,0.0,0.0
2026-03,P01,S0013,47.28,20.02
2026-03,P01,S0014,8.82,3.47
2026-03,P01,S0015,28.2,30.84
2026-03,P01,S0017,31.56,21.47
2026-03,P01,S0018,16.42,46.54
2026-03,P01,S0019,159.26,139.12
2026-03,P01,S0020,109.13,20.92
2026-03,P01,S0021,19.69,38.82
2026-03,P01,S0022,3.46,3.81
2026-03,P01,S0023,19.69,37.59
2026-03,P01,S0024,147.01,129.81
2026-03,P01,S0025,4.4,6.1
2026-03,P01,S0026,13.93,31.52
2026-03,P01,S0027,46.32,57.41
2026-03,P01,S0028,0.42,0.58
2026-03,P01,S0029,6.89,5.94
2026-03,P01,S0030,3.26,2.83
2026-03,P01,S0031,256.62,378.52
2026-03,P01,S0032,5.63,6.91
2026-03,P01,S0033,153.36,205.92
2026-03,P01,S0034,0.75,0.33
2026-03,P01,S0035,332.83,243.82
2026-03,P01,S0036,146.33,83.6
2026-03,P01,S0037,25.39,9.99
2026-03,P01,S0038,48.46,33.78
2026-03,P01,S0039,587.53,605.4
2026-03,P01,S0040,9.5,19.78
2026-03,P01,S0041,11.72,9.7
2026-03,P01,S0042,25.46,37.88
2026-03,P01,S0043,18.71,15.69
2026-03,P01,S0044,5.57,9.32
2026-03,P01,S0045,23.02,16.88
2026-03,P01,S0046,166.23,91.61
2026-03,P01,S0047,24.67,14.14
2026-03,P01,S0048,233.83,58.18
2026-03,P01,S0049,756.71,489.34
2026-03,P01,S0050,22.19,27.18
2026-03,P02,S0051,65.02,75.1
2026-03,P02,S0052,106.01,128.47
2026-03,P02,S0053,48.49,16.1
2026-03,P02,S0054,9.5,8.72
2026-03,P02,S0055,49.98,47.92
2026-03,P02,S0056,22.11,15.08
2026-03,P02,S0057,59.22,46.5
2026-03,P02,S0058,8.9,5.45
2026-03,P02,S0059,40.56,14.19
2026-03,P02,S0060,52.43,49.87
2026-03,P02,S0061,22.69,12.51
2026-03,P02,S0062,22.53,18.2
2026-03,P02,S0063,21.69,14.29
2026-03,P02,S0064,13.14,10.41
2026-03,P02,S0065,3.85,1.91
2026-03,P02,S0066,0.86,1.05
2026-03,P02,S0067,16.09,21.44
2026-03,P02,S0068,65.16,18.6
2026-03,P02,S0069,8.49,2.15
2026-03,P02,S0070,46.6,34.82
2026-03,P02,S0071,29.39,45.72
2026-03,P02,S0072,6.53,8.63
2026-03,P02,S0073,3.08,5.2
2026-03,P02,S0074,75.34,21.08
2026-03,P02,S0075,94.42,54.01
2026-03,P02,S0076,6.17,8.62
2026-03,P02,S0077,18.93,10.95
2026-03,P02,S0078,260.83,215.1
2026-03,P02,S0079,94.52,58.72
2026-03,P02,S0080,2.21,0.73
2026-03,P02,S0081,271.35,179.16
2026-03,P02,S0082,37.21,30.36
2026-03,P02,S0083,42.31,48.73
2026-03,P02,S0084,60.29,94.42
2026-03,P02,S0085,22.6,6.89
2026-03,P02,S0086,35.49,9.16
2026-03,P02,S0087,0.93,1.43
2026-03,P02,S0088,37.39,11.86
2026-03,P02,S0089,8.38,4.69
2026-03,P02,S0090,119.55,73.48
2026-03,P02,S0091,0.0,0.0
2026-03,P02,S0092,22.01,24.15
2026-03,P03,S0093,178.71,117.4
2026-03,P03,S0094,4.31,2.27
2026-03,P03,S0095,95.81,85.83
2026-03,P03,S0096,1315.65,438.56
2026-03,P03,S0097,17.19,13.13
2026-03,P03,S0098,399.54,264.51
2026-03,P03,S0099,0.87,1.4
2026-03,P03,S0100,0.0,0.0
2026-03,P03,S0101,4.64,3.33
2026-03,P03,S0102,85.92,114.25
2026-03,P03,S0104,94.55,78.56
2026-03,P03,S0105,18.31,38.66
2026-03,P03,S0106,1.18,0.95
2026-03,P03,S0107,18.52,8.26
2026-03,P03,S0108,821.51,475.08
2026-03,P03,S0109,34.81,5.74
2026-03,P03,S0110,1.12,2.31
2026-03,P03,S0111,17.89,17.14
2026-03,P03,S0112,86.1,116.79
2026-03,P03,S0113,12.3,7.23
2026-03,P03,S0114,27.33,4.83
2026-03,P03,S0115,11.54,2.1
2026-03,P03,S0116,32.65,15.44
2026-03,P03,S0117,13.44,9.57
2026-03,P03,S0118,45.12,36.26
2026-03,P03,S0119,13.03,3.8
2026-03,P03,S0120,51.98,22.12
2026-03,P03,S0121,24.66,23.52
2026-03,P03,S0122,5.51,5.22
2026-04,P01,S0001,57.94,20.2
2026-04,P01,S0002,5.55,5.76
2026-04,P01,S0003,22.58,16.02
2026-04,P01,S0004,15.51,8.87
2026-04,P01,S0005,4.78,10.61
2026-04,P01,S0006,22.24,11.68
2026-04,P01,S0007,5.26,7.48
2026-04,P01,S0008,7.41,5.25
2026-04,P01,S0009,138.65,37.44
2026-04,P01,S0010,0.93,0.68
2026-04,P01,S0011,223.52,123.53
2026-04,P01,S0012,5.63,5.67
2026-04,P01,S0013,40.54,100.05
2026-04,P01,S0014,26.53,6.85
2026-04,P01,S0015,31.41,33.1
2026-04,P01,S0016,0.84,0.69
2026-04,P01,S0017,82.24,27.68
2026-04,P01,S0018,75.49,24.66
2026-04,P01,S0019,183.91,166.33
2026-04,P01,S0020,26.6,11.79
2026-04,P01,S0021,14.84,15.78
2026-04,P01,S0022,5.73,3.18
2026-04,P01,S0023,32.72,21.24
2026-04,P01,S0024,186.27,143.34
2026-04,P01,S0025,1.3,1.59
2026-04,P01,S0026,34.44,18.6
2026-04,P01,S0027,52.02,53.02
2026-04,P01,S0028,2.18,2.1
2026-04,P01,S0029,7.18,4.61
2026-04,P01,S0030,11.53,7.18
2026-04,P01,S0031,281.91,267.19
2026-04,P01,S0032,7.18,4.46
2026-04,P01,S0033,86.45,233.67
2026-04,P01,S0034,1.37,0.68
2026-04,P01,S0035,369.83,200.7
2026-04,P01,S0036,59.82,55.91
2026-04,P01,S0037,12.49,8.38
2026-04,P01,S0038,31.3,12.67
2026-04,P01,S0039,1313.42,342.85
2026-04,P01,S0040,42.73,19.72
2026-04,P01,S0041,26.35,15.9
2026-04,P01,S0042,47.23,15.24
2026-04,P01,S0043,10.66,8.46
2026-04,P01,S0044,27.47,21.85
2026-04,P01,S0045,7.56,7.93
2026-04,P01,S0046,152.55,94.94
2026-04,P01,S0047,35.79,8.59
2026-04,P01,S0048,57.43,59.18
2026-04,P01,S0049,349.44,169.42
2026-04,P01,S0050,59.86,62.9
2026-04,P02,S0051,130.33,40.28
2026-04,P02,S0052,101.48,136.15
2026-04,P02,S0053,57.82,19.27
2026-04,P02,S0054,7.39,5.34
2026-04,P02,S0055,90.86,75.94
2026-04,P02,S0056,22.57,6.98
2026-04,P02,S0057,85.28,51.0
2026-04,P02,S0058,7.91,3.93
2026-04,P02,S0059,4.96,3.83
2026-04,P02,S0060,37.19,10.6
2026-04,P02,S0061,8.26,19.4
2026-04,P02,S0062,23.9,33.92
2026-04,P02,S0063,5.96,4.0
2026-04,P02,S0064,10.09,7.59
2026-04,P02,S0065,16.55,11.47
2026-04,P02,S0066,8.97,6.14
2026-04,P02,S0067,27.52,9.28
2026-04,P02,S0068,59.43,18.9
2026-04,P02,S0069,4.76,3.23
2026-04,P02,S0070,45.66,12.55
2026-04,P02,S0071,66.23,32.08
2026-04,P02,S0072,65.46,38.54
2026-04,P02,S0073,39.29,10.55
2026-04,P02,S0074,22.31,22.52
2026-04,P02,S0075,88.91,62.67
2026-04,P02,S0076,13.13,10.75
2026-04,P02,S0077,15.75,10.9
2026-04,P02,S0078,348.15,273.48
2026-04,P02,S0079,17.43,42.85
2026-04,P02,S0080,11.58,38.15
2026-04,P02,S0081,117.48,209.32
2026-04,P02,S0082,50.34,27.27
2026-04,P02,S0083,57.44,10.97
2026-04,P02,S0084,141.51,26.32
2026-04,P02,S0085,39.77,9.22
2026-04,P02,S0086,31.5,21.01
2026-04,P02,S0087,1.09,0.57
2026-04,P02,S0088,77.66,49.55
2026-04,P02,S0089,16.44,4.95
2026-04,P02,S0090,42.83,67.11
2026-04,P02,S0091,8.8,9.4
2026-04,P02,S0092,9.98,4.47
2026-04,P03,S0093,86.98,86.24
2026-04,P03,S0094,7.61,3.47
2026-04,P03,S0095,34.17,70.01
2026-04,P03,S0096,836.5,252.53
2026-04,P03,S0097,17.56,24.85
2026-04,P03,S0098,465.0,257.75
2026-04,P03,S0099,5.09,1.23
2026-04,P03,S0100,2.24,1.74
2026-04,P03,S0101,3.3,2.87
2026-04,P03,S0102,42.64,107.47
2026-04,P03,S0104,23.88,20.72
2026-04,P03,S0105,21.03,18.02
2026-04,P03,S0106,9.57,4.0
2026-04,P03,S0107,42.37,31.12
2026-04,P03,S0108,333.91,191.58
2026-04,P03,S0109,15.35,4.44
2026-04,P03,S0110,2.04,1.18
2026-04,P03,S0111,24.39,7.93
2026-04,P03,S0112,291.36,134.89
2026-04,P03,S0113,1.78,4.12
2026-04,P03,S0114,37.25,31.19
2026-04,P03,S0115,4.19,1.85
2026-04,P03,S0116,68.38,42.07
2026-04,P03,S0117,29.86,36.61
2026-04,P03,S0118,33.26,21.16
2026-04,P03,S0119,3.44,3.08
2026-04,P03,S0120,51.21,58.97
2026-04,P03,S0121,21.06,23.3
2026-04,P03,S0122,1.14,1.14
2026-05,P01,S0001,27.86,34.14
2026-05,P01,S0002,6.58,1.01
2026-05,P01,S0003,4.51,2.45
2026-05,P01,S0004,3.82,2.47
2026-05,P01,S0005,17.97,7.24
2026-05,P01,S0006,7.07,2.46
2026-05,P01,S0007,14.32,10.34
2026-05,P01,S0008,3.16,1.12
2026-05,P01,S0009,40.45,42.65
2026-05,P01,S0010,1.88,1.84
2026-05,P01,S0011,537.04,382.07
2026-05,P01,S0012,1.63,2.49
2026-05,P01,S0013,91.19,39.29
2026-05,P01,S0014,13.04,7.26
2026-05,P01,S0015,18.04,17.85
2026-05,P01,S0016,0.47,0.82
2026-05,P01,S0017,52.59,66.41
2026-05,P01,S0018,28.04,14.79
2026-05,P01,S0019,398.19,66.48
2026-05,P01,S0020,37.71,21.37
2026-05,P01,S0021,24.13,26.92
2026-05,P01,S0022,8.22,5.57
2026-05,P01,S0023,58.22,31.59
2026-05,P01,S0024,90.72,62.47
2026-05,P01,S0025,4.54,4.53
2026-05,P01,S0026,33.46,25.09
2026-05,P01,S0027,120.29,73.41
2026-05,P01,S0028,5.77,6.43
2026-05,P01,S0029,3.65,5.98
2026-05,P01,S0030,20.63,9.0
2026-05,P01,S0031,477.77,297.8
2026-05,P01,S0032,5.85,2.2
2026-05,P01,S0033,118.76,164.67
2026-05,P01,S0035,228.83,326.69
2026-05,P01,S0036,154.3,26.25
2026-05,P01,S0037,4.85,7.35
2026-05,P01,S0038,27.56,36.79
2026-05,P01,S0039,472.0,828.8
2026-05,P01,S0040,23.54,15.08
2026-05,P01,S0041,34.07,25.66
2026-05,P01,S0042,35.97,28.38
2026-05,P01,S0043,8.01,19.46
2026-05,P01,S0044,23.71,11.77
2026-05,P01,S0045,19.91,7.95
2026-05,P01,S0046,153.43,84.25
2026-05,P01,S0047,18.57,29.98
2026-05,P01,S0048,237.54,177.57
2026-05,P01,S0049,200.88,291.94
2026-05,P01,S0050,68.11,30.92
2026-05,P02,S0051,141.35,35.29
2026-05,P02,S0052,95.21,30.98
2026-05,P02,S0053,20.54,35.42
2026-05,P02,S0054,7.28,2.58
2026-05,P02,S0055,141.98,39.04
2026-05,P02,S0056,43.22,43.55
2026-05,P02,S0057,27.9,16.18
2026-05,P02,S0058,25.77,5.99
2026-05,P02,S0059,23.49,12.81
2026-05,P02,S0060,73.58,92.82
2026-05,P02,S0061,50.31,21.07
2026-05,P02,S0062,69.91,46.75
2026-05,P02,S0063,9.68,6.48
2026-05,P02,S0064,17.03,11.82
2026-05,P02,S0066,7.39,1.88
2026-05,P02,S0067,6.48,5.06
2026-05,P02,S0068,56.97,75.76
2026-05,P02,S0069,10.49,4.65
2026-05,P02,S0070,31.58,35.35
2026-05,P02,S0071,74.62,27.94
2026-05,P02,S0072,6.07,4.29
2026-05,P02,S0073,54.75,13.11
2026-05,P02,S0074,33.37,10.39
2026-05,P02,S0075,277.89,182.86
2026-05,P02,S0076,7.87,7.75
2026-05,P02,S0077,16.17,7.79
2026-05,P02,S0078,421.27,101.57
2026-05,P02,S0079,36.68,10.18
2026-05,P02,S0080,18.77,5.06
2026-05,P02,S0081,225.78,191.44
2026-05,P02,S0082,23.84,25.14
2026-05,P02,S0083,28.15,14.97
2026-05,P02,S0084,123.07,70.98
2026-05,P02,S0085,28.62,14.34
2026-05,P02,S0086,37.62,9.56
2026-05,P02,S0087,14.24,5.54
2026-05,P02,S0088,35.85,31.75
2026-05,P02,S0089,7.69,5.86
2026-05,P02,S0090,130.91,89.51
2026-05,P02,S0091,4.48,2.56
2026-05,P02,S0092,24.09,15.51
2026-05,P03,S0093,204.5,79.52
2026-05,P03,S0094,3.59,4.54
2026-05,P03,S0095,75.74,50.98
2026-05,P03,S0096,1264.83,631.63
2026-05,P03,S0097,13.6,3.3
2026-05,P03,S0098,454.16,293.8
2026-05,P03,S0099,4.04,1.23
2026-05,P03,S0100,0.0,0.0
2026-05,P03,S0101,6.21,3.64
2026-05,P03,S0102,70.59,51.46
2026-05,P03,S0104,82.26,64.94
2026-05,P03,S0105,79.83,31.29
2026-05,P03,S0106,5.06,3.98
2026-05,P03,S0107,32.09,33.5
2026-05,P03,S0108,349.68,584.27
2026-05,P03,S0109,12.1,32.86
2026-05,P03,S0110,4.7,2.45
2026-05,P03,S0111,18.8,7.59
2026-05,P03,S0112,82.89,71.9
2026-05,P03,S0113,10.0,1.9
2026-05,P03,S0114,63.96,59.65
2026-05,P03,S0115,3.96,2.05
2026-05,P03,S0116,14.39,6.09
2026-05,P03,S0117,4.77,8.25
2026-05,P03,S0118,64.91,24.23
2026-05,P03,S0119,0.5,0.32
2026-05,P03,S0120,89.12,91.34
2026-05,P03,S0121,16.9,7.3
2026-05,P03,S0122,3.47,3.37
