emission_record_id,date_key,business_unit_id,facility_id,supplier_id,activity_id,scope,ghg_category,activity_volume,activity_unit,emission_factor,emissions_tco2e,spend_usd,revenue_usd,data_quality_score
E000406,202410,BU04,F07,S013,A09,Scope 3,Waste,368.45,tonnes waste,0.4107,185.7,217283.09,3288512.71,0.89
E000407,202410,BU05,F08,S003,A04,Scope 2,Electricity,91.87,MWh,0.4252,34.46,7318.49,1893058.01,0.79
E000408,202410,BU05,F08,S010,A05,Scope 2,Purchased energy,498.04,MWh,0.2112,116.44,60921.98,1893058.01,0.8
E000409,202410,BU05,F08,S016,A08,Scope 3,Business travel,291.69,passenger-km thousand,0.1381,62.02,154980.85,1893058.01,0.73
E000410,202410,BU05,F08,S021,A09,Scope 3,Waste,133.22,tonnes waste,0.4424,72.33,35705.55,1893058.01,0.72
E000411,202411,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,771.46,MWh thermal,0.2241,169.56,131938.22,6348691.76,0.96
E000412,202411,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,101.78,kg refrigerant,1.2091,120.69,7498.2,6348691.76,0.87
E000413,202411,BU01,F01,S003,A04,Scope 2,Electricity,613.33,MWh,0.391,210.18,65023.83,6348691.76,0.92
E000414,202411,BU01,F01,S018,A06,Scope 3,Purchased goods and services,2596.31,USD thousand spend,0.5573,1764.35,1204651.94,6348691.76,0.75
E000415,202411,BU01,F01,S005,A06,Scope 3,Purchased goods and services,2236.85,USD thousand spend,0.4565,1245.12,389579.31,6348691.76,0.76
E000416,202411,BU01,F01,S020,A09,Scope 3,Waste,1489.73,tonnes waste,0.4579,668.74,355682.08,6348691.76,0.84
E000417,202411,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,341.65,kiloliters,2.4945,835.79,34576.85,5386541.37,0.84
E000418,202411,BU02,F02,S019,A04,Scope 2,Electricity,1230.21,MWh,0.5565,600.06,140831.25,5386541.37,0.83
E000419,202411,BU02,F02,S019,A07,Scope 3,Transportation and distribution,1120.64,ton-km thousand,0.1888,257.99,355616.03,5386541.37,0.74
E000420,202411,BU02,F02,S016,A07,Scope 3,Transportation and distribution,787.61,ton-km thousand,0.139,167.48,513363.98,5386541.37,0.96
E000421,202411,BU02,F02,S006,A09,Scope 3,Waste,865.99,tonnes waste,0.5359,565.96,355142.06,5386541.37,0.85
E000422,202411,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,538.5,kiloliters,2.311,1220.45,53008.43,5466440.25,0.75
E000423,202411,BU02,F03,S016,A04,Scope 2,Electricity,1294.25,MWh,0.3912,556.85,214868.41,5466440.25,0.73
E000424,202411,BU02,F03,S009,A07,Scope 3,Transportation and distribution,1095.53,ton-km thousand,0.1683,224.8,348764.66,5466440.25,0.89
E000425,202411,BU02,F03,S007,A07,Scope 3,Transportation and distribution,1297.49,ton-km thousand,0.1927,382.59,381102.5,5466440.25,0.87
E000426,202411,BU02,F03,S010,A09,Scope 3,Waste,304.07,tonnes waste,0.4164,193.78,138571.79,5466440.25,0.88
E000427,202411,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1458.13,MWh thermal,0.2039,291.57,122480.45,7183226.0,0.85
E000428,202411,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,65.16,kg refrigerant,1.609,102.81,6427.7,7183226.0,0.78
E000429,202411,BU01,F04,S016,A04,Scope 2,Electricity,1911.71,MWh,0.4535,953.49,296204.78,7183226.0,0.97
E000430,202411,BU01,F04,S010,A06,Scope 3,Purchased goods and services,1165.43,USD thousand spend,0.6205,1106.64,454168.53,7183226.0,0.94
E000431,202411,BU01,F04,S001,A06,Scope 3,Purchased goods and services,1872.26,USD thousand spend,0.618,1410.9,797801.72,7183226.0,0.84
E000432,202411,BU01,F04,S017,A09,Scope 3,Waste,1126.9,tonnes waste,0.4649,801.79,249561.24,7183226.0,0.74
E000433,202411,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,832.17,kiloliters,2.9709,2424.55,63333.01,5011523.29,0.84
E000434,202411,BU02,F05,S007,A04,Scope 2,Electricity,1214.73,MWh,0.3832,511.99,97163.28,5011523.29,0.78
E000435,202411,BU02,F05,S022,A07,Scope 3,Transportation and distribution,632.08,ton-km thousand,0.1495,115.21,142022.53,5011523.29,0.82
E000436,202411,BU02,F05,S005,A07,Scope 3,Transportation and distribution,1437.18,ton-km thousand,0.1869,327.53,512141.59,5011523.29,0.87
E000437,202411,BU02,F05,S022,A09,Scope 3,Waste,1208.44,tonnes waste,0.438,645.51,861209.63,5011523.29,0.81
E000438,202411,BU05,F06,S019,A04,Scope 2,Electricity,469.6,MWh,0.5419,223.03,88259.28,1862481.64,0.74
E000439,202411,BU05,F06,S011,A05,Scope 2,Purchased energy,82.99,MWh,0.1953,14.2,6647.0,1862481.64,0.96
E000440,202411,BU05,F06,S019,A08,Scope 3,Business travel,179.19,passenger-km thousand,0.1118,24.42,54208.8,1862481.64,0.96
E000441,202411,BU05,F06,S003,A09,Scope 3,Waste,110.72,tonnes waste,0.4143,55.94,72186.17,1862481.64,0.76
E000442,202411,BU04,F07,S019,A04,Scope 2,Electricity,640.32,MWh,0.5575,312.87,83353.16,2984640.51,0.88
E000443,202411,BU04,F07,S008,A05,Scope 2,Purchased energy,595.8,MWh,0.1731,72.69,48333.51,2984640.51,0.82
E000444,202411,BU04,F07,S011,A06,Scope 3,Purchased goods and services,1607.97,USD thousand spend,0.5072,994.45,1260934.88,2984640.51,0.93
E000445,202411,BU04,F07,S013,A06,Scope 3,Purchased goods and services,873.98,USD thousand spend,0.5663,603.54,336304.75,2984640.51,0.97
E000446,202411,BU04,F07,S015,A08,Scope 3,Business travel,655.95,passenger-km thousand,0.1152,92.15,178656.67,2984640.51,0.9
E000447,202411,BU04,F07,S014,A09,Scope 3,Waste,207.19,tonnes waste,0.4079,129.34,69257.91,2984640.51,0.73
E000448,202411,BU05,F08,S021,A04,Scope 2,Electricity,88.64,MWh,0.3941,30.62,8607.36,2110629.07,0.91
E000449,202411,BU05,F08,S007,A05,Scope 2,Purchased energy,380.23,MWh,0.2149,89.89,27946.98,2110629.07,0.98
E000450,202411,BU05,F08,S017,A08,Scope 3,Business travel,439.87,passenger-km thousand,0.1196,80.53,91501.08,2110629.07,0.96
E000451,202411,BU05,F08,S023,A09,Scope 3,Waste,384.24,tonnes waste,0.5188,305.04,132292.97,2110629.07,0.86
E000452,202412,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,353.13,MWh thermal,0.1534,52.79,57633.64,6612299.34,0.71
E000453,202412,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,53.98,kg refrigerant,1.1369,59.8,6710.31,6612299.34,0.94
E000454,202412,BU01,F01,S006,A04,Scope 2,Electricity,1706.73,MWh,0.4,594.48,230743.61,6612299.34,0.86
E000455,202412,BU01,F01,S022,A06,Scope 3,Purchased goods and services,2290.17,USD thousand spend,0.4966,1377.92,822957.63,6612299.34,0.79
E000456,202412,BU01,F01,S001,A06,Scope 3,Purchased goods and services,2839.39,USD thousand spend,0.4874,1676.86,1265004.62,6612299.34,0.97
E000457,202412,BU01,F01,S010,A09,Scope 3,Waste,1591.25,tonnes waste,0.4395,1063.29,676755.88,6612299.34,0.8
E000458,202412,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,958.81,kiloliters,3.1775,2968.66,116531.77,5183073.63,0.82
E000459,202412,BU02,F02,S016,A04,Scope 2,Electricity,605.39,MWh,0.3928,259.89,53673.41,5183073.63,0.92
E000460,202412,BU02,F02,S003,A07,Scope 3,Transportation and distribution,1280.63,ton-km thousand,0.151,234.31,359070.63,5183073.63,0.76
E000461,202412,BU02,F02,S010,A07,Scope 3,Transportation and distribution,1083.78,ton-km thousand,0.1818,299.55,150634.39,5183073.63,0.78
E000462,202412,BU02,F02,S014,A09,Scope 3,Waste,447.39,tonnes waste,0.4949,336.66,132517.38,5183073.63,0.79
E000463,202412,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,1587.32,kiloliters,2.2297,3448.62,105294.38,6058902.7,0.87
E000464,202412,BU02,F03,S001,A04,Scope 2,Electricity,1556.96,MWh,0.5118,693.95,194361.6,6058902.7,0.76
E000465,202412,BU02,F03,S016,A07,Scope 3,Transportation and distribution,1668.01,ton-km thousand,0.1842,467.17,549612.1,6058902.7,0.78
E000466,202412,BU02,F03,S016,A07,Scope 3,Transportation and distribution,1535.4,ton-km thousand,0.1574,367.43,821436.42,6058902.7,0.77
E000467,202412,BU02,F03,S012,A09,Scope 3,Waste,283.23,tonnes waste,0.4463,123.13,150153.59,6058902.7,0.93
E000468,202412,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,326.41,MWh thermal,0.1622,51.6,22280.33,6611306.45,0.75
E000469,202412,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,88.62,kg refrigerant,1.5061,130.06,7403.08,6611306.45,0.76
E000470,202412,BU01,F04,S003,A04,Scope 2,Electricity,1600.11,MWh,0.5258,732.61,257278.51,6611306.45,0.76
E000471,202412,BU01,F04,S002,A06,Scope 3,Purchased goods and services,1038.26,USD thousand spend,0.5706,900.82,538326.26,6611306.45,0.79
E000472,202412,BU01,F04,S003,A06,Scope 3,Purchased goods and services,1079.99,USD thousand spend,0.5096,666.88,773430.13,6611306.45,0.77
E000473,202412,BU01,F04,S008,A09,Scope 3,Waste,1016.34,tonnes waste,0.4529,448.37,379616.27,6611306.45,0.88
E000474,202412,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,1323.19,kiloliters,2.2026,2839.81,221565.99,5952708.5,0.73
E000475,202412,BU02,F05,S011,A04,Scope 2,Electricity,1447.22,MWh,0.4051,510.53,244025.61,5952708.5,0.74
E000476,202412,BU02,F05,S014,A07,Scope 3,Transportation and distribution,810.61,ton-km thousand,0.1632,201.15,192350.74,5952708.5,0.96
E000477,202412,BU02,F05,S003,A07,Scope 3,Transportation and distribution,929.17,ton-km thousand,0.1949,219.41,481084.61,5952708.5,0.82
E000478,202412,BU02,F05,S018,A09,Scope 3,Waste,299.85,tonnes waste,0.4829,175.43,123189.34,5952708.5,0.87
E000479,202412,BU05,F06,S005,A04,Scope 2,Electricity,417.47,MWh,0.3957,143.86,44908.57,1884815.95,0.94
E000480,202412,BU05,F06,S013,A05,Scope 2,Purchased energy,246.67,MWh,0.2012,43.23,23981.04,1884815.95,0.89
E000481,202412,BU05,F06,S021,A08,Scope 3,Business travel,524.44,passenger-km thousand,0.1495,95.02,315481.52,1884815.95,0.96
E000482,202412,BU05,F06,S021,A09,Scope 3,Waste,515.42,tonnes waste,0.54,337.24,114767.0,1884815.95,0.9
E000483,202412,BU04,F07,S024,A04,Scope 2,Electricity,532.06,MWh,0.5552,206.82,38131.22,3351227.55,0.74
E000484,202412,BU04,F07,S007,A05,Scope 2,Purchased energy,950.15,MWh,0.2219,230.43,91306.87,3351227.55,0.95
E000485,202412,BU04,F07,S012,A06,Scope 3,Purchased goods and services,749.83,USD thousand spend,0.6041,441.23,396078.01,3351227.55,0.73
E000486,202412,BU04,F07,S016,A06,Scope 3,Purchased goods and services,1565.44,USD thousand spend,0.6011,1430.69,871517.87,3351227.55,0.79
E000487,202412,BU04,F07,S007,A08,Scope 3,Business travel,516.23,passenger-km thousand,0.107,84.01,217466.7,3351227.55,0.76
E000488,202412,BU04,F07,S018,A09,Scope 3,Waste,661.88,tonnes waste,0.5285,423.82,297503.09,3351227.55,0.71
E000489,202412,BU05,F08,S024,A04,Scope 2,Electricity,522.27,MWh,0.3929,143.65,89558.45,2070405.43,0.77
E000490,202412,BU05,F08,S009,A05,Scope 2,Purchased energy,441.42,MWh,0.2514,96.65,36738.48,2070405.43,0.77
E000491,202412,BU05,F08,S021,A08,Scope 3,Business travel,262.08,passenger-km thousand,0.1302,41.36,109060.3,2070405.43,0.89
E000492,202412,BU05,F08,S015,A09,Scope 3,Waste,289.59,tonnes waste,0.403,141.39,75634.25,2070405.43,0.76
E000493,202501,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,2066.92,MWh thermal,0.1956,391.33,235533.53,7712284.08,0.73
E000494,202501,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,166.35,kg refrigerant,1.3884,223.59,18374.35,7712284.08,0.89
E000495,202501,BU01,F01,S021,A04,Scope 2,Electricity,835.7,MWh,0.4098,296.29,131309.19,7712284.08,0.93
E000496,202501,BU01,F01,S011,A06,Scope 3,Purchased goods and services,2997.21,USD thousand spend,0.4636,1672.7,765493.29,7712284.08,0.92
E000497,202501,BU01,F01,S002,A06,Scope 3,Purchased goods and services,3342.86,USD thousand spend,0.4372,2207.59,1291900.44,7712284.08,0.77
E000498,202501,BU01,F01,S001,A09,Scope 3,Waste,680.14,tonnes waste,0.5889,482.12,157739.43,7712284.08,0.97
E000499,202501,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,346.6,kiloliters,2.5614,859.47,59952.23,5900625.41,0.95
E000500,202501,BU02,F02,S008,A04,Scope 2,Electricity,691.82,MWh,0.529,254.55,105864.9,5900625.41,0.89
E000501,202501,BU02,F02,S021,A07,Scope 3,Transportation and distribution,664.21,ton-km thousand,0.1795,143.56,257537.5,5900625.41,0.77
E000502,202501,BU02,F02,S004,A07,Scope 3,Transportation and distribution,764.48,ton-km thousand,0.192,142.06,278335.27,5900625.41,0.76
E000503,202501,BU02,F02,S008,A09,Scope 3,Waste,347.33,tonnes waste,0.4157,139.71,132893.24,5900625.41,0.87
E000504,202501,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,762.58,kiloliters,3.1618,2334.2,86276.39,5436692.75,0.96
E000505,202501,BU02,F03,S015,A04,Scope 2,Electricity,927.08,MWh,0.4833,387.7,66229.5,5436692.75,0.83
E000506,202501,BU02,F03,S013,A07,Scope 3,Transportation and distribution,618.93,ton-km thousand,0.1896,141.3,210869.79,5436692.75,0.85
E000507,202501,BU02,F03,S011,A07,Scope 3,Transportation and distribution,935.29,ton-km thousand,0.1763,198.53,504882.87,5436692.75,0.74
E000508,202501,BU02,F03,S007,A09,Scope 3,Waste,285.72,tonnes waste,0.4186,180.66,67035.88,5436692.75,0.77
E000509,202501,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1874.29,MWh thermal,0.2077,376.94,235941.38,7160659.11,0.85
E000510,202501,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,235.48,kg refrigerant,1.3127,299.26,32153.4,7160659.11,0.88
E000511,202501,BU01,F04,S021,A04,Scope 2,Electricity,1254.19,MWh,0.378,410.14,117702.88,7160659.11,0.96
E000512,202501,BU01,F04,S001,A06,Scope 3,Purchased goods and services,2728.72,USD thousand spend,0.5028,1651.52,1240388.11,7160659.11,0.9
E000513,202501,BU01,F04,S015,A06,Scope 3,Purchased goods and services,2758.78,USD thousand spend,0.6169,2048.67,839725.75,7160659.11,0.81
E000514,202501,BU01,F04,S016,A09,Scope 3,Waste,1276.69,tonnes waste,0.4737,913.59,371207.12,7160659.11,0.9
E000515,202501,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,780.07,kiloliters,3.242,2448.34,112770.95,5556535.05,0.92
E000516,202501,BU02,F05,S017,A04,Scope 2,Electricity,1242.29,MWh,0.3949,532.71,107972.41,5556535.05,0.78
E000517,202501,BU02,F05,S020,A07,Scope 3,Transportation and distribution,1040.1,ton-km thousand,0.1382,139.14,459630.67,5556535.05,0.92
E000518,202501,BU02,F05,S001,A07,Scope 3,Transportation and distribution,543.74,ton-km thousand,0.1503,98.38,162572.63,5556535.05,0.97
E000519,202501,BU02,F05,S003,A09,Scope 3,Waste,1099.24,tonnes waste,0.4182,553.38,707022.42,5556535.05,0.84
E000520,202501,BU05,F06,S015,A04,Scope 2,Electricity,498.44,MWh,0.4374,188.64,75525.58,2019773.46,0.94
E000521,202501,BU05,F06,S021,A05,Scope 2,Purchased energy,111.38,MWh,0.218,21.0,15888.0,2019773.46,0.97
E000522,202501,BU05,F06,S001,A08,Scope 3,Business travel,193.8,passenger-km thousand,0.1124,26.22,54557.81,2019773.46,0.97
E000523,202501,BU05,F06,S019,A09,Scope 3,Waste,169.1,tonnes waste,0.41,83.45,57616.42,2019773.46,0.72
E000524,202501,BU04,F07,S011,A04,Scope 2,Electricity,1108.35,MWh,0.482,462.2,199874.88,3085241.13,0.7
E000525,202501,BU04,F07,S017,A05,Scope 2,Purchased energy,250.17,MWh,0.2301,62.5,30649.87,3085241.13,0.96
E000526,202501,BU04,F07,S022,A06,Scope 3,Purchased goods and services,2103.42,USD thousand spend,0.5094,1289.78,736603.56,3085241.13,0.73
E000527,202501,BU04,F07,S017,A06,Scope 3,Purchased goods and services,1206.21,USD thousand spend,0.4334,789.79,402151.66,3085241.13,0.95
E000528,202501,BU04,F07,S022,A08,Scope 3,Business travel,861.41,passenger-km thousand,0.1176,121.9,287315.5,3085241.13,0.9
E000529,202501,BU04,F07,S009,A09,Scope 3,Waste,399.48,tonnes waste,0.4627,222.53,129889.75,3085241.13,0.71
E000530,202501,BU05,F08,S009,A04,Scope 2,Electricity,289.87,MWh,0.419,105.09,49612.28,2147076.25,0.88
E000531,202501,BU05,F08,S010,A05,Scope 2,Purchased energy,450.38,MWh,0.1916,93.69,65296.32,2147076.25,0.92
E000532,202501,BU05,F08,S006,A08,Scope 3,Business travel,236.83,passenger-km thousand,0.1402,39.97,177581.92,2147076.25,0.75
E000533,202501,BU05,F08,S023,A09,Scope 3,Waste,363.38,tonnes waste,0.4264,234.05,114287.36,2147076.25,0.87
E000534,202502,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1405.46,MWh thermal,0.1798,243.05,230407.88,6560689.68,0.76
E000535,202502,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,78.01,kg refrigerant,1.2884,96.67,7169.08,6560689.68,0.97
E000536,202502,BU01,F01,S003,A04,Scope 2,Electricity,1855.11,MWh,0.5353,853.67,302892.38,6560689.68,0.95
E000537,202502,BU01,F01,S021,A06,Scope 3,Purchased goods and services,3528.89,USD thousand spend,0.4272,1802.9,867728.69,6560689.68,0.96
E000538,202502,BU01,F01,S012,A06,Scope 3,Purchased goods and services,1379.69,USD thousand spend,0.547,725.54,1029613.6,6560689.68,0.95
E000539,202502,BU01,F01,S012,A09,Scope 3,Waste,1363.67,tonnes waste,0.4219,553.17,544906.99,6560689.68,0.75
E000540,202502,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,541.61,kiloliters,2.545,1325.74,66307.4,5945248.27,0.7
E000541,202502,BU02,F02,S006,A04,Scope 2,Electricity,1352.11,MWh,0.5197,604.07,174429.67,5945248.27,0.79
E000542,202502,BU02,F02,S006,A07,Scope 3,Transportation and distribution,1160.04,ton-km thousand,0.1739,241.27,350492.53,5945248.27,0.92
E000543,202502,BU02,F02,S022,A07,Scope 3,Transportation and distribution,955.49,ton-km thousand,0.1912,218.49,310987.36,5945248.27,0.91
E000544,202502,BU02,F02,S003,A09,Scope 3,Waste,298.17,tonnes waste,0.5084,181.27,42798.44,5945248.27,0.88
E000545,202502,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,534.45,kiloliters,2.4251,1246.6,93667.1,5252106.0,0.93
E000546,202502,BU02,F03,S008,A04,Scope 2,Electricity,533.71,MWh,0.5496,202.72,54580.13,5252106.0,0.87
E000547,202502,BU02,F03,S004,A07,Scope 3,Transportation and distribution,306.9,ton-km thousand,0.1828,53.94,128604.02,5252106.0,0.82
E000548,202502,BU02,F03,S004,A07,Scope 3,Transportation and distribution,479.86,ton-km thousand,0.1336,61.62,131392.02,5252106.0,0.88
E000549,202502,BU02,F03,S009,A09,Scope 3,Waste,643.81,tonnes waste,0.4114,316.72,283189.1,5252106.0,0.84
E000550,202502,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,996.45,MWh thermal,0.1757,168.36,70427.5,6673696.48,0.86
E000551,202502,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,209.48,kg refrigerant,1.1375,229.18,29371.36,6673696.48,0.71
E000552,202502,BU01,F04,S002,A04,Scope 2,Electricity,431.54,MWh,0.5593,260.36,68672.43,6673696.48,0.97
E000553,202502,BU01,F04,S001,A06,Scope 3,Purchased goods and services,2077.72,USD thousand spend,0.4275,1062.22,851173.57,6673696.48,0.79
E000554,202502,BU01,F04,S018,A06,Scope 3,Purchased goods and services,3546.71,USD thousand spend,0.5406,2292.93,913031.59,6673696.48,0.74
E000555,202502,BU01,F04,S010,A09,Scope 3,Waste,1883.5,tonnes waste,0.5397,1525.61,1271291.32,6673696.48,0.72
E000556,202502,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,663.66,kiloliters,2.6696,1704.06,75974.12,5762768.06,0.8
E000557,202502,BU02,F05,S022,A04,Scope 2,Electricity,740.08,MWh,0.4107,261.28,130348.8,5762768.06,0.73
E000558,202502,BU02,F05,S020,A07,Scope 3,Transportation and distribution,1141.06,ton-km thousand,0.1453,159.36,554733.87,5762768.06,0.89
E000559,202502,BU02,F05,S011,A07,Scope 3,Transportation and distribution,466.83,ton-km thousand,0.1631,91.06,145229.74,5762768.06,0.77
E000560,202502,BU02,F05,S005,A09,Scope 3,Waste,1794.87,tonnes waste,0.4637,995.28,1144334.52,5762768.06,0.76
E000561,202502,BU05,F06,S012,A04,Scope 2,Electricity,183.99,MWh,0.5438,69.13,15165.5,1908004.94,0.93
E000562,202502,BU05,F06,S005,A05,Scope 2,Purchased energy,461.1,MWh,0.2017,79.93,52217.36,1908004.94,0.73
E000563,202502,BU05,F06,S018,A08,Scope 3,Business travel,142.66,passenger-km thousand,0.1095,18.69,103218.8,1908004.94,0.81
E000564,202502,BU05,F06,S012,A09,Scope 3,Waste,301.89,tonnes waste,0.5627,163.31,70430.59,1908004.94,0.83
E000565,202502,BU04,F07,S004,A04,Scope 2,Electricity,237.43,MWh,0.4313,70.76,34790.66,3135286.59,0.8
E000566,202502,BU04,F07,S015,A05,Scope 2,Purchased energy,423.22,MWh,0.1984,72.17,68949.19,3135286.59,0.95
E000567,202502,BU04,F07,S011,A06,Scope 3,Purchased goods and services,1342.3,USD thousand spend,0.527,845.93,815052.34,3135286.59,0.93
E000568,202502,BU04,F07,S007,A06,Scope 3,Purchased goods and services,1807.6,USD thousand spend,0.4659,1263.97,1275966.3,3135286.59,0.77
E000569,202502,BU04,F07,S014,A08,Scope 3,Business travel,971.42,passenger-km thousand,0.1515,220.8,273999.75,3135286.59,0.71
E000570,202502,BU04,F07,S024,A09,Scope 3,Waste,350.73,tonnes waste,0.455,153.44,111096.25,3135286.59,0.71
E000571,202502,BU05,F08,S023,A04,Scope 2,Electricity,130.3,MWh,0.5095,71.61,15004.54,1914112.71,0.73
E000572,202502,BU05,F08,S011,A05,Scope 2,Purchased energy,346.39,MWh,0.2032,60.51,52737.07,1914112.71,0.88
E000573,202502,BU05,F08,S017,A08,Scope 3,Business travel,541.11,passenger-km thousand,0.1183,96.06,163921.66,1914112.71,0.86
E000574,202502,BU05,F08,S003,A09,Scope 3,Waste,430.37,tonnes waste,0.4095,210.79,147821.69,1914112.71,0.84
E000575,202503,BU01,F01,DIRECT,A01,Scope 1,Stationary combustion,1846.88,MWh thermal,0.2166,382.3,341602.9,6623364.41,0.76
E000576,202503,BU01,F01,DIRECT,A03,Scope 1,Fugitive emissions,160.88,kg refrigerant,1.3775,211.75,15398.26,6623364.41,0.9
E000577,202503,BU01,F01,S018,A04,Scope 2,Electricity,780.72,MWh,0.5311,354.07,53522.01,6623364.41,0.73
E000578,202503,BU01,F01,S010,A06,Scope 3,Purchased goods and services,2227.37,USD thousand spend,0.4612,1531.57,718407.58,6623364.41,0.72
E000579,202503,BU01,F01,S004,A06,Scope 3,Purchased goods and services,3037.56,USD thousand spend,0.5521,1601.69,694058.3,6623364.41,0.93
E000580,202503,BU01,F01,S021,A09,Scope 3,Waste,1772.63,tonnes waste,0.5253,1106.34,1124363.93,6623364.41,0.94
E000581,202503,BU02,F02,DIRECT,A02,Scope 1,Mobile combustion,787.16,kiloliters,2.7315,2054.43,106046.83,5584130.13,0.87
E000582,202503,BU02,F02,S008,A04,Scope 2,Electricity,1776.69,MWh,0.4702,573.5,324484.14,5584130.13,0.86
E000583,202503,BU02,F02,S020,A07,Scope 3,Transportation and distribution,570.96,ton-km thousand,0.1671,91.11,80509.67,5584130.13,0.79
E000584,202503,BU02,F02,S022,A07,Scope 3,Transportation and distribution,1574.86,ton-km thousand,0.1926,360.39,517767.16,5584130.13,0.84
E000585,202503,BU02,F02,S003,A09,Scope 3,Waste,904.54,tonnes waste,0.5737,616.54,371936.47,5584130.13,0.92
E000586,202503,BU02,F03,DIRECT,A02,Scope 1,Mobile combustion,773.76,kiloliters,2.3292,1722.01,120784.85,5930759.71,0.92
E000587,202503,BU02,F03,S022,A04,Scope 2,Electricity,895.05,MWh,0.4514,345.04,159828.91,5930759.71,0.71
E000588,202503,BU02,F03,S024,A07,Scope 3,Transportation and distribution,1650.14,ton-km thousand,0.1512,238.35,562032.46,5930759.71,0.8
E000589,202503,BU02,F03,S018,A07,Scope 3,Transportation and distribution,490.76,ton-km thousand,0.1613,94.06,181832.73,5930759.71,0.81
E000590,202503,BU02,F03,S022,A09,Scope 3,Waste,1666.85,tonnes waste,0.5521,1093.35,730381.84,5930759.71,0.74
E000591,202503,BU01,F04,DIRECT,A01,Scope 1,Stationary combustion,1320.44,MWh thermal,0.1897,239.35,245419.5,6983303.29,0.83
E000592,202503,BU01,F04,DIRECT,A03,Scope 1,Fugitive emissions,90.08,kg refrigerant,1.3576,116.85,6870.42,6983303.29,0.7
E000593,202503,BU01,F04,S004,A04,Scope 2,Electricity,350.1,MWh,0.557,133.86,45968.1,6983303.29,0.76
E000594,202503,BU01,F04,S021,A06,Scope 3,Purchased goods and services,2218.08,USD thousand spend,0.5637,1485.64,833841.55,6983303.29,0.93
E000595,202503,BU01,F04,S015,A06,Scope 3,Purchased goods and services,1407.29,USD thousand spend,0.5711,954.92,434405.56,6983303.29,0.81
E000596,202503,BU01,F04,S018,A09,Scope 3,Waste,1924.84,tonnes waste,0.5012,1146.3,1212622.07,6983303.29,0.81
E000597,202503,BU02,F05,DIRECT,A02,Scope 1,Mobile combustion,413.41,kiloliters,2.8611,1130.16,30972.97,5788351.5,0.92
E000598,202503,BU02,F05,S018,A04,Scope 2,Electricity,746.81,MWh,0.4493,286.54,105752.69,5788351.5,0.81
E000599,202503,BU02,F05,S010,A07,Scope 3,Transportation and distribution,1120.48,ton-km thousand,0.1835,306.56,322909.87,5788351.5,0.88
E000600,202503,BU02,F05,S009,A07,Scope 3,Transportation and distribution,1843.93,ton-km thousand,0.139,304.41,280065.35,5788351.5,0.88
E000601,202503,BU02,F05,S017,A09,Scope 3,Waste,1483.25,tonnes waste,0.5935,1312.46,496403.85,5788351.5,0.89
E000602,202503,BU05,F06,S003,A04,Scope 2,Electricity,230.85,MWh,0.4179,82.37,39536.61,1964644.62,0.78
E000603,202503,BU05,F06,S018,A05,Scope 2,Purchased energy,269.98,MWh,0.19,43.81,35455.94,1964644.62,0.89
E000604,202503,BU05,F06,S009,A08,Scope 3,Business travel,141.37,passenger-km thousand,0.136,22.85,34459.81,1964644.62,0.75
E000605,202503,BU05,F06,S001,A09,Scope 3,Waste,139.87,tonnes waste,0.5789,96.21,32169.64,1964644.62,0.87
E000606,202503,BU04,F07,S017,A04,Scope 2,Electricity,1167.88,MWh,0.4234,529.84,214751.54,3336263.91,0.78
E000607,202503,BU04,F07,S002,A05,Scope 2,Purchased energy,749.9,MWh,0.191,153.51,64780.14,3336263.91,0.73
E000608,202503,BU04,F07,S019,A06,Scope 3,Purchased goods and services,1036.31,USD thousand spend,0.4925,606.33,273308.85,3336263.91,0.95
