CustomerID,AccountName,PlanID,PlanName,Segment,ChannelID,ChannelName,Motion,RegionID,Region,Industry,AcquisitionMonth
C0462,Software Cloud 462,starter,Starter,SMB,plg,Product-Led,PLG,emea,EMEA,Software,2024-05-01
C0463,Logistics Cloud 463,growth,Growth,SMB,plg,Product-Led,PLG,emea,EMEA,Logistics,2026-01-01
C0464,Software Cloud 464,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Software,2024-10-01
C0465,Manufacturing Cloud 465,growth,Growth,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Manufacturing,2026-01-01
C0466,Manufacturing Cloud 466,scale,Scale,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Manufacturing,2024-03-01
C0467,Education Cloud 467,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,emea,EMEA,Education,2024-12-01
C0468,Financial Cloud 468,growth,Growth,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Financial Services,2024-12-01
C0469,Logistics Cloud 469,growth,Growth,SMB,outbound,Outbound Sales,Outbound,na,North America,Logistics,2024-04-01
C0470,Software Cloud 470,growth,Growth,SMB,expansion,Customer Success,Expansion,apac,APAC,Software,2024-05-01
C0471,Healthcare Cloud 471,starter,Starter,SMB,plg,Product-Led,PLG,apac,APAC,Healthcare,2024-02-01
C0472,Education Cloud 472,growth,Growth,SMB,outbound,Outbound Sales,Outbound,emea,EMEA,Education,2024-03-01
C0473,Logistics Cloud 473,scale,Scale,Mid-Market,plg,Product-Led,PLG,na,North America,Logistics,2024-08-01
C0474,Software Cloud 474,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Software,2026-03-01
C0475,Software Cloud 475,scale,Scale,Mid-Market,inbound,Inbound Demand,Inbound,latam,LATAM,Software,2024-05-01
C0476,Healthcare Cloud 476,starter,Starter,SMB,outbound,Outbound Sales,Outbound,emea,EMEA,Healthcare,2025-11-01
C0477,Financial Cloud 477,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Financial Services,2025-03-01
C0478,Software Cloud 478,enterprise,Enterprise,Enterprise,inbound,Inbound Demand,Inbound,na,North America,Software,2025-07-01
C0479,Software Cloud 479,business,Business,Mid-Market,expansion,Customer Success,Expansion,apac,APAC,Software,2024-09-01
C0480,Logistics Cloud 480,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,latam,LATAM,Logistics,2025-01-01
C0481,Healthcare Cloud 481,growth,Growth,SMB,plg,Product-Led,PLG,emea,EMEA,Healthcare,2025-07-01
C0482,Healthcare Cloud 482,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Healthcare,2025-02-01
C0483,Logistics Cloud 483,starter,Starter,SMB,partner,Partner Ecosystem,Partner,na,North America,Logistics,2026-05-01
C0484,Financial Cloud 484,scale,Scale,Mid-Market,outbound,Outbound Sales,Outbound,na,North America,Financial Services,2025-10-01
C0485,Financial Cloud 485,starter,Starter,SMB,partner,Partner Ecosystem,Partner,na,North America,Financial Services,2024-02-01
C0486,Education Cloud 486,starter,Starter,SMB,expansion,Customer Success,Expansion,na,North America,Education,2025-07-01
C0487,Healthcare Cloud 487,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Healthcare,2024-07-01
C0488,Retail Cloud 488,starter,Starter,SMB,plg,Product-Led,PLG,apac,APAC,Retail,2024-01-01
C0489,Education Cloud 489,growth,Growth,SMB,partner,Partner Ecosystem,Partner,na,North America,Education,2025-02-01
C0490,Software Cloud 490,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Software,2025-03-01
C0491,Education Cloud 491,scale,Scale,Mid-Market,plg,Product-Led,PLG,apac,APAC,Education,2025-02-01
C0492,Financial Cloud 492,starter,Starter,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Financial Services,2026-01-01
C0493,Software Cloud 493,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Software,2026-02-01
C0494,Retail Cloud 494,starter,Starter,SMB,plg,Product-Led,PLG,apac,APAC,Retail,2024-09-01
C0495,Software Cloud 495,starter,Starter,SMB,partner,Partner Ecosystem,Partner,na,North America,Software,2024-12-01
C0496,Education Cloud 496,growth,Growth,SMB,outbound,Outbound Sales,Outbound,apac,APAC,Education,2024-09-01
C0497,Logistics Cloud 497,growth,Growth,SMB,outbound,Outbound Sales,Outbound,emea,EMEA,Logistics,2025-09-01
C0498,Healthcare Cloud 498,scale,Scale,Mid-Market,inbound,Inbound Demand,Inbound,emea,EMEA,Healthcare,2026-04-01
C0499,Software Cloud 499,starter,Starter,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Software,2024-08-01
C0500,Retail Cloud 500,starter,Starter,SMB,plg,Product-Led,PLG,na,North America,Retail,2024-11-01
C0501,Financial Cloud 501,starter,Starter,SMB,inbound,Inbound Demand,Inbound,apac,APAC,Financial Services,2026-02-01
C0502,Software Cloud 502,business,Business,Mid-Market,plg,Product-Led,PLG,apac,APAC,Software,2025-09-01
C0503,Healthcare Cloud 503,starter,Starter,SMB,outbound,Outbound Sales,Outbound,emea,EMEA,Healthcare,2024-12-01
C0504,Software Cloud 504,enterprise,Enterprise,Enterprise,inbound,Inbound Demand,Inbound,na,North America,Software,2026-01-01
C0505,Healthcare Cloud 505,starter,Starter,SMB,inbound,Inbound Demand,Inbound,na,North America,Healthcare,2025-03-01
C0506,Healthcare Cloud 506,business,Business,Mid-Market,plg,Product-Led,PLG,emea,EMEA,Healthcare,2024-06-01
C0507,Software Cloud 507,growth,Growth,SMB,partner,Partner Ecosystem,Partner,emea,EMEA,Software,2025-04-01
C0508,Healthcare Cloud 508,starter,Starter,SMB,inbound,Inbound Demand,Inbound,emea,EMEA,Healthcare,2024-06-01
C0509,Retail Cloud 509,starter,Starter,SMB,partner,Partner Ecosystem,Partner,na,North America,Retail,2026-03-01
C0510,Education Cloud 510,business,Business,Mid-Market,inbound,Inbound Demand,Inbound,na,North America,Education,2024-04-01
C0511,Education Cloud 511,scale,Scale,Mid-Market,expansion,Customer Success,Expansion,latam,LATAM,Education,2024-08-01
C0512,Manufacturing Cloud 512,starter,Starter,SMB,partner,Partner Ecosystem,Partner,na,North America,Manufacturing,2024-10-01
C0513,Education Cloud 513,business,Business,Mid-Market,partner,Partner Ecosystem,Partner,latam,LATAM,Education,2025-09-01
C0514,Manufacturing Cloud 514,growth,Growth,SMB,plg,Product-Led,PLG,emea,EMEA,Manufacturing,2024-01-01
C0515,Retail Cloud 515,starter,Starter,SMB,plg,Product-Led,PLG,emea,EMEA,Retail,2024-09-01
C0516,Software Cloud 516,growth,Growth,SMB,plg,Product-Led,PLG,na,North America,Software,2024-03-01
C0517,Retail Cloud 517,starter,Starter,SMB,partner,Partner Ecosystem,Partner,apac,APAC,Retail,2024-01-01
C0518,Education Cloud 518,starter,Starter,SMB,inbound,Inbound Demand,Inbound,latam,LATAM,Education,2024-04-01
C0519,Logistics Cloud 519,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Logistics,2024-11-01
C0520,Education Cloud 520,growth,Growth,SMB,inbound,Inbound Demand,Inbound,na,North America,Education,2024-12-01
