AlertKey,TransactionKey,DateKey,AlertDateKey,CustomerKey,RuleKey,CorridorKey,ChannelKey,ProductKey,AlertAmountUSD,RiskScore,Severity,AlertStatus,IsFalsePositive,IsTruePositive,EscalatedToCase,CaseKey,ClosedDateKey,HoursToDisposition
AL002874,T0015069,20251115,20251116,C0120,R003,COR004,CH001,PR007,31599.06,80,High,Closed False Positive,Y,N,N,,20251128.0,289.0
AL002875,T0015072,20260505,20260505,C0179,R001,COR006,CH004,PR003,11857.12,97,Critical,SAR Filed,N,Y,Y,CA002875,20260509.0,102.0
AL002876,T0015082,20260328,20260329,C0081,R006,COR003,CH005,PR008,57916.77,91,Critical,Closed True Positive,Y,N,Y,CA002876,20260411.0,319.0
AL002877,T0015083,20260329,20260331,C0050,R008,COR004,CH002,PR001,67270.63,79,High,SAR Filed,N,Y,Y,CA002877,20260413.0,316.0
AL002878,T0015093,20250206,20250207,C0003,R003,COR006,CH002,PR004,18738.01,99,Critical,SAR Filed,N,Y,Y,CA002878,20250211.0,99.0
AL002879,T0015122,20260516,20260516,C0026,R001,COR009,CH004,PR008,46749.2,99,Critical,Escalated,N,Y,Y,CA002879,,
AL002880,T0015131,20260116,20260117,C0071,R001,COR003,CH004,PR002,1609.37,56,Low,Closed False Positive,Y,N,N,,20260129.0,292.0
AL002881,T0015145,20260501,20260503,C0145,R004,COR002,CH001,PR006,29128.01,82,High,Escalated,N,Y,Y,CA002881,,
AL002882,T0015146,20251120,20251121,C0126,R003,COR007,CH008,PR003,33078.31,87,High,In Review,N,Y,N,,,
AL002883,T0015147,20251108,20251109,C0049,R001,COR007,CH002,PR008,7632.47,69,Medium,Closed True Positive,N,Y,N,,20251119.0,247.0
AL002884,T0015149,20250708,20250710,C0145,R008,COR006,CH003,PR003,8547.32,88,Critical,SAR Filed,N,Y,Y,CA002884,20250713.0,83.0
AL002885,T0015152,20260405,20260406,C0162,R002,COR009,CH004,PR006,11000.0,98,Critical,SAR Filed,N,Y,Y,CA002885,20260419.0,315.0
AL002886,T0015154,20251011,20251011,C0020,R001,COR009,CH005,PR001,53791.99,85,High,Closed False Positive,Y,N,N,,20251012.0,31.0
AL002887,T0015160,20250303,20250305,C0028,R004,COR012,CH006,PR006,125067.16,81,High,New,Y,N,N,,,
AL002888,T0015182,20251016,20251018,C0145,R005,COR003,CH007,PR005,45850.3,90,Critical,SAR Filed,N,Y,Y,CA002888,20251027.0,225.0
AL002889,T0015184,20260326,20260327,C0054,R004,COR006,CH004,PR006,23074.76,75,High,Closed True Positive,N,Y,N,,20260407.0,275.0
AL002890,T0015185,20251010,20251012,C0122,R003,COR003,CH002,PR002,3767.02,79,High,Closed False Positive,Y,N,N,,20251024.0,290.0
AL002891,T0015186,20250918,20250919,C0073,R006,COR010,CH008,PR006,5671.93,77,High,In Review,Y,N,N,,,
AL002892,T0015189,20251130,20251130,C0168,R006,COR012,CH006,PR001,16907.2,68,Medium,In Review,N,Y,N,,,
AL002893,T0015196,20250531,20250601,C0071,R007,COR009,CH002,PR006,26705.62,79,High,SAR Filed,N,Y,Y,CA002893,20250607.0,152.0
AL002894,T0015197,20251117,20251118,C0024,R009,COR005,CH008,PR003,13000.0,91,Critical,Escalated,Y,N,Y,CA002894,,
AL002895,T0015201,20250602,20250602,C0119,R010,COR008,CH007,PR004,5403.76,87,High,New,Y,N,N,,,
AL002896,T0015204,20260301,20260302,C0165,R002,COR012,CH002,PR006,123813.78,85,High,Escalated,N,Y,Y,CA002896,,
AL002897,T0015207,20250803,20250805,C0049,R003,COR009,CH008,PR006,3461.95,56,Low,In Review,Y,N,N,,,
AL002898,T0015211,20251007,20251008,C0053,R003,COR008,CH005,PR001,5014.49,67,Medium,In Review,N,Y,N,,,
AL002899,T0015217,20251227,20251227,C0008,R009,COR012,CH008,PR003,76000.0,80,High,In Review,Y,N,N,,,
AL002900,T0015225,20260110,20260112,C0090,R001,COR006,CH007,PR008,16902.46,66,Medium,Escalated,N,Y,Y,CA002900,,
AL002901,T0015228,20250213,20250215,C0152,R001,COR006,CH007,PR003,41000.0,84,High,Closed False Positive,Y,N,N,,20250226.0,277.0
AL002902,T0015235,20250409,20250409,C0164,R006,COR004,CH003,PR003,7769.79,71,Medium,Escalated,N,Y,Y,CA002902,,
AL002903,T0015243,20260130,20260130,C0018,R008,COR011,CH002,PR007,33139.47,95,Critical,Closed True Positive,Y,N,Y,CA002903,20260209.0,241.0
AL002904,T0015249,20251124,20251124,C0094,R010,COR006,CH004,PR006,224487.8,78,High,Closed True Positive,N,Y,N,,20251201.0,180.0
AL002905,T0015252,20250409,20250411,C0167,R003,COR006,CH004,PR002,717.32,92,Critical,Closed True Positive,Y,N,Y,CA002905,20250425.0,348.0
AL002906,T0015268,20250321,20250321,C0175,R007,COR006,CH004,PR006,42568.92,92,Critical,Closed True Positive,Y,N,Y,CA002906,20250324.0,75.0
AL002907,T0015273,20250118,20250119,C0164,R001,COR008,CH007,PR008,12634.94,64,Medium,Closed True Positive,N,Y,Y,CA002907,20250126.0,178.0
AL002908,T0015281,20250725,20250725,C0072,R005,COR008,CH005,PR002,6948.57,83,High,Closed False Positive,Y,N,N,,20250803.0,229.0
AL002909,T0015289,20251016,20251016,C0140,R001,COR005,CH004,PR008,99635.51,84,High,Closed True Positive,N,Y,N,,20251022.0,159.0
AL002910,T0015311,20250711,20250712,C0019,R004,COR002,CH001,PR005,3286.9,70,Medium,Closed False Positive,Y,N,N,,20250718.0,159.0
AL002911,T0015324,20260510,20260511,C0072,R003,COR009,CH007,PR002,18973.93,73,Medium,Closed False Positive,Y,N,N,,20260514.0,77.0
AL002912,T0015334,20250416,20250416,C0053,R004,COR006,CH008,PR008,9193.18,81,High,Closed False Positive,Y,N,N,,20250429.0,326.0
AL002913,T0015344,20260116,20260117,C0054,R001,COR007,CH006,PR006,23396.06,94,Critical,Closed True Positive,Y,N,Y,CA002913,20260128.0,279.0
AL002914,T0015346,20250328,20250329,C0030,R004,COR003,CH001,PR005,1144.47,72,Medium,Closed True Positive,N,Y,Y,CA002914,20250408.0,244.0
AL002915,T0015349,20260123,20260123,C0131,R007,COR012,CH007,PR008,19128.26,84,High,Closed True Positive,N,Y,N,,20260126.0,81.0
AL002916,T0015363,20250912,20250913,C0173,R007,COR008,CH005,PR006,397944.55,84,High,In Review,N,Y,N,,,
AL002917,T0015371,20250612,20250613,C0005,R004,COR007,CH002,PR008,86139.91,88,Critical,SAR Filed,N,Y,Y,CA002917,20250614.0,32.0
AL002918,T0015382,20250724,20250725,C0162,R002,COR004,CH005,PR003,22000.0,97,Critical,SAR Filed,N,Y,Y,CA002918,20250804.0,246.0
AL002919,T0015383,20250520,20250520,C0059,R002,COR007,CH006,PR001,349797.89,97,Critical,SAR Filed,N,Y,Y,CA002919,20250603.0,349.0
AL002920,T0015394,20251002,20251003,C0111,R009,COR010,CH003,PR007,11000.0,78,High,Closed False Positive,Y,N,N,,20251004.0,30.0
AL002921,T0015395,20250913,20250915,C0031,R007,COR009,CH006,PR007,76262.87,92,Critical,SAR Filed,N,Y,Y,CA002921,20250929.0,348.0
AL002922,T0015398,20250410,20250410,C0049,R001,COR008,CH006,PR007,13949.58,74,High,Closed True Positive,N,Y,N,,20250423.0,316.0
AL002923,T0015402,20250403,20250403,C0098,R003,COR008,CH005,PR007,9636.79,79,High,In Review,Y,N,N,,,
AL002924,T0015404,20251203,20251204,C0125,R006,COR004,CH004,PR008,26000.0,92,Critical,Escalated,N,Y,Y,CA002924,,
AL002925,T0015408,20260415,20260416,C0129,R006,COR012,CH006,PR004,74283.43,84,High,Closed False Positive,Y,N,N,,20260417.0,27.0
AL002926,T0015412,20251208,20251208,C0074,R004,COR007,CH008,PR002,8490.29,85,High,Closed False Positive,Y,N,N,,20251216.0,207.0
AL002927,T0015420,20250511,20250513,C0055,R001,COR006,CH004,PR004,24999.15,80,High,Closed True Positive,N,Y,N,,20250526.0,327.0
AL002928,T0015425,20260306,20260308,C0075,R003,COR003,CH008,PR007,57000.0,99,Critical,Escalated,N,Y,Y,CA002928,,
AL002929,T0015439,20251118,20251118,C0088,R002,COR010,CH008,PR002,132000.0,83,High,Closed True Positive,N,Y,N,,20251129.0,270.0
AL002930,T0015446,20250609,20250611,C0146,R005,COR009,CH005,PR008,81000.0,96,Critical,SAR Filed,N,Y,Y,CA002930,20250626.0,369.0
AL002931,T0015447,20260110,20260110,C0148,R010,COR007,CH005,PR005,19714.12,74,High,Escalated,N,Y,Y,CA002931,,
AL002932,T0015468,20250921,20250923,C0017,R005,COR002,CH003,PR006,140340.87,68,Medium,Closed False Positive,Y,N,N,,20250928.0,123.0
AL002933,T0015469,20260101,20260102,C0003,R010,COR008,CH004,PR004,14153.88,99,Critical,SAR Filed,N,Y,Y,CA002933,20260113.0,275.0
AL002934,T0015473,20260228,20260302,C0132,R004,COR006,CH003,PR006,40000.0,94,Critical,Escalated,N,Y,Y,CA002934,,
AL002935,T0015481,20250601,20250601,C0013,R008,COR010,CH003,PR005,8605.48,67,Medium,Closed False Positive,Y,N,N,,20250607.0,148.0
AL002936,T0015488,20250624,20250626,C0135,R010,COR012,CH001,PR003,81659.45,67,Medium,Closed False Positive,Y,N,N,,20250710.0,344.0
AL002937,T0015492,20260102,20260102,C0049,R002,COR009,CH008,PR001,2658.72,62,Medium,Closed False Positive,Y,N,N,,20260111.0,229.0
AL002938,T0015502,20260417,20260419,C0012,R001,COR011,CH008,PR004,37612.74,73,Medium,In Review,N,Y,Y,CA002938,,
AL002939,T0015517,20251005,20251006,C0078,R002,COR004,CH005,PR004,1029.67,71,Medium,SAR Filed,N,Y,Y,CA002939,20251011.0,126.0
AL002940,T0015520,20260226,20260227,C0020,R002,COR003,CH008,PR005,105000.0,78,High,SAR Filed,N,Y,Y,CA002940,20260308.0,222.0
AL002941,T0015521,20250824,20250824,C0097,R003,COR007,CH002,PR008,42786.77,88,Critical,SAR Filed,N,Y,Y,CA002941,20250827.0,85.0
AL002942,T0015525,20260129,20260131,C0153,R001,COR011,CH001,PR005,19565.09,77,High,Closed True Positive,N,Y,Y,CA002942,20260204.0,111.0
AL002943,T0015529,20260318,20260319,C0027,R007,COR001,CH003,PR004,1794.68,67,Medium,Closed False Positive,Y,N,N,,20260324.0,122.0
AL002944,T0015531,20250513,20250513,C0107,R010,COR008,CH005,PR003,5299.29,74,High,In Review,Y,N,N,,,
AL002945,T0015543,20250826,20250827,C0026,R008,COR010,CH004,PR005,3350.63,94,Critical,Closed True Positive,Y,N,Y,CA002945,20250829.0,56.0
AL002946,T0015555,20250728,20250729,C0044,R001,COR002,CH002,PR001,98312.82,82,High,Escalated,Y,N,Y,CA002946,,
AL002947,T0015568,20251003,20251004,C0113,R001,COR008,CH004,PR002,51503.03,84,High,SAR Filed,N,Y,Y,CA002947,20251017.0,320.0
AL002948,T0015571,20251221,20251222,C0109,R004,COR012,CH002,PR004,48000.0,87,High,SAR Filed,N,Y,Y,CA002948,20251223.0,36.0
AL002949,T0015573,20250927,20250928,C0110,R001,COR007,CH008,PR008,36620.28,87,High,Closed False Positive,Y,N,N,,20251008.0,247.0
AL002950,T0015605,20260107,20260108,C0028,R009,COR002,CH004,PR005,8682.93,95,Critical,SAR Filed,N,Y,Y,CA002950,20260123.0,371.0
AL002951,T0015610,20260116,20260116,C0069,R007,COR011,CH002,PR004,513000.0,89,Critical,SAR Filed,N,Y,Y,CA002951,20260125.0,221.0
AL002952,T0015616,20250111,20250113,C0177,R010,COR004,CH002,PR004,35024.94,75,High,Closed False Positive,Y,N,N,,20250122.0,225.0
AL002953,T0015618,20251210,20251210,C0156,R007,COR012,CH008,PR005,33043.89,89,Critical,Escalated,N,Y,Y,CA002953,,
AL002954,T0015619,20260305,20260307,C0057,R005,COR001,CH001,PR006,4084.63,76,High,SAR Filed,N,Y,Y,CA002954,20260315.0,203.0
AL002955,T0015620,20250314,20250314,C0160,R001,COR004,CH007,PR001,3541.68,69,Medium,Closed True Positive,N,Y,Y,CA002955,20250328.0,340.0
AL002956,T0015622,20250705,20250705,C0094,R002,COR011,CH005,PR001,53000.0,99,Critical,SAR Filed,N,Y,Y,CA002956,20250716.0,267.0
AL002957,T0015628,20251219,20251221,C0118,R003,COR011,CH006,PR003,17285.33,93,Critical,SAR Filed,N,Y,Y,CA002957,20260102.0,292.0
AL002958,T0015636,20260218,20260218,C0086,R005,COR007,CH008,PR005,2365.48,90,Critical,SAR Filed,N,Y,Y,CA002958,20260225.0,178.0
AL002959,T0015683,20250118,20250119,C0174,R005,COR009,CH006,PR005,148014.91,72,Medium,Closed False Positive,Y,N,N,,20250121.0,57.0
AL002960,T0015688,20250310,20250311,C0070,R004,COR005,CH005,PR001,27000.0,94,Critical,SAR Filed,N,Y,Y,CA002960,20250321.0,241.0
AL002961,T0015689,20250514,20250516,C0056,R005,COR008,CH007,PR007,91588.61,91,Critical,SAR Filed,N,Y,Y,CA002961,20250529.0,315.0
AL002962,T0015690,20260321,20260321,C0040,R005,COR009,CH005,PR004,9389.81,77,High,Escalated,N,Y,Y,CA002962,,
AL002963,T0015692,20260512,20260512,C0085,R007,COR010,CH004,PR001,89838.83,78,High,Closed False Positive,Y,N,N,,20260523.0,274.0
AL002964,T0015696,20250316,20250316,C0128,R006,COR005,CH004,PR008,41441.14,90,Critical,SAR Filed,N,Y,Y,CA002964,20250329.0,319.0
AL002965,T0015703,20250528,20250529,C0114,R008,COR002,CH005,PR008,37292.52,66,Medium,Escalated,N,Y,Y,CA002965,,
AL002966,T0015710,20251029,20251031,C0069,R003,COR004,CH001,PR004,35373.08,90,Critical,SAR Filed,N,Y,Y,CA002966,20251106.0,153.0
AL002967,T0015727,20250420,20250422,C0089,R005,COR002,CH005,PR001,117876.65,79,High,New,Y,N,N,,,
AL002968,T0015738,20250724,20250724,C0124,R009,COR012,CH008,PR005,254211.4,84,High,Closed False Positive,Y,N,N,,20250803.0,247.0
AL002969,T0015760,20251128,20251128,C0165,R006,COR002,CH001,PR002,13459.84,80,High,Closed False Positive,Y,N,N,,20251211.0,319.0
AL002970,T0015763,20260308,20260308,C0082,R007,COR001,CH003,PR008,6243.51,71,Medium,Closed False Positive,Y,N,N,,20260323.0,368.0
AL002971,T0015775,20260318,20260320,C0077,R009,COR011,CH008,PR007,39297.67,75,High,In Review,N,Y,N,,,
AL002972,T0015781,20250623,20250625,C0054,R010,COR009,CH001,PR002,20260.27,69,Medium,Closed True Positive,N,Y,N,,20250628.0,84.0
AL002973,T0015789,20250904,20250905,C0065,R003,COR007,CH001,PR007,24383.84,74,High,Closed False Positive,Y,N,N,,20250907.0,50.0
AL002974,T0015792,20250910,20250912,C0026,R002,COR002,CH001,PR003,13000.0,92,Critical,SAR Filed,N,Y,Y,CA002974,20250918.0,156.0
AL002975,T0015803,20250904,20250905,C0075,R010,COR010,CH008,PR002,8359.02,93,Critical,Escalated,Y,N,Y,CA002975,,
AL002976,T0015811,20260320,20260320,C0128,R005,COR002,CH007,PR005,8561.02,83,High,Escalated,N,Y,Y,CA002976,,
AL002977,T0015825,20250912,20250912,C0159,R004,COR002,CH004,PR004,38000.0,62,Medium,In Review,N,Y,N,,,
AL002978,T0015826,20250510,20250510,C0112,R008,COR010,CH007,PR005,21252.32,92,Critical,Closed True Positive,Y,N,Y,CA002978,20250519.0,217.0
AL002979,T0015828,20250703,20250705,C0003,R006,COR006,CH001,PR001,3889.84,92,Critical,SAR Filed,N,Y,Y,CA002979,20250707.0,49.0
AL002980,T0015829,20251108,20251109,C0042,R001,COR003,CH002,PR002,103636.16,88,Critical,Escalated,N,Y,Y,CA002980,,
AL002981,T0015831,20260319,20260321,C0077,R008,COR004,CH008,PR001,298776.41,78,High,Closed False Positive,Y,N,N,,20260402.0,300.0
AL002982,T0015835,20250923,20250924,C0085,R001,COR001,CH007,PR008,39847.61,73,Medium,Closed False Positive,Y,N,N,,20250925.0,31.0
AL002983,T0015837,20250429,20250429,C0119,R001,COR009,CH006,PR005,12095.46,88,Critical,Escalated,N,Y,Y,CA002983,,
AL002984,T0015839,20250515,20250517,C0103,R005,COR002,CH005,PR005,13000.0,91,Critical,SAR Filed,N,Y,Y,CA002984,20250521.0,105.0
AL002985,T0015846,20260401,20260403,C0066,R007,COR003,CH004,PR003,24770.49,90,Critical,SAR Filed,N,Y,Y,CA002985,20260409.0,153.0
AL002986,T0015855,20250826,20250826,C0101,R001,COR012,CH007,PR007,165891.79,88,Critical,SAR Filed,N,Y,Y,CA002986,20250830.0,97.0
AL002987,T0015859,20251117,20251119,C0072,R001,COR008,CH007,PR005,18157.01,80,High,Closed False Positive,Y,N,N,,20251126.0,173.0
AL002988,T0015861,20250312,20250312,C0003,R002,COR006,CH004,PR002,36554.69,95,Critical,Escalated,N,Y,Y,CA002988,,
AL002989,T0015865,20250716,20250718,C0050,R002,COR008,CH006,PR005,1158572.76,95,Critical,SAR Filed,N,Y,Y,CA002989,20250722.0,97.0
AL002990,T0015884,20260424,20260426,C0018,R009,COR007,CH006,PR007,9137.37,74,High,Closed False Positive,Y,N,N,,20260428.0,61.0
AL002991,T0015885,20260130,20260131,C0062,R002,COR010,CH003,PR001,13039.05,79,High,SAR Filed,N,Y,Y,CA002991,20260207.0,169.0
AL002992,T0015888,20250215,20250215,C0108,R009,COR008,CH008,PR006,123000.0,88,Critical,SAR Filed,N,Y,Y,CA002992,20250221.0,149.0
AL002993,T0015894,20251010,20251011,C0026,R005,COR011,CH005,PR003,5231.75,97,Critical,Closed True Positive,Y,N,Y,CA002993,20251015.0,107.0
AL002994,T0015896,20250430,20250502,C0021,R001,COR005,CH006,PR003,43404.67,84,High,Closed True Positive,N,Y,N,,20250504.0,63.0
AL002995,T0015897,20260305,20260306,C0044,R003,COR007,CH007,PR007,97840.08,86,High,SAR Filed,N,Y,Y,CA002995,20260315.0,222.0
AL002996,T0015908,20250916,20250917,C0033,R002,COR008,CH006,PR001,31000.0,93,Critical,SAR Filed,N,Y,Y,CA002996,20250920.0,87.0
AL002997,T0015912,20250703,20250704,C0174,R006,COR003,CH007,PR006,14489.21,74,High,In Review,N,Y,Y,CA002997,,
AL002998,T0015913,20260329,20260331,C0090,R001,COR003,CH004,PR007,6881.09,72,Medium,Closed False Positive,Y,N,N,,20260402.0,63.0
AL002999,T0015926,20260427,20260429,C0161,R005,COR012,CH005,PR007,34790.06,77,High,In Review,N,Y,N,,,
AL003000,T0015932,20260406,20260406,C0152,R006,COR012,CH007,PR002,39000.0,66,Medium,Closed True Positive,N,Y,Y,CA003000,20260413.0,169.0
AL003001,T0015937,20260101,20260101,C0119,R004,COR004,CH006,PR002,10378.76,80,High,Closed False Positive,Y,N,N,,20260106.0,128.0
AL003002,T0015944,20250226,20250226,C0129,R002,COR008,CH001,PR001,16822.24,75,High,In Review,Y,N,N,,,
AL003003,T0015946,20260130,20260131,C0070,R010,COR004,CH002,PR003,78159.42,74,High,Closed False Positive,Y,N,N,,20260206.0,151.0
AL003004,T0015952,20250717,20250717,C0171,R002,COR006,CH004,PR004,17403.4,83,High,SAR Filed,N,Y,Y,CA003004,20250725.0,196.0
AL003005,T0015953,20251216,20251216,C0131,R010,COR002,CH007,PR008,76000.0,99,Critical,SAR Filed,N,Y,Y,CA003005,20251231.0,364.0
AL003006,T0015956,20250927,20250928,C0138,R002,COR010,CH005,PR002,15781.26,74,High,Escalated,N,Y,Y,CA003006,,
AL003007,T0015964,20251122,20251123,C0007,R004,COR010,CH002,PR004,510003.7,99,Critical,Escalated,N,Y,Y,CA003007,,
AL003008,T0015969,20260209,20260209,C0017,R003,COR004,CH006,PR003,135315.02,85,High,Closed False Positive,Y,N,N,,20260222.0,313.0
AL003009,T0015973,20260214,20260214,C0102,R003,COR003,CH008,PR005,7029.86,86,High,SAR Filed,N,Y,Y,CA003009,20260220.0,156.0
AL003010,T0015976,20251023,20251024,C0065,R003,COR010,CH007,PR002,3541.38,89,Critical,SAR Filed,N,Y,Y,CA003010,20251026.0,59.0
AL003011,T0015980,20260207,20260207,C0067,R007,COR005,CH006,PR006,26583.54,75,High,Closed False Positive,Y,N,N,,20260210.0,86.0
AL003012,T0015984,20260318,20260320,C0072,R003,COR006,CH008,PR004,4675.47,99,Critical,SAR Filed,N,Y,Y,CA003012,20260327.0,182.0
AL003013,T0015996,20250529,20250529,C0116,R010,COR003,CH003,PR005,160445.23,90,Critical,SAR Filed,N,Y,Y,CA003013,20250608.0,248.0
AL003014,T0016001,20250929,20251001,C0010,R009,COR007,CH005,PR005,97000.0,79,High,Closed False Positive,Y,N,N,,20251014.0,326.0
AL003015,T0016003,20250308,20250310,C0099,R003,COR007,CH001,PR007,5299.88,66,Medium,In Review,Y,N,N,,,
AL003016,T0016004,20250324,20250325,C0041,R004,COR011,CH005,PR005,36644.85,96,Critical,SAR Filed,N,Y,Y,CA003016,20250326.0,37.0
AL003017,T0016016,20251127,20251127,C0076,R009,COR001,CH007,PR002,14831.06,68,Medium,Closed True Positive,N,Y,N,,20251202.0,126.0
AL003018,T0016018,20251018,20251020,C0095,R002,COR012,CH006,PR007,146000.0,88,Critical,SAR Filed,N,Y,Y,CA003018,20251026.0,156.0
AL003019,T0016028,20260302,20260303,C0039,R001,COR004,CH002,PR007,126304.34,91,Critical,SAR Filed,N,Y,Y,CA003019,20260313.0,247.0
AL003020,T0016029,20250331,20250331,C0112,R005,COR007,CH006,PR001,65604.51,89,Critical,SAR Filed,N,Y,Y,CA003020,20250413.0,327.0
AL003021,T0016031,20250706,20250707,C0116,R004,COR006,CH008,PR001,404025.22,99,Critical,SAR Filed,N,Y,Y,CA003021,20250716.0,224.0
AL003022,T0016048,20250213,20250213,C0132,R009,COR004,CH006,PR003,35903.42,76,High,In Review,N,Y,N,,,
AL003023,T0016049,20260421,20260423,C0014,R010,COR002,CH008,PR005,128635.92,95,Critical,SAR Filed,N,Y,Y,CA003023,20260427.0,100.0
AL003024,T0016050,20251105,20251105,C0092,R002,COR003,CH005,PR004,58913.34,72,Medium,Closed True Positive,N,Y,N,,20251115.0,242.0
AL003025,T0016056,20260111,20260112,C0159,R009,COR009,CH006,PR008,370807.1,73,Medium,Closed False Positive,Y,N,N,,20260122.0,246.0
AL003026,T0016058,20260505,20260506,C0069,R002,COR006,CH007,PR003,90607.72,92,Critical,SAR Filed,N,Y,Y,CA003026,20260519.0,320.0
AL003027,T0016062,20260308,20260309,C0108,R001,COR003,CH008,PR005,29185.8,64,Medium,Escalated,N,Y,Y,CA003027,,
AL003028,T0016065,20250203,20250205,C0074,R010,COR006,CH005,PR003,82669.97,97,Critical,SAR Filed,N,Y,Y,CA003028,20250208.0,86.0
AL003029,T0016068,20260211,20260211,C0170,R005,COR007,CH003,PR005,46755.53,84,High,SAR Filed,N,Y,Y,CA003029,20260223.0,298.0
AL003030,T0016071,20250523,20250525,C0040,R003,COR006,CH005,PR008,11681.61,85,High,In Review,Y,N,N,,,
AL003031,T0016078,20250304,20250304,C0064,R009,COR005,CH003,PR002,8039.17,75,High,New,Y,N,N,,,
AL003032,T0016082,20251016,20251017,C0147,R006,COR003,CH008,PR002,25085.3,74,High,SAR Filed,N,Y,Y,CA003032,20251031.0,350.0
AL003033,T0016087,20250115,20250116,C0057,R002,COR008,CH002,PR005,4816.83,84,High,Closed True Positive,N,Y,N,,20250131.0,364.0
AL003034,T0016089,20250303,20250305,C0062,R002,COR005,CH002,PR007,33000.0,77,High,Closed True Positive,N,Y,Y,CA003034,20250315.0,251.0
AL003035,T0016095,20250414,20250414,C0087,R001,COR006,CH002,PR006,32745.12,81,High,Closed False Positive,Y,N,N,,20250429.0,361.0
AL003036,T0016097,20250506,20250508,C0003,R002,COR009,CH004,PR002,9000.0,97,Critical,SAR Filed,N,Y,Y,CA003036,20250518.0,243.0
AL003037,T0016115,20260407,20260409,C0073,R001,COR002,CH006,PR001,13057.25,69,Medium,In Review,Y,N,N,,,
AL003038,T0016122,20251201,20251201,C0078,R001,COR002,CH001,PR007,5684.13,80,High,Closed False Positive,Y,N,N,,20251209.0,204.0
AL003039,T0016127,20260527,20260527,C0015,R009,COR007,CH007,PR005,15000.0,75,High,SAR Filed,N,Y,Y,CA003039,20260529.0,56.0
AL003040,T0016131,20250921,20250923,C0098,R006,COR002,CH004,PR006,5254.18,84,High,SAR Filed,N,Y,Y,CA003040,20250929.0,148.0
AL003041,T0016133,20260521,20260523,C0120,R001,COR001,CH002,PR007,204049.13,78,High,Closed False Positive,Y,N,N,,20260527.0,100.0
AL003042,T0016143,20250217,20250219,C0021,R005,COR010,CH003,PR006,57222.06,86,High,Closed True Positive,N,Y,N,,20250302.0,266.0
AL003043,T0016146,20250207,20250207,C0008,R007,COR008,CH008,PR002,130482.45,75,High,SAR Filed,N,Y,Y,CA003043,20250219.0,297.0
AL003044,T0016153,20250914,20250914,C0065,R009,COR010,CH001,PR003,10769.56,73,Medium,Closed True Positive,N,Y,N,,20250925.0,271.0
AL003045,T0016159,20250517,20250519,C0111,R007,COR005,CH001,PR001,12000.0,70,Medium,Closed False Positive,Y,N,N,,20250522.0,84.0
AL003046,T0016161,20250306,20250306,C0036,R007,COR005,CH004,PR006,11117.03,68,Medium,Closed False Positive,Y,N,N,,20250317.0,269.0
AL003047,T0016165,20251009,20251010,C0020,R003,COR011,CH008,PR006,5859.39,84,High,Closed False Positive,Y,N,N,,20251015.0,122.0
AL003048,T0016167,20260204,20260204,C0053,R009,COR010,CH005,PR001,9000.0,81,High,In Review,N,Y,N,,,
AL003049,T0016190,20260202,20260204,C0035,R002,COR011,CH005,PR008,9000.0,88,Critical,Escalated,Y,N,Y,CA003049,,
AL003050,T0016192,20250720,20250720,C0026,R008,COR003,CH007,PR005,15038.77,98,Critical,Escalated,N,Y,Y,CA003050,,
AL003051,T0016202,20250103,20250105,C0170,R001,COR009,CH003,PR007,6423.13,74,High,New,Y,N,N,,,
AL003052,T0016207,20250807,20250808,C0172,R005,COR011,CH005,PR003,11048.28,85,High,Closed True Positive,N,Y,N,,20250816.0,194.0
AL003053,T0016215,20260514,20260516,C0003,R008,COR010,CH001,PR005,7442.59,79,High,Closed True Positive,N,Y,N,,20260525.0,222.0
AL003054,T0016220,20250928,20250928,C0060,R009,COR002,CH007,PR005,21296.57,83,High,In Review,N,Y,N,,,
AL003055,T0016221,20260221,20260223,C0040,R007,COR005,CH002,PR003,34749.81,66,Medium,Closed False Positive,Y,N,N,,20260304.0,217.0
AL003056,T0016233,20260528,20260528,C0118,R002,COR003,CH001,PR008,60742.38,77,High,Closed False Positive,Y,N,N,,20260602.0,122.0
AL003057,T0016234,20260107,20260108,C0005,R001,COR007,CH006,PR006,55370.99,83,High,Closed True Positive,N,Y,N,,20260110.0,55.0
AL003058,T0016246,20260504,20260504,C0180,R001,COR008,CH002,PR008,99824.69,85,High,Closed False Positive,Y,N,N,,20260517.0,314.0
AL003059,T0016257,20250925,20250926,C0140,R002,COR007,CH002,PR003,356000.0,95,Critical,SAR Filed,N,Y,Y,CA003059,20250929.0,76.0
AL003060,T0016271,20260504,20260506,C0064,R008,COR005,CH006,PR007,64112.36,90,Critical,In Review,Y,N,Y,CA003060,,
AL003061,T0016276,20260407,20260407,C0169,R007,COR009,CH005,PR004,40000.0,92,Critical,Escalated,N,Y,Y,CA003061,,
AL003062,T0016277,20250711,20250713,C0170,R004,COR003,CH005,PR005,339740.82,89,Critical,SAR Filed,N,Y,Y,CA003062,20250717.0,107.0
AL003063,T0016292,20250730,20250730,C0115,R002,COR007,CH003,PR002,16000.0,81,High,SAR Filed,N,Y,Y,CA003063,20250803.0,111.0
AL003064,T0016295,20250820,20250822,C0147,R003,COR006,CH003,PR007,19640.89,81,High,SAR Filed,N,Y,Y,CA003064,20250825.0,86.0
