CaseKey,AlertKey,CreatedDateKey,ClosedDateKey,CustomerKey,RuleKey,CorridorKey,AnalystKey,CasePriority,CaseStatus,Outcome,SARFiled,SLAHours,AgeDays,HoursToClose,IsOverdue,CaseAmountUSD
CA003096,AL003096,20260125,20260125.0,C0007,R001,COR003,A005,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,37000.0
CA003098,AL003098,20250321,20250321.0,C0027,R009,COR012,A003,P2,SAR Filed,SAR Filed,Y,48,1,19.0,N,54379.5
CA003099,AL003099,20260307,20260307.0,C0124,R005,COR011,A004,P2,SAR Filed,SAR Filed,Y,48,1,17.0,N,54218.05
CA003100,AL003100,20250716,20250716.0,C0170,R010,COR009,A006,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,257293.59
CA003103,AL003103,20260526,20260527.0,C0057,R003,COR006,A008,P2,Closed,Confirmed Suspicious,N,48,2,28.0,N,1258.23
CA003105,AL003105,20251203,20251204.0,C0106,R002,COR001,A005,P3,Closed,Confirmed Suspicious,N,96,2,27.0,N,85000.0
CA003106,AL003106,20250324,20250327.0,C0159,R001,COR002,A006,P3,Closed,Confirmed Suspicious,N,96,4,78.0,N,67625.43
CA003110,AL003110,20250607,20250610.0,C0115,R007,COR003,A002,P3,Closed,Confirmed Suspicious,N,96,4,77.0,N,10037.56
CA003113,AL003113,20260201,20260203.0,C0044,R009,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,3,54.0,Y,145447.67
CA003116,AL003116,20251014,,C0001,R002,COR007,A004,P1,Open,Pending,N,24,8,,Y,60000.0
CA003117,AL003117,20250531,20250606.0,C0144,R007,COR008,A006,P2,SAR Filed,SAR Filed,Y,48,6,144.0,Y,30189.49
CA003118,AL003118,20250827,20250828.0,C0119,R005,COR001,A006,P1,SAR Filed,SAR Filed,Y,24,2,34.0,Y,40000.0
CA003119,AL003119,20260418,20260421.0,C0064,R005,COR009,A001,P1,SAR Filed,SAR Filed,Y,24,4,91.0,Y,33432.42
CA003123,AL003123,20250506,20250506.0,C0064,R003,COR012,A004,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,70592.85
CA003124,AL003124,20250503,20250504.0,C0014,R003,COR006,A002,P2,SAR Filed,SAR Filed,Y,48,2,29.0,N,430613.84
CA003126,AL003126,20251204,20251205.0,C0118,R006,COR008,A002,P1,Closed,False Positive,N,24,2,28.0,Y,54000.0
CA003128,AL003128,20260323,,C0031,R004,COR010,A008,P2,Open,Pending,N,48,1,,N,20611.57
CA003130,AL003130,20251108,20251111.0,C0116,R009,COR010,A003,P1,SAR Filed,SAR Filed,Y,24,4,73.0,Y,48000.0
CA003133,AL003133,20250124,20250124.0,C0001,R008,COR010,A004,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,54254.35
CA003134,AL003134,20250325,20250327.0,C0165,R001,COR008,A001,P1,Closed,False Positive,N,24,3,55.0,Y,4864.92
CA003135,AL003135,20250929,20250930.0,C0010,R003,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,2,39.0,N,603247.41
CA003136,AL003136,20260317,20260317.0,C0128,R002,COR009,A007,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,54273.39
CA003137,AL003137,20250520,20250521.0,C0172,R001,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,2,43.0,Y,8515.53
CA003138,AL003138,20260113,20260113.0,C0120,R010,COR002,A008,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,107209.56
CA003139,AL003139,20260327,,C0075,R005,COR003,A008,P1,Open,Pending,N,24,1,,Y,2219.33
CA003140,AL003140,20260318,20260318.0,C0144,R009,COR002,A001,P1,Closed,False Positive,N,24,1,12.0,N,12808.15
CA003141,AL003141,20250322,20250322.0,C0124,R001,COR012,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,94973.93
CA003145,AL003145,20251010,20251010.0,C0132,R003,COR005,A005,P2,SAR Filed,SAR Filed,Y,48,1,23.0,N,102616.32
CA003147,AL003147,20260506,20260509.0,C0144,R010,COR005,A004,P2,SAR Filed,SAR Filed,Y,48,4,84.0,Y,177684.48
CA003149,AL003149,20250814,20250814.0,C0149,R010,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,16906.79
CA003150,AL003150,20260213,,C0081,R003,COR011,A005,P1,In Review,Pending,N,24,0,,N,31127.91
CA003151,AL003151,20260519,20260520.0,C0172,R002,COR011,A001,P2,SAR Filed,SAR Filed,Y,48,2,41.0,N,183123.39
CA003152,AL003152,20260217,20260220.0,C0145,R001,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,4,77.0,Y,106852.76
CA003153,AL003153,20250314,20250314.0,C0094,R001,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,137968.16
CA003154,AL003154,20250516,20250519.0,C0129,R003,COR011,A002,P2,Closed,Confirmed Suspicious,N,48,4,82.0,Y,11000.0
CA003155,AL003155,20260225,20260226.0,C0020,R006,COR009,A005,P1,SAR Filed,SAR Filed,Y,24,2,31.0,Y,12901.99
CA003157,AL003157,20250315,20250315.0,C0035,R003,COR011,A006,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,3842.9
CA003158,AL003158,20260206,,C0178,R010,COR007,A004,P3,In Review,Pending,N,96,3,,N,28738.62
CA003159,AL003159,20251106,20251106.0,C0014,R008,COR010,A008,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,41000.0
CA003160,AL003160,20251210,20251210.0,C0167,R010,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,7.0,N,55993.72
CA003161,AL003161,20260531,20260531.0,C0111,R010,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,1,19.0,N,117342.95
CA003165,AL003165,20250313,20250313.0,C0062,R010,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,65242.55
CA003167,AL003167,20250614,20250614.0,C0101,R001,COR010,A003,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,412787.53
CA003168,AL003168,20260527,20260527.0,C0077,R009,COR006,A005,P2,SAR Filed,SAR Filed,Y,48,1,23.0,N,62000.0
CA003170,AL003170,20250422,20250422.0,C0027,R001,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,10116.56
CA003172,AL003172,20260122,20260122.0,C0139,R005,COR008,A005,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,51584.59
CA003176,AL003176,20251219,20251219.0,C0105,R009,COR003,A001,P2,SAR Filed,SAR Filed,Y,48,1,10.0,N,108219.05
CA003177,AL003177,20260529,20260530.0,C0004,R001,COR012,A004,P2,SAR Filed,SAR Filed,Y,48,2,29.0,N,11894.61
CA003178,AL003178,20260111,20260114.0,C0078,R010,COR007,A003,P1,Closed,False Positive,N,24,4,75.0,Y,12999.93
CA003179,AL003179,20250927,20250927.0,C0031,R006,COR006,A007,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,36165.92
CA003180,AL003180,20260329,,C0146,R001,COR001,A005,P1,In Review,Pending,N,24,13,,Y,97642.64
CA003182,AL003182,20260226,20260226.0,C0119,R001,COR010,A007,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,36000.0
CA003183,AL003183,20260424,20260501.0,C0146,R003,COR010,A004,P2,SAR Filed,SAR Filed,Y,48,8,173.0,Y,30291.5
CA003184,AL003184,20250122,20250124.0,C0079,R001,COR004,A008,P3,Closed,Confirmed Suspicious,N,96,2,48.0,N,118614.87
CA003185,AL003185,20260316,20260317.0,C0162,R009,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,2,30.0,N,20463.35
CA003186,AL003186,20260227,20260228.0,C0134,R008,COR006,A006,P1,SAR Filed,SAR Filed,Y,24,2,28.0,Y,100804.44
CA003188,AL003188,20250921,20250921.0,C0020,R003,COR007,A006,P1,SAR Filed,SAR Filed,Y,24,1,14.0,N,20063.47
CA003190,AL003190,20260307,20260308.0,C0146,R003,COR011,A006,P2,SAR Filed,SAR Filed,Y,48,2,33.0,N,17402.82
CA003191,AL003191,20251113,20251114.0,C0150,R003,COR007,A001,P2,SAR Filed,SAR Filed,Y,48,1,24.0,N,7408.7
CA003192,AL003192,20250827,20250828.0,C0127,R009,COR010,A002,P1,SAR Filed,SAR Filed,Y,24,2,42.0,Y,16000.0
CA003194,AL003194,20250205,,C0032,R003,COR006,A008,P1,In Review,Pending,N,24,2,,Y,15932.47
CA003195,AL003195,20260317,20260318.0,C0065,R006,COR003,A004,P2,SAR Filed,SAR Filed,Y,48,2,33.0,N,2667.13
CA003197,AL003197,20251224,,C0071,R004,COR004,A006,P3,In Review,Pending,N,96,5,,Y,13212.09
CA003199,AL003199,20260317,20260321.0,C0055,R001,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,5,98.0,Y,171000.0
CA003200,AL003200,20250702,20250706.0,C0112,R002,COR008,A006,P1,SAR Filed,SAR Filed,Y,24,5,97.0,Y,520000.0
CA003202,AL003202,20250211,20250212.0,C0024,R003,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,2,41.0,Y,11518.45
CA003203,AL003203,20260219,20260220.0,C0136,R001,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,185000.0
CA003204,AL003204,20251231,20251231.0,C0060,R001,COR010,A006,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,27159.67
CA003205,AL003205,20260407,20260407.0,C0147,R004,COR010,A001,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,85000.0
CA003207,AL003207,20250605,20250605.0,C0146,R008,COR001,A001,P2,SAR Filed,SAR Filed,Y,48,1,22.0,N,12956.03
CA003210,AL003210,20260328,20260328.0,C0174,R006,COR007,A007,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,72263.28
CA003211,AL003211,20260117,,C0140,R005,COR011,A001,P3,In Review,Pending,N,96,3,,N,5665.64
CA003212,AL003212,20251216,20251216.0,C0105,R001,COR007,A005,P2,SAR Filed,SAR Filed,Y,48,1,13.0,N,42530.48
CA003214,AL003214,20251219,20251221.0,C0060,R007,COR012,A001,P1,SAR Filed,SAR Filed,Y,24,3,58.0,Y,8943.82
CA003216,AL003216,20250415,20250415.0,C0169,R009,COR012,A002,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,90127.01
CA003218,AL003218,20260207,20260208.0,C0012,R010,COR007,A008,P3,Closed,False Positive,N,96,2,25.0,N,40600.06
CA003219,AL003219,20250716,20250719.0,C0167,R009,COR010,A006,P1,SAR Filed,SAR Filed,Y,24,4,80.0,Y,17160.98
CA003223,AL003223,20250521,20250523.0,C0118,R001,COR004,A002,P1,SAR Filed,SAR Filed,Y,24,3,63.0,Y,276781.59
CA003224,AL003224,20260506,20260506.0,C0004,R006,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,6894.84
CA003225,AL003225,20250712,20250713.0,C0031,R003,COR009,A003,P1,SAR Filed,SAR Filed,Y,24,2,45.0,Y,18500.8
CA003227,AL003227,20250414,20250414.0,C0159,R009,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,81642.84
CA003228,AL003228,20250511,20250511.0,C0035,R008,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,7262.98
CA003229,AL003229,20260401,,C0111,R005,COR007,A004,P1,In Review,Pending,N,24,1,,Y,108000.0
CA003233,AL003233,20250915,20250917.0,C0047,R003,COR006,A005,P2,Closed,Confirmed Suspicious,N,48,3,57.0,Y,15569.0
CA003235,AL003235,20251104,20251105.0,C0017,R005,COR011,A007,P2,SAR Filed,SAR Filed,Y,48,2,33.0,N,35185.33
CA003236,AL003236,20260321,20260321.0,C0057,R007,COR006,A001,P2,SAR Filed,SAR Filed,Y,48,1,9.0,N,22067.89
CA003237,AL003237,20260414,,C0057,R001,COR006,A003,P1,Open,Pending,N,24,3,,Y,52269.41
CA003238,AL003238,20250710,20250710.0,C0159,R009,COR006,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,176344.84
CA003240,AL003240,20260228,20260228.0,C0101,R006,COR011,A005,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,27893.34
CA003241,AL003241,20250118,20250118.0,C0100,R009,COR009,A002,P2,SAR Filed,SAR Filed,Y,48,1,8.0,N,105365.37
CA003251,AL003251,20250403,20250403.0,C0156,R005,COR009,A007,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,3382.43
CA003252,AL003252,20250913,20250915.0,C0017,R009,COR004,A007,P3,Closed,Confirmed Suspicious,N,96,3,66.0,N,16725.46
CA003253,AL003253,20260210,20260213.0,C0169,R005,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,4,93.0,Y,77376.78
CA003255,AL003255,20251124,,C0032,R009,COR002,A002,P1,In Review,Pending,N,24,0,,N,47354.52
CA003259,AL003259,20260514,20260514.0,C0003,R006,COR009,A006,P1,Closed,False Positive,N,24,1,8.0,N,6447.5
CA003260,AL003260,20251006,,C0107,R008,COR006,A001,P3,Open,Pending,N,96,8,,Y,35443.02
CA003262,AL003262,20251008,20251009.0,C0072,R008,COR009,A005,P2,SAR Filed,SAR Filed,Y,48,2,34.0,N,34161.43
CA003263,AL003263,20250724,20250724.0,C0167,R005,COR003,A001,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,30000.0
CA003264,AL003264,20250515,20250515.0,C0127,R003,COR010,A006,P2,SAR Filed,SAR Filed,Y,48,1,14.0,N,9000.0
CA003265,AL003265,20250823,20250823.0,C0056,R003,COR006,A001,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,74453.22
CA003268,AL003268,20251011,,C0102,R008,COR009,A004,P2,In Review,Pending,N,48,1,,N,3421.16
CA003269,AL003269,20260223,20260223.0,C0144,R009,COR009,A002,P1,Closed,False Positive,N,24,1,13.0,N,3212.26
CA003270,AL003270,20250906,20250906.0,C0158,R002,COR007,A003,P2,Closed,Confirmed Suspicious,N,48,1,9.0,N,84943.73
CA003272,AL003272,20251001,20251002.0,C0057,R002,COR010,A002,P2,SAR Filed,SAR Filed,Y,48,1,24.0,N,157394.48
CA003274,AL003274,20250809,20250809.0,C0110,R008,COR012,A004,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,19217.79
CA003275,AL003275,20251027,20251027.0,C0037,R008,COR008,A006,P2,Closed,Confirmed Suspicious,N,48,1,13.0,N,16818.01
CA003276,AL003276,20260307,20260307.0,C0128,R005,COR012,A003,P2,SAR Filed,SAR Filed,Y,48,1,12.0,N,598244.21
CA003278,AL003278,20260315,20260317.0,C0112,R002,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,3,68.0,Y,130000.0
CA003282,AL003282,20260418,20260418.0,C0118,R004,COR009,A006,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,100170.86
CA003283,AL003283,20251120,20251121.0,C0179,R001,COR010,A007,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,18404.05
CA003284,AL003284,20260329,,C0140,R009,COR006,A005,P1,In Review,Pending,N,24,1,,Y,13204.84
CA003285,AL003285,20250818,20250820.0,C0145,R009,COR010,A004,P2,SAR Filed,SAR Filed,Y,48,3,61.0,Y,2450.62
CA003287,AL003287,20260220,20260220.0,C0085,R005,COR008,A008,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,135969.38
CA003288,AL003288,20250928,20250928.0,C0148,R002,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,8340.98
CA003290,AL003290,20260419,20260419.0,C0169,R010,COR004,A005,P1,Closed,False Positive,N,24,1,15.0,N,38421.15
CA003291,AL003291,20250701,20250701.0,C0163,R003,COR010,A003,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,136656.63
CA003292,AL003292,20250506,,C0122,R009,COR005,A003,P2,In Review,Pending,N,48,3,,Y,5639.11
CA003294,AL003294,20251003,20251003.0,C0096,R006,COR006,A003,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,17070.53
CA003295,AL003295,20260413,,C0175,R006,COR003,A008,P1,In Review,Pending,N,24,5,,Y,296312.09
CA003297,AL003297,20250711,,C0169,R006,COR008,A005,P1,In Review,Pending,N,24,1,,Y,30000.0
CA003302,AL003302,20251111,,C0046,R006,COR001,A001,P3,In Review,Pending,N,96,1,,N,483.57
CA003303,AL003303,20260120,20260120.0,C0094,R005,COR011,A001,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,69000.0
CA003305,AL003305,20250214,20250216.0,C0027,R010,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,3,69.0,Y,4475.09
CA003306,AL003306,20260307,20260308.0,C0174,R004,COR010,A002,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,27642.45
CA003307,AL003307,20251014,20251015.0,C0102,R004,COR011,A005,P2,SAR Filed,SAR Filed,Y,48,2,43.0,N,2068.02
CA003308,AL003308,20250426,20250427.0,C0126,R003,COR010,A005,P2,Closed,Confirmed Suspicious,N,48,2,37.0,N,20767.18
CA003309,AL003309,20250915,20250917.0,C0001,R001,COR009,A007,P1,SAR Filed,SAR Filed,Y,24,3,49.0,Y,446695.18
CA003311,AL003311,20251014,20251014.0,C0139,R003,COR007,A008,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,6376.57
CA003312,AL003312,20260216,20260216.0,C0175,R006,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,64346.95
CA003315,AL003315,20260323,20260325.0,C0095,R005,COR005,A001,P3,Closed,Confirmed Suspicious,N,96,3,70.0,N,38685.46
CA003316,AL003316,20250507,20250509.0,C0031,R006,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,3,67.0,Y,74075.95
CA003317,AL003317,20250430,20250430.0,C0132,R001,COR002,A002,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,9376.09
CA003318,AL003318,20250728,20250728.0,C0156,R003,COR011,A001,P1,Closed,False Positive,N,24,1,10.0,N,70635.06
CA003319,AL003319,20260311,20260311.0,C0102,R010,COR009,A007,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,22793.66
CA003320,AL003320,20260508,20260509.0,C0057,R001,COR010,A001,P2,SAR Filed,SAR Filed,Y,48,1,24.0,N,145047.8
CA003322,AL003322,20251003,20251006.0,C0130,R004,COR002,A002,P3,SAR Filed,SAR Filed,Y,96,4,74.0,N,31561.2
CA003323,AL003323,20250720,20250722.0,C0083,R001,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,3,58.0,Y,19309.17
CA003326,AL003326,20250423,,C0137,R005,COR007,A004,P3,Open,Pending,N,96,8,,Y,70520.39
CA003327,AL003327,20250208,20250210.0,C0044,R008,COR004,A008,P1,SAR Filed,SAR Filed,Y,24,3,59.0,Y,9069.95
CA003328,AL003328,20250703,20250711.0,C0146,R008,COR010,A007,P2,SAR Filed,SAR Filed,Y,48,9,199.0,Y,18750.4
CA003329,AL003329,20250620,20250627.0,C0138,R003,COR011,A004,P2,SAR Filed,SAR Filed,Y,48,8,173.0,Y,24517.63
CA003330,AL003330,20260117,,C0072,R004,COR001,A008,P3,In Review,Pending,N,96,13,,Y,5394.07
CA003331,AL003331,20260409,20260409.0,C0102,R009,COR004,A001,P1,Closed,False Positive,N,24,1,8.0,N,406466.19
CA003333,AL003333,20260520,20260520.0,C0170,R010,COR009,A002,P2,Closed,Confirmed Suspicious,N,48,1,12.0,N,725200.38
CA003334,AL003334,20250903,20250903.0,C0026,R003,COR012,A004,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,37160.23
CA003336,AL003336,20251113,20251113.0,C0157,R009,COR011,A008,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,54317.54
CA003337,AL003337,20251211,20251211.0,C0032,R008,COR008,A003,P1,SAR Filed,SAR Filed,Y,24,1,8.0,N,124350.06
CA003339,AL003339,20251121,20251122.0,C0092,R008,COR003,A001,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,61658.37
CA003341,AL003341,20251001,,C0119,R003,COR004,A007,P2,Open,Pending,N,48,0,,N,8694.11
CA003343,AL003343,20260301,20260302.0,C0097,R008,COR011,A004,P1,SAR Filed,SAR Filed,Y,24,2,47.0,Y,37116.82
CA003346,AL003346,20250226,,C0143,R004,COR003,A006,P2,Open,Pending,N,48,5,,Y,29797.65
CA003347,AL003347,20260208,20260208.0,C0027,R001,COR008,A004,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,421000.0
CA003348,AL003348,20250911,20250911.0,C0167,R008,COR008,A006,P1,Closed,False Positive,N,24,1,13.0,N,5474.66
CA003349,AL003349,20250106,,C0012,R006,COR006,A006,P2,In Review,Pending,N,48,0,,N,38557.49
CA003350,AL003350,20260601,20260601.0,C0175,R005,COR012,A004,P1,SAR Filed,SAR Filed,Y,24,1,17.0,N,5468.77
CA003351,AL003351,20251004,,C0173,R008,COR011,A004,P1,In Review,Pending,N,24,5,,Y,100090.34
CA003353,AL003353,20250814,20250814.0,C0007,R001,COR006,A002,P1,SAR Filed,SAR Filed,Y,24,1,13.0,N,1328000.0
CA003358,AL003358,20250228,20250228.0,C0083,R001,COR003,A002,P1,SAR Filed,SAR Filed,Y,24,1,21.0,N,5056.87
CA003360,AL003360,20250503,20250503.0,C0021,R005,COR006,A005,P2,SAR Filed,SAR Filed,Y,48,1,16.0,N,4298.49
CA003362,AL003362,20260316,20260318.0,C0057,R003,COR007,A002,P1,SAR Filed,SAR Filed,Y,24,3,57.0,Y,55875.76
CA003363,AL003363,20250518,20250519.0,C0088,R005,COR002,A001,P2,SAR Filed,SAR Filed,Y,48,2,35.0,N,4109.93
CA003364,AL003364,20260305,20260305.0,C0054,R001,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,137757.51
CA003366,AL003366,20250507,20250507.0,C0077,R003,COR011,A005,P3,SAR Filed,SAR Filed,Y,96,1,9.0,N,6989.21
CA003367,AL003367,20260426,20260426.0,C0004,R002,COR005,A002,P2,Closed,Confirmed Suspicious,N,48,1,21.0,N,11477.88
CA003369,AL003369,20250728,,C0061,R005,COR003,A001,P2,Pending EDD,Pending,N,48,3,,Y,128589.78
CA003370,AL003370,20250903,,C0092,R003,COR006,A003,P1,In Review,Pending,N,24,1,,Y,6553.95
CA003373,AL003373,20251205,20251206.0,C0084,R005,COR001,A008,P3,Closed,Confirmed Suspicious,N,96,2,26.0,N,27893.66
CA003374,AL003374,20251016,20251017.0,C0174,R001,COR005,A004,P2,SAR Filed,SAR Filed,Y,48,2,31.0,N,34000.0
CA003375,AL003375,20250401,20250401.0,C0101,R003,COR006,A002,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,16784.55
CA003379,AL003379,20250314,,C0161,R001,COR007,A008,P1,Open,Pending,N,24,13,,Y,36715.25
CA003381,AL003381,20260215,,C0099,R007,COR003,A002,P2,Pending EDD,Pending,N,48,2,,Y,123765.34
CA003382,AL003382,20250523,20250525.0,C0141,R001,COR004,A001,P2,SAR Filed,SAR Filed,Y,48,3,57.0,Y,28865.1
CA003387,AL003387,20250110,20250112.0,C0089,R003,COR004,A005,P3,SAR Filed,SAR Filed,Y,96,3,53.0,N,8575.96
CA003389,AL003389,20251222,20251222.0,C0032,R003,COR006,A008,P1,SAR Filed,SAR Filed,Y,24,1,18.0,N,28723.1
CA003390,AL003390,20260428,,C0018,R009,COR009,A005,P2,In Review,Pending,N,48,8,,Y,50000.0
CA003393,AL003393,20250505,20250506.0,C0124,R005,COR011,A004,P2,Closed,Confirmed Suspicious,N,48,1,24.0,N,75891.87
CA003394,AL003394,20250821,20250821.0,C0088,R001,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,20.0,N,119612.33
CA003396,AL003396,20250125,20250202.0,C0124,R006,COR012,A001,P3,Closed,Confirmed Suspicious,N,96,9,213.0,Y,37522.04
CA003397,AL003397,20250426,20250427.0,C0029,R008,COR006,A001,P2,SAR Filed,SAR Filed,Y,48,2,32.0,N,120699.09
CA003398,AL003398,20251030,20251030.0,C0081,R008,COR003,A008,P2,SAR Filed,SAR Filed,Y,48,1,20.0,N,165436.24
CA003400,AL003400,20251104,,C0025,R003,COR007,A002,P2,In Review,Pending,N,48,0,,N,20000.0
CA003402,AL003402,20260319,,C0035,R004,COR008,A008,P2,In Review,Pending,N,48,2,,Y,27529.68
CA003406,AL003406,20251224,20251224.0,C0111,R005,COR004,A004,P2,SAR Filed,SAR Filed,Y,48,1,6.0,N,6599.41
CA003408,AL003408,20260114,20260117.0,C0118,R005,COR005,A006,P1,SAR Filed,SAR Filed,Y,24,4,90.0,Y,32845.3
CA003409,AL003409,20250504,20250508.0,C0023,R002,COR008,A005,P1,Closed,False Positive,N,24,5,100.0,Y,86850.07
CA003414,AL003414,20260428,20260428.0,C0081,R005,COR004,A007,P1,SAR Filed,SAR Filed,Y,24,1,9.0,N,314534.65
CA003415,AL003415,20260305,20260309.0,C0057,R003,COR006,A005,P2,SAR Filed,SAR Filed,Y,48,5,104.0,Y,11550.8
CA003416,AL003416,20250312,,C0085,R002,COR004,A007,P3,In Review,Pending,N,96,2,,N,1036.92
CA003419,AL003419,20260107,20260108.0,C0026,R001,COR007,A008,P1,Closed,False Positive,N,24,2,45.0,Y,5994.56
CA003421,AL003421,20251230,20251231.0,C0120,R005,COR002,A008,P2,SAR Filed,SAR Filed,Y,48,2,30.0,N,24544.97
CA003424,AL003424,20260403,20260403.0,C0169,R006,COR007,A003,P1,SAR Filed,SAR Filed,Y,24,1,11.0,N,9000.0
CA003425,AL003425,20250801,20250802.0,C0177,R002,COR009,A003,P1,SAR Filed,SAR Filed,Y,24,2,28.0,Y,43989.57
CA003427,AL003427,20260412,20260415.0,C0170,R007,COR006,A006,P2,SAR Filed,SAR Filed,Y,48,4,95.0,Y,105018.98
CA003428,AL003428,20250524,20250527.0,C0098,R009,COR007,A005,P3,Closed,Confirmed Suspicious,N,96,4,79.0,N,2286.92
CA003431,AL003431,20260516,20260516.0,C0075,R007,COR002,A005,P1,SAR Filed,SAR Filed,Y,24,1,10.0,N,29628.62
CA003432,AL003432,20251028,20251029.0,C0087,R006,COR006,A002,P2,SAR Filed,SAR Filed,Y,48,2,39.0,N,9881.77
CA003433,AL003433,20260510,20260513.0,C0128,R005,COR002,A006,P1,SAR Filed,SAR Filed,Y,24,4,94.0,Y,319000.0
CA003434,AL003434,20260202,20260202.0,C0173,R009,COR007,A005,P1,SAR Filed,SAR Filed,Y,24,1,6.0,N,47000.0
CA003436,AL003436,20260425,,C0042,R001,COR012,A006,P1,Pending EDD,Pending,N,24,13,,Y,23440.29
CA003437,AL003437,20260207,20260210.0,C0137,R009,COR011,A002,P1,SAR Filed,SAR Filed,Y,24,4,83.0,Y,21839.91
CA003438,AL003438,20251120,20251120.0,C0053,R010,COR008,A005,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,377800.37
CA003439,AL003439,20250528,20250601.0,C0161,R004,COR005,A002,P2,SAR Filed,SAR Filed,Y,48,5,99.0,Y,75000.0
CA003441,AL003441,20250509,20250509.0,C0084,R009,COR006,A004,P1,SAR Filed,SAR Filed,Y,24,1,15.0,N,161031.92
CA003443,AL003443,20260315,20260315.0,C0032,R001,COR002,A002,P1,SAR Filed,SAR Filed,Y,24,1,12.0,N,470618.58
CA003444,AL003444,20251208,20251208.0,C0014,R006,COR009,A007,P1,SAR Filed,SAR Filed,Y,24,1,16.0,N,50139.76
CA003446,AL003446,20260514,20260516.0,C0103,R009,COR012,A005,P2,SAR Filed,SAR Filed,Y,48,3,66.0,Y,7981.55
CA003448,AL003448,20260119,20260121.0,C0117,R002,COR006,A001,P3,SAR Filed,SAR Filed,Y,96,3,59.0,N,4019.22
CA003449,AL003449,20250729,20250730.0,C0145,R008,COR001,A007,P1,SAR Filed,SAR Filed,Y,24,2,46.0,Y,174062.77
