TransactionKey,DateKey,CustomerKey,CorridorKey,ChannelKey,ProductKey,AmountUSD,RiskScore,IsFlagged,PrimaryRuleKey,RoundDollarFlag,TransactionType
T0021127,20260526,C0081,COR003,CH002,PR003,64000.0,99,Y,R002,Y,Debit
T0021128,20250622,C0074,COR005,CH005,PR008,4440.04,66,N,,N,Transfer
T0021129,20250726,C0077,COR007,CH007,PR004,73822.58,93,N,,N,Transfer
T0021130,20251123,C0110,COR006,CH002,PR005,13803.32,67,N,,N,Credit
T0021131,20250408,C0035,COR008,CH002,PR004,39933.85,76,N,,N,Transfer
T0021132,20250429,C0177,COR010,CH004,PR003,49310.94,88,N,,N,Credit
T0021133,20260422,C0029,COR002,CH001,PR005,903.13,62,N,,N,Transfer
T0021134,20251208,C0126,COR004,CH002,PR002,502.46,64,Y,R006,N,Debit
T0021135,20250302,C0168,COR004,CH006,PR008,10800.52,74,N,,N,Withdrawal
T0021136,20260412,C0154,COR005,CH008,PR008,95400.55,99,N,,N,Withdrawal
T0021137,20250221,C0060,COR012,CH003,PR004,9818.8,84,N,,N,Credit
T0021138,20251216,C0132,COR010,CH007,PR007,10625.75,92,N,,N,Debit
T0021139,20260512,C0105,COR006,CH005,PR006,55810.09,91,N,,N,Credit
T0021140,20260321,C0066,COR008,CH007,PR003,10731.62,78,N,,N,Debit
T0021141,20260304,C0088,COR011,CH003,PR001,5808.14,71,N,,N,Transfer
T0021142,20250920,C0063,COR010,CH005,PR003,5299.99,75,N,,N,Transfer
T0021143,20250505,C0139,COR011,CH004,PR008,3892.0,99,Y,R009,N,Transfer
T0021144,20251103,C0076,COR009,CH006,PR004,91990.09,82,N,,N,Transfer
T0021145,20250326,C0131,COR012,CH006,PR008,69859.28,99,N,,N,Debit
T0021146,20260215,C0001,COR009,CH008,PR006,76906.81,99,Y,R001,N,Credit
T0021147,20251106,C0054,COR003,CH006,PR007,19597.41,71,N,,N,Debit
T0021148,20250705,C0020,COR009,CH005,PR008,4850.94,88,N,,N,Withdrawal
T0021149,20250409,C0041,COR008,CH007,PR004,15593.75,77,N,,N,Debit
T0021150,20250418,C0069,COR012,CH004,PR001,10904.38,77,N,,N,Credit
T0021151,20260209,C0103,COR006,CH005,PR003,5289.08,80,N,,N,Transfer
T0021152,20260504,C0163,COR009,CH007,PR008,31039.18,77,N,,N,Debit
T0021153,20250621,C0083,COR010,CH008,PR002,16543.82,84,N,,N,Debit
T0021154,20250513,C0124,COR011,CH007,PR007,3374.28,57,N,,N,Debit
T0021155,20260503,C0070,COR001,CH003,PR002,233464.62,75,Y,R004,N,Withdrawal
T0021156,20251204,C0066,COR004,CH005,PR008,49668.27,72,Y,R003,N,Transfer
T0021157,20250307,C0157,COR001,CH008,PR006,43866.98,82,Y,R001,N,Withdrawal
T0021158,20260212,C0103,COR011,CH003,PR003,5623.63,81,N,,N,Debit
T0021159,20251202,C0018,COR007,CH007,PR007,32000.0,87,N,,Y,Transfer
T0021160,20250713,C0029,COR012,CH001,PR005,7308.06,60,N,,N,Transfer
T0021161,20260306,C0179,COR006,CH004,PR001,11289.85,83,N,,N,Debit
T0021162,20250223,C0041,COR007,CH004,PR005,2792.81,80,N,,N,Transfer
T0021163,20260215,C0036,COR001,CH002,PR008,45068.41,55,N,,N,Transfer
T0021164,20251130,C0026,COR002,CH007,PR006,87000.0,87,N,,Y,Debit
T0021165,20260402,C0160,COR008,CH002,PR002,35000.0,77,N,,Y,Credit
T0021166,20260323,C0153,COR007,CH005,PR003,105913.85,94,N,,N,Debit
T0021167,20251015,C0103,COR012,CH002,PR002,32000.0,84,N,,Y,Credit
T0021168,20250521,C0029,COR003,CH006,PR004,38723.38,70,N,,N,Credit
T0021169,20251111,C0128,COR001,CH008,PR008,54118.17,73,Y,R001,N,Transfer
T0021170,20250613,C0076,COR006,CH008,PR006,5415.79,79,N,,N,Credit
T0021171,20251010,C0100,COR002,CH008,PR001,51648.86,86,N,,N,Transfer
T0021172,20260404,C0155,COR011,CH004,PR008,892.77,68,N,,N,Transfer
T0021173,20251019,C0178,COR009,CH008,PR003,15129.72,99,Y,R004,N,Credit
T0021174,20260509,C0062,COR003,CH004,PR005,43884.82,77,N,,N,Transfer
T0021175,20250724,C0136,COR007,CH007,PR003,3792.35,67,N,,N,Transfer
T0021176,20251004,C0079,COR003,CH008,PR001,10461.87,79,N,,N,Credit
T0021177,20250125,C0081,COR008,CH008,PR001,138985.44,90,N,,N,Debit
T0021178,20250107,C0042,COR012,CH005,PR008,4793.81,90,N,,N,Transfer
T0021179,20260306,C0101,COR011,CH005,PR004,24444.17,90,N,,N,Transfer
T0021180,20260519,C0131,COR002,CH002,PR005,58939.78,82,N,,N,Debit
T0021181,20250902,C0177,COR005,CH001,PR008,26959.27,74,N,,N,Credit
T0021182,20250302,C0077,COR009,CH008,PR004,39497.45,87,N,,N,Withdrawal
T0021183,20260418,C0169,COR002,CH002,PR003,47374.86,83,N,,N,Debit
T0021184,20250808,C0048,COR004,CH002,PR005,79523.23,60,N,,N,Credit
T0021185,20251123,C0023,COR008,CH004,PR008,5418.41,79,N,,N,Debit
T0021186,20250103,C0086,COR008,CH005,PR004,9315.39,72,N,,N,Transfer
T0021187,20250613,C0088,COR012,CH007,PR005,15373.36,77,N,,N,Credit
T0021188,20250812,C0037,COR008,CH002,PR002,36503.45,70,N,,N,Debit
T0021189,20250313,C0149,COR010,CH004,PR003,7883.83,75,N,,N,Transfer
T0021190,20260328,C0108,COR008,CH003,PR006,21956.36,66,N,,N,Debit
T0021191,20260424,C0084,COR008,CH004,PR008,9184.06,59,N,,N,Debit
T0021192,20260103,C0060,COR004,CH007,PR007,12377.72,69,Y,R003,N,Transfer
T0021193,20251201,C0101,COR001,CH006,PR006,122000.0,99,N,,Y,Debit
T0021194,20250815,C0070,COR005,CH002,PR008,208582.92,92,N,,N,Transfer
T0021195,20251015,C0049,COR005,CH007,PR002,21348.62,78,N,,N,Credit
T0021196,20250911,C0158,COR003,CH008,PR002,96009.22,66,N,,N,Transfer
T0021197,20251017,C0082,COR008,CH005,PR004,7257.86,76,N,,N,Transfer
T0021198,20250719,C0171,COR008,CH006,PR007,161532.31,78,N,,N,Transfer
T0021199,20250613,C0021,COR011,CH007,PR002,4024.04,97,N,,N,Transfer
T0021200,20260403,C0161,COR007,CH008,PR004,365000.0,99,N,,Y,Transfer
T0021201,20260214,C0138,COR008,CH004,PR003,1755.71,66,Y,R007,N,Debit
T0021202,20260118,C0170,COR005,CH006,PR002,48000.0,79,N,,Y,Transfer
T0021203,20260312,C0058,COR012,CH008,PR008,106730.34,65,N,,N,Debit
T0021204,20250922,C0063,COR002,CH006,PR008,54825.04,73,N,,N,Transfer
T0021205,20251129,C0124,COR012,CH004,PR006,37556.42,90,N,,N,Transfer
T0021206,20260326,C0030,COR003,CH002,PR008,23818.55,81,N,,N,Transfer
T0021207,20260504,C0164,COR001,CH008,PR007,26574.93,69,N,,N,Debit
T0021208,20260319,C0147,COR012,CH005,PR004,49562.43,84,N,,N,Credit
T0021209,20250111,C0167,COR002,CH004,PR005,10889.91,99,N,,N,Transfer
T0021210,20260107,C0167,COR009,CH005,PR003,11400.59,94,N,,N,Debit
T0021211,20250516,C0108,COR002,CH008,PR007,33728.66,59,N,,N,Debit
T0021212,20250510,C0010,COR006,CH005,PR004,69466.73,69,N,,N,Transfer
T0021213,20260111,C0006,COR010,CH007,PR006,212248.62,84,N,,N,Debit
T0021214,20260414,C0112,COR002,CH004,PR003,199361.84,99,N,,N,Debit
T0021215,20251208,C0007,COR007,CH004,PR005,240155.41,93,N,,N,Debit
T0021216,20250918,C0144,COR006,CH005,PR008,26000.0,79,N,,Y,Transfer
T0021217,20250323,C0046,COR010,CH004,PR005,9214.12,69,N,,N,Transfer
T0021218,20260221,C0154,COR008,CH005,PR006,104520.16,83,Y,R003,N,Transfer
T0021219,20250127,C0149,COR004,CH007,PR008,14796.33,75,N,,N,Debit
T0021220,20251229,C0027,COR002,CH004,PR001,9765.04,69,N,,N,Debit
T0021221,20250612,C0021,COR002,CH005,PR003,31000.0,81,N,,Y,Transfer
T0021222,20260516,C0179,COR003,CH001,PR003,2412.21,86,N,,N,Debit
T0021223,20250821,C0092,COR006,CH006,PR001,22000.0,91,N,,Y,Credit
T0021224,20251106,C0024,COR006,CH008,PR008,29180.44,96,Y,R009,N,Transfer
T0021225,20260123,C0118,COR008,CH008,PR007,429310.38,99,N,,N,Transfer
T0021226,20250809,C0050,COR001,CH007,PR003,15001.62,73,N,,N,Debit
T0021227,20260501,C0014,COR004,CH004,PR001,10031.02,87,N,,N,Credit
T0021228,20250430,C0075,COR009,CH008,PR004,53767.53,81,Y,R004,N,Transfer
T0021229,20250423,C0058,COR010,CH004,PR003,16000.0,81,Y,R001,Y,Credit
T0021230,20250902,C0161,COR007,CH008,PR002,17394.41,77,Y,R003,N,Transfer
T0021231,20260103,C0165,COR011,CH003,PR007,22716.13,89,N,,N,Credit
T0021232,20251219,C0180,COR001,CH003,PR005,3955.39,66,N,,N,Transfer
T0021233,20250112,C0071,COR012,CH006,PR006,10146.63,80,Y,R007,N,Transfer
T0021234,20251013,C0031,COR007,CH005,PR002,21973.66,69,N,,N,Credit
T0021235,20260517,C0166,COR007,CH004,PR007,6110.89,72,N,,N,Transfer
T0021236,20250701,C0027,COR006,CH007,PR006,6136.32,75,N,,N,Transfer
T0021237,20250222,C0116,COR002,CH001,PR008,93167.36,75,N,,N,Transfer
T0021238,20250502,C0134,COR003,CH006,PR005,24083.61,80,N,,N,Debit
T0021239,20260104,C0125,COR009,CH008,PR006,56579.71,82,Y,R005,N,Transfer
T0021240,20251004,C0141,COR008,CH006,PR005,13226.84,91,Y,R005,N,Transfer
T0021241,20260208,C0167,COR010,CH004,PR008,1219.85,93,Y,R001,N,Debit
T0021242,20250213,C0051,COR009,CH003,PR001,7967.65,84,N,,N,Credit
T0021243,20250814,C0159,COR002,CH005,PR006,44366.07,65,N,,N,Credit
T0021244,20260214,C0124,COR011,CH007,PR005,41000.0,89,N,,Y,Credit
T0021245,20251230,C0078,COR011,CH007,PR005,57862.15,88,N,,N,Credit
T0021246,20251208,C0165,COR001,CH004,PR007,34151.25,95,N,,N,Transfer
T0021247,20251203,C0066,COR009,CH006,PR007,16823.95,75,N,,N,Debit
T0021248,20250812,C0019,COR001,CH006,PR002,79000.0,93,N,,Y,Credit
T0021249,20260519,C0180,COR011,CH007,PR006,44000.0,88,N,,Y,Transfer
T0021250,20250903,C0170,COR005,CH005,PR005,80457.78,71,N,,N,Transfer
T0021251,20250324,C0031,COR007,CH005,PR004,41962.68,84,N,,N,Debit
T0021252,20260417,C0060,COR012,CH003,PR002,4401.63,66,N,,N,Debit
T0021253,20250127,C0156,COR005,CH007,PR005,2320.11,57,N,,N,Credit
T0021254,20251118,C0152,COR003,CH001,PR004,12000.0,74,N,,Y,Transfer
T0021255,20251123,C0131,COR005,CH001,PR003,27151.45,78,N,,N,Transfer
T0021256,20250130,C0132,COR001,CH002,PR006,12128.52,89,Y,R008,N,Debit
T0021257,20260514,C0026,COR006,CH008,PR007,17711.13,93,N,,N,Transfer
T0021258,20250714,C0026,COR005,CH008,PR008,64183.71,88,Y,R009,N,Debit
T0021259,20260407,C0105,COR011,CH007,PR005,65614.56,75,N,,N,Debit
T0021260,20250508,C0013,COR004,CH008,PR005,20148.08,77,N,,N,Withdrawal
T0021261,20260525,C0069,COR001,CH001,PR008,91197.71,82,N,,N,Credit
T0021262,20260513,C0156,COR006,CH002,PR001,4882.15,75,N,,N,Transfer
T0021263,20260514,C0109,COR003,CH002,PR004,2603.82,69,N,,N,Debit
T0021264,20260502,C0125,COR010,CH007,PR002,8506.01,81,N,,N,Transfer
T0021265,20260308,C0125,COR012,CH003,PR007,26590.67,74,N,,N,Debit
T0021266,20250909,C0099,COR004,CH004,PR002,305.16,52,N,,N,Credit
T0021267,20250519,C0029,COR010,CH006,PR006,98398.86,77,Y,R010,N,Credit
T0021268,20250922,C0064,COR008,CH005,PR008,24673.56,94,N,,N,Credit
T0021269,20260313,C0069,COR002,CH004,PR002,26590.33,85,Y,R004,N,Debit
T0021270,20260325,C0060,COR005,CH008,PR001,16664.16,88,N,,N,Credit
T0021271,20250312,C0090,COR009,CH004,PR008,9620.99,94,N,,N,Withdrawal
T0021272,20251111,C0164,COR002,CH008,PR003,13633.49,91,Y,R001,N,Transfer
T0021273,20260128,C0047,COR010,CH003,PR004,6249.52,54,N,,N,Debit
T0021274,20250123,C0015,COR011,CH007,PR001,13490.29,72,N,,N,Withdrawal
T0021275,20251117,C0021,COR011,CH007,PR008,39268.5,79,N,,N,Transfer
T0021276,20260420,C0125,COR006,CH008,PR006,43841.78,91,Y,R001,N,Transfer
T0021277,20250720,C0064,COR008,CH002,PR008,22993.75,81,N,,N,Debit
T0021278,20251208,C0040,COR002,CH001,PR002,2381.2,58,N,,N,Transfer
T0021279,20250612,C0136,COR010,CH004,PR007,7460.03,71,N,,N,Debit
T0021280,20251018,C0031,COR003,CH008,PR006,158309.53,76,Y,R008,N,Debit
T0021281,20260303,C0157,COR012,CH007,PR003,12600.2,58,N,,N,Debit
T0021282,20251230,C0116,COR006,CH008,PR005,471198.79,94,N,,N,Withdrawal
T0021283,20250316,C0126,COR005,CH001,PR008,9392.61,65,N,,N,Credit
T0021284,20250703,C0007,COR012,CH001,PR006,55680.04,99,N,,N,Transfer
T0021285,20250302,C0024,COR011,CH006,PR007,42831.15,93,N,,N,Debit
T0021286,20251228,C0178,COR008,CH005,PR008,4123.82,81,N,,N,Withdrawal
T0021287,20251029,C0098,COR002,CH007,PR003,18120.38,89,Y,R003,N,Debit
T0021288,20250510,C0131,COR011,CH006,PR007,67969.15,99,N,,N,Transfer
T0021289,20251119,C0033,COR004,CH006,PR005,336600.87,90,N,,N,Transfer
T0021290,20260120,C0068,COR011,CH006,PR007,19192.09,81,Y,R004,N,Debit
T0021291,20250423,C0144,COR010,CH005,PR004,3881.55,86,Y,R005,N,Withdrawal
T0021292,20260316,C0158,COR003,CH006,PR007,29327.76,84,Y,R010,N,Transfer
T0021293,20251028,C0077,COR012,CH002,PR007,457044.54,73,N,,N,Debit
T0021294,20251007,C0115,COR010,CH002,PR006,31110.02,80,Y,R008,N,Debit
T0021295,20250424,C0062,COR005,CH003,PR005,5225.06,59,N,,N,Transfer
T0021296,20260502,C0134,COR002,CH003,PR002,10225.55,77,Y,R008,N,Withdrawal
T0021297,20250623,C0168,COR009,CH003,PR003,9769.05,73,N,,N,Credit
T0021298,20260113,C0073,COR002,CH003,PR001,45410.62,75,N,,N,Credit
T0021299,20250519,C0063,COR011,CH006,PR005,10448.18,67,Y,R001,N,Credit
T0021300,20250228,C0123,COR012,CH005,PR004,2534.0,78,N,,N,Transfer
T0021301,20260526,C0095,COR008,CH007,PR003,46341.25,75,N,,N,Credit
T0021302,20251104,C0139,COR003,CH003,PR001,9477.77,82,N,,N,Debit
T0021303,20260106,C0147,COR009,CH001,PR006,24664.55,67,N,,N,Debit
T0021304,20251109,C0006,COR011,CH003,PR006,11363.89,66,N,,N,Credit
T0021305,20260303,C0077,COR011,CH004,PR007,12326.87,87,N,,N,Debit
T0021306,20250131,C0160,COR002,CH003,PR003,6438.02,70,N,,N,Withdrawal
T0021307,20260204,C0158,COR011,CH007,PR001,36139.59,68,N,,N,Withdrawal
T0021308,20260512,C0069,COR006,CH007,PR003,41000.0,80,N,,Y,Debit
T0021309,20250316,C0044,COR002,CH006,PR006,35000.0,92,Y,R005,Y,Withdrawal
T0021310,20260324,C0146,COR012,CH003,PR006,111541.04,94,N,,N,Debit
T0021311,20260319,C0157,COR004,CH003,PR006,53426.48,76,N,,N,Debit
T0021312,20260104,C0006,COR007,CH007,PR001,123000.0,85,N,,Y,Credit
T0021313,20250915,C0173,COR009,CH005,PR007,15181.65,83,N,,N,Credit
T0021314,20251009,C0019,COR007,CH005,PR008,31939.08,89,Y,R003,N,Transfer
T0021315,20250902,C0105,COR011,CH007,PR001,29143.71,83,N,,N,Credit
T0021316,20250330,C0050,COR002,CH007,PR008,11519.17,83,N,,N,Transfer
T0021317,20251022,C0179,COR001,CH004,PR008,80000.0,92,N,,Y,Debit
T0021318,20260331,C0121,COR006,CH005,PR006,38000.0,98,N,,Y,Debit
T0021319,20251129,C0081,COR007,CH008,PR004,61947.79,95,N,,N,Transfer
T0021320,20250627,C0108,COR004,CH002,PR008,15998.69,66,N,,N,Credit
T0021321,20250919,C0126,COR002,CH008,PR002,6892.62,63,N,,N,Withdrawal
T0021322,20250505,C0148,COR011,CH007,PR006,1796.62,82,Y,R001,N,Debit
T0021323,20250330,C0176,COR010,CH006,PR007,310154.81,82,N,,N,Credit
T0021324,20260522,C0142,COR012,CH001,PR003,36270.66,69,N,,N,Transfer
T0021325,20260323,C0062,COR011,CH008,PR001,8157.69,75,Y,R009,N,Credit
T0021326,20251025,C0057,COR007,CH002,PR002,71000.0,93,Y,R001,Y,Transfer
T0021327,20260214,C0161,COR011,CH001,PR008,103954.64,79,N,,N,Withdrawal
T0021328,20250303,C0051,COR010,CH005,PR001,28409.55,79,Y,R005,N,Withdrawal
T0021329,20250510,C0030,COR009,CH005,PR003,5468.77,83,N,,N,Debit
T0021330,20251126,C0011,COR010,CH002,PR008,14414.14,79,N,,N,Credit
T0021331,20250326,C0144,COR011,CH007,PR003,10407.11,99,N,,N,Debit
T0021332,20250909,C0005,COR012,CH004,PR008,27000.0,84,N,,Y,Withdrawal
T0021333,20260124,C0032,COR009,CH005,PR002,24478.29,88,N,,N,Debit
T0021334,20260313,C0179,COR011,CH008,PR004,117530.52,99,N,,N,Credit
T0021335,20250823,C0003,COR007,CH006,PR001,18845.7,99,N,,N,Transfer
T0021336,20260304,C0157,COR007,CH008,PR001,95615.37,91,N,,N,Transfer
T0021337,20250529,C0175,COR002,CH003,PR001,11344.68,57,N,,N,Credit
T0021338,20250128,C0030,COR003,CH005,PR001,2833.08,73,N,,N,Credit
T0021339,20260522,C0012,COR003,CH007,PR007,26127.69,78,Y,R001,N,Debit
T0021340,20260529,C0025,COR011,CH004,PR008,6878.78,83,N,,N,Transfer
T0021341,20260414,C0112,COR009,CH008,PR003,134000.0,87,N,,Y,Credit
T0021342,20251103,C0046,COR010,CH004,PR005,4351.68,75,Y,R009,N,Transfer
T0021343,20251231,C0104,COR008,CH001,PR006,1786.83,49,N,,N,Transfer
T0021344,20260531,C0117,COR004,CH008,PR008,5028.22,60,N,,N,Debit
T0021345,20250927,C0141,COR002,CH006,PR001,56000.0,82,N,,Y,Debit
T0021346,20250929,C0126,COR011,CH004,PR007,1096.66,68,Y,R001,N,Credit
T0021347,20260508,C0141,COR004,CH007,PR008,37110.82,78,N,,N,Withdrawal
T0021348,20250609,C0079,COR007,CH002,PR003,52973.59,81,N,,N,Debit
T0021349,20251105,C0113,COR002,CH003,PR004,12090.5,74,N,,N,Credit
T0021350,20251102,C0024,COR005,CH005,PR003,9450.49,77,N,,N,Transfer
T0021351,20250823,C0090,COR009,CH007,PR006,25654.63,67,N,,N,Transfer
T0021352,20250922,C0179,COR002,CH002,PR006,30900.74,74,Y,R001,N,Credit
T0021353,20250501,C0092,COR005,CH004,PR005,3262.77,58,N,,N,Debit
T0021354,20260119,C0112,COR012,CH006,PR002,28587.16,75,N,,N,Debit
T0021355,20251029,C0001,COR008,CH002,PR007,22280.51,92,N,,N,Transfer
T0021356,20260107,C0081,COR009,CH007,PR007,44496.73,83,Y,R002,N,Debit
T0021357,20260302,C0077,COR006,CH002,PR005,48872.61,65,N,,N,Transfer
T0021358,20250106,C0153,COR007,CH007,PR005,39770.11,71,N,,N,Credit
T0021359,20250730,C0136,COR005,CH005,PR001,2310.69,62,Y,R001,N,Transfer
T0021360,20251009,C0085,COR005,CH001,PR005,1637.38,57,N,,N,Credit
T0021361,20251208,C0009,COR003,CH003,PR003,8940.21,63,N,,N,Transfer
T0021362,20250916,C0100,COR003,CH002,PR003,187203.71,99,N,,N,Transfer
T0021363,20260403,C0005,COR011,CH007,PR007,55000.0,96,N,,Y,Debit
T0021364,20251225,C0014,COR008,CH004,PR001,7066.9,86,Y,R001,N,Transfer
T0021365,20250316,C0140,COR012,CH001,PR002,15933.72,76,N,,N,Transfer
T0021366,20250308,C0113,COR007,CH002,PR007,15396.71,70,N,,N,Credit
T0021367,20250115,C0139,COR006,CH008,PR006,119571.23,99,N,,N,Credit
T0021368,20250917,C0057,COR011,CH008,PR007,66000.0,99,Y,R009,Y,Credit
T0021369,20260509,C0151,COR006,CH005,PR008,2901.5,87,N,,N,Transfer
T0021370,20250924,C0100,COR006,CH002,PR005,107634.2,76,Y,R001,N,Transfer
T0021371,20260507,C0051,COR012,CH006,PR001,10222.64,81,N,,N,Credit
T0021372,20260204,C0067,COR011,CH007,PR001,11149.35,66,N,,N,Debit
T0021373,20260307,C0018,COR011,CH005,PR001,44947.75,68,N,,N,Debit
T0021374,20251114,C0170,COR012,CH008,PR005,291131.72,97,N,,N,Debit
T0021375,20250509,C0065,COR006,CH005,PR002,1587.67,78,N,,N,Transfer
T0021376,20260316,C0080,COR005,CH008,PR004,24215.1,72,Y,R009,N,Transfer
T0021377,20251017,C0072,COR010,CH006,PR008,64925.23,69,N,,N,Debit
T0021378,20260526,C0129,COR007,CH003,PR005,30119.27,80,N,,N,Transfer
T0021379,20250530,C0173,COR001,CH002,PR003,79000.0,87,N,,Y,Debit
T0021380,20260531,C0021,COR004,CH007,PR006,34487.54,73,Y,R001,N,Debit
T0021381,20251218,C0069,COR009,CH002,PR005,33735.15,85,N,,N,Transfer
T0021382,20260212,C0118,COR012,CH005,PR003,57225.41,86,N,,N,Debit
T0021383,20250215,C0075,COR003,CH004,PR008,24000.0,99,N,,Y,Transfer
T0021384,20250831,C0130,COR006,CH006,PR003,7601.05,80,N,,N,Debit
T0021385,20251219,C0105,COR007,CH006,PR008,89145.62,90,N,,N,Withdrawal
T0021386,20251109,C0085,COR011,CH004,PR001,6035.02,92,N,,N,Transfer
T0021387,20250525,C0145,COR004,CH006,PR005,94253.59,81,N,,N,Debit
T0021388,20260107,C0112,COR008,CH007,PR006,31221.78,85,N,,N,Withdrawal
T0021389,20251122,C0037,COR001,CH004,PR001,19000.0,71,N,,Y,Credit
T0021390,20250517,C0040,COR005,CH004,PR001,91000.0,78,N,,Y,Debit
T0021391,20260121,C0046,COR009,CH006,PR003,12499.64,80,N,,N,Debit
T0021392,20250701,C0079,COR007,CH007,PR007,6013.26,61,Y,R003,N,Withdrawal
T0021393,20260303,C0084,COR010,CH005,PR005,7545.42,62,N,,N,Transfer
T0021394,20250609,C0038,COR008,CH006,PR002,21523.9,73,N,,N,Transfer
T0021395,20260427,C0073,COR007,CH008,PR006,28257.84,88,N,,N,Credit
T0021396,20260412,C0094,COR009,CH006,PR005,43935.63,64,N,,N,Transfer
T0021397,20250927,C0161,COR007,CH005,PR002,19789.07,79,N,,N,Credit
T0021398,20250422,C0146,COR008,CH004,PR004,71452.14,85,N,,N,Credit
T0021399,20251123,C0163,COR011,CH004,PR002,32797.13,83,N,,N,Credit
T0021400,20260313,C0098,COR006,CH005,PR003,2709.82,77,N,,N,Transfer
T0021401,20250207,C0120,COR003,CH002,PR004,39884.13,77,N,,N,Debit
T0021402,20251225,C0053,COR008,CH005,PR004,51000.0,78,N,,Y,Debit
T0021403,20260101,C0178,COR005,CH004,PR005,1987.04,66,Y,R001,N,Transfer
T0021404,20250503,C0152,COR003,CH007,PR002,138925.36,70,N,,N,Debit
T0021405,20260216,C0140,COR007,CH002,PR002,108938.59,94,Y,R001,N,Transfer
T0021406,20260116,C0034,COR006,CH001,PR002,81167.1,77,N,,N,Withdrawal
T0021407,20251213,C0100,COR008,CH002,PR004,299000.0,89,Y,R010,Y,Debit
T0021408,20260427,C0123,COR004,CH002,PR003,21306.73,69,N,,N,Transfer
T0021409,20260403,C0016,COR010,CH005,PR003,9654.74,86,Y,R005,N,Debit
T0021410,20260507,C0094,COR009,CH008,PR004,77661.98,79,N,,N,Credit
T0021411,20260127,C0008,COR007,CH005,PR001,15648.14,72,Y,R007,N,Debit
T0021412,20260119,C0016,COR007,CH001,PR008,45957.33,77,N,,N,Transfer
T0021413,20250511,C0096,COR009,CH008,PR003,18321.14,79,N,,N,Credit
T0021414,20251221,C0069,COR003,CH008,PR006,257658.45,99,N,,N,Debit
T0021415,20251105,C0083,COR008,CH002,PR007,101000.0,97,N,,Y,Debit
T0021416,20250116,C0073,COR005,CH004,PR008,5840.68,64,N,,N,Credit
T0021417,20251202,C0086,COR003,CH003,PR002,50591.09,87,N,,N,Debit
T0021418,20260107,C0116,COR011,CH005,PR008,57546.98,78,N,,N,Credit
T0021419,20260507,C0052,COR012,CH002,PR003,55000.0,53,N,,Y,Debit
T0021420,20250611,C0106,COR012,CH007,PR002,32189.53,73,N,,N,Credit
T0021421,20251115,C0089,COR010,CH005,PR002,3222.03,74,N,,N,Debit
T0021422,20250629,C0092,COR006,CH002,PR001,15000.0,69,N,,Y,Debit
T0021423,20260125,C0025,COR003,CH001,PR001,6247.64,68,N,,N,Withdrawal
T0021424,20260419,C0119,COR008,CH002,PR007,56650.71,84,N,,N,Debit
T0021425,20251123,C0034,COR002,CH008,PR008,217222.74,85,N,,N,Credit
T0021426,20250122,C0107,COR010,CH008,PR007,47030.16,82,N,,N,Debit
T0021427,20260515,C0009,COR001,CH004,PR002,2810.8,50,N,,N,Credit
T0021428,20251124,C0049,COR008,CH007,PR003,25080.72,77,N,,N,Credit
T0021429,20260207,C0071,COR011,CH007,PR008,11716.68,81,Y,R008,N,Withdrawal
T0021430,20250307,C0169,COR007,CH001,PR001,107000.0,91,Y,R005,Y,Debit
T0021431,20260425,C0049,COR007,CH001,PR001,2761.68,72,Y,R007,N,Withdrawal
T0021432,20251206,C0175,COR006,CH007,PR005,90581.24,98,N,,N,Credit
T0021433,20251119,C0140,COR012,CH005,PR001,35676.8,74,N,,N,Transfer
T0021434,20250702,C0108,COR001,CH005,PR004,16000.0,63,N,,Y,Debit
T0021435,20250928,C0044,COR005,CH003,PR007,12280.3,70,N,,N,Credit
T0021436,20250421,C0146,COR006,CH005,PR002,54112.6,87,N,,N,Debit
T0021437,20260204,C0045,COR012,CH006,PR006,26821.14,80,Y,R001,N,Debit
T0021438,20250323,C0140,COR002,CH006,PR001,69465.94,86,N,,N,Withdrawal
T0021439,20260506,C0131,COR010,CH003,PR008,43165.44,92,N,,N,Debit
T0021440,20251011,C0053,COR001,CH005,PR006,27097.64,75,N,,N,Credit
T0021441,20260122,C0063,COR008,CH004,PR004,1563.34,63,N,,N,Transfer
T0021442,20251021,C0040,COR010,CH008,PR007,5839.61,82,N,,N,Credit
T0021443,20250312,C0043,COR002,CH008,PR005,8662.33,58,N,,N,Transfer
T0021444,20250224,C0107,COR011,CH004,PR004,31000.0,76,N,,Y,Debit
T0021445,20260131,C0144,COR012,CH006,PR002,112971.29,75,Y,R007,N,Credit
T0021446,20250223,C0049,COR006,CH001,PR007,3878.61,57,N,,N,Withdrawal
T0021447,20250528,C0019,COR009,CH003,PR005,6184.87,70,N,,N,Credit
T0021448,20250527,C0161,COR011,CH004,PR008,13947.94,87,N,,N,Credit
T0021449,20251001,C0035,COR001,CH008,PR001,19137.06,79,N,,N,Credit
T0021450,20260221,C0162,COR006,CH006,PR007,115856.18,94,Y,R002,N,Credit
T0021451,20250227,C0116,COR011,CH005,PR007,49015.6,94,N,,N,Debit
T0021452,20250723,C0155,COR005,CH005,PR001,12277.85,71,N,,N,Withdrawal
T0021453,20250317,C0056,COR007,CH006,PR006,25706.66,73,N,,N,Transfer
T0021454,20250913,C0102,COR008,CH004,PR005,5333.75,69,N,,N,Transfer
