FactOpexKey,DateKey,ScenarioKey,BusinessUnitKey,RegionKey,DepartmentKey,Opex,FTE
OPX0000866,20251101,S001,B003,R001,D004,620627.28,14.4
OPX0000867,20251101,S001,B003,R001,D002,1235739.96,28.0
OPX0000868,20251101,S001,B003,R001,D001,347780.79,7.8
OPX0000869,20251101,S001,B003,R001,D003,411442.53,9.9
OPX0000870,20251101,S001,B003,R001,D005,290684.35,7.3
OPX0000871,20251101,S001,B003,R004,D004,1240605.73,28.0
OPX0000872,20251101,S001,B003,R004,D002,2326958.07,59.3
OPX0000873,20251101,S001,B003,R004,D001,685415.6,17.2
OPX0000874,20251101,S001,B003,R004,D003,761534.7,17.4
OPX0000875,20251101,S001,B003,R004,D005,541465.25,12.3
OPX0000876,20251101,S001,B003,R003,D004,764100.11,17.6
OPX0000877,20251101,S001,B003,R003,D002,1549066.64,34.9
OPX0000878,20251101,S001,B003,R003,D001,443325.73,11.1
OPX0000879,20251101,S001,B003,R003,D003,510142.97,12.0
OPX0000880,20251101,S001,B003,R003,D005,344825.17,8.2
OPX0000881,20251201,S001,B004,R002,D004,1460204.6,35.2
OPX0000882,20251201,S001,B004,R002,D002,2765934.92,65.2
OPX0000883,20251201,S001,B004,R002,D001,793485.33,18.9
OPX0000884,20251201,S001,B004,R002,D003,948957.41,23.7
OPX0000885,20251201,S001,B004,R002,D005,653893.99,15.6
OPX0000886,20251201,S001,B004,R001,D004,954971.69,22.1
OPX0000887,20251201,S001,B004,R001,D002,1853167.09,43.3
OPX0000888,20251201,S001,B004,R001,D001,522408.68,11.7
OPX0000889,20251201,S001,B004,R001,D003,620446.59,14.7
OPX0000890,20251201,S001,B004,R001,D005,464001.89,10.7
OPX0000891,20251201,S001,B004,R004,D004,1960606.1,47.1
OPX0000892,20251201,S001,B004,R004,D002,3591516.01,82.2
OPX0000893,20251201,S001,B004,R004,D001,1049384.69,25.2
OPX0000894,20251201,S001,B004,R004,D003,1242280.37,31.7
OPX0000895,20251201,S001,B004,R004,D005,891829.9,21.0
OPX0000896,20251201,S001,B004,R003,D004,1182249.69,27.4
OPX0000897,20251201,S001,B004,R003,D002,2311078.06,59.3
OPX0000898,20251201,S001,B004,R003,D001,666014.94,14.9
OPX0000899,20251201,S001,B004,R003,D003,794561.69,18.8
OPX0000900,20251201,S001,B004,R003,D005,545318.53,13.3
OPX0000901,20251201,S001,B001,R002,D004,914134.81,23.3
OPX0000902,20251201,S001,B001,R002,D002,1805508.49,44.9
OPX0000903,20251201,S001,B001,R002,D001,489073.68,11.7
OPX0000904,20251201,S001,B001,R002,D003,599370.84,15.4
OPX0000905,20251201,S001,B001,R002,D005,430064.77,10.0
OPX0000906,20251201,S001,B001,R001,D004,632972.58,15.0
OPX0000907,20251201,S001,B001,R001,D002,1197134.04,27.0
OPX0000908,20251201,S001,B001,R001,D001,328456.44,7.4
OPX0000909,20251201,S001,B001,R001,D003,405443.27,9.7
OPX0000910,20251201,S001,B001,R001,D005,272488.36,6.4
OPX0000911,20251201,S001,B001,R004,D004,1214319.71,30.3
OPX0000912,20251201,S001,B001,R004,D002,2260980.23,52.7
OPX0000913,20251201,S001,B001,R004,D001,642779.82,16.0
OPX0000914,20251201,S001,B001,R004,D003,787448.29,20.0
OPX0000915,20251201,S001,B001,R004,D005,556863.72,13.2
OPX0000916,20251201,S001,B001,R003,D004,791265.26,18.8
OPX0000917,20251201,S001,B001,R003,D002,1481751.66,33.8
OPX0000918,20251201,S001,B001,R003,D001,424322.86,9.8
OPX0000919,20251201,S001,B001,R003,D003,502989.32,11.8
OPX0000920,20251201,S001,B001,R003,D005,354963.48,9.0
OPX0000921,20251201,S001,B002,R002,D004,470326.32,10.7
OPX0000922,20251201,S001,B002,R002,D002,886191.09,20.8
OPX0000923,20251201,S001,B002,R002,D001,249798.53,6.1
OPX0000924,20251201,S001,B002,R002,D003,282768.93,7.1
OPX0000925,20251201,S001,B002,R002,D005,205422.14,4.8
OPX0000926,20251201,S001,B002,R001,D004,300976.0,7.6
OPX0000927,20251201,S001,B002,R001,D002,575594.34,14.1
OPX0000928,20251201,S001,B002,R001,D001,166298.4,4.1
OPX0000929,20251201,S001,B002,R001,D003,194992.5,4.5
OPX0000930,20251201,S001,B002,R001,D005,138756.12,3.1
OPX0000931,20251201,S001,B002,R004,D004,609905.26,15.2
OPX0000932,20251201,S001,B002,R004,D002,1139329.21,27.9
OPX0000933,20251201,S001,B002,R004,D001,318244.8,7.2
OPX0000934,20251201,S001,B002,R004,D003,370113.17,8.5
OPX0000935,20251201,S001,B002,R004,D005,273683.11,6.9
OPX0000936,20251201,S001,B002,R003,D004,380899.04,8.6
OPX0000937,20251201,S001,B002,R003,D002,753311.33,18.8
OPX0000938,20251201,S001,B002,R003,D001,210921.6,5.2
OPX0000939,20251201,S001,B002,R003,D003,246997.66,6.2
OPX0000940,20251201,S001,B002,R003,D005,172372.52,4.0
OPX0000941,20251201,S001,B003,R002,D004,969810.84,24.6
OPX0000942,20251201,S001,B003,R002,D002,1798899.76,42.0
OPX0000943,20251201,S001,B003,R002,D001,534702.31,13.6
OPX0000944,20251201,S001,B003,R002,D003,619001.9,14.6
OPX0000945,20251201,S001,B003,R002,D005,443815.9,10.9
OPX0000946,20251201,S001,B003,R001,D004,643279.0,16.1
OPX0000947,20251201,S001,B003,R001,D002,1232025.06,30.8
OPX0000948,20251201,S001,B003,R001,D001,365838.57,8.8
OPX0000949,20251201,S001,B003,R001,D003,424860.19,10.5
OPX0000950,20251201,S001,B003,R001,D005,303316.48,6.8
OPX0000951,20251201,S001,B003,R004,D004,1232299.25,30.5
OPX0000952,20251201,S001,B003,R004,D002,2354158.0,54.2
OPX0000953,20251201,S001,B003,R004,D001,691865.37,16.3
OPX0000954,20251201,S001,B003,R004,D003,806275.9,19.8
OPX0000955,20251201,S001,B003,R004,D005,558824.66,12.5
OPX0000956,20251201,S001,B003,R003,D004,791621.58,19.4
OPX0000957,20251201,S001,B003,R003,D002,1541824.9,38.6
OPX0000958,20251201,S001,B003,R003,D001,443231.69,11.4
OPX0000959,20251201,S001,B003,R003,D003,535238.18,13.2
OPX0000960,20251201,S001,B003,R003,D005,367235.01,8.2
OPX0000961,20260101,S001,B004,R002,D004,1157156.94,28.6
OPX0000962,20260101,S001,B004,R002,D002,2176318.41,52.1
OPX0000963,20260101,S001,B004,R002,D001,621965.23,14.9
OPX0000964,20260101,S001,B004,R002,D003,700225.8,17.7
OPX0000965,20260101,S001,B004,R002,D005,523147.98,12.6
OPX0000966,20260101,S001,B004,R001,D004,734368.86,16.7
OPX0000967,20260101,S001,B004,R001,D002,1455572.46,35.0
OPX0000968,20260101,S001,B004,R001,D001,416871.5,10.5
OPX0000969,20260101,S001,B004,R001,D003,468592.01,11.4
OPX0000970,20260101,S001,B004,R001,D005,345559.92,8.7
OPX0000971,20260101,S001,B004,R004,D004,1452647.17,35.1
OPX0000972,20260101,S001,B004,R004,D002,2769303.39,67.0
OPX0000973,20260101,S001,B004,R004,D001,781796.63,19.9
OPX0000974,20260101,S001,B004,R004,D003,903872.44,20.6
OPX0000975,20260101,S001,B004,R004,D005,672923.89,16.3
OPX0000976,20260101,S001,B004,R003,D004,909866.64,21.7
OPX0000977,20260101,S001,B004,R003,D002,1767275.51,42.9
OPX0000978,20260101,S001,B004,R003,D001,512237.07,11.5
OPX0000979,20260101,S001,B004,R003,D003,612803.61,14.7
OPX0000980,20260101,S001,B004,R003,D005,438657.4,10.8
OPX0000981,20260101,S001,B001,R002,D004,723327.42,17.7
OPX0000982,20260101,S001,B001,R002,D002,1382955.15,32.2
OPX0000983,20260101,S001,B001,R002,D001,390818.9,9.9
OPX0000984,20260101,S001,B001,R002,D003,435511.37,10.5
OPX0000985,20260101,S001,B001,R002,D005,312888.26,7.2
OPX0000986,20260101,S001,B001,R001,D004,472403.35,11.2
OPX0000987,20260101,S001,B001,R001,D002,882173.67,19.8
OPX0000988,20260101,S001,B001,R001,D001,261282.38,6.5
OPX0000989,20260101,S001,B001,R001,D003,303250.06,7.6
OPX0000990,20260101,S001,B001,R001,D005,212796.1,5.4
OPX0000991,20260101,S001,B001,R004,D004,883101.39,21.1
OPX0000992,20260101,S001,B001,R004,D002,1719981.15,43.9
OPX0000993,20260101,S001,B001,R004,D001,487310.19,11.4
OPX0000994,20260101,S001,B001,R004,D003,586798.0,14.2
OPX0000995,20260101,S001,B001,R004,D005,415115.34,10.3
OPX0000996,20260101,S001,B001,R003,D004,599230.34,14.8
OPX0000997,20260101,S001,B001,R003,D002,1113478.4,27.9
OPX0000998,20260101,S001,B001,R003,D001,317699.71,7.5
OPX0000999,20260101,S001,B001,R003,D003,363071.11,9.2
OPX0001000,20260101,S001,B001,R003,D005,258976.77,5.9
OPX0001001,20260101,S001,B002,R002,D004,341910.99,8.6
OPX0001002,20260101,S001,B002,R002,D002,649314.83,15.5
OPX0001003,20260101,S001,B002,R002,D001,189792.42,4.6
OPX0001004,20260101,S001,B002,R002,D003,215080.77,4.8
OPX0001005,20260101,S001,B002,R002,D005,164108.41,3.7
OPX0001006,20260101,S001,B002,R001,D004,238505.71,5.7
OPX0001007,20260101,S001,B002,R001,D002,441075.21,10.4
OPX0001008,20260101,S001,B002,R001,D001,129400.91,3.1
OPX0001009,20260101,S001,B002,R001,D003,146811.99,3.6
OPX0001010,20260101,S001,B002,R001,D005,108239.5,2.8
OPX0001011,20260101,S001,B002,R004,D004,438283.14,10.2
OPX0001012,20260101,S001,B002,R004,D002,857880.32,21.6
OPX0001013,20260101,S001,B002,R004,D001,247411.99,6.2
OPX0001014,20260101,S001,B002,R004,D003,282953.78,7.0
OPX0001015,20260101,S001,B002,R004,D005,209627.99,5.2
OPX0001016,20260101,S001,B002,R003,D004,284496.8,7.3
OPX0001017,20260101,S001,B002,R003,D002,538814.32,12.3
OPX0001018,20260101,S001,B002,R003,D001,158756.42,3.8
OPX0001019,20260101,S001,B002,R003,D003,186713.8,4.7
OPX0001020,20260101,S001,B002,R003,D005,127104.63,2.9
OPX0001021,20260101,S001,B003,R002,D004,740597.84,17.0
OPX0001022,20260101,S001,B003,R002,D002,1427860.67,32.8
OPX0001023,20260101,S001,B003,R002,D001,401718.31,9.3
OPX0001024,20260101,S001,B003,R002,D003,461373.09,10.4
OPX0001025,20260101,S001,B003,R002,D005,330415.78,8.1
OPX0001026,20260101,S001,B003,R001,D004,507834.84,13.0
OPX0001027,20260101,S001,B003,R001,D002,966893.09,23.8
OPX0001028,20260101,S001,B003,R001,D001,266795.57,6.4
OPX0001029,20260101,S001,B003,R001,D003,314976.58,7.3
OPX0001030,20260101,S001,B003,R001,D005,220211.46,5.6
OPX0001031,20260101,S001,B003,R004,D004,942474.56,22.5
OPX0001032,20260101,S001,B003,R004,D002,1788954.59,45.3
OPX0001033,20260101,S001,B003,R004,D001,522729.79,11.8
OPX0001034,20260101,S001,B003,R004,D003,606164.99,13.6
OPX0001035,20260101,S001,B003,R004,D005,443967.49,10.7
OPX0001036,20260101,S001,B003,R003,D004,629670.6,14.8
OPX0001037,20260101,S001,B003,R003,D002,1198029.5,27.8
OPX0001038,20260101,S001,B003,R003,D001,351045.79,8.7
OPX0001039,20260101,S001,B003,R003,D003,385009.77,8.8
OPX0001040,20260101,S001,B003,R003,D005,290808.85,6.8
OPX0001041,20260201,S001,B004,R002,D004,1060534.57,25.6
OPX0001042,20260201,S001,B004,R002,D002,1992382.0,49.6
OPX0001043,20260201,S001,B004,R002,D001,559442.33,14.3
OPX0001044,20260201,S001,B004,R002,D003,670487.88,15.1
OPX0001045,20260201,S001,B004,R002,D005,454596.99,10.2
OPX0001046,20260201,S001,B004,R001,D004,698245.83,17.3
OPX0001047,20260201,S001,B004,R001,D002,1288294.93,30.4
OPX0001048,20260201,S001,B004,R001,D001,380185.23,9.8
OPX0001049,20260201,S001,B004,R001,D003,424621.99,10.4
OPX0001050,20260201,S001,B004,R001,D005,304491.08,7.0
OPX0001051,20260201,S001,B004,R004,D004,1394384.91,33.9
OPX0001052,20260201,S001,B004,R004,D002,2635275.0,59.5
OPX0001053,20260201,S001,B004,R004,D001,743838.04,17.5
OPX0001054,20260201,S001,B004,R004,D003,841690.77,19.6
OPX0001055,20260201,S001,B004,R004,D005,627581.42,16.1
OPX0001056,20260201,S001,B004,R003,D004,836891.01,19.1
OPX0001057,20260201,S001,B004,R003,D002,1672457.44,40.1
OPX0001058,20260201,S001,B004,R003,D001,487543.43,11.0
OPX0001059,20260201,S001,B004,R003,D003,547030.04,12.7
OPX0001060,20260201,S001,B004,R003,D005,386829.0,8.9
OPX0001061,20260201,S001,B001,R002,D004,635867.33,14.3
OPX0001062,20260201,S001,B001,R002,D002,1281022.75,30.8
OPX0001063,20260201,S001,B001,R002,D001,365253.26,8.8
OPX0001064,20260201,S001,B001,R002,D003,422904.63,10.5
OPX0001065,20260201,S001,B001,R002,D005,300832.88,7.5
OPX0001066,20260201,S001,B001,R001,D004,418569.05,9.9
OPX0001067,20260201,S001,B001,R001,D002,806909.33,18.7
OPX0001068,20260201,S001,B001,R001,D001,235780.26,5.9
OPX0001069,20260201,S001,B001,R001,D003,277439.89,6.6
OPX0001070,20260201,S001,B001,R001,D005,190181.64,4.4
OPX0001071,20260201,S001,B001,R004,D004,852614.98,21.0
OPX0001072,20260201,S001,B001,R004,D002,1668824.66,42.1
OPX0001073,20260201,S001,B001,R004,D001,451773.77,10.4
OPX0001074,20260201,S001,B001,R004,D003,547888.57,13.3
OPX0001075,20260201,S001,B001,R004,D005,387469.09,9.4
OPX0001076,20260201,S001,B001,R003,D004,557568.18,12.5
OPX0001077,20260201,S001,B001,R003,D002,1027317.24,26.2
OPX0001078,20260201,S001,B001,R003,D001,286386.08,6.6
OPX0001079,20260201,S001,B001,R003,D003,355106.22,9.1
OPX0001080,20260201,S001,B001,R003,D005,240978.39,5.6
OPX0001081,20260201,S001,B002,R002,D004,320503.23,7.9
OPX0001082,20260201,S001,B002,R002,D002,618858.47,14.9
OPX0001083,20260201,S001,B002,R002,D001,177899.8,4.2
OPX0001084,20260201,S001,B002,R002,D003,203726.82,5.2
OPX0001085,20260201,S001,B002,R002,D005,143252.5,3.4
OPX0001086,20260201,S001,B002,R001,D004,222993.23,5.7
OPX0001087,20260201,S001,B002,R001,D002,410929.55,10.3
OPX0001088,20260201,S001,B002,R001,D001,117913.03,2.9
OPX0001089,20260201,S001,B002,R001,D003,142963.97,3.4
OPX0001090,20260201,S001,B002,R001,D005,96727.45,2.4
OPX0001091,20260201,S001,B002,R004,D004,427077.95,9.7
OPX0001092,20260201,S001,B002,R004,D002,805041.25,18.8
OPX0001093,20260201,S001,B002,R004,D001,230593.46,5.2
OPX0001094,20260201,S001,B002,R004,D003,263193.82,6.7
OPX0001095,20260201,S001,B002,R004,D005,187569.99,4.7
OPX0001096,20260201,S001,B002,R003,D004,278085.46,6.7
OPX0001097,20260201,S001,B002,R003,D002,507975.08,12.4
OPX0001098,20260201,S001,B002,R003,D001,141604.15,3.4
OPX0001099,20260201,S001,B002,R003,D003,169951.03,4.1
OPX0001100,20260201,S001,B002,R003,D005,124710.99,3.0
OPX0001101,20260201,S001,B003,R002,D004,668919.04,16.4
OPX0001102,20260201,S001,B003,R002,D002,1354560.04,31.2
OPX0001103,20260201,S001,B003,R002,D001,374074.82,8.5
OPX0001104,20260201,S001,B003,R002,D003,447198.87,10.2
OPX0001105,20260201,S001,B003,R002,D005,312179.32,7.6
OPX0001106,20260201,S001,B003,R001,D004,471309.24,10.9
OPX0001107,20260201,S001,B003,R001,D002,871000.96,21.3
OPX0001108,20260201,S001,B003,R001,D001,251297.85,5.8
OPX0001109,20260201,S001,B003,R001,D003,305623.61,6.9
OPX0001110,20260201,S001,B003,R001,D005,213117.75,4.9
OPX0001111,20260201,S001,B003,R004,D004,868545.77,21.2
OPX0001112,20260201,S001,B003,R004,D002,1737861.41,44.1
OPX0001113,20260201,S001,B003,R004,D001,481673.52,11.3
OPX0001114,20260201,S001,B003,R004,D003,581325.34,14.3
OPX0001115,20260201,S001,B003,R004,D005,397526.93,9.8
OPX0001116,20260201,S001,B003,R003,D004,591040.27,14.2
OPX0001117,20260201,S001,B003,R003,D002,1095105.82,26.9
OPX0001118,20260201,S001,B003,R003,D001,317552.19,7.3
OPX0001119,20260201,S001,B003,R003,D003,377672.71,8.7
OPX0001120,20260201,S001,B003,R003,D005,263571.39,6.3
OPX0001121,20260301,S001,B004,R002,D004,1237868.3,30.4
OPX0001122,20260301,S001,B004,R002,D002,2276608.41,53.3
OPX0001123,20260301,S001,B004,R002,D001,673247.28,17.1
OPX0001124,20260301,S001,B004,R002,D003,779774.65,19.5
OPX0001125,20260301,S001,B004,R002,D005,559200.88,12.8
OPX0001126,20260301,S001,B004,R001,D004,845659.33,19.7
OPX0001127,20260301,S001,B004,R001,D002,1528118.76,37.5
OPX0001128,20260301,S001,B004,R001,D001,440517.32,10.4
OPX0001129,20260301,S001,B004,R001,D003,510318.82,12.9
OPX0001130,20260301,S001,B004,R001,D005,365935.63,9.2
OPX0001131,20260301,S001,B004,R004,D004,1547267.76,37.3
OPX0001132,20260301,S001,B004,R004,D002,2973391.42,68.7
OPX0001133,20260301,S001,B004,R004,D001,847552.06,20.6
OPX0001134,20260301,S001,B004,R004,D003,1019885.67,25.2
OPX0001135,20260301,S001,B004,R004,D005,697984.52,17.5
OPX0001136,20260301,S001,B004,R003,D004,1019384.49,24.7
OPX0001137,20260301,S001,B004,R003,D002,1946733.78,44.6
OPX0001138,20260301,S001,B004,R003,D001,561413.53,13.2
OPX0001139,20260301,S001,B004,R003,D003,643113.48,15.3
OPX0001140,20260301,S001,B004,R003,D005,458620.62,10.9
OPX0001141,20260301,S001,B001,R002,D004,766989.26,17.7
OPX0001142,20260301,S001,B001,R002,D002,1492103.8,35.5
OPX0001143,20260301,S001,B001,R002,D001,432936.28,10.3
OPX0001144,20260301,S001,B001,R002,D003,493496.66,11.6
OPX0001145,20260301,S001,B001,R002,D005,361392.44,9.3
OPX0001146,20260301,S001,B001,R001,D004,532484.48,13.1
OPX0001147,20260301,S001,B001,R001,D002,1022778.86,23.9
OPX0001148,20260301,S001,B001,R001,D001,278810.33,7.0
OPX0001149,20260301,S001,B001,R001,D003,345605.33,7.9
OPX0001150,20260301,S001,B001,R001,D005,236720.95,6.1
OPX0001151,20260301,S001,B001,R004,D004,1013223.87,25.3
OPX0001152,20260301,S001,B001,R004,D002,1968607.73,47.2
OPX0001153,20260301,S001,B001,R004,D001,548383.13,13.9
OPX0001154,20260301,S001,B001,R004,D003,637527.68,15.4
OPX0001155,20260301,S001,B001,R004,D005,450309.44,11.1
OPX0001156,20260301,S001,B001,R003,D004,645610.36,15.1
OPX0001157,20260301,S001,B001,R003,D002,1232681.94,31.2
OPX0001158,20260301,S001,B001,R003,D001,358962.18,9.0
OPX0001159,20260301,S001,B001,R003,D003,428365.56,10.8
OPX0001160,20260301,S001,B001,R003,D005,292494.73,6.7
OPX0001161,20260301,S001,B002,R002,D004,387632.06,9.4
OPX0001162,20260301,S001,B002,R002,D002,739376.24,19.0
OPX0001163,20260301,S001,B002,R002,D001,201954.46,4.9
OPX0001164,20260301,S001,B002,R002,D003,248127.17,6.1
OPX0001165,20260301,S001,B002,R002,D005,166728.17,3.9
OPX0001166,20260301,S001,B002,R001,D004,263315.93,6.7
OPX0001167,20260301,S001,B002,R001,D002,474407.45,11.1
OPX0001168,20260301,S001,B002,R001,D001,139497.36,3.2
OPX0001169,20260301,S001,B002,R001,D003,159914.99,3.6
OPX0001170,20260301,S001,B002,R001,D005,119899.66,3.0
OPX0001171,20260301,S001,B002,R004,D004,498355.02,11.5
OPX0001172,20260301,S001,B002,R004,D002,928576.77,21.4
OPX0001173,20260301,S001,B002,R004,D001,273274.38,6.2
OPX0001174,20260301,S001,B002,R004,D003,317241.18,7.4
OPX0001175,20260301,S001,B002,R004,D005,218530.7,5.4
OPX0001176,20260301,S001,B002,R003,D004,325001.12,8.1
OPX0001177,20260301,S001,B002,R003,D002,594892.7,13.9
OPX0001178,20260301,S001,B002,R003,D001,177689.73,4.5
OPX0001179,20260301,S001,B002,R003,D003,210865.87,4.7
OPX0001180,20260301,S001,B002,R003,D005,147366.8,3.4
OPX0001181,20260301,S001,B003,R002,D004,814369.13,18.8
OPX0001182,20260301,S001,B003,R002,D002,1594049.98,39.7
OPX0001183,20260301,S001,B003,R002,D001,442912.76,11.3
OPX0001184,20260301,S001,B003,R002,D003,504404.45,12.5
OPX0001185,20260301,S001,B003,R002,D005,373891.52,9.3
OPX0001186,20260301,S001,B003,R001,D004,540111.42,12.7
OPX0001187,20260301,S001,B003,R001,D002,1073731.23,26.8
OPX0001188,20260301,S001,B003,R001,D001,296973.89,7.3
OPX0001189,20260301,S001,B003,R001,D003,342631.32,8.6
OPX0001190,20260301,S001,B003,R001,D005,257411.25,6.3
OPX0001191,20260301,S001,B003,R004,D004,1042989.2,24.2
OPX0001192,20260301,S001,B003,R004,D002,2086663.0,51.0
OPX0001193,20260301,S001,B003,R004,D001,592257.42,13.4
OPX0001194,20260301,S001,B003,R004,D003,702548.86,17.1
OPX0001195,20260301,S001,B003,R004,D005,485053.52,11.3
OPX0001196,20260301,S001,B003,R003,D004,661735.33,15.2
OPX0001197,20260301,S001,B003,R003,D002,1326057.02,33.3
OPX0001198,20260301,S001,B003,R003,D001,358713.94,8.5
OPX0001199,20260301,S001,B003,R003,D003,432637.17,11.0
OPX0001200,20260301,S001,B003,R003,D005,313921.11,7.1
OPX0001201,20260401,S001,B004,R002,D004,1273681.08,31.8
OPX0001202,20260401,S001,B004,R002,D002,2492819.42,55.8
OPX0001203,20260401,S001,B004,R002,D001,711484.2,17.8
OPX0001204,20260401,S001,B004,R002,D003,837595.7,21.0
OPX0001205,20260401,S001,B004,R002,D005,604446.27,15.0
OPX0001206,20260401,S001,B004,R001,D004,841300.61,19.0
OPX0001207,20260401,S001,B004,R001,D002,1607408.29,38.9
OPX0001208,20260401,S001,B004,R001,D001,467987.45,10.9
OPX0001209,20260401,S001,B004,R001,D003,543743.03,13.1
OPX0001210,20260401,S001,B004,R001,D005,386471.47,9.3
OPX0001211,20260401,S001,B004,R004,D004,1660862.57,40.9
OPX0001212,20260401,S001,B004,R004,D002,3161509.51,77.3
OPX0001213,20260401,S001,B004,R004,D001,948865.54,24.2
OPX0001214,20260401,S001,B004,R004,D003,1083158.21,26.0
OPX0001215,20260401,S001,B004,R004,D005,794470.24,19.7
OPX0001216,20260401,S001,B004,R003,D004,1094483.2,27.3
OPX0001217,20260401,S001,B004,R003,D002,2122907.48,49.2
OPX0001218,20260401,S001,B004,R003,D001,588888.26,14.7
OPX0001219,20260401,S001,B004,R003,D003,703289.94,18.0
OPX0001220,20260401,S001,B004,R003,D005,477654.07,11.5
OPX0001221,20260401,S001,B001,R002,D004,815109.8,19.7
OPX0001222,20260401,S001,B001,R002,D002,1504116.33,37.8
OPX0001223,20260401,S001,B001,R002,D001,433130.51,10.0
OPX0001224,20260401,S001,B001,R002,D003,509458.3,11.5
OPX0001225,20260401,S001,B001,R002,D005,370227.8,8.7
OPX0001226,20260401,S001,B001,R001,D004,547816.25,13.1
OPX0001227,20260401,S001,B001,R001,D002,1015986.44,23.7
OPX0001228,20260401,S001,B001,R001,D001,291059.16,7.3
OPX0001229,20260401,S001,B001,R001,D003,335293.59,7.9
OPX0001230,20260401,S001,B001,R001,D005,235931.36,5.5
OPX0001231,20260401,S001,B001,R004,D004,1030235.49,24.2
OPX0001232,20260401,S001,B001,R004,D002,1948984.26,46.8
OPX0001233,20260401,S001,B001,R004,D001,573187.62,13.1
OPX0001234,20260401,S001,B001,R004,D003,658028.74,16.7
OPX0001235,20260401,S001,B001,R004,D005,480519.19,11.4
OPX0001236,20260401,S001,B001,R003,D004,688544.1,16.0
OPX0001237,20260401,S001,B001,R003,D002,1287833.68,30.3
OPX0001238,20260401,S001,B001,R003,D001,371187.04,9.2
OPX0001239,20260401,S001,B001,R003,D003,438491.65,9.9
OPX0001240,20260401,S001,B001,R003,D005,298359.99,7.3
OPX0001241,20260401,S001,B002,R002,D004,400321.44,9.8
OPX0001242,20260401,S001,B002,R002,D002,731877.53,18.2
OPX0001243,20260401,S001,B002,R002,D001,220230.64,5.2
OPX0001244,20260401,S001,B002,R002,D003,243883.43,5.5
OPX0001245,20260401,S001,B002,R002,D005,173947.47,4.0
OPX0001246,20260401,S001,B002,R001,D004,255943.62,5.9
OPX0001247,20260401,S001,B002,R001,D002,499553.64,12.6
OPX0001248,20260401,S001,B002,R001,D001,146320.3,3.5
OPX0001249,20260401,S001,B002,R001,D003,164119.65,4.1
OPX0001250,20260401,S001,B002,R001,D005,122467.97,2.8
OPX0001251,20260401,S001,B002,R004,D004,495740.94,12.2
OPX0001252,20260401,S001,B002,R004,D002,955491.09,24.4
OPX0001253,20260401,S001,B002,R004,D001,286433.68,7.1
OPX0001254,20260401,S001,B002,R004,D003,315492.36,7.6
OPX0001255,20260401,S001,B002,R004,D005,224900.09,5.2
OPX0001256,20260401,S001,B002,R003,D004,330860.42,8.0
OPX0001257,20260401,S001,B002,R003,D002,628433.77,15.0
OPX0001258,20260401,S001,B002,R003,D001,187428.21,4.4
OPX0001259,20260401,S001,B002,R003,D003,209818.58,5.3
OPX0001260,20260401,S001,B002,R003,D005,155047.67,3.8
OPX0001261,20260401,S001,B003,R002,D004,864094.86,20.9
OPX0001262,20260401,S001,B003,R002,D002,1574068.01,39.3
OPX0001263,20260401,S001,B003,R002,D001,450739.5,10.9
OPX0001264,20260401,S001,B003,R002,D003,518549.36,12.6
OPX0001265,20260401,S001,B003,R002,D005,386392.85,9.6
OPX0001266,20260401,S001,B003,R001,D004,550292.54,13.0
OPX0001267,20260401,S001,B003,R001,D002,1080380.55,27.5
OPX0001268,20260401,S001,B003,R001,D001,310996.21,7.9
OPX0001269,20260401,S001,B003,R001,D003,366772.46,9.0
OPX0001270,20260401,S001,B003,R001,D005,247853.55,6.0
OPX0001271,20260401,S001,B003,R004,D004,1083719.15,25.3
OPX0001272,20260401,S001,B003,R004,D002,2066918.23,47.0
OPX0001273,20260401,S001,B003,R004,D001,610237.24,14.7
OPX0001274,20260401,S001,B003,R004,D003,693940.91,17.4
OPX0001275,20260401,S001,B003,R004,D005,502152.49,11.4
OPX0001276,20260401,S001,B003,R003,D004,717684.03,17.3
OPX0001277,20260401,S001,B003,R003,D002,1293672.56,32.3
OPX0001278,20260401,S001,B003,R003,D001,370954.96,8.8
OPX0001279,20260401,S001,B003,R003,D003,450049.68,11.2
OPX0001280,20260401,S001,B003,R003,D005,327122.84,8.0
OPX0001281,20260501,S001,B004,R002,D004,1361545.57,32.0
OPX0001282,20260501,S001,B004,R002,D002,2560268.12,58.8
OPX0001283,20260501,S001,B004,R002,D001,699998.42,17.2
OPX0001284,20260501,S001,B004,R002,D003,855505.15,21.5
OPX0001285,20260501,S001,B004,R002,D005,612829.75,14.7
OPX0001286,20260501,S001,B004,R001,D004,912283.17,21.6
OPX0001287,20260501,S001,B004,R001,D002,1680890.09,40.6
OPX0001288,20260501,S001,B004,R001,D001,471070.65,10.6
OPX0001289,20260501,S001,B004,R001,D003,568000.39,14.5
OPX0001290,20260501,S001,B004,R001,D005,413524.58,10.6
OPX0001291,20260501,S001,B004,R004,D004,1752678.24,45.0
OPX0001292,20260501,S001,B004,R004,D002,3489359.22,82.2
OPX0001293,20260501,S001,B004,R004,D001,974215.4,21.9
OPX0001294,20260501,S001,B004,R004,D003,1128702.45,25.5
OPX0001295,20260501,S001,B004,R004,D005,785231.37,19.7
OPX0001296,20260501,S001,B004,R003,D004,1143587.24,27.6
OPX0001297,20260501,S001,B004,R003,D002,2197670.94,55.0
