FactFinanceKey,DateKey,ScenarioKey,BusinessUnitKey,ProductKey,RegionKey,CustomerKey,Revenue,COGS,GrossMargin,AllocatedOpex,EBITDA,Orders,CashImpact
FIN0007430,20260101,S002,B004,P008,R003,C002,1584804.24,1129965.42,454838.82,193346.12,261492.7,83,219801.15
FIN0007431,20260101,S002,B004,P008,R003,C003,1359589.06,969387.0,390202.06,165869.87,224332.2,74,193986.61
FIN0007432,20260101,S002,B004,P008,R003,C004,1255150.47,894922.29,360228.18,153128.36,207099.83,66,169543.5
FIN0007433,20260101,S002,B004,P008,R003,C005,1214724.61,866098.65,348625.96,148196.4,200429.56,62,170292.74
FIN0007434,20260101,S002,B004,P008,R003,C006,1112489.58,793205.07,319284.51,135723.73,183560.78,54,154494.71
FIN0007435,20260101,S002,B004,P008,R003,C007,998570.98,711981.11,286589.87,121825.66,164764.21,47,139349.85
FIN0007436,20260101,S002,B004,P008,R003,C008,931769.22,664351.45,267417.77,113675.85,153741.92,56,130378.84
FIN0007437,20260101,S002,B004,P008,R003,C009,842125.46,600435.45,241690.01,102739.31,138950.7,52,122319.67
FIN0007438,20260101,S002,B004,P008,R003,C010,675233.02,481441.14,193791.88,82378.43,111413.45,30,89813.7
FIN0007439,20260101,S002,B004,P008,R003,C011,618522.91,441006.84,177516.08,75459.8,102056.28,37,84780.91
FIN0007440,20260101,S002,B004,P008,R003,C012,1817525.9,1295895.97,521629.93,221738.16,299891.77,92,238860.69
FIN0007441,20260101,S002,B004,P009,R002,C001,948246.58,737735.84,210510.74,142236.99,68273.75,47,43775.65
FIN0007442,20260101,S002,B004,P009,R002,C002,938351.13,730037.18,208313.95,140752.67,67561.28,42,44451.18
FIN0007443,20260101,S002,B004,P009,R002,C003,764680.69,594921.58,169759.11,114702.1,55057.01,35,34210.16
FIN0007444,20260101,S002,B004,P009,R002,C004,763210.11,593777.47,169432.64,114481.52,54951.13,37,40748.35
FIN0007445,20260101,S002,B004,P009,R002,C005,715911.41,556979.08,158932.33,107386.71,51545.62,43,30688.97
FIN0007446,20260101,S002,B004,P009,R002,C006,656342.18,510634.22,145707.96,98451.33,47256.64,35,27846.9
FIN0007447,20260101,S002,B004,P009,R002,C007,580137.31,451346.83,128790.48,87020.6,41769.89,32,30203.6
FIN0007448,20260101,S002,B004,P009,R002,C008,560721.51,436241.34,124480.18,84108.23,40371.95,34,29983.68
FIN0007449,20260101,S002,B004,P009,R002,C009,501843.91,390434.56,111409.35,75276.59,36132.76,26,22345.05
FIN0007450,20260101,S002,B004,P009,R002,C010,402937.69,313485.52,89452.17,60440.65,29011.51,19,19191.54
FIN0007451,20260101,S002,B004,P009,R002,C011,381376.01,296710.54,84665.47,57206.4,27459.07,21,15426.36
FIN0007452,20260101,S002,B004,P009,R002,C012,996320.77,775137.56,221183.21,149448.12,71735.1,44,46083.66
FIN0007453,20260101,S002,B004,P009,R001,C001,648847.33,504803.23,144044.11,97327.1,46717.01,32,33204.19
FIN0007454,20260101,S002,B004,P009,R001,C002,575397.89,447659.56,127738.33,86309.68,41428.65,28,23711.46
FIN0007455,20260101,S002,B004,P009,R001,C003,536602.64,417476.86,119125.79,80490.4,38635.39,29,25199.95
FIN0007456,20260101,S002,B004,P009,R001,C004,520529.38,404971.86,115557.52,78079.41,37478.12,25,20879.2
FIN0007457,20260101,S002,B004,P009,R001,C005,462620.12,359918.45,102701.67,69393.02,33308.65,22,20013.27
FIN0007458,20260101,S002,B004,P009,R001,C006,443046.97,344690.54,98356.43,66457.05,31899.38,21,18553.55
FIN0007459,20260101,S002,B004,P009,R001,C007,430175.1,334676.23,95498.87,64526.27,30972.61,26,23166.52
FIN0007460,20260101,S002,B004,P009,R001,C008,374704.83,291520.36,83184.47,56205.72,26978.75,19,18550.22
FIN0007461,20260101,S002,B004,P009,R001,C009,345121.5,268504.53,76616.97,51768.23,24848.75,16,13423.44
FIN0007462,20260101,S002,B004,P009,R001,C010,263357.46,204892.11,58465.36,39503.62,18961.74,13,11223.07
FIN0007463,20260101,S002,B004,P009,R001,C011,261618.1,203538.89,58079.22,39242.72,18836.5,14,11504.2
FIN0007464,20260101,S002,B004,P009,R001,C012,684815.72,532786.63,152029.09,102722.36,49306.73,36,28568.8
FIN0007465,20260101,S002,B004,P009,R004,C001,1248574.44,971390.92,277183.53,187286.17,89897.36,57,49303.85
FIN0007466,20260101,S002,B004,P009,R004,C002,1217477.79,947197.72,270280.07,182621.67,87658.4,71,50703.59
FIN0007467,20260101,S002,B004,P009,R004,C003,1049918.26,816836.4,233081.85,157487.74,75594.11,47,44616.88
FIN0007468,20260101,S002,B004,P009,R004,C004,961676.56,748184.37,213492.2,144251.48,69240.71,46,43379.25
FIN0007469,20260101,S002,B004,P009,R004,C005,865917.22,673683.6,192233.62,129887.58,62346.04,51,37490.06
FIN0007470,20260101,S002,B004,P009,R004,C006,809102.58,629481.81,179620.77,121365.39,58255.39,44,41205.4
FIN0007471,20260101,S002,B004,P009,R004,C007,824725.52,641636.46,183089.07,123708.83,59380.24,42,37531.01
FIN0007472,20260101,S002,B004,P009,R004,C008,719910.45,560090.33,159820.12,107986.57,51833.55,34,30679.91
FIN0007473,20260101,S002,B004,P009,R004,C009,674736.86,524945.28,149791.58,101210.53,48581.05,35,32754.92
FIN0007474,20260101,S002,B004,P009,R004,C010,517140.38,402335.21,114805.16,77571.06,37234.11,29,21898.01
FIN0007475,20260101,S002,B004,P009,R004,C011,497006.78,386671.27,110335.5,74551.02,35784.49,30,26282.8
FIN0007476,20260101,S002,B004,P009,R004,C012,1374918.99,1069686.97,305232.02,206237.85,98994.17,74,70431.83
FIN0007477,20260101,S002,B004,P009,R003,C001,786782.53,612116.81,174665.72,118017.38,56648.34,37,37594.33
FIN0007478,20260101,S002,B004,P009,R003,C002,715181.28,556411.03,158770.24,107277.19,51493.05,34,31169.34
FIN0007479,20260101,S002,B004,P009,R003,C003,695873.45,541389.54,154483.91,104381.02,50102.89,37,33369.52
FIN0007480,20260101,S002,B004,P009,R003,C004,640319.4,498168.49,142150.91,96047.91,46103.0,34,30727.14
FIN0007481,20260101,S002,B004,P009,R003,C005,554790.31,431626.86,123163.45,83218.55,39944.9,29,20247.07
FIN0007482,20260101,S002,B004,P009,R003,C006,531388.78,413420.47,117968.31,79708.32,38259.99,27,28693.71
FIN0007483,20260101,S002,B004,P009,R003,C007,528605.08,411254.75,117350.33,79290.76,38059.57,23,24455.69
FIN0007484,20260101,S002,B004,P009,R003,C008,470664.05,366176.63,104487.42,70599.61,33887.81,24,18180.58
FIN0007485,20260101,S002,B004,P009,R003,C009,414281.21,322310.78,91970.43,62142.18,29828.25,19,19351.33
FIN0007486,20260101,S002,B004,P009,R003,C010,335218.03,260799.63,74418.4,50282.7,24135.7,17,12646.27
FIN0007487,20260101,S002,B004,P009,R003,C011,319090.28,248252.24,70838.04,47863.54,22974.5,18,14948.02
FIN0007488,20260101,S002,B004,P009,R003,C012,869965.43,676833.11,193132.33,130494.81,62637.51,39,39742.32
FIN0007489,20260101,S002,B001,P002,R002,C001,1209691.1,789928.29,419762.81,220163.78,199599.03,54,161301.35
FIN0007490,20260101,S002,B001,P002,R002,C002,1188792.92,776281.78,412511.14,216360.31,196150.83,66,168772.01
FIN0007491,20260101,S002,B001,P002,R002,C003,975401.7,636937.31,338464.39,177523.11,160941.28,55,139375.91
FIN0007492,20260101,S002,B001,P002,R002,C004,1015827.17,663335.14,352492.03,184880.54,167611.48,52,141389.02
FIN0007493,20260101,S002,B001,P002,R002,C005,849585.8,554779.53,294806.27,154624.62,140181.66,40,121302.51
FIN0007494,20260101,S002,B001,P002,R002,C006,840100.18,548585.42,291514.76,152898.23,138616.53,37,109545.67
FIN0007495,20260101,S002,B001,P002,R002,C007,782796.03,511165.81,271630.22,142468.88,129161.35,40,109664.8
FIN0007496,20260101,S002,B001,P002,R002,C008,705556.92,460728.67,244828.25,128411.36,116416.89,32,91956.63
FIN0007497,20260101,S002,B001,P002,R002,C009,667864.24,436115.35,231748.89,121551.29,110197.6,39,88976.88
FIN0007498,20260101,S002,B001,P002,R002,C010,523577.55,341896.14,181681.41,95291.11,86390.3,25,74445.74
FIN0007499,20260101,S002,B001,P002,R002,C011,497156.64,324643.29,172513.35,90482.51,82030.85,30,71459.86
FIN0007500,20260101,S002,B001,P002,R002,C012,1276637.08,833644.01,442993.07,232347.95,210645.12,57,179733.01
FIN0007501,20260101,S002,B001,P002,R001,C001,818094.63,534215.79,283878.84,148893.22,134985.61,38,106800.89
FIN0007502,20260101,S002,B001,P002,R001,C002,800647.21,522822.63,277824.58,145717.79,132106.79,47,110430.47
FIN0007503,20260101,S002,B001,P002,R001,C003,674091.72,440181.89,233909.83,122684.69,111225.13,36,97256.57
FIN0007504,20260101,S002,B001,P002,R001,C004,685542.05,447658.96,237883.09,124768.65,113114.44,32,94217.69
FIN0007505,20260101,S002,B001,P002,R001,C005,599064.28,391188.98,207875.31,109029.7,98845.61,33,87286.54
FIN0007506,20260101,S002,B001,P002,R001,C006,547310.54,357393.78,189916.76,99610.52,90306.24,28,75946.42
FIN0007507,20260101,S002,B001,P002,R001,C007,532739.03,347878.59,184860.44,96958.5,87901.94,25,69031.64
FIN0007508,20260101,S002,B001,P002,R001,C008,506527.99,330762.78,175765.21,92188.09,83577.12,23,65951.31
FIN0007509,20260101,S002,B001,P002,R001,C009,460734.72,300859.77,159874.95,83853.72,76021.23,28,66267.69
FIN0007510,20260101,S002,B001,P002,R001,C010,352370.39,230097.87,122272.53,64131.41,58141.11,16,46924.36
FIN0007511,20260101,S002,B001,P002,R001,C011,309593.65,202164.66,107429.0,56346.05,51082.95,19,40807.44
FIN0007512,20260101,S002,B001,P002,R001,C012,866920.27,566098.94,300821.34,157779.49,143041.85,50,124453.59
FIN0007513,20260101,S002,B001,P002,R004,C001,1673465.46,1092772.94,580692.51,304570.71,276121.8,101,231255.03
FIN0007514,20260101,S002,B001,P002,R004,C002,1495719.02,976704.52,519014.5,272220.86,246793.64,83,218531.57
FIN0007515,20260101,S002,B001,P002,R004,C003,1326323.7,866089.37,460234.32,241390.91,218843.41,60,189357.29
FIN0007516,20260101,S002,B001,P002,R004,C004,1234569.13,806173.64,428395.49,224691.58,203703.91,64,172642.04
FIN0007517,20260101,S002,B001,P002,R004,C005,1206519.06,787856.95,418662.11,219586.47,199075.65,60,177170.44
FIN0007518,20260101,S002,B001,P002,R004,C006,1048765.72,684844.01,363921.7,190875.36,173046.34,47,138413.43
FIN0007519,20260101,S002,B001,P002,R004,C007,1072569.52,700387.89,372181.62,195207.65,176973.97,52,146537.34
FIN0007520,20260101,S002,B001,P002,R004,C008,912077.66,595586.71,316490.95,165998.13,150492.81,49,121174.34
FIN0007521,20260101,S002,B001,P002,R004,C009,873101.31,570135.15,302966.15,158904.44,144061.72,46,113809.23
FIN0007522,20260101,S002,B001,P002,R004,C010,729740.07,476520.27,253219.81,132812.69,120407.11,43,100010.94
FIN0007523,20260101,S002,B001,P002,R004,C011,626199.59,408908.33,217291.26,113968.33,103322.93,35,90013.19
FIN0007524,20260101,S002,B001,P002,R004,C012,1659091.73,1083386.9,575704.83,301954.7,273750.14,94,235585.51
FIN0007525,20260101,S002,B001,P002,R003,C001,1042295.49,680618.96,361676.54,189697.78,171978.76,48,146318.48
FIN0007526,20260101,S002,B001,P002,R003,C002,941568.29,614844.1,326724.2,171365.43,155358.77,56,137318.18
FIN0007527,20260101,S002,B001,P002,R003,C003,839131.54,547952.9,291178.65,152721.94,138456.7,47,123048.2
FIN0007528,20260101,S002,B001,P002,R003,C004,776818.32,507262.36,269555.96,141380.93,128175.02,35,106740.8
FIN0007529,20260101,S002,B001,P002,R003,C005,716330.45,467763.78,248566.67,130372.14,118194.52,34,104826.27
FIN0007530,20260101,S002,B001,P002,R003,C006,674646.41,440544.1,234102.3,122785.65,111316.66,38,90426.89
FIN0007531,20260101,S002,B001,P002,R003,C007,643503.91,420208.05,223295.86,117117.71,106178.14,34,90388.59
FIN0007532,20260101,S002,B001,P002,R003,C008,610118.53,398407.4,211711.13,111041.57,100669.56,35,85972.08
FIN0007533,20260101,S002,B001,P002,R003,C009,577754.25,377273.52,200480.72,105151.27,95329.45,30,77563.3
FIN0007534,20260101,S002,B001,P002,R003,C010,459721.69,300198.27,159523.43,83669.35,75854.08,26,67440.51
FIN0007535,20260101,S002,B001,P002,R003,C011,384840.14,251300.61,133539.53,70040.9,63498.62,18,54713.24
FIN0007536,20260101,S002,B001,P002,R003,C012,1153818.7,753443.61,400375.09,209995.0,190380.08,58,164080.49
FIN0007537,20260101,S002,B001,P001,R002,C001,790239.02,476514.13,313724.89,154886.85,158838.04,43,135195.64
FIN0007538,20260101,S002,B001,P001,R002,C002,773223.67,466253.87,306969.8,151551.84,155417.96,42,139881.73
FIN0007539,20260101,S002,B001,P001,R002,C003,614884.47,370775.34,244109.14,120517.36,123591.78,33,108968.03
FIN0007540,20260101,S002,B001,P001,R002,C004,581161.49,350440.38,230721.11,113907.65,116813.46,31,96127.04
FIN0007541,20260101,S002,B001,P001,R002,C005,574592.32,346479.17,228113.15,112620.09,115493.06,28,104365.37
FIN0007542,20260101,S002,B001,P001,R002,C006,527576.65,318128.72,209447.93,103405.02,106042.91,27,94678.75
FIN0007543,20260101,S002,B001,P001,R002,C007,509422.23,307181.6,202240.63,99846.76,102393.87,23,88496.66
FIN0007544,20260101,S002,B001,P001,R002,C008,438758.19,264571.19,174187.0,85996.61,88190.4,24,75288.82
FIN0007545,20260101,S002,B001,P001,R002,C009,418293.63,252231.06,166062.57,81985.55,84077.02,22,76327.63
FIN0007546,20260101,S002,B001,P001,R002,C010,350361.83,211268.18,139093.65,68670.92,70422.73,16,62750.03
FIN0007547,20260101,S002,B001,P001,R002,C011,308954.21,186299.39,122654.82,60555.03,62099.8,14,53096.86
FIN0007548,20260101,S002,B001,P001,R002,C012,857686.87,517185.19,340501.69,168106.63,172395.06,50,145457.24
FIN0007549,20260101,S002,B001,P001,R001,C001,534213.18,322130.55,212082.63,104705.78,107376.85,25,93908.97
FIN0007550,20260101,S002,B001,P001,R001,C002,501014.35,302111.66,198902.7,98198.81,100703.89,24,88621.62
FIN0007551,20260101,S002,B001,P001,R001,C003,420348.14,253469.93,166878.21,82388.24,84489.98,25,71308.55
FIN0007552,20260101,S002,B001,P001,R001,C004,416802.15,251331.7,165470.45,81693.22,83777.23,20,68853.64
FIN0007553,20260101,S002,B001,P001,R001,C005,401990.57,242400.31,159590.26,78790.15,80800.1,24,68335.14
FIN0007554,20260101,S002,B001,P001,R001,C006,344922.62,207988.34,136934.28,67604.83,69329.45,19,60377.09
FIN0007555,20260101,S002,B001,P001,R001,C007,327627.4,197559.32,130068.08,64214.97,65853.11,18,57266.8
FIN0007556,20260101,S002,B001,P001,R001,C008,294825.58,177779.83,117045.76,57785.81,59259.94,17,53633.19
FIN0007557,20260101,S002,B001,P001,R001,C009,274537.61,165546.18,108991.43,53809.37,55182.06,15,49529.81
FIN0007558,20260101,S002,B001,P001,R001,C010,233645.1,140887.99,92757.1,45794.44,46962.66,11,42627.27
FIN0007559,20260101,S002,B001,P001,R001,C011,216711.43,130676.99,86034.44,42475.44,43559.0,13,39212.21
FIN0007560,20260101,S002,B001,P001,R001,C012,577804.61,348416.18,229388.43,113249.7,116138.73,34,105489.93
FIN0007561,20260101,S002,B001,P001,R004,C001,1056877.16,637296.93,419580.23,207147.92,212432.31,50,189927.64
FIN0007562,20260101,S002,B001,P001,R004,C002,953001.93,574660.16,378341.76,186788.38,191553.39,56,163838.36
FIN0007563,20260101,S002,B001,P001,R004,C003,859912.1,518527.0,341385.1,168542.77,172842.33,43,142354.71
FIN0007564,20260101,S002,B001,P001,R004,C004,837962.2,505291.2,332670.99,164240.59,168430.4,39,141391.64
FIN0007565,20260101,S002,B001,P001,R004,C005,700449.22,422370.88,278078.34,137288.05,140790.29,32,122881.41
FIN0007566,20260101,S002,B001,P001,R004,C006,673775.29,406286.5,267488.79,132059.96,135428.83,39,115223.37
FIN0007567,20260101,S002,B001,P001,R004,C007,621019.64,374474.84,246544.8,121719.85,124824.95,33,106551.75
FIN0007568,20260101,S002,B001,P001,R004,C008,586334.7,353559.83,232774.88,114921.6,117853.28,32,103919.62
FIN0007569,20260101,S002,B001,P001,R004,C009,545754.23,329089.8,216664.43,106967.83,109696.6,26,97085.14
FIN0007570,20260101,S002,B001,P001,R004,C010,447813.17,270031.34,177781.83,87771.38,90010.45,25,75144.52
FIN0007571,20260101,S002,B001,P001,R004,C011,420174.5,253365.22,166809.27,82354.2,84455.07,23,70937.32
FIN0007572,20260101,S002,B001,P001,R004,C012,1064515.98,641903.13,422612.84,208645.13,213967.71,50,177038.72
FIN0007573,20260101,S002,B001,P001,R003,C001,681584.06,410995.19,270588.87,133590.48,136998.4,36,123715.33
FIN0007574,20260101,S002,B001,P001,R003,C002,635896.1,383445.35,252450.75,124635.64,127815.12,28,112384.81
FIN0007575,20260101,S002,B001,P001,R003,C003,566511.79,341606.61,224905.18,111036.31,113868.87,34,102563.09
FIN0007576,20260101,S002,B001,P001,R003,C004,530915.93,320142.31,210773.62,104059.52,106714.1,30,92362.84
FIN0007577,20260101,S002,B001,P001,R003,C005,493797.78,297760.06,196037.72,96784.37,99253.35,23,86712.31
FIN0007578,20260101,S002,B001,P001,R003,C006,453935.42,273723.06,180212.36,88971.34,91241.02,22,75568.82
FIN0007579,20260101,S002,B001,P001,R003,C007,416650.67,251240.35,165410.31,81663.53,83746.78,25,70455.78
FIN0007580,20260101,S002,B001,P001,R003,C008,402788.46,242881.44,159907.02,78946.54,80960.48,22,72420.71
FIN0007581,20260101,S002,B001,P001,R003,C009,360475.61,217366.79,143108.82,70653.22,72455.6,19,59638.44
FIN0007582,20260101,S002,B001,P001,R003,C010,267577.86,161349.45,106228.41,52445.26,53783.15,15,45611.08
FIN0007583,20260101,S002,B001,P001,R003,C011,243866.52,147051.51,96815.01,47797.84,49017.17,12,40545.93
FIN0007584,20260101,S002,B001,P001,R003,C012,667993.6,402800.14,265193.46,130926.75,134266.71,41,113870.91
FIN0007585,20260101,S002,B002,P003,R002,C001,641692.43,364481.3,277211.13,103954.17,173256.96,33,155871.23
FIN0007586,20260101,S002,B002,P003,R002,C002,638426.52,362626.26,275800.26,103425.1,172375.16,29,155974.03
FIN0007587,20260101,S002,B002,P003,R002,C003,525469.59,298466.73,227002.86,85126.07,141876.79,29,128083.18
FIN0007588,20260101,S002,B002,P003,R002,C004,517497.73,293938.71,223559.02,83834.63,139724.39,22,128234.81
FIN0007589,20260101,S002,B002,P003,R002,C005,480751.41,273066.8,207684.61,77881.73,129802.88,28,114234.02
FIN0007590,20260101,S002,B002,P003,R002,C006,435093.81,247133.29,187960.53,70485.2,117475.33,23,107230.34
FIN0007591,20260101,S002,B002,P003,R002,C007,426907.88,242483.68,184424.2,69159.08,115265.13,19,102560.93
FIN0007592,20260101,S002,B002,P003,R002,C008,363837.2,206659.53,157177.67,58941.63,98236.04,21,85937.67
FIN0007593,20260101,S002,B002,P003,R002,C009,370359.75,210364.34,159995.41,59998.28,99997.13,19,92013.33
FIN0007594,20260101,S002,B002,P003,R002,C010,266638.32,151450.57,115187.76,43195.41,71992.35,16,63164.15
FIN0007595,20260101,S002,B002,P003,R002,C011,263501.37,149668.78,113832.59,42687.22,71145.37,15,65444.42
FIN0007596,20260101,S002,B002,P003,R002,C012,701458.66,398428.52,303030.14,113636.3,189393.84,32,167229.7
FIN0007597,20260101,S002,B002,P003,R001,C001,468678.71,266209.51,202469.2,75925.95,126543.25,26,117013.36
FIN0007598,20260101,S002,B002,P003,R001,C002,418970.16,237975.05,180995.11,67873.17,113121.94,22,103295.91
FIN0007599,20260101,S002,B002,P003,R001,C003,357983.42,203334.58,154648.84,57993.31,96655.52,22,87848.7
FIN0007600,20260101,S002,B002,P003,R001,C004,366226.77,208016.81,158209.97,59328.74,98881.23,17,91695.25
FIN0007601,20260101,S002,B002,P003,R001,C005,334441.44,189962.74,144478.7,54179.51,90299.19,20,78437.91
FIN0007602,20260101,S002,B002,P003,R001,C006,292402.85,166084.82,126318.03,47369.26,78948.77,13,69407.11
FIN0007603,20260101,S002,B002,P003,R001,C007,273306.18,155237.91,118068.27,44275.6,73792.67,12,68342.06
FIN0007604,20260101,S002,B002,P003,R001,C008,264624.7,150306.83,114317.87,42869.2,71448.67,14,61966.78
FIN0007605,20260101,S002,B002,P003,R001,C009,230359.22,130844.04,99515.18,37318.19,62196.99,13,56496.93
FIN0007606,20260101,S002,B002,P003,R001,C010,198490.41,112742.56,85747.86,32155.45,53592.41,11,48409.3
FIN0007607,20260101,S002,B002,P003,R001,C011,174029.93,98849.0,75180.93,28192.85,46988.08,9,43445.38
FIN0007608,20260101,S002,B002,P003,R001,C012,450666.14,255978.37,194687.77,73007.91,121679.86,23,110209.61
FIN0007609,20260101,S002,B002,P003,R004,C001,903439.26,513153.5,390285.76,146357.16,243928.6,55,223690.4
FIN0007610,20260101,S002,B002,P003,R004,C002,842583.18,478587.25,363995.94,136498.48,227497.46,42,205047.52
FIN0007611,20260101,S002,B002,P003,R004,C003,742387.13,421675.89,320711.24,120266.71,200444.52,45,181121.44
FIN0007612,20260101,S002,B002,P003,R004,C004,665653.93,378091.43,287562.5,107835.94,179726.56,35,155974.15
FIN0007613,20260101,S002,B002,P003,R004,C005,649581.96,368962.55,280619.4,105232.28,175387.13,34,154566.28
FIN0007614,20260101,S002,B002,P003,R004,C006,585313.31,332457.96,252855.35,94820.76,158034.59,36,143748.22
FIN0007615,20260101,S002,B002,P003,R004,C007,528679.84,300290.15,228389.69,85646.13,142743.56,23,130148.4
FIN0007616,20260101,S002,B002,P003,R004,C008,490368.8,278529.48,211839.32,79439.75,132399.58,28,123216.0
FIN0007617,20260101,S002,B002,P003,R004,C009,473154.97,268752.02,204402.95,76651.1,127751.84,27,115110.27
FIN0007618,20260101,S002,B002,P003,R004,C010,365156.71,207409.01,157747.7,59155.39,98592.31,21,85650.82
FIN0007619,20260101,S002,B002,P003,R004,C011,352954.05,200477.9,152476.15,57178.56,95297.59,21,83122.33
FIN0007620,20260101,S002,B002,P003,R004,C012,873268.85,496016.71,377252.14,141469.55,235782.59,41,204572.57
FIN0007621,20260101,S002,B002,P003,R003,C001,555491.67,315519.27,239972.4,89989.65,149982.75,26,138389.39
FIN0007622,20260101,S002,B002,P003,R003,C002,542784.96,308301.86,234483.1,87931.16,146551.94,24,127149.62
FIN0007623,20260101,S002,B002,P003,R003,C003,467223.47,265382.93,201840.54,75690.2,126150.34,28,111720.58
FIN0007624,20260101,S002,B002,P003,R003,C004,429455.06,243930.47,185524.59,69571.72,115952.87,25,101717.85
FIN0007625,20260101,S002,B002,P003,R003,C005,405195.09,230150.81,175044.28,65641.6,109402.67,19,97470.69
FIN0007626,20260101,S002,B002,P003,R003,C006,378556.62,215020.16,163536.46,61326.17,102210.29,21,90703.27
FIN0007627,20260101,S002,B002,P003,R003,C007,346993.73,197092.44,149901.29,56212.98,93688.31,18,82026.03
FIN0007628,20260101,S002,B002,P003,R003,C008,325179.64,184702.03,140477.6,52679.1,87798.5,17,76682.52
FIN0007629,20260101,S002,B002,P003,R003,C009,303791.08,172553.33,131237.75,49214.16,82023.59,18,75929.4
FIN0007630,20260101,S002,B002,P003,R003,C010,235637.0,133841.82,101795.19,38173.19,63621.99,10,58389.08
FIN0007631,20260101,S002,B002,P003,R003,C011,207983.66,118134.72,89848.94,33693.35,56155.59,12,52371.01
FIN0007632,20260101,S002,B002,P003,R003,C012,570484.1,324034.97,246449.13,92418.42,154030.71,29,137736.42
FIN0007633,20260101,S002,B002,P004,R002,C001,486222.21,259156.44,227065.77,85575.11,141490.66,23,130088.38
FIN0007634,20260101,S002,B002,P004,R002,C002,409738.01,218390.36,191347.65,72113.89,119233.76,22,111242.48
FIN0007635,20260101,S002,B002,P004,R002,C003,372705.27,198651.91,174053.36,65596.13,108457.23,20,100442.42
FIN0007636,20260101,S002,B002,P004,R002,C004,375998.43,200407.16,175591.27,66175.72,109415.54,17,97657.54
FIN0007637,20260101,S002,B002,P004,R002,C005,317179.52,169056.68,148122.83,55823.6,92299.24,16,81634.82
FIN0007638,20260101,S002,B002,P004,R002,C006,316879.37,168896.7,147982.66,55770.77,92211.9,19,85041.41
FIN0007639,20260101,S002,B002,P004,R002,C007,301842.43,160882.02,140960.41,53124.27,87836.15,15,81545.93
FIN0007640,20260101,S002,B002,P004,R002,C008,270169.46,144000.32,126169.14,47549.82,78619.31,14,71783.06
FIN0007641,20260101,S002,B002,P004,R002,C009,244450.56,130292.15,114158.41,43023.3,71135.11,12,66289.97
FIN0007642,20260101,S002,B002,P004,R002,C010,197367.25,105196.74,92170.51,34736.64,57433.87,9,51249.07
FIN0007643,20260101,S002,B002,P004,R002,C011,185628.57,98940.03,86688.54,32670.63,54017.91,11,47768.06
FIN0007644,20260101,S002,B002,P004,R002,C012,495865.34,264296.22,231569.11,87272.3,144296.81,26,134161.19
FIN0007645,20260101,S002,B002,P004,R001,C001,317733.14,169351.76,148381.37,55921.03,92460.34,15,85335.49
FIN0007646,20260101,S002,B002,P004,R001,C002,290603.21,154891.51,135711.7,51146.17,84565.54,13,75177.21
FIN0007647,20260101,S002,B002,P004,R001,C003,261980.47,139635.59,122344.88,46108.56,76236.32,14,67703.79
FIN0007648,20260101,S002,B002,P004,R001,C004,249721.35,133101.48,116619.87,43950.96,72668.91,15,66266.98
FIN0007649,20260101,S002,B002,P004,R001,C005,225863.6,120385.3,105478.3,39751.99,65726.31,11,58964.65
FIN0007650,20260101,S002,B002,P004,R001,C006,201684.95,107498.08,94186.87,35496.55,58690.32,9,51888.38
FIN0007651,20260101,S002,B002,P004,R001,C007,202299.32,107825.54,94473.78,35604.68,58869.1,12,53772.16
FIN0007652,20260101,S002,B002,P004,R001,C008,182886.63,97478.57,85408.06,32188.05,53220.01,10,49612.04
FIN0007653,20260101,S002,B002,P004,R001,C009,173315.26,92377.03,80938.23,30503.49,50434.74,10,45316.57
FIN0007654,20260101,S002,B002,P004,R001,C010,127146.37,67769.02,59377.36,22377.76,36999.59,7,32655.47
FIN0007655,20260101,S002,B002,P004,R001,C011,115468.56,61544.74,53923.82,20322.47,33601.35,5,29915.76
FIN0007656,20260101,S002,B002,P004,R001,C012,317786.41,169380.15,148406.25,55930.41,92475.84,19,86224.15
FIN0007657,20260101,S002,B002,P004,R004,C001,576963.51,307521.55,269441.96,101545.58,167896.38,31,150524.82
FIN0007658,20260101,S002,B002,P004,R004,C002,557443.23,297117.24,260325.99,98110.01,162215.98,30,143506.4
FIN0007659,20260101,S002,B002,P004,R004,C003,493351.24,262956.21,230395.03,86829.82,143565.21,27,127894.8
FIN0007660,20260101,S002,B002,P004,R004,C004,471211.69,251155.83,220055.86,82933.26,137122.6,23,125877.59
FIN0007661,20260101,S002,B002,P004,R004,C005,437748.89,233320.16,204428.73,77043.81,127384.93,20,117635.45
FIN0007662,20260101,S002,B002,P004,R004,C006,377887.52,201414.05,176473.47,66508.2,109965.27,21,100613.02
FIN0007663,20260101,S002,B002,P004,R004,C007,380160.52,202625.56,177534.96,66908.25,110626.71,23,99525.0
FIN0007664,20260101,S002,B002,P004,R004,C008,344230.38,183474.79,160755.59,60584.55,100171.04,18,89392.68
FIN0007665,20260101,S002,B002,P004,R004,C009,336964.47,179602.06,157362.41,59305.75,98056.66,17,91589.03
FIN0007666,20260101,S002,B002,P004,R004,C010,263451.42,140419.61,123031.81,46367.45,76664.36,11,67575.8
FIN0007667,20260101,S002,B002,P004,R004,C011,239641.95,127729.16,111912.79,42176.98,69735.81,13,62603.09
FIN0007668,20260101,S002,B002,P004,R004,C012,602420.03,321089.88,281330.15,106025.93,175304.23,27,161729.2
