order_key,order_id,order_date,customer_id,product_id,category,subcategory,region,channel,device,customer_segment,customer_home_region,status,quantity,unit_price,discount_amount,shipping_fee,tax_amount,gmv,net_revenue,refund_amount,contribution_margin,payment_method,is_first_order,order_month,completed_order_flag,refund_order_flag,cancel_order_flag
8554,O00008554,2025-09-07,U92058,SKU_1013,Beauty,Fragrance,International,Direct,Mobile,Returning,International,Completed,1,50.45,3.82,0.0,0.0,50.45,46.63,0.0,12.7,Card,0,2025-09,1,0,0
8555,O00008555,2025-09-07,U68510,SKU_1001,Apparel,Outerwear,International,Email,Mobile,Returning,International,Completed,1,55.32,2.13,0.0,0.0,55.32,53.19,0.0,18.5,Card,0,2025-09,1,0,0
8556,O00008556,2025-09-07,U75895,SKU_1036,Sports,Outdoor,Northeast,Direct,Desktop,Returning,Northeast,Completed,1,68.56,7.08,0.0,0.0,68.56,61.48,0.0,21.36,Card,0,2025-09,1,0,0
8557,O00008557,2025-09-07,U10107,SKU_1010,Beauty,Skincare,West,Paid Search,Desktop,Returning,West,Completed,1,37.2,1.33,0.0,0.0,37.2,35.87,0.0,12.03,Card,0,2025-09,1,0,0
8558,O00008558,2025-09-07,U37620,SKU_1031,Home,Storage,Northeast,Paid Search,Mobile,Returning,Northeast,Completed,1,87.53,8.76,0.0,0.0,87.53,78.77,0.0,34.58,Card,0,2025-09,1,0,0
8559,O00008559,2025-09-07,U58000,SKU_1012,Beauty,Makeup,South,Organic Search,Desktop,Returning,South,Completed,1,30.42,4.2,0.0,0.0,30.42,26.22,0.0,9.02,Card,0,2025-09,1,0,0
8560,O00008560,2025-09-07,U76796,SKU_1021,Electronics,Wearables,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,1,231.2,22.65,0.0,0.0,231.2,208.55,0.0,80.3,Card,0,2025-09,1,0,0
8561,O00008561,2025-09-07,U44476,SKU_1021,Electronics,Wearables,International,Organic Search,Desktop,Returning,International,Completed,1,231.2,10.38,0.0,0.0,231.2,220.82,0.0,85.03,Card,0,2025-09,1,0,0
8562,O00008562,2025-09-07,U43858,SKU_1039,Sports,Team Sports,West,Organic Search,Mobile,Returning,West,Completed,1,89.83,4.9,0.0,0.0,89.83,84.93,0.0,37.0,Card,0,2025-09,1,0,0
8563,O00008563,2025-09-07,U76092,SKU_1022,Electronics,Wearables,Midwest,Email,Mobile,Returning,Midwest,Completed,2,208.98,33.02,0.0,0.0,417.96,384.94,0.0,124.84,Card,0,2025-09,1,0,0
8564,O00008564,2025-09-07,U50654,SKU_1028,Home,Bedding,West,Referral,Tablet,Returning,West,Completed,1,83.76,7.75,0.0,0.0,83.76,76.01,0.0,20.93,Card,0,2025-09,1,0,0
8565,O00008565,2025-09-07,U36099,SKU_1003,Apparel,Footwear,South,Email,Mobile,Returning,South,Completed,1,71.09,5.53,0.0,0.0,71.09,65.56,0.0,28.91,Card,0,2025-09,1,0,0
8566,O00008566,2025-09-07,U72305,SKU_1038,Sports,Recovery,Northeast,Direct,Desktop,Returning,Northeast,Completed,1,91.48,4.81,0.0,0.0,91.48,86.67,0.0,34.57,Card,0,2025-09,1,0,0
8567,O00008567,2025-09-07,U47162,SKU_1018,Electronics,Audio,South,Direct,Desktop,Returning,South,Completed,1,258.83,26.87,0.0,0.0,258.83,231.96,0.0,105.4,Card,0,2025-09,1,0,0
8568,O00008568,2025-09-07,U67976,SKU_1025,Home,Kitchen,Midwest,Paid Search,Mobile,Returning,Midwest,Completed,1,87.29,7.22,0.0,0.0,87.29,80.07,0.0,35.51,Card,0,2025-09,1,0,0
8569,O00008569,2025-09-08,U92482,SKU_1023,Electronics,Accessories,West,Organic Search,Desktop,Returning,West,Completed,1,262.59,10.99,0.0,0.0,262.59,251.6,0.0,103.16,Card,0,2025-09,1,0,0
8570,O00008570,2025-09-08,U73658,SKU_1047,Books,Wellness,Northeast,Direct,Mobile,Returning,Northeast,Completed,1,24.09,2.32,0.0,0.0,24.09,21.77,0.0,8.27,Card,0,2025-09,1,0,0
8571,O00008571,2025-09-08,U56154,SKU_1013,Beauty,Fragrance,Northeast,Organic Search,Mobile,Returning,Northeast,Completed,1,50.45,4.91,0.0,0.0,50.45,45.54,0.0,12.4,Card,0,2025-09,1,0,0
8572,O00008572,2025-09-08,U47874,SKU_1032,Home,Storage,South,Referral,Desktop,Returning,South,Completed,1,111.87,8.22,0.0,0.0,111.87,103.65,0.0,23.63,Card,0,2025-09,1,0,0
8573,O00008573,2025-09-08,U50832,SKU_1031,Home,Storage,West,Affiliate,Mobile,Returning,West,Completed,1,87.53,0.59,0.0,0.0,87.53,86.94,0.0,38.16,Card,0,2025-09,1,0,0
8574,O00008574,2025-09-08,U52912,SKU_1022,Electronics,Wearables,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,1,208.98,21.46,0.0,0.0,208.98,187.52,0.0,60.81,Card,0,2025-09,1,0,0
8575,O00008575,2025-09-08,U45323,SKU_1023,Electronics,Accessories,West,Direct,Tablet,Returning,West,Completed,1,262.59,31.09,0.0,0.0,262.59,231.5,0.0,94.92,Card,0,2025-09,1,0,0
8576,O00008576,2025-09-08,U95938,SKU_1007,Apparel,Accessories,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,2,49.81,9.62,0.0,0.0,99.62,90.0,0.0,34.3,Card,0,2025-09,1,0,0
8577,O00008577,2025-09-08,U27941,SKU_1016,Beauty,Haircare,South,Referral,Mobile,Returning,South,Completed,1,27.61,3.81,0.0,0.0,27.61,23.8,0.0,11.52,Card,0,2025-09,1,0,0
8578,O00008578,2025-09-08,U40343,SKU_1009,Beauty,Skincare,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,1,46.75,4.92,0.0,0.0,46.75,41.83,0.0,17.53,Card,0,2025-09,1,0,0
8579,O00008579,2025-09-08,U37956,SKU_1039,Sports,Team Sports,Midwest,Organic Search,Mobile,Returning,Midwest,Completed,1,89.83,10.1,0.0,0.0,89.83,79.73,0.0,34.73,Card,0,2025-09,1,0,0
8580,O00008580,2025-09-08,U77323,SKU_1012,Beauty,Makeup,West,Referral,Desktop,Returning,West,Completed,2,30.42,3.69,0.0,0.0,60.84,57.15,0.0,19.65,Card,0,2025-09,1,0,0
8581,O00008581,2025-09-08,U67717,SKU_1020,Electronics,Smart Home,West,Direct,Desktop,Returning,West,Completed,1,218.82,21.34,0.0,0.0,218.82,197.48,0.0,89.06,Card,0,2025-09,1,0,0
8582,O00008582,2025-09-08,U21218,SKU_1003,Apparel,Footwear,Northeast,Email,Desktop,Returning,Northeast,Completed,2,71.09,33.57,0.0,0.0,142.18,108.61,0.0,47.9,Card,0,2025-09,1,0,0
8583,O00008583,2025-09-08,U81702,SKU_1016,Beauty,Haircare,South,Referral,Mobile,Returning,South,Completed,2,27.61,4.41,0.0,0.0,55.22,50.81,0.0,24.6,Card,0,2025-09,1,0,0
8584,O00008584,2025-09-08,U24635,SKU_1020,Electronics,Smart Home,West,Paid Search,Desktop,Returning,West,Completed,1,218.82,12.46,0.0,0.0,218.82,206.36,0.0,93.06,Card,0,2025-09,1,0,0
8585,O00008585,2025-09-08,U14137,SKU_1043,Books,Fiction,West,Organic Search,Desktop,Returning,West,Completed,2,20.68,1.87,0.0,0.0,41.36,39.49,0.0,15.83,Card,0,2025-09,1,0,0
8586,O00008586,2025-09-08,U56806,SKU_1040,Sports,Team Sports,West,Direct,Desktop,Returning,West,Completed,1,78.28,2.57,0.0,0.0,78.28,75.71,0.0,32.21,Card,0,2025-09,1,0,0
8587,O00008587,2025-09-08,U56138,SKU_1016,Beauty,Haircare,Northeast,Email,Desktop,Returning,Northeast,Completed,1,27.61,3.24,0.0,0.0,27.61,24.37,0.0,11.8,Card,0,2025-09,1,0,0
8588,O00008588,2025-09-08,U64575,SKU_1004,Apparel,Footwear,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,1,58.25,7.45,0.0,0.0,58.25,50.8,0.0,22.47,Card,0,2025-09,1,0,0
8589,O00008589,2025-09-08,U63939,SKU_1035,Sports,Outdoor,West,Direct,Mobile,Returning,West,Completed,1,83.01,8.74,0.0,0.0,83.01,74.27,0.0,29.19,Card,0,2025-09,1,0,0
8590,O00008590,2025-09-08,U79485,SKU_1025,Home,Kitchen,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,2,87.29,5.95,0.0,0.0,174.58,168.63,0.0,74.79,Card,0,2025-09,1,0,0
8591,O00008591,2025-09-08,U13172,SKU_1011,Beauty,Makeup,International,Email,Mobile,Returning,International,Completed,1,35.96,0.86,0.0,0.0,35.96,35.1,0.0,10.91,Card,0,2025-09,1,0,0
8592,O00008592,2025-09-08,U14786,SKU_1005,Apparel,Basics,Midwest,Affiliate,Mobile,Returning,Midwest,Completed,2,59.14,4.02,0.0,0.0,118.28,114.26,0.0,48.88,Card,0,2025-09,1,0,0
8593,O00008593,2025-09-08,U94395,SKU_1034,Sports,Training,South,Paid Search,Mobile,Returning,South,Completed,1,82.03,5.09,0.0,0.0,82.03,76.94,0.0,38.38,Card,0,2025-09,1,0,0
8594,O00008594,2025-09-08,U59167,SKU_1027,Home,Bedding,West,Email,Mobile,Returning,West,Completed,1,102.06,5.97,0.0,0.0,102.06,96.09,0.0,27.18,Card,0,2025-09,1,0,0
8595,O00008595,2025-09-08,U95893,SKU_1009,Beauty,Skincare,West,Direct,Desktop,Returning,West,Completed,2,46.75,7.56,0.0,0.0,93.5,85.94,0.0,36.02,Card,0,2025-09,1,0,0
8596,O00008596,2025-09-08,U36408,SKU_1001,Apparel,Outerwear,South,Email,Desktop,Returning,South,Completed,1,55.32,6.48,0.0,0.0,55.32,48.84,0.0,16.98,Card,0,2025-09,1,0,0
8597,O00008597,2025-09-08,U40831,SKU_1011,Beauty,Makeup,West,Paid Search,Desktop,Returning,West,Completed,1,35.96,0.6,0.0,0.0,35.96,35.36,0.0,10.99,Card,0,2025-09,1,0,0
8598,O00008598,2025-09-08,U94641,SKU_1038,Sports,Recovery,South,Email,Desktop,Returning,South,Completed,2,91.48,16.2,0.0,0.0,182.96,166.76,0.0,66.52,Card,0,2025-09,1,0,0
8599,O00008599,2025-09-08,U32600,SKU_1009,Beauty,Skincare,West,Email,Desktop,Returning,West,Completed,1,46.75,7.48,0.0,0.0,46.75,39.27,0.0,16.46,Card,0,2025-09,1,0,0
8600,O00008600,2025-09-08,U84100,SKU_1026,Home,Kitchen,Midwest,Direct,Desktop,Returning,Midwest,Completed,1,95.4,3.07,0.0,0.0,95.4,92.33,0.0,49.12,Card,0,2025-09,1,0,0
8601,O00008601,2025-09-08,U38162,SKU_1012,Beauty,Makeup,Northeast,Email,Mobile,Returning,Northeast,Completed,1,30.42,5.61,0.0,0.0,30.42,24.81,0.0,8.53,Card,0,2025-09,1,0,0
8602,O00008602,2025-09-08,U27769,SKU_1035,Sports,Outdoor,International,Organic Search,Desktop,Returning,International,Completed,1,83.01,6.15,0.0,0.0,83.01,76.86,0.0,30.21,Card,0,2025-09,1,0,0
8603,O00008603,2025-09-08,U96365,SKU_1013,Beauty,Fragrance,South,Organic Search,Desktop,Returning,South,Completed,1,50.45,3.28,0.0,0.0,50.45,47.17,0.0,12.85,Card,0,2025-09,1,0,0
8604,O00008604,2025-09-08,U69863,SKU_1045,Books,Children,Midwest,Affiliate,Mobile,Returning,Midwest,Completed,3,24.57,4.54,0.0,0.0,73.71,69.17,0.0,24.14,Card,0,2025-09,1,0,0
8605,O00008605,2025-09-08,U32094,SKU_1016,Beauty,Haircare,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,1,27.61,0.56,0.0,0.0,27.61,27.05,0.0,13.1,Card,0,2025-09,1,0,0
8606,O00008606,2025-09-08,U47552,SKU_1016,Beauty,Haircare,South,Referral,Mobile,Returning,South,Completed,1,27.61,0.56,0.0,0.0,27.61,27.05,0.0,13.1,Card,0,2025-09,1,0,0
8607,O00008607,2025-09-08,U95976,SKU_1029,Home,Decor,Northeast,Affiliate,Mobile,Returning,Northeast,Completed,1,98.15,2.89,0.0,0.0,98.15,95.26,0.0,35.19,Card,0,2025-09,1,0,0
8608,O00008608,2025-09-08,U12816,SKU_1016,Beauty,Haircare,South,Email,Desktop,Returning,South,Completed,1,27.61,0.43,0.0,0.0,27.61,27.18,0.0,13.16,Card,0,2025-09,1,0,0
8609,O00008609,2025-09-08,U27540,SKU_1034,Sports,Training,South,Organic Search,Desktop,Returning,South,Completed,3,82.03,18.01,0.0,0.0,246.09,228.08,0.0,113.76,Card,0,2025-09,1,0,0
8610,O00008610,2025-09-09,U16482,SKU_1016,Beauty,Haircare,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,27.61,3.36,0.0,0.0,27.61,24.25,0.0,11.74,Card,0,2025-09,1,0,0
8611,O00008611,2025-09-09,U13700,SKU_1025,Home,Kitchen,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,1,87.29,10.39,0.0,0.0,87.29,76.9,0.0,34.11,Card,0,2025-09,1,0,0
8612,O00008612,2025-09-09,U61209,SKU_1010,Beauty,Skincare,West,Paid Search,Mobile,Returning,West,Completed,1,37.2,0.47,0.0,0.0,37.2,36.73,0.0,12.31,Card,0,2025-09,1,0,0
8613,O00008613,2025-09-09,U57168,SKU_1015,Beauty,Haircare,West,Organic Search,Mobile,Returning,West,Completed,1,46.32,7.99,0.0,0.0,46.32,38.33,0.0,13.57,Card,0,2025-09,1,0,0
8614,O00008614,2025-09-09,U31136,SKU_1010,Beauty,Skincare,West,Email,Mobile,Returning,West,Completed,1,37.2,2.92,0.0,0.0,37.2,34.28,0.0,11.49,Card,0,2025-09,1,0,0
8615,O00008615,2025-09-09,U30350,SKU_1025,Home,Kitchen,International,Email,Tablet,Returning,International,Completed,1,87.29,3.64,0.0,0.0,87.29,83.65,0.0,37.1,Card,0,2025-09,1,0,0
8616,O00008616,2025-09-09,U68385,SKU_1001,Apparel,Outerwear,Northeast,Organic Search,Desktop,Returning,Northeast,Completed,1,55.32,2.5,0.0,0.0,55.32,52.82,0.0,18.37,Card,0,2025-09,1,0,0
8617,O00008617,2025-09-09,U41801,SKU_1036,Sports,Outdoor,Northeast,Direct,Mobile,Returning,Northeast,Completed,2,68.56,0.21,0.0,0.0,137.12,136.91,0.0,47.56,Card,0,2025-09,1,0,0
8618,O00008618,2025-09-09,U20425,SKU_1007,Apparel,Accessories,West,Email,Mobile,Returning,West,Completed,1,49.81,4.18,0.0,0.0,49.81,45.63,0.0,17.39,Card,0,2025-09,1,0,0
8619,O00008619,2025-09-09,U41094,SKU_1046,Books,Children,International,Paid Search,Mobile,Returning,International,Completed,1,27.66,2.65,0.0,0.0,27.66,25.01,0.0,10.45,Card,0,2025-09,1,0,0
8620,O00008620,2025-09-09,U78446,SKU_1027,Home,Bedding,South,Organic Search,Desktop,Returning,South,Completed,1,102.06,2.09,0.0,0.0,102.06,99.97,0.0,28.28,Card,0,2025-09,1,0,0
8621,O00008621,2025-09-09,U35527,SKU_1021,Electronics,Wearables,International,Paid Search,Mobile,Returning,International,Completed,1,231.2,14.41,0.0,0.0,231.2,216.79,0.0,83.48,Card,0,2025-09,1,0,0
8622,O00008622,2025-09-09,U68183,SKU_1002,Apparel,Outerwear,Midwest,Paid Search,Tablet,Returning,Midwest,Completed,1,68.86,10.58,0.0,0.0,68.86,58.28,0.0,18.52,Card,0,2025-09,1,0,0
8623,O00008623,2025-09-09,U45251,SKU_1014,Beauty,Fragrance,International,Organic Search,Mobile,Returning,International,Completed,2,35.24,4.8,0.0,0.0,70.48,65.68,0.0,39.34,Card,0,2025-09,1,0,0
8624,O00008624,2025-09-09,U67446,SKU_1010,Beauty,Skincare,Northeast,Email,Desktop,Returning,Northeast,Completed,1,37.2,1.79,0.0,0.0,37.2,35.41,0.0,11.87,Card,0,2025-09,1,0,0
8625,O00008625,2025-09-09,U71080,SKU_1015,Beauty,Haircare,International,Email,Desktop,Returning,International,Completed,2,46.32,8.74,0.0,0.0,92.64,83.9,0.0,29.71,Card,0,2025-09,1,0,0
8626,O00008626,2025-09-09,U28869,SKU_1037,Sports,Recovery,Northeast,Paid Search,Mobile,Returning,Northeast,Completed,1,67.21,7.85,0.0,0.0,67.21,59.36,0.0,25.16,Card,0,2025-09,1,0,0
8627,O00008627,2025-09-09,U81926,SKU_1002,Apparel,Outerwear,Northeast,Email,Mobile,Returning,Northeast,Completed,1,68.86,7.58,0.0,0.0,68.86,61.28,0.0,19.47,Card,0,2025-09,1,0,0
8628,O00008628,2025-09-09,U70329,SKU_1029,Home,Decor,West,Direct,Mobile,Returning,West,Completed,1,98.15,7.25,0.0,0.0,98.15,90.9,0.0,33.58,Card,0,2025-09,1,0,0
8629,O00008629,2025-09-09,U57750,SKU_1010,Beauty,Skincare,South,Paid Social,Mobile,Returning,South,Completed,1,37.2,4.05,0.0,0.0,37.2,33.15,0.0,11.11,Card,0,2025-09,1,0,0
8630,O00008630,2025-09-09,U43626,SKU_1005,Apparel,Basics,Northeast,Referral,Mobile,Returning,Northeast,Completed,1,59.14,4.08,0.0,0.0,59.14,55.06,0.0,23.55,Card,0,2025-09,1,0,0
8631,O00008631,2025-09-09,U51737,SKU_1016,Beauty,Haircare,Midwest,Referral,Mobile,Returning,Midwest,Completed,2,27.61,5.34,0.0,0.0,55.22,49.88,0.0,24.15,Card,0,2025-09,1,0,0
8632,O00008632,2025-09-09,U37705,SKU_1025,Home,Kitchen,South,Organic Search,Desktop,Returning,South,Completed,1,87.29,9.37,0.0,0.0,87.29,77.92,0.0,34.56,Card,0,2025-09,1,0,0
8633,O00008633,2025-09-09,U92530,SKU_1044,Books,Fiction,South,Affiliate,Tablet,Returning,South,Completed,2,26.55,5.05,0.0,0.0,53.1,48.05,0.0,26.35,Card,0,2025-09,1,0,0
8634,O00008634,2025-09-09,U97149,SKU_1028,Home,Bedding,South,Email,Desktop,Returning,South,Completed,1,83.76,11.93,0.0,0.0,83.76,71.83,0.0,19.78,Card,0,2025-09,1,0,0
8635,O00008635,2025-09-09,U36315,SKU_1028,Home,Bedding,South,Direct,Desktop,Returning,South,Completed,1,83.76,9.41,0.0,0.0,83.76,74.35,0.0,20.47,Card,0,2025-09,1,0,0
8636,O00008636,2025-09-09,U95150,SKU_1041,Books,Business,South,Organic Search,Mobile,Returning,South,Completed,1,21.2,1.19,0.0,0.0,21.2,20.01,0.0,7.19,Card,0,2025-09,1,0,0
8637,O00008637,2025-09-09,U47959,SKU_1021,Electronics,Wearables,West,Organic Search,Desktop,Returning,West,Completed,1,231.2,25.74,0.0,0.0,231.2,205.46,0.0,79.11,Card,0,2025-09,1,0,0
8638,O00008638,2025-09-09,U42128,SKU_1010,Beauty,Skincare,South,Email,Desktop,Returning,South,Completed,2,37.2,7.19,0.0,0.0,74.4,67.21,0.0,22.53,Card,0,2025-09,1,0,0
8639,O00008639,2025-09-09,U76749,SKU_1024,Electronics,Accessories,Midwest,Direct,Desktop,Returning,Midwest,Completed,3,205.32,61.73,0.0,0.0,615.96,554.23,0.0,287.22,Card,0,2025-09,1,0,0
8640,O00008640,2025-09-09,U12698,SKU_1006,Apparel,Basics,South,Paid Search,Desktop,Returning,South,Completed,1,56.56,5.46,0.0,0.0,56.56,51.1,0.0,20.35,Card,0,2025-09,1,0,0
8641,O00008641,2025-09-09,U90000,SKU_1004,Apparel,Footwear,West,Paid Search,Tablet,Returning,West,Completed,1,58.25,5.67,0.0,0.0,58.25,52.58,0.0,23.26,Card,0,2025-09,1,0,0
8642,O00008642,2025-09-09,U98869,SKU_1042,Books,Business,West,Direct,Desktop,Returning,West,Completed,1,25.86,2.66,0.0,0.0,25.86,23.2,0.0,12.51,Card,0,2025-09,1,0,0
8643,O00008643,2025-09-09,U95613,SKU_1035,Sports,Outdoor,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,2,83.01,6.93,0.0,0.0,166.02,159.09,0.0,62.52,Card,0,2025-09,1,0,0
8644,O00008644,2025-09-09,U21796,SKU_1005,Apparel,Basics,South,Paid Search,Desktop,Returning,South,Completed,1,59.14,4.63,0.0,0.0,59.14,54.51,0.0,23.32,Card,0,2025-09,1,0,0
8645,O00008645,2025-09-09,U80892,SKU_1004,Apparel,Footwear,South,Email,Tablet,Returning,South,Completed,2,58.25,18.68,0.0,0.0,116.5,97.82,0.0,43.27,Card,0,2025-09,1,0,0
8646,O00008646,2025-09-09,U42377,SKU_1018,Electronics,Audio,South,Email,Mobile,Returning,South,Completed,1,258.83,36.37,0.0,0.0,258.83,222.46,0.0,101.08,Card,0,2025-09,1,0,0
8647,O00008647,2025-09-09,U74146,SKU_1029,Home,Decor,International,Email,Desktop,Returning,International,Completed,1,98.15,12.92,0.0,0.0,98.15,85.23,0.0,31.48,Card,0,2025-09,1,0,0
8648,O00008648,2025-09-09,U51449,SKU_1002,Apparel,Outerwear,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,1,68.86,8.27,0.0,0.0,68.86,60.59,0.0,19.25,Card,0,2025-09,1,0,0
8649,O00008649,2025-09-09,U72711,SKU_1012,Beauty,Makeup,Midwest,Paid Social,Mobile,Returning,Midwest,Completed,1,30.42,5.1,0.0,0.0,30.42,25.32,0.0,8.71,Card,0,2025-09,1,0,0
8650,O00008650,2025-09-09,U28049,SKU_1009,Beauty,Skincare,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,46.75,5.09,0.0,0.0,46.75,41.66,0.0,17.46,Card,0,2025-09,1,0,0
8651,O00008651,2025-09-09,U56225,SKU_1003,Apparel,Footwear,South,Paid Search,Desktop,Returning,South,Completed,1,71.09,7.4,0.0,0.0,71.09,63.69,0.0,28.09,Card,0,2025-09,1,0,0
8652,O00008652,2025-09-10,U10338,SKU_1044,Books,Fiction,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,1,26.55,3.33,0.0,0.0,26.55,23.22,0.0,12.73,Card,0,2025-09,1,0,0
8653,O00008653,2025-09-10,U63760,SKU_1006,Apparel,Basics,South,Paid Search,Desktop,Returning,South,Completed,1,56.56,4.65,0.0,0.0,56.56,51.91,0.0,20.67,Card,0,2025-09,1,0,0
8654,O00008654,2025-09-10,U36088,SKU_1010,Beauty,Skincare,Northeast,Paid Social,Mobile,Returning,Northeast,Completed,2,37.2,9.07,0.0,0.0,74.4,65.33,0.0,21.9,Card,0,2025-09,1,0,0
8655,O00008655,2025-09-10,U45029,SKU_1038,Sports,Recovery,South,Email,Desktop,Returning,South,Completed,1,91.48,0.71,0.0,0.0,91.48,90.77,0.0,36.21,Card,0,2025-09,1,0,0
8656,O00008656,2025-09-10,U47493,SKU_1036,Sports,Outdoor,South,Paid Search,Tablet,Returning,South,Completed,1,68.56,1.74,0.0,0.0,68.56,66.82,0.0,23.21,Card,0,2025-09,1,0,0
8657,O00008657,2025-09-10,U67168,SKU_1039,Sports,Team Sports,West,Direct,Desktop,Returning,West,Completed,1,89.83,9.44,0.0,0.0,89.83,80.39,0.0,35.02,Card,0,2025-09,1,0,0
8658,O00008658,2025-09-10,U84120,SKU_1010,Beauty,Skincare,South,Affiliate,Desktop,Returning,South,Completed,1,37.2,2.41,0.0,0.0,37.2,34.79,0.0,11.66,Card,0,2025-09,1,0,0
8659,O00008659,2025-09-10,U60508,SKU_1006,Apparel,Basics,Midwest,Paid Search,Desktop,Returning,Midwest,Completed,2,56.56,2.79,0.0,0.0,113.12,110.33,0.0,43.94,Card,0,2025-09,1,0,0
8660,O00008660,2025-09-10,U60583,SKU_1007,Apparel,Accessories,Northeast,Direct,Mobile,Returning,Northeast,Completed,1,49.81,4.47,0.0,0.0,49.81,45.34,0.0,17.28,Card,0,2025-09,1,0,0
8661,O00008661,2025-09-10,U83248,SKU_1026,Home,Kitchen,South,Email,Desktop,Returning,South,Completed,2,95.4,1.06,0.0,0.0,190.8,189.74,0.0,100.93,Card,0,2025-09,1,0,0
8662,O00008662,2025-09-10,U88507,SKU_1017,Electronics,Audio,South,Referral,Desktop,Returning,South,Completed,1,214.0,21.31,0.0,0.0,214.0,192.69,0.0,81.62,Card,0,2025-09,1,0,0
8663,O00008663,2025-09-10,U80110,SKU_1044,Books,Fiction,West,Direct,Mobile,Returning,West,Completed,1,26.55,0.99,0.0,0.0,26.55,25.56,0.0,14.01,Card,0,2025-09,1,0,0
8664,O00008664,2025-09-10,U74248,SKU_1038,Sports,Recovery,South,Email,Mobile,Returning,South,Completed,1,91.48,10.46,0.0,0.0,91.48,81.02,0.0,32.32,Card,0,2025-09,1,0,0
8665,O00008665,2025-09-10,U52734,SKU_1020,Electronics,Smart Home,West,Direct,Desktop,Returning,West,Completed,2,218.82,35.84,0.0,0.0,437.64,401.8,0.0,181.2,Card,0,2025-09,1,0,0
8666,O00008666,2025-09-10,U28332,SKU_1033,Sports,Training,Midwest,Organic Search,Desktop,Returning,Midwest,Completed,1,78.25,10.8,0.0,0.0,78.25,67.45,0.0,23.37,Card,0,2025-09,1,0,0
8667,O00008667,2025-09-10,U23835,SKU_1004,Apparel,Footwear,West,Direct,Desktop,Returning,West,Completed,1,58.25,8.35,0.0,0.0,58.25,49.9,0.0,22.07,Card,0,2025-09,1,0,0
8668,O00008668,2025-09-10,U81157,SKU_1024,Electronics,Accessories,Midwest,Email,Mobile,Returning,Midwest,Completed,2,205.32,63.6,0.0,0.0,410.64,347.04,0.0,179.85,Card,0,2025-09,1,0,0
8669,O00008669,2025-09-10,U49682,SKU_1029,Home,Decor,West,Referral,Desktop,Returning,West,Completed,1,98.15,6.14,0.0,0.0,98.15,92.01,0.0,33.99,Card,0,2025-09,1,0,0
8670,O00008670,2025-09-10,U30126,SKU_1023,Electronics,Accessories,Northeast,Direct,Desktop,Returning,Northeast,Completed,1,262.59,30.77,0.0,0.0,262.59,231.82,0.0,95.05,Card,0,2025-09,1,0,0
8671,O00008671,2025-09-10,U64576,SKU_1040,Sports,Team Sports,Midwest,Direct,Mobile,Returning,Midwest,Completed,1,78.28,1.5,0.0,0.0,78.28,76.78,0.0,32.67,Card,0,2025-09,1,0,0
8672,O00008672,2025-09-10,U21611,SKU_1039,Sports,Team Sports,South,Email,Tablet,Returning,South,Refunded,1,89.83,9.91,0.0,0.0,89.83,0.0,79.92,0.0,Card,0,2025-09,0,1,0
8673,O00008673,2025-09-10,U64908,SKU_1025,Home,Kitchen,Midwest,Organic Search,Mobile,Returning,Midwest,Completed,1,87.29,13.4,0.0,0.0,87.29,73.89,0.0,32.77,Card,0,2025-09,1,0,0
8674,O00008674,2025-09-10,U78556,SKU_1002,Apparel,Outerwear,International,Paid Search,Desktop,Returning,International,Completed,1,68.86,3.63,0.0,0.0,68.86,65.23,0.0,20.73,Card,0,2025-09,1,0,0
8675,O00008675,2025-09-10,U46545,SKU_1006,Apparel,Basics,Northeast,Paid Search,Desktop,Returning,Northeast,Completed,2,56.56,12.82,0.0,0.0,113.12,100.3,0.0,39.94,Card,0,2025-09,1,0,0
8676,O00008676,2025-09-10,U23735,SKU_1014,Beauty,Fragrance,Northeast,Email,Desktop,Returning,Northeast,Completed,1,35.24,3.52,0.0,0.0,35.24,31.72,0.0,19.0,Card,0,2025-09,1,0,0
8677,O00008677,2025-09-10,U34106,SKU_1009,Beauty,Skincare,South,Paid Search,Desktop,Returning,South,Completed,2,46.75,11.34,0.0,0.0,93.5,82.16,0.0,34.43,Card,0,2025-09,1,0,0
8678,O00008678,2025-09-10,U36087,SKU_1034,Sports,Training,West,Direct,Mobile,Returning,West,Completed,1,82.03,8.94,0.0,0.0,82.03,73.09,0.0,36.46,Card,0,2025-09,1,0,0
8679,O00008679,2025-09-10,U40075,SKU_1022,Electronics,Wearables,International,Email,Desktop,Returning,International,Completed,1,208.98,16.28,0.0,0.0,208.98,192.7,0.0,62.49,Card,0,2025-09,1,0,0
