session_key,session_date,channel,device,region,session_month,sessions,visitors,add_to_cart,checkout_starts
19102,2025-08-18,Paid Search,Desktop,Northeast,2025-08,8,8,0,0
19103,2025-08-18,Paid Search,Desktop,South,2025-08,8,8,1,1
19104,2025-08-18,Paid Search,Desktop,West,2025-08,3,3,1,1
19105,2025-08-18,Paid Search,Mobile,International,2025-08,5,5,1,0
19106,2025-08-18,Paid Search,Mobile,Midwest,2025-08,7,7,3,2
19107,2025-08-18,Paid Search,Mobile,Northeast,2025-08,5,5,3,2
19108,2025-08-18,Paid Search,Mobile,South,2025-08,9,9,5,4
19109,2025-08-18,Paid Search,Mobile,West,2025-08,1,1,0,0
19110,2025-08-18,Paid Search,Tablet,International,2025-08,3,3,0,0
19111,2025-08-18,Paid Search,Tablet,Midwest,2025-08,1,1,1,1
19112,2025-08-18,Paid Search,Tablet,Northeast,2025-08,2,2,0,0
19113,2025-08-18,Paid Search,Tablet,South,2025-08,2,2,0,0
19114,2025-08-18,Paid Search,Tablet,West,2025-08,1,1,1,1
19115,2025-08-18,Paid Social,Desktop,International,2025-08,1,1,0,0
19116,2025-08-18,Paid Social,Desktop,Midwest,2025-08,1,1,1,0
19117,2025-08-18,Paid Social,Desktop,Northeast,2025-08,1,1,0,0
19118,2025-08-18,Paid Social,Desktop,South,2025-08,2,2,0,0
19119,2025-08-18,Paid Social,Desktop,West,2025-08,2,2,0,0
19120,2025-08-18,Paid Social,Mobile,International,2025-08,4,4,1,0
19121,2025-08-18,Paid Social,Mobile,Midwest,2025-08,10,10,0,0
19122,2025-08-18,Paid Social,Mobile,Northeast,2025-08,8,8,2,1
19123,2025-08-18,Paid Social,Mobile,South,2025-08,9,9,4,1
19124,2025-08-18,Paid Social,Mobile,West,2025-08,6,6,1,0
19125,2025-08-18,Paid Social,Tablet,Northeast,2025-08,1,1,1,1
19126,2025-08-18,Paid Social,Tablet,South,2025-08,1,1,0,0
19127,2025-08-18,Paid Social,Tablet,West,2025-08,3,3,0,0
19128,2025-08-18,Referral,Desktop,Midwest,2025-08,3,3,2,2
19129,2025-08-18,Referral,Desktop,Northeast,2025-08,2,2,1,1
19130,2025-08-18,Referral,Desktop,South,2025-08,1,1,0,0
19131,2025-08-18,Referral,Desktop,West,2025-08,2,2,0,0
19132,2025-08-18,Referral,Mobile,Northeast,2025-08,1,1,1,1
19133,2025-08-18,Referral,Mobile,South,2025-08,1,1,0,0
19134,2025-08-18,Referral,Mobile,West,2025-08,2,2,0,0
19135,2025-08-18,Referral,Tablet,International,2025-08,1,1,0,0
19136,2025-08-18,Referral,Tablet,Midwest,2025-08,1,1,1,0
19137,2025-08-18,Referral,Tablet,Northeast,2025-08,1,1,0,0
19138,2025-08-19,Affiliate,Desktop,International,2025-08,1,1,0,0
19139,2025-08-19,Affiliate,Desktop,Midwest,2025-08,2,2,1,0
19140,2025-08-19,Affiliate,Desktop,Northeast,2025-08,3,3,1,1
19141,2025-08-19,Affiliate,Desktop,South,2025-08,1,1,0,0
19142,2025-08-19,Affiliate,Mobile,International,2025-08,2,2,0,0
19143,2025-08-19,Affiliate,Mobile,Midwest,2025-08,4,4,0,0
19144,2025-08-19,Affiliate,Mobile,Northeast,2025-08,4,4,1,1
19145,2025-08-19,Affiliate,Mobile,South,2025-08,2,2,1,1
19146,2025-08-19,Affiliate,Mobile,West,2025-08,4,4,1,1
19147,2025-08-19,Affiliate,Tablet,South,2025-08,1,1,0,0
19148,2025-08-19,Affiliate,Tablet,West,2025-08,1,1,0,0
19149,2025-08-19,Direct,Desktop,International,2025-08,3,3,2,1
19150,2025-08-19,Direct,Desktop,Midwest,2025-08,1,1,0,0
19151,2025-08-19,Direct,Desktop,Northeast,2025-08,9,9,4,4
19152,2025-08-19,Direct,Desktop,South,2025-08,7,7,4,4
19153,2025-08-19,Direct,Desktop,West,2025-08,1,1,0,0
19154,2025-08-19,Direct,Mobile,International,2025-08,3,3,0,0
19155,2025-08-19,Direct,Mobile,Midwest,2025-08,3,3,1,0
19156,2025-08-19,Direct,Mobile,Northeast,2025-08,2,2,1,1
19157,2025-08-19,Direct,Mobile,South,2025-08,3,3,1,0
19158,2025-08-19,Direct,Mobile,West,2025-08,6,6,2,2
19159,2025-08-19,Direct,Tablet,Midwest,2025-08,1,1,1,1
19160,2025-08-19,Direct,Tablet,Northeast,2025-08,1,1,1,1
19161,2025-08-19,Direct,Tablet,South,2025-08,2,2,1,1
19162,2025-08-19,Direct,Tablet,West,2025-08,1,1,0,0
19163,2025-08-19,Email,Desktop,International,2025-08,2,2,1,1
19164,2025-08-19,Email,Desktop,Midwest,2025-08,5,5,2,1
19165,2025-08-19,Email,Desktop,Northeast,2025-08,2,2,1,0
19166,2025-08-19,Email,Desktop,South,2025-08,1,1,1,0
19167,2025-08-19,Email,Desktop,West,2025-08,4,4,3,2
19168,2025-08-19,Email,Mobile,International,2025-08,4,4,1,1
19169,2025-08-19,Email,Mobile,Midwest,2025-08,2,2,1,1
19170,2025-08-19,Email,Mobile,Northeast,2025-08,3,3,1,1
19171,2025-08-19,Email,Mobile,South,2025-08,11,11,6,4
19172,2025-08-19,Email,Mobile,West,2025-08,2,2,1,1
19173,2025-08-19,Email,Tablet,International,2025-08,1,1,0,0
19174,2025-08-19,Email,Tablet,Northeast,2025-08,1,1,0,0
19175,2025-08-19,Email,Tablet,West,2025-08,1,1,0,0
19176,2025-08-19,Organic Search,Desktop,International,2025-08,5,5,2,0
19177,2025-08-19,Organic Search,Desktop,Midwest,2025-08,6,6,4,3
19178,2025-08-19,Organic Search,Desktop,Northeast,2025-08,6,6,2,1
19179,2025-08-19,Organic Search,Desktop,South,2025-08,5,5,0,0
19180,2025-08-19,Organic Search,Desktop,West,2025-08,8,8,3,2
19181,2025-08-19,Organic Search,Mobile,International,2025-08,2,2,2,1
19182,2025-08-19,Organic Search,Mobile,Midwest,2025-08,5,5,2,1
19183,2025-08-19,Organic Search,Mobile,Northeast,2025-08,6,6,3,1
19184,2025-08-19,Organic Search,Mobile,South,2025-08,7,7,2,1
19185,2025-08-19,Organic Search,Mobile,West,2025-08,4,4,2,0
19186,2025-08-19,Organic Search,Tablet,International,2025-08,1,1,1,0
19187,2025-08-19,Organic Search,Tablet,Midwest,2025-08,2,2,1,1
19188,2025-08-19,Organic Search,Tablet,Northeast,2025-08,2,2,0,0
19189,2025-08-19,Organic Search,Tablet,South,2025-08,2,2,0,0
19190,2025-08-19,Paid Search,Desktop,International,2025-08,2,2,1,1
19191,2025-08-19,Paid Search,Desktop,Midwest,2025-08,3,3,1,0
19192,2025-08-19,Paid Search,Desktop,Northeast,2025-08,5,5,2,2
19193,2025-08-19,Paid Search,Desktop,South,2025-08,2,2,1,1
19194,2025-08-19,Paid Search,Desktop,West,2025-08,8,8,4,3
19195,2025-08-19,Paid Search,Mobile,International,2025-08,4,4,1,1
19196,2025-08-19,Paid Search,Mobile,Midwest,2025-08,5,5,2,1
19197,2025-08-19,Paid Search,Mobile,Northeast,2025-08,7,7,2,1
19198,2025-08-19,Paid Search,Mobile,South,2025-08,6,6,2,1
19199,2025-08-19,Paid Search,Mobile,West,2025-08,5,5,0,0
19200,2025-08-19,Paid Search,Tablet,International,2025-08,1,1,1,1
19201,2025-08-19,Paid Search,Tablet,Midwest,2025-08,1,1,0,0
19202,2025-08-19,Paid Search,Tablet,Northeast,2025-08,1,1,1,0
19203,2025-08-19,Paid Search,Tablet,South,2025-08,2,2,1,1
19204,2025-08-19,Paid Search,Tablet,West,2025-08,1,1,0,0
19205,2025-08-19,Paid Social,Desktop,Northeast,2025-08,2,2,2,2
19206,2025-08-19,Paid Social,Desktop,South,2025-08,1,1,0,0
19207,2025-08-19,Paid Social,Desktop,West,2025-08,2,2,0,0
19208,2025-08-19,Paid Social,Mobile,International,2025-08,4,4,0,0
19209,2025-08-19,Paid Social,Mobile,Midwest,2025-08,2,2,0,0
19210,2025-08-19,Paid Social,Mobile,Northeast,2025-08,4,4,1,0
19211,2025-08-19,Paid Social,Mobile,South,2025-08,8,8,1,0
19212,2025-08-19,Paid Social,Mobile,West,2025-08,4,4,0,0
19213,2025-08-19,Paid Social,Tablet,International,2025-08,1,1,0,0
19214,2025-08-19,Paid Social,Tablet,Midwest,2025-08,2,2,2,0
19215,2025-08-19,Paid Social,Tablet,Northeast,2025-08,1,1,0,0
19216,2025-08-19,Paid Social,Tablet,West,2025-08,1,1,0,0
19217,2025-08-19,Referral,Desktop,International,2025-08,3,3,0,0
19218,2025-08-19,Referral,Desktop,Midwest,2025-08,1,1,0,0
19219,2025-08-19,Referral,Desktop,West,2025-08,3,3,0,0
19220,2025-08-19,Referral,Mobile,International,2025-08,1,1,0,0
19221,2025-08-19,Referral,Mobile,Northeast,2025-08,2,2,1,1
19222,2025-08-19,Referral,Mobile,South,2025-08,1,1,0,0
19223,2025-08-19,Referral,Mobile,West,2025-08,2,2,1,1
19224,2025-08-19,Referral,Tablet,Northeast,2025-08,1,1,0,0
19225,2025-08-20,Affiliate,Desktop,Midwest,2025-08,3,3,1,0
19226,2025-08-20,Affiliate,Desktop,Northeast,2025-08,2,2,0,0
19227,2025-08-20,Affiliate,Desktop,South,2025-08,1,1,0,0
19228,2025-08-20,Affiliate,Desktop,West,2025-08,1,1,0,0
19229,2025-08-20,Affiliate,Mobile,International,2025-08,2,2,0,0
19230,2025-08-20,Affiliate,Mobile,Midwest,2025-08,1,1,0,0
19231,2025-08-20,Affiliate,Mobile,Northeast,2025-08,3,3,1,1
19232,2025-08-20,Affiliate,Mobile,South,2025-08,4,4,0,0
19233,2025-08-20,Affiliate,Mobile,West,2025-08,1,1,0,0
19234,2025-08-20,Affiliate,Tablet,South,2025-08,1,1,0,0
19235,2025-08-20,Affiliate,Tablet,West,2025-08,1,1,1,0
19236,2025-08-20,Direct,Desktop,International,2025-08,1,1,0,0
19237,2025-08-20,Direct,Desktop,Midwest,2025-08,3,3,2,2
19238,2025-08-20,Direct,Desktop,Northeast,2025-08,4,4,1,0
19239,2025-08-20,Direct,Desktop,South,2025-08,6,6,3,1
19240,2025-08-20,Direct,Desktop,West,2025-08,2,2,0,0
19241,2025-08-20,Direct,Mobile,Midwest,2025-08,9,9,4,4
19242,2025-08-20,Direct,Mobile,Northeast,2025-08,2,2,0,0
19243,2025-08-20,Direct,Mobile,South,2025-08,3,3,1,0
19244,2025-08-20,Direct,Mobile,West,2025-08,7,7,4,3
19245,2025-08-20,Direct,Tablet,South,2025-08,1,1,0,0
19246,2025-08-20,Direct,Tablet,West,2025-08,1,1,1,1
19247,2025-08-20,Email,Desktop,International,2025-08,4,4,2,1
19248,2025-08-20,Email,Desktop,Midwest,2025-08,2,2,0,0
19249,2025-08-20,Email,Desktop,Northeast,2025-08,2,2,1,1
19250,2025-08-20,Email,Desktop,South,2025-08,4,4,3,3
19251,2025-08-20,Email,Desktop,West,2025-08,4,4,3,3
19252,2025-08-20,Email,Mobile,International,2025-08,7,7,3,1
19253,2025-08-20,Email,Mobile,Midwest,2025-08,4,4,1,1
19254,2025-08-20,Email,Mobile,Northeast,2025-08,2,2,1,1
19255,2025-08-20,Email,Mobile,South,2025-08,3,3,0,0
19256,2025-08-20,Email,Tablet,Midwest,2025-08,1,1,1,1
19257,2025-08-20,Email,Tablet,South,2025-08,2,2,1,1
19258,2025-08-20,Organic Search,Desktop,International,2025-08,4,4,2,1
19259,2025-08-20,Organic Search,Desktop,Midwest,2025-08,3,3,1,1
19260,2025-08-20,Organic Search,Desktop,Northeast,2025-08,9,9,4,2
19261,2025-08-20,Organic Search,Desktop,South,2025-08,11,11,3,2
19262,2025-08-20,Organic Search,Desktop,West,2025-08,9,9,3,1
19263,2025-08-20,Organic Search,Mobile,International,2025-08,6,6,0,0
19264,2025-08-20,Organic Search,Mobile,Midwest,2025-08,5,5,0,0
19265,2025-08-20,Organic Search,Mobile,Northeast,2025-08,5,5,4,2
19266,2025-08-20,Organic Search,Mobile,South,2025-08,10,10,3,1
19267,2025-08-20,Organic Search,Mobile,West,2025-08,5,5,0,0
19268,2025-08-20,Organic Search,Tablet,Midwest,2025-08,1,1,0,0
19269,2025-08-20,Organic Search,Tablet,Northeast,2025-08,2,2,1,1
19270,2025-08-20,Organic Search,Tablet,West,2025-08,1,1,0,0
19271,2025-08-20,Paid Search,Desktop,International,2025-08,2,2,1,1
19272,2025-08-20,Paid Search,Desktop,Midwest,2025-08,6,6,0,0
19273,2025-08-20,Paid Search,Desktop,Northeast,2025-08,2,2,0,0
19274,2025-08-20,Paid Search,Desktop,South,2025-08,8,8,3,2
19275,2025-08-20,Paid Search,Desktop,West,2025-08,4,4,2,2
19276,2025-08-20,Paid Search,Mobile,International,2025-08,1,1,0,0
19277,2025-08-20,Paid Search,Mobile,Midwest,2025-08,6,6,3,0
19278,2025-08-20,Paid Search,Mobile,Northeast,2025-08,2,2,1,0
19279,2025-08-20,Paid Search,Mobile,South,2025-08,10,10,3,1
19280,2025-08-20,Paid Search,Mobile,West,2025-08,3,3,2,1
19281,2025-08-20,Paid Search,Tablet,Midwest,2025-08,1,1,1,0
19282,2025-08-20,Paid Search,Tablet,Northeast,2025-08,1,1,0,0
19283,2025-08-20,Paid Search,Tablet,South,2025-08,1,1,0,0
19284,2025-08-20,Paid Social,Desktop,International,2025-08,1,1,1,0
19285,2025-08-20,Paid Social,Desktop,Midwest,2025-08,1,1,1,0
19286,2025-08-20,Paid Social,Desktop,Northeast,2025-08,2,2,0,0
19287,2025-08-20,Paid Social,Desktop,South,2025-08,1,1,0,0
19288,2025-08-20,Paid Social,Desktop,West,2025-08,1,1,0,0
19289,2025-08-20,Paid Social,Mobile,International,2025-08,6,6,2,1
19290,2025-08-20,Paid Social,Mobile,Midwest,2025-08,7,7,1,1
19291,2025-08-20,Paid Social,Mobile,Northeast,2025-08,7,7,2,2
19292,2025-08-20,Paid Social,Mobile,South,2025-08,5,5,1,0
19293,2025-08-20,Paid Social,Mobile,West,2025-08,4,4,2,0
19294,2025-08-20,Paid Social,Tablet,Midwest,2025-08,1,1,0,0
19295,2025-08-20,Paid Social,Tablet,Northeast,2025-08,1,1,0,0
19296,2025-08-20,Paid Social,Tablet,West,2025-08,1,1,0,0
19297,2025-08-20,Referral,Desktop,International,2025-08,1,1,0,0
19298,2025-08-20,Referral,Desktop,Midwest,2025-08,1,1,1,1
19299,2025-08-20,Referral,Desktop,Northeast,2025-08,2,2,1,1
19300,2025-08-20,Referral,Desktop,South,2025-08,2,2,0,0
19301,2025-08-20,Referral,Desktop,West,2025-08,4,4,3,2
19302,2025-08-20,Referral,Mobile,International,2025-08,1,1,0,0
19303,2025-08-20,Referral,Mobile,Midwest,2025-08,2,2,1,1
19304,2025-08-20,Referral,Mobile,Northeast,2025-08,1,1,1,0
19305,2025-08-20,Referral,Mobile,South,2025-08,2,2,0,0
19306,2025-08-20,Referral,Mobile,West,2025-08,1,1,1,0
19307,2025-08-20,Referral,Tablet,West,2025-08,1,1,0,0
19308,2025-08-21,Affiliate,Desktop,Midwest,2025-08,1,1,0,0
19309,2025-08-21,Affiliate,Desktop,Northeast,2025-08,2,2,0,0
19310,2025-08-21,Affiliate,Desktop,West,2025-08,1,1,0,0
19311,2025-08-21,Affiliate,Mobile,International,2025-08,3,3,1,0
19312,2025-08-21,Affiliate,Mobile,Midwest,2025-08,7,7,2,1
19313,2025-08-21,Affiliate,Mobile,Northeast,2025-08,2,2,0,0
19314,2025-08-21,Affiliate,Mobile,South,2025-08,6,6,0,0
19315,2025-08-21,Affiliate,Mobile,West,2025-08,7,7,0,0
19316,2025-08-21,Affiliate,Tablet,Midwest,2025-08,1,1,1,0
19317,2025-08-21,Affiliate,Tablet,Northeast,2025-08,1,1,0,0
19318,2025-08-21,Affiliate,Tablet,South,2025-08,2,2,0,0
19319,2025-08-21,Direct,Desktop,International,2025-08,6,6,2,0
19320,2025-08-21,Direct,Desktop,Midwest,2025-08,1,1,0,0
19321,2025-08-21,Direct,Desktop,Northeast,2025-08,4,4,0,0
19322,2025-08-21,Direct,Desktop,South,2025-08,2,2,0,0
19323,2025-08-21,Direct,Desktop,West,2025-08,7,7,2,2
19324,2025-08-21,Direct,Mobile,International,2025-08,4,4,1,1
19325,2025-08-21,Direct,Mobile,Midwest,2025-08,1,1,1,1
19326,2025-08-21,Direct,Mobile,Northeast,2025-08,3,3,1,1
19327,2025-08-21,Direct,Mobile,South,2025-08,6,6,4,4
19328,2025-08-21,Direct,Mobile,West,2025-08,8,8,3,2
19329,2025-08-21,Direct,Tablet,Midwest,2025-08,1,1,0,0
19330,2025-08-21,Direct,Tablet,Northeast,2025-08,1,1,0,0
19331,2025-08-21,Direct,Tablet,South,2025-08,1,1,1,1
19332,2025-08-21,Email,Desktop,International,2025-08,1,1,1,1
19333,2025-08-21,Email,Desktop,Midwest,2025-08,2,2,2,2
19334,2025-08-21,Email,Desktop,Northeast,2025-08,7,7,4,2
19335,2025-08-21,Email,Desktop,South,2025-08,3,3,3,3
19336,2025-08-21,Email,Mobile,International,2025-08,3,3,1,1
19337,2025-08-21,Email,Mobile,Midwest,2025-08,3,3,1,0
19338,2025-08-21,Email,Mobile,Northeast,2025-08,4,4,2,2
19339,2025-08-21,Email,Mobile,South,2025-08,3,3,1,0
19340,2025-08-21,Email,Mobile,West,2025-08,4,4,2,1
19341,2025-08-21,Email,Tablet,Northeast,2025-08,2,2,1,1
19342,2025-08-21,Organic Search,Desktop,International,2025-08,3,3,1,1
19343,2025-08-21,Organic Search,Desktop,Midwest,2025-08,6,6,2,2
19344,2025-08-21,Organic Search,Desktop,Northeast,2025-08,7,7,1,0
19345,2025-08-21,Organic Search,Desktop,South,2025-08,3,3,2,2
19346,2025-08-21,Organic Search,Desktop,West,2025-08,6,6,0,0
19347,2025-08-21,Organic Search,Mobile,International,2025-08,5,5,1,0
19348,2025-08-21,Organic Search,Mobile,Midwest,2025-08,1,1,1,1
19349,2025-08-21,Organic Search,Mobile,Northeast,2025-08,4,4,1,1
19350,2025-08-21,Organic Search,Mobile,South,2025-08,1,1,1,1
19351,2025-08-21,Organic Search,Mobile,West,2025-08,9,9,4,2
19352,2025-08-21,Organic Search,Tablet,International,2025-08,1,1,0,0
19353,2025-08-21,Paid Search,Desktop,International,2025-08,3,3,1,0
19354,2025-08-21,Paid Search,Desktop,Midwest,2025-08,4,4,3,3
19355,2025-08-21,Paid Search,Desktop,Northeast,2025-08,5,5,1,1
19356,2025-08-21,Paid Search,Desktop,South,2025-08,3,3,0,0
19357,2025-08-21,Paid Search,Desktop,West,2025-08,2,2,0,0
19358,2025-08-21,Paid Search,Mobile,International,2025-08,5,5,0,0
19359,2025-08-21,Paid Search,Mobile,Midwest,2025-08,3,3,1,1
19360,2025-08-21,Paid Search,Mobile,Northeast,2025-08,6,6,3,3
19361,2025-08-21,Paid Search,Mobile,South,2025-08,2,2,1,0
19362,2025-08-21,Paid Search,Mobile,West,2025-08,9,9,4,4
19363,2025-08-21,Paid Search,Tablet,International,2025-08,1,1,1,1
19364,2025-08-21,Paid Search,Tablet,Midwest,2025-08,1,1,1,0
19365,2025-08-21,Paid Search,Tablet,Northeast,2025-08,1,1,1,0
19366,2025-08-21,Paid Search,Tablet,South,2025-08,1,1,0,0
19367,2025-08-21,Paid Social,Desktop,Midwest,2025-08,2,2,0,0
19368,2025-08-21,Paid Social,Desktop,South,2025-08,2,2,1,1
19369,2025-08-21,Paid Social,Desktop,West,2025-08,3,3,1,0
19370,2025-08-21,Paid Social,Mobile,International,2025-08,5,5,0,0
19371,2025-08-21,Paid Social,Mobile,Midwest,2025-08,5,5,1,1
19372,2025-08-21,Paid Social,Mobile,Northeast,2025-08,2,2,0,0
19373,2025-08-21,Paid Social,Mobile,South,2025-08,9,9,1,0
19374,2025-08-21,Paid Social,Mobile,West,2025-08,8,8,0,0
19375,2025-08-21,Paid Social,Tablet,International,2025-08,2,2,0,0
19376,2025-08-21,Paid Social,Tablet,Midwest,2025-08,1,1,0,0
19377,2025-08-21,Paid Social,Tablet,South,2025-08,1,1,1,0
19378,2025-08-21,Paid Social,Tablet,West,2025-08,2,2,0,0
19379,2025-08-21,Referral,Desktop,International,2025-08,2,2,0,0
19380,2025-08-21,Referral,Desktop,Midwest,2025-08,3,3,0,0
19381,2025-08-21,Referral,Desktop,Northeast,2025-08,5,5,1,1
19382,2025-08-21,Referral,Desktop,South,2025-08,2,2,0,0
19383,2025-08-21,Referral,Desktop,West,2025-08,1,1,1,1
19384,2025-08-21,Referral,Mobile,Northeast,2025-08,2,2,0,0
19385,2025-08-21,Referral,Mobile,South,2025-08,1,1,0,0
19386,2025-08-21,Referral,Mobile,West,2025-08,2,2,0,0
19387,2025-08-21,Referral,Tablet,International,2025-08,2,2,0,0
19388,2025-08-22,Affiliate,Desktop,Northeast,2025-08,1,1,0,0
19389,2025-08-22,Affiliate,Mobile,Midwest,2025-08,4,4,1,0
19390,2025-08-22,Affiliate,Mobile,Northeast,2025-08,2,2,0,0
19391,2025-08-22,Affiliate,Mobile,South,2025-08,5,5,2,0
19392,2025-08-22,Affiliate,Mobile,West,2025-08,5,5,1,0
19393,2025-08-22,Affiliate,Tablet,Northeast,2025-08,1,1,0,0
19394,2025-08-22,Affiliate,Tablet,South,2025-08,2,2,0,0
19395,2025-08-22,Affiliate,Tablet,West,2025-08,1,1,0,0
19396,2025-08-22,Direct,Desktop,International,2025-08,4,4,0,0
19397,2025-08-22,Direct,Desktop,Midwest,2025-08,3,3,2,1
19398,2025-08-22,Direct,Desktop,Northeast,2025-08,1,1,1,1
19399,2025-08-22,Direct,Desktop,South,2025-08,4,4,1,1
19400,2025-08-22,Direct,Desktop,West,2025-08,2,2,1,1
19401,2025-08-22,Direct,Mobile,International,2025-08,3,3,3,1
19402,2025-08-22,Direct,Mobile,Midwest,2025-08,4,4,1,0
19403,2025-08-22,Direct,Mobile,Northeast,2025-08,4,4,2,1
19404,2025-08-22,Direct,Mobile,South,2025-08,1,1,0,0
19405,2025-08-22,Direct,Mobile,West,2025-08,3,3,1,1
19406,2025-08-22,Email,Desktop,International,2025-08,3,3,1,0
19407,2025-08-22,Email,Desktop,Midwest,2025-08,4,4,1,1
19408,2025-08-22,Email,Desktop,Northeast,2025-08,1,1,1,0
19409,2025-08-22,Email,Desktop,South,2025-08,3,3,0,0
19410,2025-08-22,Email,Desktop,West,2025-08,4,4,4,1
19411,2025-08-22,Email,Mobile,International,2025-08,2,2,0,0
19412,2025-08-22,Email,Mobile,Midwest,2025-08,1,1,1,0
19413,2025-08-22,Email,Mobile,Northeast,2025-08,3,3,1,1
19414,2025-08-22,Email,Mobile,South,2025-08,6,6,2,0
19415,2025-08-22,Email,Mobile,West,2025-08,6,6,2,1
19416,2025-08-22,Email,Tablet,International,2025-08,1,1,0,0
19417,2025-08-22,Email,Tablet,Midwest,2025-08,1,1,1,1
19418,2025-08-22,Email,Tablet,Northeast,2025-08,1,1,0,0
19419,2025-08-22,Email,Tablet,South,2025-08,1,1,1,0
19420,2025-08-22,Email,Tablet,West,2025-08,1,1,0,0
19421,2025-08-22,Organic Search,Desktop,International,2025-08,6,6,2,1
19422,2025-08-22,Organic Search,Desktop,Midwest,2025-08,4,4,0,0
19423,2025-08-22,Organic Search,Desktop,Northeast,2025-08,3,3,0,0
19424,2025-08-22,Organic Search,Desktop,South,2025-08,5,5,2,1
19425,2025-08-22,Organic Search,Desktop,West,2025-08,4,4,1,1
19426,2025-08-22,Organic Search,Mobile,International,2025-08,5,5,1,1
19427,2025-08-22,Organic Search,Mobile,Midwest,2025-08,7,7,1,1
19428,2025-08-22,Organic Search,Mobile,Northeast,2025-08,5,5,1,1
19429,2025-08-22,Organic Search,Mobile,West,2025-08,8,8,2,0
19430,2025-08-22,Organic Search,Tablet,Midwest,2025-08,1,1,0,0
19431,2025-08-22,Paid Search,Desktop,International,2025-08,1,1,0,0
19432,2025-08-22,Paid Search,Desktop,Midwest,2025-08,6,6,3,3
19433,2025-08-22,Paid Search,Desktop,Northeast,2025-08,2,2,1,0
19434,2025-08-22,Paid Search,Desktop,South,2025-08,5,5,0,0
19435,2025-08-22,Paid Search,Desktop,West,2025-08,5,5,2,2
19436,2025-08-22,Paid Search,Mobile,International,2025-08,1,1,0,0
19437,2025-08-22,Paid Search,Mobile,Midwest,2025-08,6,6,4,3
19438,2025-08-22,Paid Search,Mobile,Northeast,2025-08,3,3,2,1
19439,2025-08-22,Paid Search,Mobile,South,2025-08,6,6,3,2
19440,2025-08-22,Paid Search,Mobile,West,2025-08,1,1,1,0
19441,2025-08-22,Paid Search,Tablet,Midwest,2025-08,1,1,0,0
19442,2025-08-22,Paid Search,Tablet,South,2025-08,1,1,0,0
19443,2025-08-22,Paid Search,Tablet,West,2025-08,1,1,0,0
19444,2025-08-22,Paid Social,Desktop,International,2025-08,3,3,0,0
19445,2025-08-22,Paid Social,Desktop,Northeast,2025-08,1,1,0,0
19446,2025-08-22,Paid Social,Desktop,South,2025-08,2,2,1,1
19447,2025-08-22,Paid Social,Desktop,West,2025-08,1,1,1,0
19448,2025-08-22,Paid Social,Mobile,International,2025-08,8,8,1,1
19449,2025-08-22,Paid Social,Mobile,Midwest,2025-08,2,2,0,0
19450,2025-08-22,Paid Social,Mobile,Northeast,2025-08,5,5,1,0
19451,2025-08-22,Paid Social,Mobile,South,2025-08,4,4,1,1
19452,2025-08-22,Paid Social,Mobile,West,2025-08,6,6,2,1
19453,2025-08-22,Paid Social,Tablet,Midwest,2025-08,1,1,0,0
19454,2025-08-22,Paid Social,Tablet,South,2025-08,1,1,0,0
19455,2025-08-22,Referral,Desktop,International,2025-08,1,1,0,0
19456,2025-08-22,Referral,Desktop,Midwest,2025-08,1,1,0,0
19457,2025-08-22,Referral,Desktop,Northeast,2025-08,2,2,1,1
19458,2025-08-22,Referral,Desktop,South,2025-08,1,1,1,1
19459,2025-08-22,Referral,Desktop,West,2025-08,2,2,2,1
19460,2025-08-22,Referral,Mobile,Northeast,2025-08,2,2,0,0
19461,2025-08-22,Referral,Mobile,West,2025-08,1,1,1,0
19462,2025-08-23,Affiliate,Desktop,International,2025-08,1,1,0,0
19463,2025-08-23,Affiliate,Desktop,Midwest,2025-08,1,1,0,0
19464,2025-08-23,Affiliate,Desktop,South,2025-08,1,1,0,0
19465,2025-08-23,Affiliate,Desktop,West,2025-08,3,3,0,0
19466,2025-08-23,Affiliate,Mobile,International,2025-08,2,2,0,0
19467,2025-08-23,Affiliate,Mobile,Midwest,2025-08,1,1,1,0
19468,2025-08-23,Affiliate,Mobile,Northeast,2025-08,1,1,0,0
19469,2025-08-23,Affiliate,Mobile,South,2025-08,6,6,2,0
19470,2025-08-23,Affiliate,Mobile,West,2025-08,3,3,2,0
19471,2025-08-23,Affiliate,Tablet,Midwest,2025-08,1,1,0,0
19472,2025-08-23,Affiliate,Tablet,Northeast,2025-08,1,1,0,0
19473,2025-08-23,Direct,Desktop,International,2025-08,1,1,0,0
19474,2025-08-23,Direct,Desktop,Midwest,2025-08,3,3,1,0
19475,2025-08-23,Direct,Desktop,Northeast,2025-08,6,6,0,0
19476,2025-08-23,Direct,Desktop,South,2025-08,2,2,1,1
19477,2025-08-23,Direct,Desktop,West,2025-08,3,3,3,2
19478,2025-08-23,Direct,Mobile,International,2025-08,2,2,2,0
19479,2025-08-23,Direct,Mobile,Midwest,2025-08,4,4,1,0
19480,2025-08-23,Direct,Mobile,Northeast,2025-08,3,3,1,0
19481,2025-08-23,Direct,Mobile,South,2025-08,6,6,2,0
19482,2025-08-23,Direct,Mobile,West,2025-08,5,5,2,0
19483,2025-08-23,Direct,Tablet,International,2025-08,1,1,0,0
19484,2025-08-23,Direct,Tablet,Midwest,2025-08,1,1,1,1
19485,2025-08-23,Direct,Tablet,West,2025-08,1,1,0,0
