UserID,LastOrderDate,DaysSinceLastPurchase,LifetimeOrders,LifetimeNetRevenue,AcquisitionChannel,Region,PlanTier,CustomerSegment,RiskScore,RiskBand,ChurnSignal,RecommendedAction
U003056,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U003057,,9999,0,0.0,Organic,APAC,Starter,SMB,100.0,High,0,Winback offer
U003058,,9999,0,0.0,Paid Search,Europe,Growth,Consumer,100.0,High,0,Winback offer
U003059,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U003060,,9999,0,0.0,Paid Social,North America,Growth,Consumer,100.0,High,0,Winback offer
U003061,2026-01-08,143,7,200.12,Paid Social,North America,Growth,Consumer,62.2,Medium,1,Lifecycle email
U003062,2026-04-25,36,8,473.74,Partner,APAC,Starter,SMB,3.3,Low,0,Monitor
U003063,2026-03-11,81,8,2634.78,Organic,North America,Growth,Enterprise,20.6,Low,0,Monitor
U003064,2025-10-27,216,16,2806.45,Partner,North America,Growth,Mid-Market,96.3,High,1,Winback offer
U003065,2026-02-26,94,21,1084.23,Referral,North America,Free,Mid-Market,35.2,Medium,1,Lifecycle email
U003066,2026-05-09,22,9,1904.38,Partner,APAC,Growth,Mid-Market,0.0,Low,0,Cross-sell
U003067,2026-05-22,9,1,33.42,Lifecycle Email,Europe,Pro,Consumer,0.0,Low,0,Monitor
U003068,2026-05-31,0,6,1472.19,Organic,Europe,Growth,Enterprise,0.0,Low,0,Cross-sell
U003069,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U003070,2026-04-11,50,7,141.57,Organic,Europe,Starter,Consumer,11.0,Low,0,Monitor
U003071,,9999,0,0.0,Organic,APAC,Growth,SMB,100.0,High,0,Winback offer
U003072,2026-04-28,33,6,55.45,Paid Social,APAC,Free,Consumer,1.7,Low,0,Monitor
U003073,,9999,0,0.0,Lifecycle Email,LATAM,Starter,Consumer,100.0,High,0,Winback offer
U003074,,9999,0,0.0,Referral,Europe,Free,Consumer,100.0,High,0,Winback offer
U003075,,9999,0,0.0,Paid Search,North America,Growth,SMB,100.0,High,0,Winback offer
U003076,2025-10-19,224,11,486.05,Organic,Europe,Growth,Consumer,100.0,High,1,Winback offer
U003077,2026-05-18,13,5,276.41,Organic,North America,Pro,Consumer,0.0,Low,0,Cross-sell
U003078,2026-03-09,83,10,801.06,Referral,Europe,Growth,SMB,24.7,Low,0,Monitor
U003079,,9999,0,0.0,Organic,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U003080,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U003081,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U003082,2025-09-05,268,9,224.91,Organic,North America,Starter,Consumer,100.0,High,1,Winback offer
U003083,2026-04-18,43,3,82.45,Paid Search,North America,Growth,Consumer,7.2,Low,0,Monitor
U003084,,9999,0,0.0,Paid Search,LATAM,Growth,Consumer,100.0,High,0,Winback offer
U003085,,9999,0,0.0,Paid Search,APAC,Pro,Consumer,100.0,High,0,Winback offer
U003086,,9999,0,0.0,Paid Search,North America,Free,Mid-Market,100.0,High,0,Winback offer
U003087,,9999,0,0.0,Paid Social,North America,Starter,SMB,100.0,High,0,Winback offer
U003088,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U003089,2025-10-02,241,13,1746.69,Referral,Europe,Pro,SMB,100.0,High,1,Winback offer
U003090,2026-04-06,55,8,1745.41,Lifecycle Email,LATAM,Growth,Mid-Market,0.0,Low,0,Monitor
U003091,2026-01-17,134,10,514.6,Partner,APAC,Free,Mid-Market,57.2,Medium,1,Lifecycle email
U003092,,9999,0,0.0,Paid Social,Europe,Pro,Mid-Market,100.0,High,0,Winback offer
U003093,2025-12-17,165,1,10.47,Organic,North America,Free,SMB,72.8,High,1,Winback offer
U003094,2024-03-29,793,5,239.69,Organic,Europe,Starter,SMB,100.0,High,1,Winback offer
U003095,,9999,0,0.0,Organic,Europe,Free,Mid-Market,100.0,High,0,Winback offer
U003096,,9999,0,0.0,Organic,LATAM,Free,Consumer,100.0,High,0,Winback offer
U003097,,9999,0,0.0,Paid Search,APAC,Starter,Consumer,100.0,High,0,Winback offer
U003098,2026-02-21,99,6,949.11,Partner,North America,Growth,Mid-Market,38.0,Medium,1,Lifecycle email
U003099,2026-01-05,146,9,247.29,Organic,LATAM,Starter,Consumer,62.3,Medium,1,Lifecycle email
U003100,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U003101,2025-03-24,433,4,265.59,Paid Social,North America,Starter,Mid-Market,100.0,High,1,Winback offer
U003102,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U003103,,9999,0,0.0,Organic,APAC,Free,SMB,100.0,High,0,Winback offer
U003104,,9999,0,0.0,Paid Search,Europe,Starter,Consumer,100.0,High,0,Winback offer
U003105,,9999,0,0.0,Organic,Europe,Growth,Consumer,100.0,High,0,Winback offer
U003106,,9999,0,0.0,Referral,APAC,Pro,Consumer,100.0,High,0,Winback offer
U003107,2026-05-30,1,11,382.14,Paid Social,Europe,Growth,Consumer,0.0,Low,0,Cross-sell
U003108,,9999,0,0.0,Organic,North America,Starter,Mid-Market,100.0,High,0,Winback offer
U003109,2026-05-23,8,8,356.89,Partner,APAC,Growth,Consumer,0.0,Low,0,Cross-sell
U003110,,9999,0,0.0,Organic,APAC,Starter,Enterprise,100.0,High,0,Winback offer
U003111,2026-04-29,32,3,68.7,Paid Search,Europe,Starter,Consumer,0.0,Low,0,Monitor
U003112,,9999,0,0.0,Paid Social,North America,Pro,SMB,100.0,High,0,Winback offer
U003113,,9999,0,0.0,Partner,North America,Pro,Mid-Market,100.0,High,0,Winback offer
U003114,2026-01-03,148,4,141.79,Partner,APAC,Free,SMB,64.9,Medium,1,Lifecycle email
U003115,,9999,0,0.0,Organic,North America,Free,SMB,100.0,High,0,Winback offer
U003116,2026-05-16,15,11,277.85,Organic,APAC,Starter,Consumer,0.0,Low,0,Cross-sell
U003117,2025-06-25,340,14,356.72,Paid Search,North America,Starter,Consumer,100.0,High,1,Winback offer
U003118,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U003119,2025-10-06,237,9,678.46,Paid Search,APAC,Growth,SMB,100.0,High,1,Winback offer
U003120,2026-01-11,140,20,2794.12,Organic,APAC,Starter,Enterprise,59.0,Medium,1,Lifecycle email
U003121,,9999,0,0.0,Lifecycle Email,Europe,Free,Consumer,100.0,High,0,Winback offer
U003122,,9999,0,0.0,Organic,APAC,Free,Consumer,100.0,High,0,Winback offer
U003123,,9999,0,0.0,Partner,North America,Free,Mid-Market,100.0,High,0,Winback offer
U003124,,9999,0,0.0,Partner,APAC,Starter,Mid-Market,100.0,High,0,Winback offer
U003125,,9999,0,0.0,Organic,LATAM,Growth,Mid-Market,100.0,High,0,Winback offer
U003126,2025-10-04,239,6,91.2,Paid Social,APAC,Free,SMB,100.0,High,1,Winback offer
U003127,2026-05-03,28,2,61.8,Paid Search,LATAM,Starter,Consumer,0.0,Low,0,Cross-sell
U003128,2026-05-20,11,11,5883.67,Paid Search,APAC,Pro,Enterprise,0.0,Low,0,Cross-sell
U003129,2026-05-12,19,5,337.41,Organic,APAC,Growth,SMB,0.0,Low,0,Cross-sell
U003130,2026-05-26,5,10,245.38,Organic,North America,Free,SMB,0.0,Low,0,Cross-sell
U003131,2026-03-30,62,3,80.99,Paid Search,APAC,Starter,Consumer,17.6,Low,0,Monitor
U003132,,9999,0,0.0,Organic,APAC,Starter,SMB,100.0,High,0,Winback offer
U003133,2025-11-19,193,5,243.63,Paid Search,LATAM,Starter,SMB,89.7,High,1,Winback offer
U003134,2025-07-28,307,11,343.38,Paid Social,North America,Growth,Consumer,100.0,High,1,Winback offer
U003135,2026-05-21,10,2,74.68,Organic,APAC,Starter,SMB,0.0,Low,0,Cross-sell
U003136,2026-03-11,81,1,65.95,Organic,North America,Pro,SMB,28.1,Low,0,Monitor
U003137,,9999,0,0.0,Referral,North America,Starter,Consumer,100.0,High,0,Winback offer
U003138,2025-04-17,409,7,245.99,Referral,North America,Free,SMB,100.0,High,1,Winback offer
U003139,,9999,0,0.0,Organic,APAC,Growth,SMB,100.0,High,0,Winback offer
U003140,2026-05-01,30,7,238.57,Organic,APAC,Starter,Consumer,0.0,Low,0,Cross-sell
U003141,2026-05-15,16,6,556.24,Partner,APAC,Growth,SMB,0.0,Low,0,Cross-sell
U003142,,9999,0,0.0,Referral,Europe,Pro,Mid-Market,100.0,High,0,Winback offer
U003143,,9999,0,0.0,Partner,Europe,Starter,Consumer,100.0,High,0,Winback offer
U003144,2026-01-04,147,8,317.77,Organic,Europe,Growth,Consumer,59.9,Medium,1,Lifecycle email
U003145,,9999,0,0.0,Organic,Europe,Free,Consumer,100.0,High,0,Winback offer
U003146,,9999,0,0.0,Organic,North America,Free,Mid-Market,100.0,High,0,Winback offer
U003147,2026-05-25,6,3,303.39,Paid Social,APAC,Pro,Consumer,0.0,Low,0,Cross-sell
U003149,,9999,0,0.0,Paid Search,Europe,Starter,SMB,100.0,High,0,Winback offer
U003150,2026-03-21,71,8,448.82,Referral,North America,Pro,Consumer,25.6,Low,0,Monitor
U003151,,9999,0,0.0,Partner,North America,Free,SMB,100.0,High,0,Winback offer
U003152,2025-02-12,473,7,309.98,Paid Search,LATAM,Starter,SMB,100.0,High,1,Winback offer
U003153,2026-03-31,61,5,176.09,Paid Search,APAC,Growth,Consumer,11.1,Low,0,Monitor
U003154,,9999,0,0.0,Paid Social,North America,Free,SMB,100.0,High,0,Winback offer
U003155,,9999,0,0.0,Paid Search,LATAM,Free,Consumer,100.0,High,0,Winback offer
U003156,2026-03-13,79,15,381.26,Organic,Europe,Free,SMB,27.0,Low,0,Monitor
U003157,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U003158,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U003159,2026-04-09,52,6,214.24,Referral,North America,Starter,Consumer,12.1,Low,0,Monitor
U003160,,9999,0,0.0,Paid Search,APAC,Pro,SMB,100.0,High,0,Winback offer
U003161,,9999,0,0.0,Paid Search,North America,Starter,Consumer,100.0,High,0,Winback offer
U003162,2026-01-31,120,5,260.09,Organic,North America,Growth,Consumer,49.5,Medium,1,Lifecycle email
U003163,,9999,0,0.0,Paid Search,Europe,Starter,Consumer,100.0,High,0,Winback offer
U003164,2026-05-18,13,8,148.84,Organic,APAC,Free,SMB,0.0,Low,0,Cross-sell
U003165,2026-04-04,57,3,61.58,Referral,North America,Free,SMB,14.9,Low,0,Monitor
U003166,2025-06-03,362,3,198.71,Paid Social,APAC,Pro,SMB,100.0,High,1,Winback offer
U003167,,9999,0,0.0,Paid Social,APAC,Free,Consumer,100.0,High,0,Winback offer
U003168,2026-04-22,39,17,531.92,Partner,Europe,Free,SMB,5.0,Low,0,Monitor
U003169,2026-04-25,36,3,92.43,Paid Search,APAC,Growth,Consumer,3.3,Low,0,Monitor
U003171,2026-05-25,6,2,296.24,Partner,APAC,Pro,SMB,0.0,Low,0,Cross-sell
U003172,2025-10-17,226,8,887.0,Paid Search,LATAM,Pro,SMB,100.0,High,1,Winback offer
U003173,2026-04-03,58,7,91.02,Paid Search,North America,Free,Consumer,12.4,Low,0,Monitor
U003174,,9999,0,0.0,Organic,APAC,Starter,Mid-Market,100.0,High,0,Winback offer
U003175,,9999,0,0.0,Organic,North America,Free,Consumer,100.0,High,0,Winback offer
U003176,,9999,0,0.0,Organic,Europe,Starter,SMB,100.0,High,0,Winback offer
U003177,2026-05-20,11,12,271.63,Organic,North America,Starter,Consumer,0.0,Low,0,Cross-sell
U003178,,9999,0,0.0,Organic,North America,Starter,SMB,100.0,High,0,Winback offer
U003179,2026-04-18,43,11,1135.79,Referral,LATAM,Starter,Mid-Market,2.7,Low,0,Monitor
U003180,2026-04-03,58,5,172.93,Referral,Europe,Free,SMB,7.9,Low,0,Monitor
U003181,,9999,0,0.0,Paid Search,Europe,Starter,Consumer,100.0,High,0,Winback offer
U003182,2026-01-26,125,2,53.97,Referral,North America,Starter,Consumer,44.8,Medium,1,Lifecycle email
U003183,2025-05-12,384,8,363.5,Organic,APAC,Starter,SMB,100.0,High,1,Winback offer
U003184,2026-04-10,51,3,47.29,Partner,Europe,Free,Consumer,11.6,Low,0,Monitor
U003185,2025-08-06,298,4,1113.32,Referral,APAC,Growth,Enterprise,100.0,High,1,Winback offer
U003186,2026-01-10,141,6,445.94,Organic,Europe,Growth,SMB,61.1,Medium,1,Lifecycle email
U003187,2024-10-15,593,7,240.46,Paid Social,APAC,Growth,Consumer,100.0,High,1,Winback offer
U003188,,9999,0,0.0,Referral,Europe,Free,Mid-Market,100.0,High,0,Winback offer
U003189,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U003190,,9999,0,0.0,Partner,North America,Free,Consumer,100.0,High,0,Winback offer
U003191,2026-05-12,19,2,82.22,Organic,Europe,Growth,Consumer,0.0,Low,0,Cross-sell
U003192,2025-12-13,169,2,127.18,Referral,Europe,Growth,SMB,73.5,High,1,Winback offer
U003193,,9999,0,0.0,Organic,LATAM,Starter,Consumer,100.0,High,0,Winback offer
U003194,,9999,0,0.0,Organic,LATAM,Starter,SMB,100.0,High,0,Winback offer
U003195,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U003196,2025-12-30,152,7,908.17,Referral,Europe,Growth,Mid-Market,67.1,High,1,Winback offer
U003197,,9999,0,0.0,Paid Search,North America,Starter,Consumer,100.0,High,0,Winback offer
U003198,2025-10-31,212,15,1384.46,Referral,APAC,Growth,SMB,100.0,High,1,Winback offer
U003199,,9999,0,0.0,Organic,North America,Free,SMB,100.0,High,0,Winback offer
U003200,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U003201,2026-01-31,120,17,2844.73,Referral,North America,Starter,Enterprise,49.5,Medium,1,Lifecycle email
U003202,,9999,0,0.0,Paid Social,Europe,Growth,Consumer,100.0,High,0,Winback offer
U003203,2025-12-12,170,5,345.25,Organic,LATAM,Starter,Mid-Market,77.0,High,1,Winback offer
U003204,2026-04-04,57,6,288.23,Lifecycle Email,North America,Starter,SMB,14.9,Low,0,Monitor
U003205,2026-03-01,91,7,127.26,Partner,Europe,Free,Consumer,33.6,Low,1,Monitor
U003206,2026-03-14,78,13,1195.5,Referral,Europe,Starter,Mid-Market,26.4,Low,0,Monitor
U003207,2025-09-14,259,1,137.93,Paid Search,North America,Starter,Enterprise,100.0,High,1,Winback offer
U003208,2026-03-23,69,28,2789.58,Organic,Europe,Growth,SMB,21.5,Low,0,Monitor
U003209,2025-11-20,192,5,201.89,Organic,Europe,Growth,Consumer,89.1,High,1,Winback offer
U003210,2026-01-23,128,8,1109.86,Organic,LATAM,Starter,Enterprise,53.9,Medium,1,Lifecycle email
U003211,,9999,0,0.0,Paid Search,North America,Pro,Mid-Market,100.0,High,0,Winback offer
U003212,,9999,0,0.0,Lifecycle Email,Europe,Starter,Consumer,100.0,High,0,Winback offer
U003213,2026-05-02,29,4,60.46,Paid Social,APAC,Free,Consumer,0.0,Low,0,Cross-sell
U003214,2025-09-16,257,11,333.0,Paid Search,North America,Starter,SMB,100.0,High,1,Winback offer
U003215,,9999,0,0.0,Paid Search,Europe,Growth,Mid-Market,100.0,High,0,Winback offer
U003216,2026-03-12,80,3,31.45,Paid Search,APAC,Free,Consumer,27.5,Low,0,Monitor
U003217,2026-02-17,103,14,573.56,Organic,Europe,Growth,Consumer,40.2,Medium,1,Lifecycle email
U003218,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U003219,2026-05-31,0,11,114.38,Paid Social,APAC,Free,Consumer,0.0,Low,0,Cross-sell
U003220,2026-05-21,10,6,105.48,Referral,APAC,Free,Consumer,0.0,Low,0,Cross-sell
U003221,2026-02-22,98,13,147.93,Paid Social,APAC,Free,Consumer,37.4,Medium,1,Lifecycle email
U003222,2026-02-26,94,6,75.05,Organic,Europe,Free,Consumer,33.7,Low,1,Monitor
U003223,,9999,0,0.0,Organic,North America,Starter,Consumer,100.0,High,0,Winback offer
U003224,,9999,0,0.0,Partner,North America,Starter,Consumer,100.0,High,0,Winback offer
U003225,2026-04-02,59,6,513.24,Lifecycle Email,North America,Pro,SMB,16.0,Low,0,Monitor
U003226,,9999,0,0.0,Lifecycle Email,North America,Free,Consumer,100.0,High,0,Winback offer
U003227,,9999,0,0.0,Organic,Europe,Growth,SMB,100.0,High,0,Winback offer
U003228,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U003229,,9999,0,0.0,Paid Search,APAC,Starter,Consumer,100.0,High,0,Winback offer
U003230,2026-01-18,133,8,382.64,Paid Search,Europe,Growth,Consumer,62.7,Medium,1,Lifecycle email
U003231,2025-08-13,291,8,549.63,Partner,APAC,Growth,SMB,100.0,High,1,Winback offer
U003232,2025-10-18,225,17,812.37,Referral,North America,Growth,Consumer,100.0,High,1,Winback offer
U003233,,9999,0,0.0,Partner,Europe,Free,Consumer,100.0,High,0,Winback offer
U003234,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U003235,,9999,0,0.0,Paid Search,North America,Growth,Consumer,100.0,High,0,Winback offer
U003236,2026-02-13,107,5,185.26,Paid Search,APAC,Growth,Consumer,39.4,Medium,1,Lifecycle email
U003237,2026-03-19,73,8,471.43,Lifecycle Email,North America,Growth,Consumer,23.7,Low,0,Monitor
U003238,2025-12-11,171,4,62.33,Organic,LATAM,Free,Consumer,80.6,High,1,Winback offer
U003239,,9999,0,0.0,Organic,North America,Starter,SMB,100.0,High,0,Winback offer
U003240,2026-05-20,11,12,494.8,Paid Search,APAC,Growth,Consumer,0.0,Low,0,Cross-sell
U003241,,9999,0,0.0,Paid Social,North America,Free,SMB,100.0,High,0,Winback offer
U003242,,9999,0,0.0,Referral,Europe,Free,Mid-Market,100.0,High,0,Winback offer
U003243,2026-01-24,127,2,69.65,Organic,Europe,Starter,Consumer,47.4,Medium,1,Lifecycle email
U003244,2026-05-20,11,6,55.31,Paid Search,North America,Free,Consumer,0.0,Low,0,Cross-sell
U003245,2026-02-28,92,2,173.67,Paid Search,Europe,Starter,Mid-Market,29.6,Low,1,Monitor
U003247,,9999,0,0.0,Organic,North America,Starter,SMB,100.0,High,0,Winback offer
U003248,2026-05-29,2,2,36.77,Paid Search,APAC,Free,Consumer,0.0,Low,0,Cross-sell
U003249,,9999,0,0.0,Paid Search,Europe,Free,SMB,100.0,High,0,Winback offer
U003250,2025-06-12,353,9,524.28,Lifecycle Email,APAC,Growth,Consumer,100.0,High,1,Winback offer
U003251,,9999,0,0.0,Paid Social,North America,Free,Consumer,100.0,High,0,Winback offer
U003252,2025-11-01,211,14,296.12,Paid Social,North America,Starter,Consumer,93.6,High,1,Winback offer
U003253,,9999,0,0.0,Paid Search,North America,Starter,Consumer,100.0,High,0,Winback offer
U003254,,9999,0,0.0,Paid Search,Europe,Starter,Enterprise,100.0,High,0,Winback offer
U003255,,9999,0,0.0,Paid Social,North America,Starter,Consumer,100.0,High,0,Winback offer
U003256,,9999,0,0.0,Paid Search,North America,Growth,SMB,100.0,High,0,Winback offer
U003257,2025-04-16,410,6,313.33,Paid Social,APAC,Starter,SMB,100.0,High,1,Winback offer
U003258,2026-05-26,5,18,3472.5,Paid Search,APAC,Growth,Enterprise,0.0,Low,0,Cross-sell
U003259,,9999,0,0.0,Organic,LATAM,Starter,SMB,100.0,High,0,Winback offer
U003260,2026-05-30,1,4,57.67,Paid Search,North America,Free,SMB,0.0,Low,0,Cross-sell
U003261,,9999,0,0.0,Lifecycle Email,APAC,Free,Consumer,100.0,High,0,Winback offer
U003262,,9999,0,0.0,Organic,Europe,Growth,Consumer,100.0,High,0,Winback offer
U003263,,9999,0,0.0,Paid Search,APAC,Growth,Consumer,100.0,High,0,Winback offer
U003264,,9999,0,0.0,Paid Search,LATAM,Starter,Consumer,100.0,High,0,Winback offer
U003265,2026-05-12,19,7,165.55,Organic,North America,Starter,Consumer,0.0,Low,0,Cross-sell
U003266,,9999,0,0.0,Paid Social,North America,Pro,SMB,100.0,High,0,Winback offer
U003267,,9999,0,0.0,Referral,North America,Starter,Consumer,100.0,High,0,Winback offer
U003268,2026-03-16,76,15,2756.09,Paid Search,North America,Pro,Mid-Market,20.8,Low,0,Monitor
U003269,2026-03-10,82,5,158.38,Partner,APAC,Starter,Consumer,21.1,Low,0,Monitor
U003270,2026-04-21,40,9,2822.19,Referral,North America,Growth,Enterprise,2.5,Low,0,Monitor
U003271,,9999,0,0.0,Paid Social,Europe,Growth,SMB,100.0,High,0,Winback offer
U003272,2026-02-06,114,9,323.95,Paid Search,North America,Growth,Consumer,46.2,Medium,1,Lifecycle email
U003273,,9999,0,0.0,Paid Search,Europe,Starter,Mid-Market,100.0,High,0,Winback offer
U003274,2025-12-28,154,7,195.17,Referral,North America,Starter,Consumer,68.2,High,1,Winback offer
U003275,,9999,0,0.0,Organic,Europe,Pro,Enterprise,100.0,High,0,Winback offer
U003276,2026-05-21,10,8,229.04,Lifecycle Email,LATAM,Free,SMB,0.0,Low,0,Cross-sell
U003277,,9999,0,0.0,Referral,Europe,Free,Consumer,100.0,High,0,Winback offer
U003278,,9999,0,0.0,Organic,Europe,Pro,Enterprise,100.0,High,0,Winback offer
U003279,2026-02-28,92,5,109.69,Organic,North America,Free,SMB,32.6,Low,1,Monitor
U003280,2025-03-14,443,3,176.95,Organic,Europe,Starter,SMB,100.0,High,1,Winback offer
U003281,2025-11-07,205,14,1539.59,Partner,North America,Pro,SMB,96.3,High,1,Winback offer
U003282,,9999,0,0.0,Paid Social,North America,Starter,SMB,100.0,High,0,Winback offer
U003283,2026-04-28,33,5,127.58,Organic,North America,Starter,Consumer,0.2,Low,0,Monitor
U003284,2026-04-14,47,8,1898.14,Organic,Europe,Pro,Mid-Market,9.4,Low,0,Monitor
U003285,,9999,0,0.0,Referral,Europe,Pro,Consumer,100.0,High,0,Winback offer
U003286,2026-05-06,25,10,818.31,Referral,North America,Free,Enterprise,0.0,Low,0,Cross-sell
U003287,,9999,0,0.0,Referral,APAC,Growth,Consumer,100.0,High,0,Winback offer
U003288,,9999,0,0.0,Paid Social,North America,Free,SMB,100.0,High,0,Winback offer
U003289,,9999,0,0.0,Referral,North America,Free,Mid-Market,100.0,High,0,Winback offer
U003290,,9999,0,0.0,Organic,North America,Growth,Mid-Market,100.0,High,0,Winback offer
U003291,2026-02-16,104,3,367.7,Paid Search,Europe,Growth,Mid-Market,40.7,Medium,1,Lifecycle email
U003292,2026-04-07,54,2,69.23,Organic,North America,Free,Enterprise,13.2,Low,0,Monitor
U003293,2026-04-23,38,8,96.15,Referral,North America,Free,Consumer,0.0,Low,0,Monitor
U003294,2026-03-27,65,5,126.94,Paid Search,North America,Starter,Consumer,19.2,Low,0,Monitor
U003295,2025-06-12,353,2,10.77,Organic,APAC,Free,Consumer,100.0,High,1,Winback offer
U003296,2025-12-06,176,8,710.65,Lifecycle Email,APAC,Pro,Consumer,80.3,High,1,Winback offer
U003297,,9999,0,0.0,Organic,APAC,Starter,Consumer,100.0,High,0,Winback offer
U003298,,9999,0,0.0,Paid Search,LATAM,Free,Enterprise,100.0,High,0,Winback offer
U003299,,9999,0,0.0,Partner,APAC,Free,Consumer,100.0,High,0,Winback offer
U003300,,9999,0,0.0,Paid Social,North America,Free,SMB,100.0,High,0,Winback offer
U003301,,9999,0,0.0,Lifecycle Email,North America,Free,Mid-Market,100.0,High,0,Winback offer
U003302,,9999,0,0.0,Paid Search,North America,Growth,SMB,100.0,High,0,Winback offer
U003303,,9999,0,0.0,Partner,North America,Free,Consumer,100.0,High,0,Winback offer
U003304,,9999,0,0.0,Organic,North America,Free,SMB,100.0,High,0,Winback offer
U003305,,9999,0,0.0,Paid Search,APAC,Free,SMB,100.0,High,0,Winback offer
U003306,2025-08-28,276,6,607.25,Organic,APAC,Starter,Enterprise,100.0,High,1,Winback offer
U003307,,9999,0,0.0,Referral,APAC,Free,SMB,100.0,High,0,Winback offer
U003308,2026-04-15,46,5,355.5,Organic,APAC,Growth,SMB,4.3,Low,0,Monitor
U003309,2026-04-27,34,1,14.85,Paid Search,North America,Starter,Consumer,2.2,Low,0,Monitor
U003310,2026-05-17,14,5,65.33,Referral,APAC,Free,Consumer,0.0,Low,0,Cross-sell
U003311,,9999,0,0.0,Paid Search,North America,Starter,SMB,100.0,High,0,Winback offer
U003312,2025-07-05,330,9,249.62,Paid Social,Europe,Growth,Consumer,100.0,High,1,Winback offer
U003313,,9999,0,0.0,Organic,Europe,Free,Consumer,100.0,High,0,Winback offer
U003314,,9999,0,0.0,Paid Social,Europe,Growth,Consumer,100.0,High,0,Winback offer
U003315,,9999,0,0.0,Organic,LATAM,Free,Consumer,100.0,High,0,Winback offer
U003316,,9999,0,0.0,Partner,North America,Free,Consumer,100.0,High,0,Winback offer
U003317,,9999,0,0.0,Organic,Europe,Free,SMB,100.0,High,0,Winback offer
U003318,,9999,0,0.0,Paid Search,North America,Free,Consumer,100.0,High,0,Winback offer
U003319,,9999,0,0.0,Partner,APAC,Pro,Mid-Market,100.0,High,0,Winback offer
U003320,,9999,0,0.0,Referral,Europe,Free,SMB,100.0,High,0,Winback offer
U003321,,9999,0,0.0,Paid Social,Europe,Starter,Consumer,100.0,High,0,Winback offer
U003322,2026-03-30,62,8,130.53,Referral,APAC,Free,Consumer,17.6,Low,0,Monitor
U003323,,9999,0,0.0,Partner,Europe,Starter,Mid-Market,100.0,High,0,Winback offer
U003324,2026-05-14,17,16,886.57,Paid Social,North America,Starter,Mid-Market,0.0,Low,0,Cross-sell
U003325,2025-11-25,187,14,1524.68,Paid Social,Europe,Pro,SMB,86.4,High,1,Winback offer
U003326,,9999,0,0.0,Organic,APAC,Free,Consumer,100.0,High,0,Winback offer
U003327,2026-05-10,21,7,325.78,Lifecycle Email,APAC,Starter,SMB,0.0,Low,0,Cross-sell
U003328,2026-03-11,81,11,1155.63,Partner,APAC,Growth,SMB,22.1,Low,0,Monitor
U003329,,9999,0,0.0,Organic,APAC,Growth,Consumer,100.0,High,0,Winback offer
U003330,,9999,0,0.0,Partner,APAC,Starter,SMB,100.0,High,0,Winback offer
U003331,2025-12-24,158,15,2082.59,Organic,North America,Growth,SMB,70.4,High,1,Winback offer
U003332,,9999,0,0.0,Lifecycle Email,North America,Pro,Consumer,100.0,High,0,Winback offer
U003333,,9999,0,0.0,Paid Search,APAC,Free,Consumer,100.0,High,0,Winback offer
U003334,2026-05-24,7,15,769.91,Organic,APAC,Growth,Consumer,0.0,Low,0,Cross-sell
U003335,,9999,0,0.0,Paid Social,LATAM,Growth,Consumer,100.0,High,0,Winback offer
U003336,2026-05-11,20,12,211.69,Paid Social,APAC,Starter,Consumer,0.0,Low,0,Cross-sell
U003337,2025-08-06,298,7,209.67,Referral,North America,Growth,Consumer,100.0,High,1,Winback offer
U003338,,9999,0,0.0,Paid Search,Europe,Free,Consumer,100.0,High,0,Winback offer
U003339,,9999,0,0.0,Paid Search,North America,Starter,Consumer,100.0,High,0,Winback offer
U003340,,9999,0,0.0,Paid Search,LATAM,Starter,Mid-Market,100.0,High,0,Winback offer
U003341,,9999,0,0.0,Paid Social,North America,Starter,SMB,100.0,High,0,Winback offer
U003342,2026-04-10,51,3,100.66,Referral,APAC,Free,SMB,14.6,Low,0,Monitor
U003343,2026-04-25,36,6,285.33,Partner,North America,Starter,SMB,3.3,Low,0,Monitor
U003344,,9999,0,0.0,Organic,LATAM,Growth,Consumer,100.0,High,0,Winback offer
