RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,VolumeJobs,TEU,CBM,ChargeableKg,AvgRateUSD,SurchargeUSD,DiscountUSD,RevenueUSD,DataSource,DateKey,YearMonth
202606_DOWNSIDE_TH_LCL_SME,2026-06-01,Forecast,DOWNSIDE,TH,LCL,SME,57,0.0,368.11,0.0,564.23,1543.73,321.61,33383.07,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_LCL_SKA,2026-06-01,Forecast,DOWNSIDE,TH,LCL,SKA,98,0.0,527.28,0.0,571.03,2686.13,2686.13,55960.98,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CLS_ENT,2026-06-01,Forecast,DOWNSIDE,TH,CLS,ENT,53,0.0,0.0,0.0,1437.63,3657.33,2666.8,77184.89,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CLS_MM,2026-06-01,Forecast,DOWNSIDE,TH,CLS,MM,44,0.0,0.0,0.0,1460.4,3084.37,1413.67,65928.35,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CLS_SME,2026-06-01,Forecast,DOWNSIDE,TH,CLS,SME,34,0.0,0.0,0.0,1410.22,2301.48,479.48,49769.56,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CLS_SKA,2026-06-01,Forecast,DOWNSIDE,TH,CLS,SKA,63,0.0,0.0,0.0,1463.03,4424.21,4424.21,92171.07,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CUS_ENT,2026-06-01,Forecast,DOWNSIDE,TH,CUS,ENT,122,0.0,0.0,0.0,214.25,1254.67,914.86,26478.77,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CUS_MM,2026-06-01,Forecast,DOWNSIDE,TH,CUS,MM,99,0.0,0.0,0.0,219.64,1043.73,478.38,22309.82,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CUS_SME,2026-06-01,Forecast,DOWNSIDE,TH,CUS,SME,76,0.0,0.0,0.0,218.48,797.02,166.04,17235.45,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_CUS_SKA,2026-06-01,Forecast,DOWNSIDE,TH,CUS,SKA,135,0.0,0.0,0.0,219.48,1422.25,1422.25,29630.16,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_TRK_ENT,2026-06-01,Forecast,DOWNSIDE,TH,TRK,ENT,147,0.0,0.0,0.0,331.18,2726.26,1703.92,49705.65,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_TRK_MM,2026-06-01,Forecast,DOWNSIDE,TH,TRK,MM,115,0.0,0.0,0.0,338.99,2183.09,857.64,40309.17,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_TRK_SME,2026-06-01,Forecast,DOWNSIDE,TH,TRK,SME,85,0.0,0.0,0.0,339.97,1618.27,288.98,30227.01,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_TH_TRK_SKA,2026-06-01,Forecast,DOWNSIDE,TH,TRK,SKA,157,0.0,0.0,0.0,333.31,2930.43,2511.8,52747.79,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_AIR_ENT,2026-06-01,Forecast,DOWNSIDE,CN,AIR,ENT,82,0.0,0.0,76909.97,1565.64,7189.42,4493.39,131078.62,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_AIR_MM,2026-06-01,Forecast,DOWNSIDE,CN,AIR,MM,68,0.0,0.0,70512.76,1582.87,6027.57,2367.97,111294.77,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_AIR_SME,2026-06-01,Forecast,DOWNSIDE,CN,AIR,SME,51,0.0,0.0,69815.06,1597.51,4562.5,814.73,85220.93,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_AIR_SKA,2026-06-01,Forecast,DOWNSIDE,CN,AIR,SKA,95,0.0,0.0,105475.96,1516.28,8066.61,6914.24,145198.94,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_FCL_ENT,2026-06-01,Forecast,DOWNSIDE,CN,FCL,ENT,142,202.98,0.0,0.0,1084.09,8620.65,5387.91,157172.98,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_FCL_MM,2026-06-01,Forecast,DOWNSIDE,CN,FCL,MM,109,162.05,0.0,0.0,1028.15,6275.85,2465.51,115879.13,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_FCL_SME,2026-06-01,Forecast,DOWNSIDE,CN,FCL,SME,85,106.65,0.0,0.0,996.6,4743.81,847.11,88607.56,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_FCL_SKA,2026-06-01,Forecast,DOWNSIDE,CN,FCL,SKA,153,190.43,0.0,0.0,1049.57,8992.74,7708.07,161869.37,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_LCL_ENT,2026-06-01,Forecast,DOWNSIDE,CN,LCL,ENT,112,0.0,918.36,0.0,591.65,3180.68,2319.25,67125.68,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_LCL_MM,2026-06-01,Forecast,DOWNSIDE,CN,LCL,MM,96,0.0,643.82,0.0,584.63,2693.97,1234.74,57583.58,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_LCL_SME,2026-06-01,Forecast,DOWNSIDE,CN,LCL,SME,74,0.0,525.31,0.0,583.03,2070.92,431.44,44783.72,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_LCL_SKA,2026-06-01,Forecast,DOWNSIDE,CN,LCL,SKA,128,0.0,1012.27,0.0,590.1,3625.6,3625.6,75533.31,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CLS_ENT,2026-06-01,Forecast,DOWNSIDE,CN,CLS,ENT,68,0.0,0.0,0.0,1430.99,4670.76,3405.76,98572.4,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CLS_MM,2026-06-01,Forecast,DOWNSIDE,CN,CLS,MM,59,0.0,0.0,0.0,1449.18,4104.06,1881.03,87724.38,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CLS_SME,2026-06-01,Forecast,DOWNSIDE,CN,CLS,SME,43,0.0,0.0,0.0,1422.84,2936.74,611.82,63507.06,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CLS_SKA,2026-06-01,Forecast,DOWNSIDE,CN,CLS,SKA,77,0.0,0.0,0.0,1438.21,5315.62,5315.62,110742.1,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CUS_ENT,2026-06-01,Forecast,DOWNSIDE,CN,CUS,ENT,160,0.0,0.0,0.0,216.48,1662.59,1212.3,35087.56,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CUS_MM,2026-06-01,Forecast,DOWNSIDE,CN,CUS,MM,131,0.0,0.0,0.0,215.1,1352.54,619.92,28910.62,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CUS_SME,2026-06-01,Forecast,DOWNSIDE,CN,CUS,SME,97,0.0,0.0,0.0,218.83,1018.86,212.26,22032.83,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_CUS_SKA,2026-06-01,Forecast,DOWNSIDE,CN,CUS,SKA,182,0.0,0.0,0.0,218.54,1909.15,1909.15,39773.92,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_TRK_ENT,2026-06-01,Forecast,DOWNSIDE,CN,TRK,ENT,186,0.0,0.0,0.0,336.15,3501.34,2188.34,63836.96,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_TRK_MM,2026-06-01,Forecast,DOWNSIDE,CN,TRK,MM,157,0.0,0.0,0.0,324.84,2855.98,1121.99,52733.64,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_TRK_SME,2026-06-01,Forecast,DOWNSIDE,CN,TRK,SME,114,0.0,0.0,0.0,329.91,2106.13,376.09,39339.46,Synthetic planning model,20260601,2026-06
202606_DOWNSIDE_CN_TRK_SKA,2026-06-01,Forecast,DOWNSIDE,CN,TRK,SKA,209,0.0,0.0,0.0,335.89,3931.27,3369.66,70762.78,Synthetic planning model,20260601,2026-06
202607_BASE_VN_NORTH_AIR_ENT,2026-07-01,Forecast,BASE,VN_NORTH,AIR,ENT,122,0.0,0.0,166969.45,1683.53,11091.07,7188.66,209292.66,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_AIR_MM,2026-07-01,Forecast,BASE,VN_NORTH,AIR,MM,94,0.0,0.0,129896.39,1648.47,8367.66,3409.05,159915.22,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_AIR_SME,2026-07-01,Forecast,BASE,VN_NORTH,AIR,SME,74,0.0,0.0,103278.17,1637.51,6543.47,1211.75,126507.09,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_AIR_SKA,2026-07-01,Forecast,BASE,VN_NORTH,AIR,SKA,132,0.0,0.0,114482.31,1638.41,11678.6,10380.97,217567.9,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_FCL_ENT,2026-07-01,Forecast,BASE,VN_NORTH,FCL,ENT,197,234.62,0.0,0.0,1073.11,11415.74,7399.09,215419.28,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_FCL_MM,2026-07-01,Forecast,BASE,VN_NORTH,FCL,MM,157,239.73,0.0,0.0,1098.04,9309.22,3792.65,177909.62,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_FCL_SME,2026-07-01,Forecast,BASE,VN_NORTH,FCL,SME,122,143.65,0.0,0.0,1117.22,7360.25,1363.01,142298.25,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_FCL_SKA,2026-07-01,Forecast,BASE,VN_NORTH,FCL,SKA,218,257.65,0.0,0.0,1085.04,12773.1,11353.87,237958.14,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_LCL_ENT,2026-07-01,Forecast,BASE,VN_NORTH,LCL,ENT,160,0.0,777.0,0.0,605.34,4455.33,3389.93,97920.5,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_LCL_MM,2026-07-01,Forecast,BASE,VN_NORTH,LCL,MM,137,0.0,796.58,0.0,614.94,3875.38,1853.44,86269.28,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_LCL_SME,2026-07-01,Forecast,BASE,VN_NORTH,LCL,SME,108,0.0,615.98,0.0,602.46,2993.03,650.66,67408.15,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_LCL_SKA,2026-07-01,Forecast,BASE,VN_NORTH,LCL,SKA,195,0.0,1190.44,0.0,610.03,5471.95,5709.86,118717.58,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CLS_ENT,2026-07-01,Forecast,BASE,VN_NORTH,CLS,ENT,95,0.0,0.0,0.0,1459.19,6376.68,4851.82,140148.37,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CLS_MM,2026-07-01,Forecast,BASE,VN_NORTH,CLS,MM,75,0.0,0.0,0.0,1485.1,5123.58,2450.41,114055.31,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CLS_SME,2026-07-01,Forecast,BASE,VN_NORTH,CLS,SME,63,0.0,0.0,0.0,1484.45,4301.95,935.21,96887.3,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CLS_SKA,2026-07-01,Forecast,BASE,VN_NORTH,CLS,SKA,112,0.0,0.0,0.0,1475.03,7599.35,7929.76,164872.89,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CUS_ENT,2026-07-01,Forecast,BASE,VN_NORTH,CUS,ENT,236,0.0,0.0,0.0,230.66,2504.03,1905.24,55034.12,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CUS_MM,2026-07-01,Forecast,BASE,VN_NORTH,CUS,MM,186,0.0,0.0,0.0,228.29,1953.23,934.15,43480.67,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CUS_SME,2026-07-01,Forecast,BASE,VN_NORTH,CUS,SME,143,0.0,0.0,0.0,233.73,1537.48,334.24,34626.76,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_CUS_SKA,2026-07-01,Forecast,BASE,VN_NORTH,CUS,SKA,263,0.0,0.0,0.0,228.24,2761.2,2881.25,59906.06,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_TRK_ENT,2026-07-01,Forecast,BASE,VN_NORTH,TRK,ENT,270,0.0,0.0,0.0,352.96,5146.1,3335.43,97108.77,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_TRK_MM,2026-07-01,Forecast,BASE,VN_NORTH,TRK,MM,220,0.0,0.0,0.0,348.04,4134.75,1684.53,79019.62,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_TRK_SME,2026-07-01,Forecast,BASE,VN_NORTH,TRK,SME,164,0.0,0.0,0.0,355.19,3145.58,582.51,60814.49,Synthetic planning model,20260701,2026-07
202607_BASE_VN_NORTH_TRK_SKA,2026-07-01,Forecast,BASE,VN_NORTH,TRK,SKA,304,0.0,0.0,0.0,352.59,5788.12,5144.99,107830.46,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_AIR_ENT,2026-07-01,Forecast,BASE,VN_SOUTH,AIR,ENT,133,0.0,0.0,151112.51,1571.81,11288.75,7316.78,213022.9,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_AIR_MM,2026-07-01,Forecast,BASE,VN_SOUTH,AIR,MM,112,0.0,0.0,77558.9,1643.12,9937.58,4048.65,189918.28,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_AIR_SME,2026-07-01,Forecast,BASE,VN_SOUTH,AIR,SME,81,0.0,0.0,81173.72,1632.41,7140.17,1322.25,138043.33,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_AIR_SKA,2026-07-01,Forecast,BASE,VN_SOUTH,AIR,SKA,153,0.0,0.0,114930.55,1610.53,13306.18,11827.72,247889.2,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_FCL_ENT,2026-07-01,Forecast,BASE,VN_SOUTH,FCL,ENT,229,307.5,0.0,0.0,1088.4,13459.16,8723.53,253979.38,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_FCL_MM,2026-07-01,Forecast,BASE,VN_SOUTH,FCL,MM,183,266.87,0.0,0.0,1083.2,10704.14,4360.95,204568.04,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_FCL_SME,2026-07-01,Forecast,BASE,VN_SOUTH,FCL,SME,138,183.13,0.0,0.0,1080.64,8052.9,1491.28,155689.37,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_FCL_SKA,2026-07-01,Forecast,BASE,VN_SOUTH,FCL,SKA,238,317.53,0.0,0.0,1075.52,13822.54,12286.7,257508.83,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_LCL_ENT,2026-07-01,Forecast,BASE,VN_SOUTH,LCL,ENT,185,0.0,1157.82,0.0,622.39,5296.56,4029.99,116409.12,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_LCL_MM,2026-07-01,Forecast,BASE,VN_SOUTH,LCL,MM,159,0.0,944.85,0.0,594.33,4346.95,2078.98,96766.94,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_LCL_SME,2026-07-01,Forecast,BASE,VN_SOUTH,LCL,SME,118,0.0,929.74,0.0,611.2,3317.57,721.21,74717.46,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_LCL_SKA,2026-07-01,Forecast,BASE,VN_SOUTH,LCL,SKA,205,0.0,1045.33,0.0,602.56,5682.12,5929.17,123277.24,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CLS_ENT,2026-07-01,Forecast,BASE,VN_SOUTH,CLS,ENT,106,0.0,0.0,0.0,1509.46,7360.15,5600.11,161763.21,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CLS_MM,2026-07-01,Forecast,BASE,VN_SOUTH,CLS,MM,91,0.0,0.0,0.0,1472.83,6165.28,2948.61,137244.59,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CLS_SME,2026-07-01,Forecast,BASE,VN_SOUTH,CLS,SME,68,0.0,0.0,0.0,1471.18,4601.84,1000.4,103641.48,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CLS_SKA,2026-07-01,Forecast,BASE,VN_SOUTH,CLS,SKA,125,0.0,0.0,0.0,1541.18,8861.8,9247.1,192262.64,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CUS_ENT,2026-07-01,Forecast,BASE,VN_SOUTH,CUS,ENT,250,0.0,0.0,0.0,231.82,2665.92,2028.42,58592.35,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CUS_MM,2026-07-01,Forecast,BASE,VN_SOUTH,CUS,MM,213,0.0,0.0,0.0,229.02,2243.99,1073.21,49953.06,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CUS_SME,2026-07-01,Forecast,BASE,VN_SOUTH,CUS,SME,168,0.0,0.0,0.0,231.67,1790.36,389.21,40322.1,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_CUS_SKA,2026-07-01,Forecast,BASE,VN_SOUTH,CUS,SKA,293,0.0,0.0,0.0,230.33,3104.35,3239.33,67350.97,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_TRK_ENT,2026-07-01,Forecast,BASE,VN_SOUTH,TRK,ENT,297,0.0,0.0,0.0,345.8,5545.9,3594.57,104653.27,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_TRK_MM,2026-07-01,Forecast,BASE,VN_SOUTH,TRK,MM,251,0.0,0.0,0.0,346.42,4695.39,1912.94,89734.18,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_TRK_SME,2026-07-01,Forecast,BASE,VN_SOUTH,TRK,SME,189,0.0,0.0,0.0,348.72,3559.07,659.09,68808.6,Synthetic planning model,20260701,2026-07
202607_BASE_VN_SOUTH_TRK_SKA,2026-07-01,Forecast,BASE,VN_SOUTH,TRK,SKA,331,0.0,0.0,0.0,350.41,6263.15,5567.25,116680.18,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_AIR_ENT,2026-07-01,Forecast,BASE,VN_CENTRAL,AIR,ENT,85,0.0,0.0,88196.92,1593.28,7313.14,4740.0,138001.69,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_AIR_MM,2026-07-01,Forecast,BASE,VN_CENTRAL,AIR,MM,66,0.0,0.0,43044.72,1599.27,5699.78,2322.13,108929.19,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_AIR_SME,2026-07-01,Forecast,BASE,VN_CENTRAL,AIR,SME,54,0.0,0.0,69298.25,1595.62,4652.84,861.64,89954.84,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_AIR_SKA,2026-07-01,Forecast,BASE,VN_CENTRAL,AIR,SKA,95,0.0,0.0,63690.92,1700.54,8723.75,7754.45,162520.29,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_FCL_ENT,2026-07-01,Forecast,BASE,VN_CENTRAL,FCL,ENT,136,174.62,0.0,0.0,1087.37,7985.65,5175.89,150692.26,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_FCL_MM,2026-07-01,Forecast,BASE,VN_CENTRAL,FCL,MM,116,166.56,0.0,0.0,1118.91,7008.83,2855.45,133946.51,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_FCL_SME,2026-07-01,Forecast,BASE,VN_CENTRAL,FCL,SME,86,98.97,0.0,0.0,1103.06,5122.63,948.63,99037.45,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_FCL_SKA,2026-07-01,Forecast,BASE,VN_CENTRAL,FCL,SKA,154,230.74,0.0,0.0,1107.43,9209.35,8186.09,171566.77,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_LCL_ENT,2026-07-01,Forecast,BASE,VN_CENTRAL,LCL,ENT,123,0.0,705.46,0.0,612.03,3462.88,2634.8,76108.19,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_LCL_MM,2026-07-01,Forecast,BASE,VN_CENTRAL,LCL,MM,99,0.0,674.98,0.0,628.0,2859.9,1367.78,63663.9,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_LCL_SME,2026-07-01,Forecast,BASE,VN_CENTRAL,LCL,SME,75,0.0,356.78,0.0,611.43,2109.43,458.57,47508.01,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_LCL_SKA,2026-07-01,Forecast,BASE,VN_CENTRAL,LCL,SKA,133,0.0,974.79,0.0,609.49,3728.87,3891.0,80900.3,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CLS_ENT,2026-07-01,Forecast,BASE,VN_CENTRAL,CLS,ENT,70,0.0,0.0,0.0,1520.36,4895.58,3724.89,107596.23,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CLS_MM,2026-07-01,Forecast,BASE,VN_CENTRAL,CLS,MM,56,0.0,0.0,0.0,1462.96,3768.59,1802.37,83892.1,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CLS_SME,2026-07-01,Forecast,BASE,VN_CENTRAL,CLS,SME,42,0.0,0.0,0.0,1494.74,2887.83,627.79,65039.01,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CLS_SKA,2026-07-01,Forecast,BASE,VN_CENTRAL,CLS,SKA,80,0.0,0.0,0.0,1486.02,5468.57,5706.33,118644.18,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CUS_ENT,2026-07-01,Forecast,BASE,VN_CENTRAL,CUS,ENT,165,0.0,0.0,0.0,235.59,1788.13,1360.53,39299.9,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CUS_MM,2026-07-01,Forecast,BASE,VN_CENTRAL,CUS,MM,127,0.0,0.0,0.0,235.47,1375.6,657.9,30622.07,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CUS_SME,2026-07-01,Forecast,BASE,VN_CENTRAL,CUS,SME,101,0.0,0.0,0.0,233.83,1086.36,236.16,24466.61,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_CUS_SKA,2026-07-01,Forecast,BASE,VN_CENTRAL,CUS,SKA,188,0.0,0.0,0.0,229.24,1982.45,2068.65,43010.59,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_TRK_ENT,2026-07-01,Forecast,BASE,VN_CENTRAL,TRK,ENT,193,0.0,0.0,0.0,347.92,3626.05,2350.22,68424.88,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_TRK_MM,2026-07-01,Forecast,BASE,VN_CENTRAL,TRK,MM,157,0.0,0.0,0.0,349.48,2962.87,1207.1,56623.83,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_TRK_SME,2026-07-01,Forecast,BASE,VN_CENTRAL,TRK,SME,114,0.0,0.0,0.0,354.57,2182.72,404.21,42199.21,Synthetic planning model,20260701,2026-07
202607_BASE_VN_CENTRAL_TRK_SKA,2026-07-01,Forecast,BASE,VN_CENTRAL,TRK,SKA,208,0.0,0.0,0.0,355.65,3994.7,3550.84,74419.79,Synthetic planning model,20260701,2026-07
202607_BASE_TH_AIR_ENT,2026-07-01,Forecast,BASE,TH,AIR,ENT,72,0.0,0.0,64127.17,1676.6,6518.61,4225.03,123008.66,Synthetic planning model,20260701,2026-07
202607_BASE_TH_AIR_MM,2026-07-01,Forecast,BASE,TH,AIR,MM,60,0.0,0.0,74195.23,1548.91,5018.46,2044.56,95908.34,Synthetic planning model,20260701,2026-07
202607_BASE_TH_AIR_SME,2026-07-01,Forecast,BASE,TH,AIR,SME,47,0.0,0.0,38678.33,1617.79,4105.94,760.36,79381.56,Synthetic planning model,20260701,2026-07
202607_BASE_TH_AIR_SKA,2026-07-01,Forecast,BASE,TH,AIR,SKA,82,0.0,0.0,104769.3,1634.8,7238.9,6434.58,134857.99,Synthetic planning model,20260701,2026-07
202607_BASE_TH_FCL_ENT,2026-07-01,Forecast,BASE,TH,FCL,ENT,112,162.42,0.0,0.0,1124.77,6802.59,4409.09,128367.46,Synthetic planning model,20260701,2026-07
202607_BASE_TH_FCL_MM,2026-07-01,Forecast,BASE,TH,FCL,MM,97,159.38,0.0,0.0,1094.23,5731.59,2335.09,109536.98,Synthetic planning model,20260701,2026-07
202607_BASE_TH_FCL_SME,2026-07-01,Forecast,BASE,TH,FCL,SME,73,105.58,0.0,0.0,1086.79,4284.14,793.36,82826.65,Synthetic planning model,20260701,2026-07
202607_BASE_TH_FCL_SKA,2026-07-01,Forecast,BASE,TH,FCL,SKA,126,144.93,0.0,0.0,1129.8,7687.18,6833.04,143209.23,Synthetic planning model,20260701,2026-07
202607_BASE_TH_LCL_ENT,2026-07-01,Forecast,BASE,TH,LCL,ENT,103,0.0,742.11,0.0,603.16,2857.75,2174.38,62808.42,Synthetic planning model,20260701,2026-07
202607_BASE_TH_LCL_MM,2026-07-01,Forecast,BASE,TH,LCL,MM,81,0.0,436.83,0.0,598.32,2229.33,1066.2,49626.85,Synthetic planning model,20260701,2026-07
202607_BASE_TH_LCL_SME,2026-07-01,Forecast,BASE,TH,LCL,SME,62,0.0,468.1,0.0,600.41,1712.38,372.26,38565.68,Synthetic planning model,20260701,2026-07
202607_BASE_TH_LCL_SKA,2026-07-01,Forecast,BASE,TH,LCL,SKA,114,0.0,689.01,0.0,615.75,3228.97,3369.36,70054.61,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CLS_ENT,2026-07-01,Forecast,BASE,TH,CLS,ENT,60,0.0,0.0,0.0,1511.01,4170.38,3173.11,91657.66,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CLS_MM,2026-07-01,Forecast,BASE,TH,CLS,MM,47,0.0,0.0,0.0,1461.46,3159.67,1511.15,70337.03,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CLS_SME,2026-07-01,Forecast,BASE,TH,CLS,SME,37,0.0,0.0,0.0,1503.3,2558.62,556.22,57624.66,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CLS_SKA,2026-07-01,Forecast,BASE,TH,CLS,SKA,62,0.0,0.0,0.0,1494.94,4263.57,4448.95,92501.03,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CUS_ENT,2026-07-01,Forecast,BASE,TH,CUS,ENT,142,0.0,0.0,0.0,227.56,1486.41,1130.96,32668.61,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CUS_MM,2026-07-01,Forecast,BASE,TH,CUS,MM,116,0.0,0.0,0.0,239.17,1276.2,610.36,28409.32,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CUS_SME,2026-07-01,Forecast,BASE,TH,CUS,SME,88,0.0,0.0,0.0,231.1,935.51,203.37,21069.34,Synthetic planning model,20260701,2026-07
202607_BASE_TH_CUS_SKA,2026-07-01,Forecast,BASE,TH,CUS,SKA,152,0.0,0.0,0.0,231.34,1617.56,1687.89,35093.98,Synthetic planning model,20260701,2026-07
202607_BASE_TH_TRK_ENT,2026-07-01,Forecast,BASE,TH,TRK,ENT,155,0.0,0.0,0.0,352.88,2953.61,1914.37,55735.64,Synthetic planning model,20260701,2026-07
202607_BASE_TH_TRK_MM,2026-07-01,Forecast,BASE,TH,TRK,MM,131,0.0,0.0,0.0,345.84,2446.48,996.71,46754.97,Synthetic planning model,20260701,2026-07
