ForecastAccuracyKey,MonthStart,ForecastHorizonMonths,RegionKey,ServiceKey,ScenarioKey,ActualRevenueUSD,ForecastRevenueUSD,ForecastErrorUSD,AbsoluteErrorUSD,AbsolutePctError,ForecastBiasPct,DateKey,YearMonth
FA_202509_3M_VN_CENTRAL_CLS,2025-09-01,3,VN_CENTRAL,CLS,BASE,311875.58,314844.74,2969.16,2969.16,0.00952,0.0095,20250901,2025-09
FA_202509_1M_VN_CENTRAL_CUS,2025-09-01,1,VN_CENTRAL,CUS,BASE,111755.1,116282.65,4527.55,4527.55,0.04051,0.0405,20250901,2025-09
FA_202509_2M_VN_CENTRAL_CUS,2025-09-01,2,VN_CENTRAL,CUS,BASE,111755.1,105456.8,-6298.3,6298.3,0.05636,-0.0564,20250901,2025-09
FA_202509_3M_VN_CENTRAL_CUS,2025-09-01,3,VN_CENTRAL,CUS,BASE,111755.1,113709.38,1954.28,1954.28,0.01749,0.0175,20250901,2025-09
FA_202509_1M_VN_CENTRAL_FCL,2025-09-01,1,VN_CENTRAL,FCL,BASE,508968.52,551931.88,42963.36,42963.36,0.08441,0.0844,20250901,2025-09
FA_202509_2M_VN_CENTRAL_FCL,2025-09-01,2,VN_CENTRAL,FCL,BASE,508968.52,442900.61,-66067.91,66067.91,0.12981,-0.1298,20250901,2025-09
FA_202509_3M_VN_CENTRAL_FCL,2025-09-01,3,VN_CENTRAL,FCL,BASE,508968.52,465760.29,-43208.23,43208.23,0.08489,-0.0849,20250901,2025-09
FA_202509_1M_VN_CENTRAL_LCL,2025-09-01,1,VN_CENTRAL,LCL,BASE,246132.25,259568.74,13436.49,13436.49,0.05459,0.0546,20250901,2025-09
FA_202509_2M_VN_CENTRAL_LCL,2025-09-01,2,VN_CENTRAL,LCL,BASE,246132.25,249093.5,2961.25,2961.25,0.01203,0.012,20250901,2025-09
FA_202509_3M_VN_CENTRAL_LCL,2025-09-01,3,VN_CENTRAL,LCL,BASE,246132.25,242478.9,-3653.35,3653.35,0.01484,-0.0148,20250901,2025-09
FA_202509_1M_VN_CENTRAL_TRK,2025-09-01,1,VN_CENTRAL,TRK,BASE,197092.1,217472.54,20380.44,20380.44,0.10341,0.1034,20250901,2025-09
FA_202509_2M_VN_CENTRAL_TRK,2025-09-01,2,VN_CENTRAL,TRK,BASE,197092.1,213268.39,16176.29,16176.29,0.08207,0.0821,20250901,2025-09
FA_202509_3M_VN_CENTRAL_TRK,2025-09-01,3,VN_CENTRAL,TRK,BASE,197092.1,195144.08,-1948.02,1948.02,0.00988,-0.0099,20250901,2025-09
FA_202509_1M_VN_NORTH_AIR,2025-09-01,1,VN_NORTH,AIR,BASE,638023.43,657880.64,19857.21,19857.21,0.03112,0.0311,20250901,2025-09
FA_202509_2M_VN_NORTH_AIR,2025-09-01,2,VN_NORTH,AIR,BASE,638023.43,707086.95,69063.52,69063.52,0.10825,0.1082,20250901,2025-09
FA_202509_3M_VN_NORTH_AIR,2025-09-01,3,VN_NORTH,AIR,BASE,638023.43,664438.37,26414.94,26414.94,0.0414,0.0414,20250901,2025-09
FA_202509_1M_VN_NORTH_CLS,2025-09-01,1,VN_NORTH,CLS,BASE,429379.36,466615.37,37236.01,37236.01,0.08672,0.0867,20250901,2025-09
FA_202509_2M_VN_NORTH_CLS,2025-09-01,2,VN_NORTH,CLS,BASE,429379.36,498016.79,68637.43,68637.43,0.15985,0.1598,20250901,2025-09
FA_202509_3M_VN_NORTH_CLS,2025-09-01,3,VN_NORTH,CLS,BASE,429379.36,411049.3,-18330.06,18330.06,0.04269,-0.0427,20250901,2025-09
FA_202509_1M_VN_NORTH_CUS,2025-09-01,1,VN_NORTH,CUS,BASE,164862.68,168677.99,3815.31,3815.31,0.02314,0.0231,20250901,2025-09
FA_202509_2M_VN_NORTH_CUS,2025-09-01,2,VN_NORTH,CUS,BASE,164862.68,164846.53,-16.15,16.15,0.0001,-0.0001,20250901,2025-09
FA_202509_3M_VN_NORTH_CUS,2025-09-01,3,VN_NORTH,CUS,BASE,164862.68,173299.46,8436.78,8436.78,0.05117,0.0512,20250901,2025-09
FA_202509_1M_VN_NORTH_FCL,2025-09-01,1,VN_NORTH,FCL,BASE,769803.62,757206.84,-12596.78,12596.78,0.01636,-0.0164,20250901,2025-09
FA_202509_2M_VN_NORTH_FCL,2025-09-01,2,VN_NORTH,FCL,BASE,769803.62,777145.58,7341.96,7341.96,0.00954,0.0095,20250901,2025-09
FA_202509_3M_VN_NORTH_FCL,2025-09-01,3,VN_NORTH,FCL,BASE,769803.62,754206.79,-15596.83,15596.83,0.02026,-0.0203,20250901,2025-09
FA_202509_1M_VN_NORTH_LCL,2025-09-01,1,VN_NORTH,LCL,BASE,337519.92,351519.88,13999.96,13999.96,0.04148,0.0415,20250901,2025-09
FA_202509_2M_VN_NORTH_LCL,2025-09-01,2,VN_NORTH,LCL,BASE,337519.92,363006.35,25486.43,25486.43,0.07551,0.0755,20250901,2025-09
FA_202509_3M_VN_NORTH_LCL,2025-09-01,3,VN_NORTH,LCL,BASE,337519.92,377438.73,39918.81,39918.81,0.11827,0.1183,20250901,2025-09
FA_202509_1M_VN_NORTH_TRK,2025-09-01,1,VN_NORTH,TRK,BASE,296328.76,321781.85,25453.09,25453.09,0.08589,0.0859,20250901,2025-09
FA_202509_2M_VN_NORTH_TRK,2025-09-01,2,VN_NORTH,TRK,BASE,296328.76,261107.37,-35221.39,35221.39,0.11886,-0.1189,20250901,2025-09
FA_202509_3M_VN_NORTH_TRK,2025-09-01,3,VN_NORTH,TRK,BASE,296328.76,303368.0,7039.24,7039.24,0.02375,0.0238,20250901,2025-09
FA_202509_1M_VN_SOUTH_AIR,2025-09-01,1,VN_SOUTH,AIR,BASE,722627.46,743590.45,20962.99,20962.99,0.02901,0.029,20250901,2025-09
FA_202509_2M_VN_SOUTH_AIR,2025-09-01,2,VN_SOUTH,AIR,BASE,722627.46,736260.83,13633.37,13633.37,0.01887,0.0189,20250901,2025-09
FA_202509_3M_VN_SOUTH_AIR,2025-09-01,3,VN_SOUTH,AIR,BASE,722627.46,787964.08,65336.62,65336.62,0.09042,0.0904,20250901,2025-09
FA_202509_1M_VN_SOUTH_CLS,2025-09-01,1,VN_SOUTH,CLS,BASE,517318.39,518160.93,842.54,842.54,0.00163,0.0016,20250901,2025-09
FA_202509_2M_VN_SOUTH_CLS,2025-09-01,2,VN_SOUTH,CLS,BASE,517318.39,539107.29,21788.9,21788.9,0.04212,0.0421,20250901,2025-09
FA_202509_3M_VN_SOUTH_CLS,2025-09-01,3,VN_SOUTH,CLS,BASE,517318.39,534174.64,16856.25,16856.25,0.03258,0.0326,20250901,2025-09
FA_202509_1M_VN_SOUTH_CUS,2025-09-01,1,VN_SOUTH,CUS,BASE,188447.11,171028.3,-17418.81,17418.81,0.09243,-0.0924,20250901,2025-09
FA_202509_2M_VN_SOUTH_CUS,2025-09-01,2,VN_SOUTH,CUS,BASE,188447.11,184633.58,-3813.53,3813.53,0.02024,-0.0202,20250901,2025-09
FA_202509_3M_VN_SOUTH_CUS,2025-09-01,3,VN_SOUTH,CUS,BASE,188447.11,219315.57,30868.46,30868.46,0.1638,0.1638,20250901,2025-09
FA_202509_1M_VN_SOUTH_FCL,2025-09-01,1,VN_SOUTH,FCL,BASE,828996.9,834682.64,5685.74,5685.74,0.00686,0.0069,20250901,2025-09
FA_202509_2M_VN_SOUTH_FCL,2025-09-01,2,VN_SOUTH,FCL,BASE,828996.9,780905.93,-48090.97,48090.97,0.05801,-0.058,20250901,2025-09
FA_202509_3M_VN_SOUTH_FCL,2025-09-01,3,VN_SOUTH,FCL,BASE,828996.9,1002502.17,173505.27,173505.27,0.2093,0.2093,20250901,2025-09
FA_202509_1M_VN_SOUTH_LCL,2025-09-01,1,VN_SOUTH,LCL,BASE,380131.13,309027.69,-71103.44,71103.44,0.18705,-0.187,20250901,2025-09
FA_202509_2M_VN_SOUTH_LCL,2025-09-01,2,VN_SOUTH,LCL,BASE,380131.13,374781.25,-5349.88,5349.88,0.01407,-0.0141,20250901,2025-09
FA_202509_3M_VN_SOUTH_LCL,2025-09-01,3,VN_SOUTH,LCL,BASE,380131.13,372912.38,-7218.75,7218.75,0.01899,-0.019,20250901,2025-09
FA_202509_1M_VN_SOUTH_TRK,2025-09-01,1,VN_SOUTH,TRK,BASE,314456.35,371362.02,56905.67,56905.67,0.18097,0.181,20250901,2025-09
FA_202509_2M_VN_SOUTH_TRK,2025-09-01,2,VN_SOUTH,TRK,BASE,314456.35,301891.43,-12564.92,12564.92,0.03996,-0.04,20250901,2025-09
FA_202509_3M_VN_SOUTH_TRK,2025-09-01,3,VN_SOUTH,TRK,BASE,314456.35,368302.74,53846.39,53846.39,0.17124,0.1712,20250901,2025-09
FA_202510_1M_CN_AIR,2025-10-01,1,CN,AIR,BASE,504815.64,536962.88,32147.24,32147.24,0.06368,0.0637,20251001,2025-10
FA_202510_2M_CN_AIR,2025-10-01,2,CN,AIR,BASE,504815.64,544899.57,40083.93,40083.93,0.0794,0.0794,20251001,2025-10
FA_202510_3M_CN_AIR,2025-10-01,3,CN,AIR,BASE,504815.64,468849.94,-35965.7,35965.7,0.07125,-0.0712,20251001,2025-10
FA_202510_1M_CN_CLS,2025-10-01,1,CN,CLS,BASE,333660.11,317594.46,-16065.65,16065.65,0.04815,-0.0482,20251001,2025-10
FA_202510_2M_CN_CLS,2025-10-01,2,CN,CLS,BASE,333660.11,374697.1,41036.99,41036.99,0.12299,0.123,20251001,2025-10
FA_202510_3M_CN_CLS,2025-10-01,3,CN,CLS,BASE,333660.11,326934.64,-6725.47,6725.47,0.02016,-0.0202,20251001,2025-10
FA_202510_1M_CN_CUS,2025-10-01,1,CN,CUS,BASE,127569.22,120029.7,-7539.52,7539.52,0.0591,-0.0591,20251001,2025-10
FA_202510_2M_CN_CUS,2025-10-01,2,CN,CUS,BASE,127569.22,133283.86,5714.64,5714.64,0.0448,0.0448,20251001,2025-10
FA_202510_3M_CN_CUS,2025-10-01,3,CN,CUS,BASE,127569.22,131043.39,3474.17,3474.17,0.02723,0.0272,20251001,2025-10
FA_202510_1M_CN_FCL,2025-10-01,1,CN,FCL,BASE,575511.07,591251.56,15740.49,15740.49,0.02735,0.0274,20251001,2025-10
FA_202510_2M_CN_FCL,2025-10-01,2,CN,FCL,BASE,575511.07,590963.41,15452.34,15452.34,0.02685,0.0268,20251001,2025-10
FA_202510_3M_CN_FCL,2025-10-01,3,CN,FCL,BASE,575511.07,559525.33,-15985.74,15985.74,0.02778,-0.0278,20251001,2025-10
FA_202510_1M_CN_LCL,2025-10-01,1,CN,LCL,BASE,264789.84,250591.43,-14198.41,14198.41,0.05362,-0.0536,20251001,2025-10
FA_202510_2M_CN_LCL,2025-10-01,2,CN,LCL,BASE,264789.84,265517.27,727.43,727.43,0.00275,0.0028,20251001,2025-10
FA_202510_3M_CN_LCL,2025-10-01,3,CN,LCL,BASE,264789.84,287216.58,22426.74,22426.74,0.0847,0.0847,20251001,2025-10
FA_202510_1M_CN_TRK,2025-10-01,1,CN,TRK,BASE,217491.75,232283.83,14792.08,14792.08,0.06801,0.068,20251001,2025-10
FA_202510_2M_CN_TRK,2025-10-01,2,CN,TRK,BASE,217491.75,211964.82,-5526.93,5526.93,0.02541,-0.0254,20251001,2025-10
FA_202510_3M_CN_TRK,2025-10-01,3,CN,TRK,BASE,217491.75,262328.57,44836.82,44836.82,0.20615,0.2062,20251001,2025-10
FA_202510_1M_TH_AIR,2025-10-01,1,TH,AIR,BASE,392711.4,428556.59,35845.19,35845.19,0.09128,0.0913,20251001,2025-10
FA_202510_2M_TH_AIR,2025-10-01,2,TH,AIR,BASE,392711.4,409011.17,16299.77,16299.77,0.04151,0.0415,20251001,2025-10
FA_202510_3M_TH_AIR,2025-10-01,3,TH,AIR,BASE,392711.4,390898.34,-1813.06,1813.06,0.00462,-0.0046,20251001,2025-10
FA_202510_1M_TH_CLS,2025-10-01,1,TH,CLS,BASE,259679.36,285761.6,26082.24,26082.24,0.10044,0.1004,20251001,2025-10
FA_202510_2M_TH_CLS,2025-10-01,2,TH,CLS,BASE,259679.36,273044.13,13364.77,13364.77,0.05147,0.0515,20251001,2025-10
FA_202510_3M_TH_CLS,2025-10-01,3,TH,CLS,BASE,259679.36,295459.37,35780.01,35780.01,0.13779,0.1378,20251001,2025-10
FA_202510_1M_TH_CUS,2025-10-01,1,TH,CUS,BASE,98817.39,90765.61,-8051.78,8051.78,0.08148,-0.0815,20251001,2025-10
FA_202510_2M_TH_CUS,2025-10-01,2,TH,CUS,BASE,98817.39,106596.5,7779.11,7779.11,0.07872,0.0787,20251001,2025-10
FA_202510_3M_TH_CUS,2025-10-01,3,TH,CUS,BASE,98817.39,102918.9,4101.51,4101.51,0.04151,0.0415,20251001,2025-10
FA_202510_1M_TH_FCL,2025-10-01,1,TH,FCL,BASE,424210.43,359467.33,-64743.1,64743.1,0.15262,-0.1526,20251001,2025-10
FA_202510_2M_TH_FCL,2025-10-01,2,TH,FCL,BASE,424210.43,445989.12,21778.69,21778.69,0.05134,0.0513,20251001,2025-10
FA_202510_3M_TH_FCL,2025-10-01,3,TH,FCL,BASE,424210.43,470029.39,45818.96,45818.96,0.10801,0.108,20251001,2025-10
FA_202510_1M_TH_LCL,2025-10-01,1,TH,LCL,BASE,201385.57,207209.72,5824.15,5824.15,0.02892,0.0289,20251001,2025-10
FA_202510_2M_TH_LCL,2025-10-01,2,TH,LCL,BASE,201385.57,188457.82,-12927.75,12927.75,0.06419,-0.0642,20251001,2025-10
FA_202510_3M_TH_LCL,2025-10-01,3,TH,LCL,BASE,201385.57,229866.74,28481.17,28481.17,0.14143,0.1414,20251001,2025-10
FA_202510_1M_TH_TRK,2025-10-01,1,TH,TRK,BASE,175615.75,175829.44,213.69,213.69,0.00122,0.0012,20251001,2025-10
FA_202510_2M_TH_TRK,2025-10-01,2,TH,TRK,BASE,175615.75,179135.62,3519.87,3519.87,0.02004,0.02,20251001,2025-10
FA_202510_3M_TH_TRK,2025-10-01,3,TH,TRK,BASE,175615.75,154176.15,-21439.6,21439.6,0.12208,-0.1221,20251001,2025-10
FA_202510_1M_VN_CENTRAL_AIR,2025-10-01,1,VN_CENTRAL,AIR,BASE,459283.89,467685.46,8401.57,8401.57,0.01829,0.0183,20251001,2025-10
FA_202510_2M_VN_CENTRAL_AIR,2025-10-01,2,VN_CENTRAL,AIR,BASE,459283.89,513811.67,54527.78,54527.78,0.11872,0.1187,20251001,2025-10
FA_202510_3M_VN_CENTRAL_AIR,2025-10-01,3,VN_CENTRAL,AIR,BASE,459283.89,460712.8,1428.91,1428.91,0.00311,0.0031,20251001,2025-10
FA_202510_1M_VN_CENTRAL_CLS,2025-10-01,1,VN_CENTRAL,CLS,BASE,301643.67,297335.75,-4307.92,4307.92,0.01428,-0.0143,20251001,2025-10
FA_202510_2M_VN_CENTRAL_CLS,2025-10-01,2,VN_CENTRAL,CLS,BASE,301643.67,302957.41,1313.74,1313.74,0.00436,0.0044,20251001,2025-10
FA_202510_3M_VN_CENTRAL_CLS,2025-10-01,3,VN_CENTRAL,CLS,BASE,301643.67,286011.27,-15632.4,15632.4,0.05182,-0.0518,20251001,2025-10
FA_202510_1M_VN_CENTRAL_CUS,2025-10-01,1,VN_CENTRAL,CUS,BASE,116471.46,113984.8,-2486.66,2486.66,0.02135,-0.0214,20251001,2025-10
FA_202510_2M_VN_CENTRAL_CUS,2025-10-01,2,VN_CENTRAL,CUS,BASE,116471.46,121088.61,4617.15,4617.15,0.03964,0.0396,20251001,2025-10
FA_202510_3M_VN_CENTRAL_CUS,2025-10-01,3,VN_CENTRAL,CUS,BASE,116471.46,138981.92,22510.46,22510.46,0.19327,0.1933,20251001,2025-10
FA_202510_1M_VN_CENTRAL_FCL,2025-10-01,1,VN_CENTRAL,FCL,BASE,490692.6,513668.42,22975.82,22975.82,0.04682,0.0468,20251001,2025-10
FA_202510_2M_VN_CENTRAL_FCL,2025-10-01,2,VN_CENTRAL,FCL,BASE,490692.6,504001.69,13309.09,13309.09,0.02712,0.0271,20251001,2025-10
FA_202510_3M_VN_CENTRAL_FCL,2025-10-01,3,VN_CENTRAL,FCL,BASE,490692.6,546204.02,55511.42,55511.42,0.11313,0.1131,20251001,2025-10
FA_202510_1M_VN_CENTRAL_LCL,2025-10-01,1,VN_CENTRAL,LCL,BASE,244819.15,238695.49,-6123.66,6123.66,0.02501,-0.025,20251001,2025-10
FA_202510_2M_VN_CENTRAL_LCL,2025-10-01,2,VN_CENTRAL,LCL,BASE,244819.15,272724.61,27905.46,27905.46,0.11398,0.114,20251001,2025-10
FA_202510_3M_VN_CENTRAL_LCL,2025-10-01,3,VN_CENTRAL,LCL,BASE,244819.15,280896.06,36076.91,36076.91,0.14736,0.1474,20251001,2025-10
FA_202510_1M_VN_CENTRAL_TRK,2025-10-01,1,VN_CENTRAL,TRK,BASE,208436.63,203799.78,-4636.85,4636.85,0.02225,-0.0222,20251001,2025-10
FA_202510_2M_VN_CENTRAL_TRK,2025-10-01,2,VN_CENTRAL,TRK,BASE,208436.63,194885.56,-13551.07,13551.07,0.06501,-0.065,20251001,2025-10
FA_202510_3M_VN_CENTRAL_TRK,2025-10-01,3,VN_CENTRAL,TRK,BASE,208436.63,202922.32,-5514.31,5514.31,0.02646,-0.0265,20251001,2025-10
FA_202510_1M_VN_NORTH_AIR,2025-10-01,1,VN_NORTH,AIR,BASE,649888.49,537815.36,-112073.13,112073.13,0.17245,-0.1724,20251001,2025-10
FA_202510_2M_VN_NORTH_AIR,2025-10-01,2,VN_NORTH,AIR,BASE,649888.49,636332.0,-13556.49,13556.49,0.02086,-0.0209,20251001,2025-10
FA_202510_3M_VN_NORTH_AIR,2025-10-01,3,VN_NORTH,AIR,BASE,649888.49,683397.98,33509.49,33509.49,0.05156,0.0516,20251001,2025-10
FA_202510_1M_VN_NORTH_CLS,2025-10-01,1,VN_NORTH,CLS,BASE,442762.76,443333.59,570.83,570.83,0.00129,0.0013,20251001,2025-10
FA_202510_2M_VN_NORTH_CLS,2025-10-01,2,VN_NORTH,CLS,BASE,442762.76,503477.22,60714.46,60714.46,0.13713,0.1371,20251001,2025-10
FA_202510_3M_VN_NORTH_CLS,2025-10-01,3,VN_NORTH,CLS,BASE,442762.76,411865.57,-30897.19,30897.19,0.06978,-0.0698,20251001,2025-10
FA_202510_1M_VN_NORTH_CUS,2025-10-01,1,VN_NORTH,CUS,BASE,161601.92,160448.93,-1152.99,1152.99,0.00713,-0.0071,20251001,2025-10
FA_202510_2M_VN_NORTH_CUS,2025-10-01,2,VN_NORTH,CUS,BASE,161601.92,164852.11,3250.19,3250.19,0.02011,0.0201,20251001,2025-10
FA_202510_3M_VN_NORTH_CUS,2025-10-01,3,VN_NORTH,CUS,BASE,161601.92,137120.05,-24481.87,24481.87,0.15149,-0.1515,20251001,2025-10
FA_202510_1M_VN_NORTH_FCL,2025-10-01,1,VN_NORTH,FCL,BASE,732623.96,783237.0,50613.04,50613.04,0.06908,0.0691,20251001,2025-10
FA_202510_2M_VN_NORTH_FCL,2025-10-01,2,VN_NORTH,FCL,BASE,732623.96,728774.11,-3849.85,3849.85,0.00525,-0.0052,20251001,2025-10
FA_202510_3M_VN_NORTH_FCL,2025-10-01,3,VN_NORTH,FCL,BASE,732623.96,791186.09,58562.13,58562.13,0.07993,0.0799,20251001,2025-10
FA_202510_1M_VN_NORTH_LCL,2025-10-01,1,VN_NORTH,LCL,BASE,359022.56,378350.3,19327.74,19327.74,0.05383,0.0538,20251001,2025-10
FA_202510_2M_VN_NORTH_LCL,2025-10-01,2,VN_NORTH,LCL,BASE,359022.56,388108.84,29086.28,29086.28,0.08102,0.081,20251001,2025-10
FA_202510_3M_VN_NORTH_LCL,2025-10-01,3,VN_NORTH,LCL,BASE,359022.56,398396.44,39373.88,39373.88,0.10967,0.1097,20251001,2025-10
FA_202510_1M_VN_NORTH_TRK,2025-10-01,1,VN_NORTH,TRK,BASE,281528.14,283537.82,2009.68,2009.68,0.00714,0.0071,20251001,2025-10
FA_202510_2M_VN_NORTH_TRK,2025-10-01,2,VN_NORTH,TRK,BASE,281528.14,277393.83,-4134.31,4134.31,0.01469,-0.0147,20251001,2025-10
FA_202510_3M_VN_NORTH_TRK,2025-10-01,3,VN_NORTH,TRK,BASE,281528.14,289274.31,7746.17,7746.17,0.02751,0.0275,20251001,2025-10
FA_202510_1M_VN_SOUTH_AIR,2025-10-01,1,VN_SOUTH,AIR,BASE,754686.14,791150.45,36464.31,36464.31,0.04832,0.0483,20251001,2025-10
FA_202510_2M_VN_SOUTH_AIR,2025-10-01,2,VN_SOUTH,AIR,BASE,754686.14,765790.23,11104.09,11104.09,0.01471,0.0147,20251001,2025-10
FA_202510_3M_VN_SOUTH_AIR,2025-10-01,3,VN_SOUTH,AIR,BASE,754686.14,904722.08,150035.94,150035.94,0.19881,0.1988,20251001,2025-10
FA_202510_1M_VN_SOUTH_CLS,2025-10-01,1,VN_SOUTH,CLS,BASE,532104.13,577878.95,45774.82,45774.82,0.08603,0.086,20251001,2025-10
FA_202510_2M_VN_SOUTH_CLS,2025-10-01,2,VN_SOUTH,CLS,BASE,532104.13,514830.92,-17273.21,17273.21,0.03246,-0.0325,20251001,2025-10
FA_202510_3M_VN_SOUTH_CLS,2025-10-01,3,VN_SOUTH,CLS,BASE,532104.13,564333.64,32229.51,32229.51,0.06057,0.0606,20251001,2025-10
FA_202510_1M_VN_SOUTH_CUS,2025-10-01,1,VN_SOUTH,CUS,BASE,180764.06,171013.48,-9750.58,9750.58,0.05394,-0.0539,20251001,2025-10
FA_202510_2M_VN_SOUTH_CUS,2025-10-01,2,VN_SOUTH,CUS,BASE,180764.06,192329.1,11565.04,11565.04,0.06398,0.064,20251001,2025-10
FA_202510_3M_VN_SOUTH_CUS,2025-10-01,3,VN_SOUTH,CUS,BASE,180764.06,193407.11,12643.05,12643.05,0.06994,0.0699,20251001,2025-10
FA_202510_1M_VN_SOUTH_FCL,2025-10-01,1,VN_SOUTH,FCL,BASE,797299.62,745939.94,-51359.68,51359.68,0.06442,-0.0644,20251001,2025-10
FA_202510_2M_VN_SOUTH_FCL,2025-10-01,2,VN_SOUTH,FCL,BASE,797299.62,808029.85,10730.23,10730.23,0.01346,0.0135,20251001,2025-10
FA_202510_3M_VN_SOUTH_FCL,2025-10-01,3,VN_SOUTH,FCL,BASE,797299.62,779278.53,-18021.09,18021.09,0.0226,-0.0226,20251001,2025-10
FA_202510_1M_VN_SOUTH_LCL,2025-10-01,1,VN_SOUTH,LCL,BASE,360588.69,360917.38,328.69,328.69,0.00091,0.0009,20251001,2025-10
FA_202510_2M_VN_SOUTH_LCL,2025-10-01,2,VN_SOUTH,LCL,BASE,360588.69,342822.74,-17765.95,17765.95,0.04927,-0.0493,20251001,2025-10
FA_202510_3M_VN_SOUTH_LCL,2025-10-01,3,VN_SOUTH,LCL,BASE,360588.69,367598.37,7009.68,7009.68,0.01944,0.0194,20251001,2025-10
FA_202510_1M_VN_SOUTH_TRK,2025-10-01,1,VN_SOUTH,TRK,BASE,333207.41,338310.15,5102.74,5102.74,0.01531,0.0153,20251001,2025-10
FA_202510_2M_VN_SOUTH_TRK,2025-10-01,2,VN_SOUTH,TRK,BASE,333207.41,329687.22,-3520.19,3520.19,0.01056,-0.0106,20251001,2025-10
FA_202510_3M_VN_SOUTH_TRK,2025-10-01,3,VN_SOUTH,TRK,BASE,333207.41,379019.62,45812.21,45812.21,0.13749,0.1375,20251001,2025-10
FA_202511_1M_CN_AIR,2025-11-01,1,CN,AIR,BASE,520085.23,594932.01,74846.78,74846.78,0.14391,0.1439,20251101,2025-11
FA_202511_2M_CN_AIR,2025-11-01,2,CN,AIR,BASE,520085.23,540760.4,20675.17,20675.17,0.03975,0.0398,20251101,2025-11
FA_202511_3M_CN_AIR,2025-11-01,3,CN,AIR,BASE,520085.23,519067.16,-1018.07,1018.07,0.00196,-0.002,20251101,2025-11
FA_202511_1M_CN_CLS,2025-11-01,1,CN,CLS,BASE,364194.91,365777.68,1582.77,1582.77,0.00435,0.0044,20251101,2025-11
FA_202511_2M_CN_CLS,2025-11-01,2,CN,CLS,BASE,364194.91,381142.93,16948.02,16948.02,0.04654,0.0465,20251101,2025-11
FA_202511_3M_CN_CLS,2025-11-01,3,CN,CLS,BASE,364194.91,387533.1,23338.19,23338.19,0.06408,0.0641,20251101,2025-11
FA_202511_1M_CN_CUS,2025-11-01,1,CN,CUS,BASE,123090.5,117653.41,-5437.09,5437.09,0.04417,-0.0442,20251101,2025-11
FA_202511_2M_CN_CUS,2025-11-01,2,CN,CUS,BASE,123090.5,127359.82,4269.32,4269.32,0.03468,0.0347,20251101,2025-11
FA_202511_3M_CN_CUS,2025-11-01,3,CN,CUS,BASE,123090.5,136375.12,13284.62,13284.62,0.10793,0.1079,20251101,2025-11
FA_202511_1M_CN_FCL,2025-11-01,1,CN,FCL,BASE,592799.48,518831.46,-73968.02,73968.02,0.12478,-0.1248,20251101,2025-11
FA_202511_2M_CN_FCL,2025-11-01,2,CN,FCL,BASE,592799.48,617755.54,24956.06,24956.06,0.0421,0.0421,20251101,2025-11
FA_202511_3M_CN_FCL,2025-11-01,3,CN,FCL,BASE,592799.48,669908.46,77108.98,77108.98,0.13008,0.1301,20251101,2025-11
FA_202511_1M_CN_LCL,2025-11-01,1,CN,LCL,BASE,270876.18,275884.01,5007.83,5007.83,0.01849,0.0185,20251101,2025-11
FA_202511_2M_CN_LCL,2025-11-01,2,CN,LCL,BASE,270876.18,277604.38,6728.2,6728.2,0.02484,0.0248,20251101,2025-11
FA_202511_3M_CN_LCL,2025-11-01,3,CN,LCL,BASE,270876.18,270765.65,-110.53,110.53,0.00041,-0.0004,20251101,2025-11
FA_202511_1M_CN_TRK,2025-11-01,1,CN,TRK,BASE,215701.85,206253.77,-9448.08,9448.08,0.0438,-0.0438,20251101,2025-11
FA_202511_2M_CN_TRK,2025-11-01,2,CN,TRK,BASE,215701.85,207924.79,-7777.06,7777.06,0.03605,-0.036,20251101,2025-11
FA_202511_3M_CN_TRK,2025-11-01,3,CN,TRK,BASE,215701.85,252519.95,36818.1,36818.1,0.17069,0.1707,20251101,2025-11
FA_202511_1M_TH_AIR,2025-11-01,1,TH,AIR,BASE,408715.84,398323.96,-10391.88,10391.88,0.02543,-0.0254,20251101,2025-11
FA_202511_2M_TH_AIR,2025-11-01,2,TH,AIR,BASE,408715.84,406795.14,-1920.7,1920.7,0.0047,-0.0047,20251101,2025-11
FA_202511_3M_TH_AIR,2025-11-01,3,TH,AIR,BASE,408715.84,455507.75,46791.91,46791.91,0.11449,0.1145,20251101,2025-11
FA_202511_1M_TH_CLS,2025-11-01,1,TH,CLS,BASE,271147.7,271892.98,745.28,745.28,0.00275,0.0028,20251101,2025-11
FA_202511_2M_TH_CLS,2025-11-01,2,TH,CLS,BASE,271147.7,303635.48,32487.78,32487.78,0.11982,0.1198,20251101,2025-11
FA_202511_3M_TH_CLS,2025-11-01,3,TH,CLS,BASE,271147.7,236148.2,-34999.5,34999.5,0.12908,-0.1291,20251101,2025-11
FA_202511_1M_TH_CUS,2025-11-01,1,TH,CUS,BASE,100736.05,99469.83,-1266.22,1266.22,0.01257,-0.0126,20251101,2025-11
FA_202511_2M_TH_CUS,2025-11-01,2,TH,CUS,BASE,100736.05,105714.33,4978.28,4978.28,0.04942,0.0494,20251101,2025-11
FA_202511_3M_TH_CUS,2025-11-01,3,TH,CUS,BASE,100736.05,97046.27,-3689.78,3689.78,0.03663,-0.0366,20251101,2025-11
FA_202511_1M_TH_FCL,2025-11-01,1,TH,FCL,BASE,424640.72,428369.63,3728.91,3728.91,0.00878,0.0088,20251101,2025-11
