OpexDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,DepartmentKey,RentUSD,SoftwareUSD,MarketingUSD,TravelUSD,GAUSD,NonPayrollOpexUSD,DateKey,YearMonth
OPEX_202612_DOWNSIDE_TH_FIN,2026-12-01,Forecast,DOWNSIDE,TH,FIN,3776.07,245.5,526.08,204.59,321.49,5073.73,20261201,2026-12
OPEX_202612_DOWNSIDE_TH_IT,2026-12-01,Forecast,DOWNSIDE,TH,IT,3776.07,162.03,526.08,135.03,212.18,4811.39,20261201,2026-12
OPEX_202612_DOWNSIDE_TH_MGT,2026-12-01,Forecast,DOWNSIDE,TH,MGT,3776.07,58.92,526.08,114.57,180.04,4655.67,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_CENTRAL_SALES,2026-12-01,Forecast,DOWNSIDE,VN_CENTRAL,SALES,3776.07,633.4,6079.12,1734.3,829.45,13052.35,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_CENTRAL_OPS,2026-12-01,Forecast,DOWNSIDE,VN_CENTRAL,OPS,3776.07,841.72,526.08,5377.69,2571.94,13093.5,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_CENTRAL_CS,2026-12-01,Forecast,DOWNSIDE,VN_CENTRAL,CS,3776.07,288.29,526.08,560.57,880.89,6031.89,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_CENTRAL_FIN,2026-12-01,Forecast,DOWNSIDE,VN_CENTRAL,FIN,3776.07,294.6,526.08,245.5,385.79,5228.05,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_CENTRAL_IT,2026-12-01,Forecast,DOWNSIDE,VN_CENTRAL,IT,3776.07,196.4,526.08,163.67,257.19,4919.41,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_CENTRAL_MGT,2026-12-01,Forecast,DOWNSIDE,VN_CENTRAL,MGT,3776.07,69.44,526.08,135.03,212.18,4718.8,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_NORTH_SALES,2026-12-01,Forecast,DOWNSIDE,VN_NORTH,SALES,3776.07,903.45,6079.12,2473.74,1183.09,14415.48,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_NORTH_OPS,2026-12-01,Forecast,DOWNSIDE,VN_NORTH,OPS,3776.07,1201.56,526.08,7676.65,3671.44,16851.8,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_NORTH_CS,2026-12-01,Forecast,DOWNSIDE,VN_NORTH,CS,3776.07,412.45,526.08,801.98,1260.25,6776.82,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_NORTH_FIN,2026-12-01,Forecast,DOWNSIDE,VN_NORTH,FIN,3776.07,417.36,526.08,347.8,546.54,5613.84,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_NORTH_IT,2026-12-01,Forecast,DOWNSIDE,VN_NORTH,IT,3776.07,279.87,526.08,233.23,366.5,5181.75,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_NORTH_MGT,2026-12-01,Forecast,DOWNSIDE,VN_NORTH,MGT,3776.07,98.9,526.08,192.31,302.2,4895.57,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_SOUTH_SALES,2026-12-01,Forecast,DOWNSIDE,VN_SOUTH,SALES,5330.92,1016.38,6079.12,2782.95,1330.98,16540.36,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_SOUTH_OPS,2026-12-01,Forecast,DOWNSIDE,VN_SOUTH,OPS,5330.92,1346.76,526.08,8604.3,4115.1,19923.16,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_SOUTH_CS,2026-12-01,Forecast,DOWNSIDE,VN_SOUTH,CS,5330.92,462.95,526.08,900.18,1414.57,8634.7,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_SOUTH_FIN,2026-12-01,Forecast,DOWNSIDE,VN_SOUTH,FIN,5330.92,466.46,526.08,388.71,610.84,7323.01,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_SOUTH_IT,2026-12-01,Forecast,DOWNSIDE,VN_SOUTH,IT,5330.92,314.24,526.08,261.87,411.51,6844.63,20261201,2026-12
OPEX_202612_DOWNSIDE_VN_SOUTH_MGT,2026-12-01,Forecast,DOWNSIDE,VN_SOUTH,MGT,5330.92,111.53,526.08,216.86,340.78,6526.17,20261201,2026-12
OPEX_202612_UPSIDE_CN_SALES,2026-12-01,Forecast,UPSIDE,CN,SALES,5107.77,809.18,5824.65,2215.61,1059.64,15016.84,20261201,2026-12
OPEX_202612_UPSIDE_CN_OPS,2026-12-01,Forecast,UPSIDE,CN,OPS,5107.77,1076.66,504.06,6878.69,3289.81,16856.99,20261201,2026-12
OPEX_202612_UPSIDE_CN_CS,2026-12-01,Forecast,UPSIDE,CN,CS,5107.77,368.97,504.06,717.44,1127.41,7825.64,20261201,2026-12
OPEX_202612_UPSIDE_CN_FIN,2026-12-01,Forecast,UPSIDE,CN,FIN,5107.77,376.36,504.06,313.63,492.86,6794.68,20261201,2026-12
OPEX_202612_UPSIDE_CN_IT,2026-12-01,Forecast,UPSIDE,CN,IT,5107.77,249.34,504.06,207.78,326.52,6395.47,20261201,2026-12
OPEX_202612_UPSIDE_CN_MGT,2026-12-01,Forecast,UPSIDE,CN,MGT,5107.77,88.71,504.06,172.5,271.07,6144.11,20261201,2026-12
OPEX_202612_UPSIDE_TH_SALES,2026-12-01,Forecast,UPSIDE,TH,SALES,3618.0,611.59,5824.65,1674.59,800.89,12529.72,20261201,2026-12
OPEX_202612_UPSIDE_TH_OPS,2026-12-01,Forecast,UPSIDE,TH,OPS,3618.0,814.55,504.06,5204.1,2488.92,12629.63,20261201,2026-12
OPEX_202612_UPSIDE_TH_CS,2026-12-01,Forecast,UPSIDE,TH,CS,3618.0,278.24,504.06,541.02,850.17,5791.49,20261201,2026-12
OPEX_202612_UPSIDE_TH_FIN,2026-12-01,Forecast,UPSIDE,TH,FIN,3618.0,282.27,504.06,235.23,369.64,5009.2,20261201,2026-12
OPEX_202612_UPSIDE_TH_IT,2026-12-01,Forecast,UPSIDE,TH,IT,3618.0,188.18,504.06,156.82,246.43,4713.49,20261201,2026-12
OPEX_202612_UPSIDE_TH_MGT,2026-12-01,Forecast,UPSIDE,TH,MGT,3618.0,66.54,504.06,129.37,203.3,4521.27,20261201,2026-12
OPEX_202612_UPSIDE_VN_CENTRAL_SALES,2026-12-01,Forecast,UPSIDE,VN_CENTRAL,SALES,3618.0,733.91,5824.65,2009.5,961.07,13147.13,20261201,2026-12
OPEX_202612_UPSIDE_VN_CENTRAL_OPS,2026-12-01,Forecast,UPSIDE,VN_CENTRAL,OPS,3618.0,971.82,504.06,6208.85,2969.45,14272.18,20261201,2026-12
OPEX_202612_UPSIDE_VN_CENTRAL_CS,2026-12-01,Forecast,UPSIDE,VN_CENTRAL,CS,3618.0,332.68,504.06,646.87,1016.51,6118.12,20261201,2026-12
OPEX_202612_UPSIDE_VN_CENTRAL_FIN,2026-12-01,Forecast,UPSIDE,VN_CENTRAL,FIN,3618.0,338.73,504.06,282.27,443.57,5186.63,20261201,2026-12
OPEX_202612_UPSIDE_VN_CENTRAL_IT,2026-12-01,Forecast,UPSIDE,VN_CENTRAL,IT,3618.0,225.82,504.06,188.18,295.71,4831.77,20261201,2026-12
OPEX_202612_UPSIDE_VN_CENTRAL_MGT,2026-12-01,Forecast,UPSIDE,VN_CENTRAL,MGT,3618.0,80.65,504.06,156.82,246.43,4605.95,20261201,2026-12
OPEX_202612_UPSIDE_VN_NORTH_SALES,2026-12-01,Forecast,UPSIDE,VN_NORTH,SALES,3618.0,1044.4,5824.65,2859.68,1367.67,14714.41,20261201,2026-12
OPEX_202612_UPSIDE_VN_NORTH_OPS,2026-12-01,Forecast,UPSIDE,VN_NORTH,OPS,3618.0,1387.16,504.06,8862.43,4238.55,18610.2,20261201,2026-12
OPEX_202612_UPSIDE_VN_NORTH_CS,2026-12-01,Forecast,UPSIDE,VN_NORTH,CS,3618.0,475.83,504.06,925.22,1453.92,6977.03,20261201,2026-12
OPEX_202612_UPSIDE_VN_NORTH_FIN,2026-12-01,Forecast,UPSIDE,VN_NORTH,FIN,3618.0,479.86,504.06,399.88,628.39,5630.2,20261201,2026-12
OPEX_202612_UPSIDE_VN_NORTH_IT,2026-12-01,Forecast,UPSIDE,VN_NORTH,IT,3618.0,319.91,504.06,266.59,418.93,5127.48,20261201,2026-12
OPEX_202612_UPSIDE_VN_NORTH_MGT,2026-12-01,Forecast,UPSIDE,VN_NORTH,MGT,3618.0,114.92,504.06,223.46,351.16,4811.61,20261201,2026-12
OPEX_202612_UPSIDE_VN_SOUTH_SALES,2026-12-01,Forecast,UPSIDE,VN_SOUTH,SALES,5107.77,1166.72,5824.65,3194.6,1527.85,16821.59,20261201,2026-12
OPEX_202612_UPSIDE_VN_SOUTH_OPS,2026-12-01,Forecast,UPSIDE,VN_SOUTH,OPS,5107.77,1548.46,504.06,9892.94,4731.41,21784.64,20261201,2026-12
OPEX_202612_UPSIDE_VN_SOUTH_CS,2026-12-01,Forecast,UPSIDE,VN_SOUTH,CS,5107.77,530.27,504.06,1031.08,1620.26,8793.43,20261201,2026-12
OPEX_202612_UPSIDE_VN_SOUTH_FIN,2026-12-01,Forecast,UPSIDE,VN_SOUTH,FIN,5107.77,536.32,504.06,446.93,702.32,7297.39,20261201,2026-12
OPEX_202612_UPSIDE_VN_SOUTH_IT,2026-12-01,Forecast,UPSIDE,VN_SOUTH,IT,5107.77,357.54,504.06,297.95,468.21,6735.54,20261201,2026-12
OPEX_202612_UPSIDE_VN_SOUTH_MGT,2026-12-01,Forecast,UPSIDE,VN_SOUTH,MGT,5107.77,129.04,504.06,250.91,394.28,6386.06,20261201,2026-12
OPEX_202701_BASE_CN_SALES,2027-01-01,Forecast,BASE,CN,SALES,5194.07,784.58,5923.06,2148.25,1027.42,15077.38,20270101,2027-01
OPEX_202701_BASE_CN_OPS,2027-01-01,Forecast,BASE,CN,OPS,5194.07,1039.5,512.57,6641.23,3176.24,16563.61,20270101,2027-01
OPEX_202701_BASE_CN_CS,2027-01-01,Forecast,BASE,CN,CS,5194.07,356.75,512.57,693.68,1090.07,7847.14,20270101,2027-01
OPEX_202701_BASE_CN_FIN,2027-01-01,Forecast,BASE,CN,FIN,5194.07,363.58,512.57,302.99,476.12,6849.34,20270101,2027-01
OPEX_202701_BASE_CN_IT,2027-01-01,Forecast,BASE,CN,IT,5194.07,239.2,512.57,199.33,313.24,6458.41,20270101,2027-01
OPEX_202701_BASE_CN_MGT,2027-01-01,Forecast,BASE,CN,MGT,5194.07,86.11,512.57,167.44,263.12,6223.31,20270101,2027-01
OPEX_202701_BASE_TH_SALES,2027-01-01,Forecast,BASE,TH,SALES,3679.13,593.22,5923.06,1624.29,776.83,12596.53,20270101,2027-01
OPEX_202701_BASE_TH_OPS,2027-01-01,Forecast,BASE,TH,OPS,3679.13,787.31,512.57,5030.04,2405.67,12414.73,20270101,2027-01
OPEX_202701_BASE_TH_CS,2027-01-01,Forecast,BASE,TH,CS,3679.13,270.64,512.57,526.24,826.95,5815.53,20270101,2027-01
OPEX_202701_BASE_TH_FIN,2027-01-01,Forecast,BASE,TH,FIN,3679.13,272.69,512.57,227.24,357.09,5048.73,20270101,2027-01
OPEX_202701_BASE_TH_IT,2027-01-01,Forecast,BASE,TH,IT,3679.13,181.79,512.57,151.49,238.06,4763.05,20270101,2027-01
OPEX_202701_BASE_TH_MGT,2027-01-01,Forecast,BASE,TH,MGT,3679.13,65.61,512.57,127.57,200.47,4585.36,20270101,2027-01
OPEX_202701_BASE_VN_CENTRAL_SALES,2027-01-01,Forecast,BASE,VN_CENTRAL,SALES,3679.13,708.03,5923.06,1938.66,927.19,13176.07,20270101,2027-01
OPEX_202701_BASE_VN_CENTRAL_OPS,2027-01-01,Forecast,BASE,VN_CENTRAL,OPS,3679.13,941.08,512.57,6012.48,2875.53,14020.79,20270101,2027-01
OPEX_202701_BASE_VN_CENTRAL_CS,2027-01-01,Forecast,BASE,VN_CENTRAL,CS,3679.13,323.95,512.57,629.89,989.83,6135.38,20270101,2027-01
OPEX_202701_BASE_VN_CENTRAL_FIN,2027-01-01,Forecast,BASE,VN_CENTRAL,FIN,3679.13,325.31,512.57,271.09,426.0,5214.12,20270101,2027-01
OPEX_202701_BASE_VN_CENTRAL_IT,2027-01-01,Forecast,BASE,VN_CENTRAL,IT,3679.13,220.06,512.57,183.39,288.18,4883.34,20270101,2027-01
OPEX_202701_BASE_VN_CENTRAL_MGT,2027-01-01,Forecast,BASE,VN_CENTRAL,MGT,3679.13,77.91,512.57,151.49,238.06,4659.17,20270101,2027-01
OPEX_202701_BASE_VN_NORTH_SALES,2027-01-01,Forecast,BASE,VN_NORTH,SALES,3679.13,999.86,5923.06,2737.71,1309.34,14649.09,20270101,2027-01
OPEX_202701_BASE_VN_NORTH_OPS,2027-01-01,Forecast,BASE,VN_NORTH,OPS,3679.13,1328.59,512.57,8488.2,4059.57,18068.07,20270101,2027-01
OPEX_202701_BASE_VN_NORTH_CS,2027-01-01,Forecast,BASE,VN_NORTH,CS,3679.13,455.16,512.57,885.04,1390.78,6922.69,20270101,2027-01
OPEX_202701_BASE_VN_NORTH_FIN,2027-01-01,Forecast,BASE,VN_NORTH,FIN,3679.13,459.26,512.57,382.72,601.42,5635.11,20270101,2027-01
OPEX_202701_BASE_VN_NORTH_IT,2027-01-01,Forecast,BASE,VN_NORTH,IT,3679.13,306.18,512.57,255.15,400.95,5153.97,20270101,2027-01
OPEX_202701_BASE_VN_NORTH_MGT,2027-01-01,Forecast,BASE,VN_NORTH,MGT,3679.13,110.72,512.57,215.28,338.3,4856.0,20270101,2027-01
OPEX_202701_BASE_VN_SOUTH_SALES,2027-01-01,Forecast,BASE,VN_SOUTH,SALES,5194.07,1129.03,5923.06,3091.38,1478.49,16816.02,20270101,2027-01
OPEX_202701_BASE_VN_SOUTH_OPS,2027-01-01,Forecast,BASE,VN_SOUTH,OPS,5194.07,1498.76,512.57,9575.42,4579.55,21360.38,20270101,2027-01
OPEX_202701_BASE_VN_SOUTH_CS,2027-01-01,Forecast,BASE,VN_SOUTH,CS,5194.07,514.62,512.57,1000.66,1572.46,8794.38,20270101,2027-01
OPEX_202701_BASE_VN_SOUTH_FIN,2027-01-01,Forecast,BASE,VN_SOUTH,FIN,5194.07,521.46,512.57,434.55,682.86,7345.51,20270101,2027-01
OPEX_202701_BASE_VN_SOUTH_IT,2027-01-01,Forecast,BASE,VN_SOUTH,IT,5194.07,349.23,512.57,291.03,457.33,6804.23,20270101,2027-01
OPEX_202701_BASE_VN_SOUTH_MGT,2027-01-01,Forecast,BASE,VN_SOUTH,MGT,5194.07,123.02,512.57,239.2,375.89,6444.74,20270101,2027-01
OPEX_202701_DOWNSIDE_CN_SALES,2027-01-01,Forecast,DOWNSIDE,CN,SALES,5343.18,723.44,6093.1,1980.84,947.36,15087.92,20270101,2027-01
OPEX_202701_DOWNSIDE_CN_OPS,2027-01-01,Forecast,DOWNSIDE,CN,OPS,5343.18,959.66,527.29,6131.18,2932.3,15893.62,20270101,2027-01
OPEX_202701_DOWNSIDE_CN_CS,2027-01-01,Forecast,DOWNSIDE,CN,CS,5343.18,329.03,527.29,639.78,1005.36,7844.63,20270101,2027-01
OPEX_202701_DOWNSIDE_CN_FIN,2027-01-01,Forecast,DOWNSIDE,CN,FIN,5343.18,334.65,527.29,278.88,438.23,6922.23,20270101,2027-01
OPEX_202701_DOWNSIDE_CN_IT,2027-01-01,Forecast,DOWNSIDE,CN,IT,5343.18,221.46,527.29,184.55,290.01,6566.49,20270101,2027-01
OPEX_202701_DOWNSIDE_CN_MGT,2027-01-01,Forecast,DOWNSIDE,CN,MGT,5343.18,80.15,527.29,155.84,244.9,6351.35,20270101,2027-01
OPEX_202701_DOWNSIDE_TH_SALES,2027-01-01,Forecast,DOWNSIDE,TH,SALES,3784.75,546.27,6093.1,1495.74,715.35,12635.21,20270101,2027-01
OPEX_202701_DOWNSIDE_TH_OPS,2027-01-01,Forecast,DOWNSIDE,TH,OPS,3784.75,727.66,527.29,4648.92,2223.4,11912.01,20270101,2027-01
OPEX_202701_DOWNSIDE_TH_CS,2027-01-01,Forecast,DOWNSIDE,TH,CS,3784.75,248.88,527.29,483.93,760.47,5805.32,20270101,2027-01
OPEX_202701_DOWNSIDE_TH_FIN,2027-01-01,Forecast,DOWNSIDE,TH,FIN,3784.75,250.99,527.29,209.16,328.68,5100.86,20270101,2027-01
OPEX_202701_DOWNSIDE_TH_IT,2027-01-01,Forecast,DOWNSIDE,TH,IT,3784.75,167.33,527.29,139.44,219.12,4837.92,20270101,2027-01
OPEX_202701_DOWNSIDE_TH_MGT,2027-01-01,Forecast,DOWNSIDE,TH,MGT,3784.75,61.17,527.29,118.93,186.89,4679.03,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_CENTRAL_SALES,2027-01-01,Forecast,DOWNSIDE,VN_CENTRAL,SALES,3784.75,654.54,6093.1,1792.19,857.14,13181.72,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_CENTRAL_OPS,2027-01-01,Forecast,DOWNSIDE,VN_CENTRAL,OPS,3784.75,866.86,527.29,5538.28,2648.74,13365.92,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_CENTRAL_CS,2027-01-01,Forecast,DOWNSIDE,VN_CENTRAL,CS,3784.75,297.39,527.29,578.26,908.69,6096.38,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_CENTRAL_FIN,2027-01-01,Forecast,DOWNSIDE,VN_CENTRAL,FIN,3784.75,300.2,527.29,250.17,393.12,5255.53,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_CENTRAL_IT,2027-01-01,Forecast,DOWNSIDE,VN_CENTRAL,IT,3784.75,201.78,527.29,168.15,264.23,4946.19,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_CENTRAL_MGT,2027-01-01,Forecast,DOWNSIDE,VN_CENTRAL,MGT,3784.75,71.71,527.29,139.44,219.12,4742.31,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_NORTH_SALES,2027-01-01,Forecast,DOWNSIDE,VN_NORTH,SALES,3784.75,930.14,6093.1,2546.8,1218.03,14572.82,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_NORTH_OPS,2027-01-01,Forecast,DOWNSIDE,VN_NORTH,OPS,3784.75,1231.74,527.29,7869.47,3763.66,17176.92,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_NORTH_CS,2027-01-01,Forecast,DOWNSIDE,VN_NORTH,CS,3784.75,421.83,527.29,820.23,1288.93,6843.02,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_NORTH_FIN,2027-01-01,Forecast,DOWNSIDE,VN_NORTH,FIN,3784.75,428.16,527.29,356.8,560.68,5657.68,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_NORTH_IT,2027-01-01,Forecast,DOWNSIDE,VN_NORTH,IT,3784.75,285.44,527.29,237.87,373.79,5209.13,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_NORTH_MGT,2027-01-01,Forecast,DOWNSIDE,VN_NORTH,MGT,3784.75,101.24,527.29,196.85,309.34,4919.48,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_SOUTH_SALES,2027-01-01,Forecast,DOWNSIDE,VN_SOUTH,SALES,5343.18,1043.33,6093.1,2856.73,1366.26,16702.59,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_SOUTH_OPS,2027-01-01,Forecast,DOWNSIDE,VN_SOUTH,OPS,5343.18,1387.82,527.29,8866.63,4240.56,20365.48,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_SOUTH_CS,2027-01-01,Forecast,DOWNSIDE,VN_SOUTH,CS,5343.18,476.67,527.29,926.85,1456.49,8730.47,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_SOUTH_FIN,2027-01-01,Forecast,DOWNSIDE,VN_SOUTH,FIN,5343.18,482.29,527.29,401.91,631.57,7386.24,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_SOUTH_IT,2027-01-01,Forecast,DOWNSIDE,VN_SOUTH,IT,5343.18,319.89,527.29,266.57,418.9,6875.83,20270101,2027-01
OPEX_202701_DOWNSIDE_VN_SOUTH_MGT,2027-01-01,Forecast,DOWNSIDE,VN_SOUTH,MGT,5343.18,113.89,527.29,221.46,348.01,6553.83,20270101,2027-01
OPEX_202701_UPSIDE_CN_SALES,2027-01-01,Forecast,UPSIDE,CN,SALES,5119.51,844.05,5838.04,2311.08,1105.3,15217.97,20270101,2027-01
OPEX_202701_UPSIDE_CN_OPS,2027-01-01,Forecast,UPSIDE,CN,OPS,5119.51,1117.54,505.22,7139.81,3414.69,17296.77,20270101,2027-01
OPEX_202701_UPSIDE_CN_CS,2027-01-01,Forecast,UPSIDE,CN,CS,5119.51,383.96,505.22,746.6,1173.22,7928.51,20270101,2027-01
OPEX_202701_UPSIDE_CN_FIN,2027-01-01,Forecast,UPSIDE,CN,FIN,5119.51,386.66,505.22,322.21,506.34,6839.94,20270101,2027-01
OPEX_202701_UPSIDE_CN_IT,2027-01-01,Forecast,UPSIDE,CN,IT,5119.51,259.34,505.22,216.12,339.62,6439.81,20270101,2027-01
OPEX_202701_UPSIDE_CN_MGT,2027-01-01,Forecast,UPSIDE,CN,MGT,5119.51,92.96,505.22,180.75,284.04,6182.48,20270101,2027-01
OPEX_202701_UPSIDE_TH_SALES,2027-01-01,Forecast,UPSIDE,TH,SALES,3626.32,631.86,5838.04,1730.08,827.43,12653.73,20270101,2027-01
OPEX_202701_UPSIDE_TH_OPS,2027-01-01,Forecast,UPSIDE,TH,OPS,3626.32,840.68,505.22,5371.0,2568.74,12911.95,20270101,2027-01
OPEX_202701_UPSIDE_TH_CS,2027-01-01,Forecast,UPSIDE,TH,CS,3626.32,288.98,505.22,561.91,883.0,5865.43,20270101,2027-01
OPEX_202701_UPSIDE_TH_FIN,2027-01-01,Forecast,UPSIDE,TH,FIN,3626.32,292.35,505.22,243.63,382.84,5050.35,20270101,2027-01
OPEX_202701_UPSIDE_TH_IT,2027-01-01,Forecast,UPSIDE,TH,IT,3626.32,193.33,505.22,161.11,253.17,4739.14,20270101,2027-01
OPEX_202701_UPSIDE_TH_MGT,2027-01-01,Forecast,UPSIDE,TH,MGT,3626.32,68.71,505.22,133.6,209.94,4543.79,20270101,2027-01
OPEX_202701_UPSIDE_VN_CENTRAL_SALES,2027-01-01,Forecast,UPSIDE,VN_CENTRAL,SALES,3626.32,754.45,5838.04,2065.77,987.98,13272.56,20270101,2027-01
OPEX_202701_UPSIDE_VN_CENTRAL_OPS,2027-01-01,Forecast,UPSIDE,VN_CENTRAL,OPS,3626.32,1002.35,505.22,6403.88,3062.73,14600.49,20270101,2027-01
OPEX_202701_UPSIDE_VN_CENTRAL_CS,2027-01-01,Forecast,UPSIDE,VN_CENTRAL,CS,3626.32,343.55,505.22,668.01,1049.72,6192.81,20270101,2027-01
OPEX_202701_UPSIDE_VN_CENTRAL_FIN,2027-01-01,Forecast,UPSIDE,VN_CENTRAL,FIN,3626.32,348.94,505.22,290.78,456.94,5228.19,20270101,2027-01
OPEX_202701_UPSIDE_VN_CENTRAL_IT,2027-01-01,Forecast,UPSIDE,VN_CENTRAL,IT,3626.32,231.05,505.22,192.54,302.57,4857.7,20270101,2027-01
OPEX_202701_UPSIDE_VN_CENTRAL_MGT,2027-01-01,Forecast,UPSIDE,VN_CENTRAL,MGT,3626.32,82.86,505.22,161.11,253.17,4628.67,20270101,2027-01
OPEX_202701_UPSIDE_VN_NORTH_SALES,2027-01-01,Forecast,UPSIDE,VN_NORTH,SALES,3626.32,1070.38,5838.04,2930.81,1401.69,14867.24,20270101,2027-01
OPEX_202701_UPSIDE_VN_NORTH_OPS,2027-01-01,Forecast,UPSIDE,VN_NORTH,OPS,3626.32,1422.69,505.22,9089.38,4347.09,18990.7,20270101,2027-01
OPEX_202701_UPSIDE_VN_NORTH_CS,2027-01-01,Forecast,UPSIDE,VN_NORTH,CS,3626.32,487.03,505.22,947.0,1488.14,7053.7,20270101,2027-01
OPEX_202701_UPSIDE_VN_NORTH_FIN,2027-01-01,Forecast,UPSIDE,VN_NORTH,FIN,3626.32,495.11,505.22,412.59,648.36,5687.6,20270101,2027-01
OPEX_202701_UPSIDE_VN_NORTH_IT,2027-01-01,Forecast,UPSIDE,VN_NORTH,IT,3626.32,330.07,505.22,275.06,432.24,5168.91,20270101,2027-01
OPEX_202701_UPSIDE_VN_NORTH_MGT,2027-01-01,Forecast,UPSIDE,VN_NORTH,MGT,3626.32,117.21,505.22,227.91,358.14,4834.8,20270101,2027-01
OPEX_202701_UPSIDE_VN_SOUTH_SALES,2027-01-01,Forecast,UPSIDE,VN_SOUTH,SALES,5119.51,1207.13,5838.04,3305.23,1580.76,17050.67,20270101,2027-01
OPEX_202701_UPSIDE_VN_SOUTH_OPS,2027-01-01,Forecast,UPSIDE,VN_SOUTH,OPS,5119.51,1602.54,505.22,10238.46,4896.66,22362.39,20270101,2027-01
OPEX_202701_UPSIDE_VN_SOUTH_CS,2027-01-01,Forecast,UPSIDE,VN_SOUTH,CS,5119.51,549.67,505.22,1068.81,1679.56,8922.77,20270101,2027-01
OPEX_202701_UPSIDE_VN_SOUTH_FIN,2027-01-01,Forecast,UPSIDE,VN_SOUTH,FIN,5119.51,556.41,505.22,463.68,728.63,7373.44,20270101,2027-01
OPEX_202701_UPSIDE_VN_SOUTH_IT,2027-01-01,Forecast,UPSIDE,VN_SOUTH,IT,5119.51,372.51,505.22,310.43,487.81,6795.48,20270101,2027-01
OPEX_202701_UPSIDE_VN_SOUTH_MGT,2027-01-01,Forecast,UPSIDE,VN_SOUTH,MGT,5119.51,133.38,505.22,259.34,407.54,6424.99,20270101,2027-01
OPEX_202702_BASE_CN_SALES,2027-02-01,Forecast,BASE,CN,SALES,5205.98,791.17,5936.65,2166.3,1036.06,15136.16,20270201,2027-02
OPEX_202702_BASE_CN_OPS,2027-02-01,Forecast,BASE,CN,OPS,5205.98,1052.16,513.75,6722.11,3214.92,16708.92,20270201,2027-02
OPEX_202702_BASE_CN_CS,2027-02-01,Forecast,BASE,CN,CS,5205.98,361.68,513.75,703.26,1105.13,7889.8,20270201,2027-02
OPEX_202702_BASE_CN_FIN,2027-02-01,Forecast,BASE,CN,FIN,5205.98,364.42,513.75,303.68,477.21,6865.04,20270201,2027-02
OPEX_202702_BASE_CN_IT,2027-02-01,Forecast,BASE,CN,IT,5205.98,244.54,513.75,203.79,320.24,6488.3,20270201,2027-02
OPEX_202702_BASE_CN_MGT,2027-02-01,Forecast,BASE,CN,MGT,5205.98,86.31,513.75,167.82,263.72,6237.59,20270201,2027-02
OPEX_202702_BASE_TH_SALES,2027-02-01,Forecast,BASE,TH,SALES,3687.57,599.37,5936.65,1641.14,784.89,12649.62,20270201,2027-02
OPEX_202702_BASE_TH_OPS,2027-02-01,Forecast,BASE,TH,OPS,3687.57,797.34,513.75,5094.1,2436.31,12529.06,20270201,2027-02
OPEX_202702_BASE_TH_CS,2027-02-01,Forecast,BASE,TH,CS,3687.57,273.31,513.75,531.44,835.13,5841.2,20270201,2027-02
OPEX_202702_BASE_TH_FIN,2027-02-01,Forecast,BASE,TH,FIN,3687.57,278.11,513.75,231.76,364.19,5075.37,20270201,2027-02
OPEX_202702_BASE_TH_IT,2027-02-01,Forecast,BASE,TH,IT,3687.57,182.21,513.75,151.84,238.61,4773.98,20270201,2027-02
OPEX_202702_BASE_TH_MGT,2027-02-01,Forecast,BASE,TH,MGT,3687.57,65.76,513.75,127.87,200.93,4595.88,20270201,2027-02
OPEX_202702_BASE_VN_CENTRAL_SALES,2027-02-01,Forecast,BASE,VN_CENTRAL,SALES,3687.57,719.25,5936.65,1969.37,941.87,13254.7,20270201,2027-02
