HeadcountPlanKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,DepartmentKey,FTE,NewHires,Attrition,AvgSalaryUSD,PayrollCostUSD,JobsPerFTE,DateKey,YearMonth
HC_202610_DOWNSIDE_VN_CENTRAL_MGT,2026-10-01,Forecast,DOWNSIDE,VN_CENTRAL,MGT,3.2,0.1,0.0,3264.3,10445.76,730.31,20261001,2026-10
HC_202610_DOWNSIDE_VN_NORTH_SALES,2026-10-01,Forecast,DOWNSIDE,VN_NORTH,SALES,18.0,0.5,0.2,1948.05,35064.9,184.61,20261001,2026-10
HC_202610_DOWNSIDE_VN_NORTH_OPS,2026-10-01,Forecast,DOWNSIDE,VN_NORTH,OPS,55.7,1.6,0.6,1389.96,77420.77,59.66,20261001,2026-10
HC_202610_DOWNSIDE_VN_NORTH_CS,2026-10-01,Forecast,DOWNSIDE,VN_NORTH,CS,19.1,0.5,0.2,1242.54,23732.51,173.98,20261001,2026-10
HC_202610_DOWNSIDE_VN_NORTH_FIN,2026-10-01,Forecast,DOWNSIDE,VN_NORTH,FIN,8.3,0.2,0.1,1632.15,13546.84,400.36,20261001,2026-10
HC_202610_DOWNSIDE_VN_NORTH_IT,2026-10-01,Forecast,DOWNSIDE,VN_NORTH,IT,5.5,0.2,0.1,1790.1,9845.55,604.18,20261001,2026-10
HC_202610_DOWNSIDE_VN_NORTH_MGT,2026-10-01,Forecast,DOWNSIDE,VN_NORTH,MGT,4.6,0.1,0.0,3264.3,15015.78,722.39,20261001,2026-10
HC_202610_DOWNSIDE_VN_SOUTH_SALES,2026-10-01,Forecast,DOWNSIDE,VN_SOUTH,SALES,20.2,0.6,0.3,1948.05,39350.61,183.81,20261001,2026-10
HC_202610_DOWNSIDE_VN_SOUTH_OPS,2026-10-01,Forecast,DOWNSIDE,VN_SOUTH,OPS,62.5,1.8,0.6,1389.96,86872.5,59.41,20261001,2026-10
HC_202610_DOWNSIDE_VN_SOUTH_CS,2026-10-01,Forecast,DOWNSIDE,VN_SOUTH,CS,21.4,0.6,0.2,1242.54,26590.36,173.5,20261001,2026-10
HC_202610_DOWNSIDE_VN_SOUTH_FIN,2026-10-01,Forecast,DOWNSIDE,VN_SOUTH,FIN,9.3,0.3,0.1,1632.15,15179.0,399.25,20261001,2026-10
HC_202610_DOWNSIDE_VN_SOUTH_IT,2026-10-01,Forecast,DOWNSIDE,VN_SOUTH,IT,6.2,0.2,0.1,1790.1,11098.62,598.87,20261001,2026-10
HC_202610_DOWNSIDE_VN_SOUTH_MGT,2026-10-01,Forecast,DOWNSIDE,VN_SOUTH,MGT,5.2,0.1,0.1,3264.3,16974.36,714.04,20261001,2026-10
HC_202610_UPSIDE_CN_SALES,2026-10-01,Forecast,UPSIDE,CN,SALES,16.8,0.5,0.2,2133.86,35848.92,203.27,20261001,2026-10
HC_202610_UPSIDE_CN_OPS,2026-10-01,Forecast,UPSIDE,CN,OPS,52.0,1.5,0.5,1522.54,79172.12,65.67,20261001,2026-10
HC_202610_UPSIDE_CN_CS,2026-10-01,Forecast,UPSIDE,CN,CS,17.8,0.5,0.2,1361.06,24226.85,191.85,20261001,2026-10
HC_202610_UPSIDE_CN_FIN,2026-10-01,Forecast,UPSIDE,CN,FIN,7.7,0.2,0.1,1787.83,13766.31,443.51,20261001,2026-10
HC_202610_UPSIDE_CN_IT,2026-10-01,Forecast,UPSIDE,CN,IT,5.2,0.1,0.1,1960.85,10196.41,656.73,20261001,2026-10
HC_202610_UPSIDE_CN_MGT,2026-10-01,Forecast,UPSIDE,CN,MGT,4.3,0.1,0.0,3575.66,15375.36,794.19,20261001,2026-10
HC_202610_UPSIDE_TH_SALES,2026-10-01,Forecast,UPSIDE,TH,SALES,12.7,0.4,0.2,2133.86,27100.07,203.15,20261001,2026-10
HC_202610_UPSIDE_TH_OPS,2026-10-01,Forecast,UPSIDE,TH,OPS,39.3,1.1,0.4,1522.54,59835.85,65.65,20261001,2026-10
HC_202610_UPSIDE_TH_CS,2026-10-01,Forecast,UPSIDE,TH,CS,13.5,0.4,0.1,1361.06,18374.3,191.11,20261001,2026-10
HC_202610_UPSIDE_TH_FIN,2026-10-01,Forecast,UPSIDE,TH,FIN,5.9,0.2,0.1,1787.83,10548.21,437.29,20261001,2026-10
HC_202610_UPSIDE_TH_IT,2026-10-01,Forecast,UPSIDE,TH,IT,3.9,0.1,0.0,1960.85,7647.31,661.54,20261001,2026-10
HC_202610_UPSIDE_TH_MGT,2026-10-01,Forecast,UPSIDE,TH,MGT,3.3,0.1,0.0,3575.66,11799.69,781.82,20261001,2026-10
HC_202610_UPSIDE_VN_CENTRAL_SALES,2026-10-01,Forecast,UPSIDE,VN_CENTRAL,SALES,15.1,0.4,0.2,1975.8,29834.58,202.58,20261001,2026-10
HC_202610_UPSIDE_VN_CENTRAL_OPS,2026-10-01,Forecast,UPSIDE,VN_CENTRAL,OPS,46.8,1.3,0.5,1409.76,65976.77,65.36,20261001,2026-10
HC_202610_UPSIDE_VN_CENTRAL_CS,2026-10-01,Forecast,UPSIDE,VN_CENTRAL,CS,16.1,0.5,0.2,1260.24,20289.86,190.0,20261001,2026-10
HC_202610_UPSIDE_VN_CENTRAL_FIN,2026-10-01,Forecast,UPSIDE,VN_CENTRAL,FIN,7.0,0.2,0.1,1655.4,11587.8,437.0,20261001,2026-10
HC_202610_UPSIDE_VN_CENTRAL_IT,2026-10-01,Forecast,UPSIDE,VN_CENTRAL,IT,4.6,0.1,0.0,1815.6,8351.76,665.0,20261001,2026-10
HC_202610_UPSIDE_VN_CENTRAL_MGT,2026-10-01,Forecast,UPSIDE,VN_CENTRAL,MGT,3.9,0.1,0.0,3310.8,12912.12,784.36,20261001,2026-10
HC_202610_UPSIDE_VN_NORTH_SALES,2026-10-01,Forecast,UPSIDE,VN_NORTH,SALES,21.6,0.6,0.3,1975.8,42677.28,203.84,20261001,2026-10
HC_202610_UPSIDE_VN_NORTH_OPS,2026-10-01,Forecast,UPSIDE,VN_NORTH,OPS,66.8,1.9,0.7,1409.76,94171.97,65.91,20261001,2026-10
HC_202610_UPSIDE_VN_NORTH_CS,2026-10-01,Forecast,UPSIDE,VN_NORTH,CS,22.9,0.6,0.2,1260.24,28859.5,192.27,20261001,2026-10
HC_202610_UPSIDE_VN_NORTH_FIN,2026-10-01,Forecast,UPSIDE,VN_NORTH,FIN,9.9,0.3,0.1,1655.4,16388.46,444.75,20261001,2026-10
HC_202610_UPSIDE_VN_NORTH_IT,2026-10-01,Forecast,UPSIDE,VN_NORTH,IT,6.6,0.2,0.1,1815.6,11982.96,667.12,20261001,2026-10
HC_202610_UPSIDE_VN_NORTH_MGT,2026-10-01,Forecast,UPSIDE,VN_NORTH,MGT,5.5,0.2,0.1,3310.8,18209.4,800.55,20261001,2026-10
HC_202610_UPSIDE_VN_SOUTH_SALES,2026-10-01,Forecast,UPSIDE,VN_SOUTH,SALES,24.1,0.7,0.3,1975.8,47616.78,203.4,20261001,2026-10
HC_202610_UPSIDE_VN_SOUTH_OPS,2026-10-01,Forecast,UPSIDE,VN_SOUTH,OPS,74.8,2.1,0.7,1409.76,105450.05,65.53,20261001,2026-10
HC_202610_UPSIDE_VN_SOUTH_CS,2026-10-01,Forecast,UPSIDE,VN_SOUTH,CS,25.6,0.7,0.3,1260.24,32262.14,191.48,20261001,2026-10
HC_202610_UPSIDE_VN_SOUTH_FIN,2026-10-01,Forecast,UPSIDE,VN_SOUTH,FIN,11.1,0.3,0.1,1655.4,18374.94,441.62,20261001,2026-10
HC_202610_UPSIDE_VN_SOUTH_IT,2026-10-01,Forecast,UPSIDE,VN_SOUTH,IT,7.4,0.2,0.1,1815.6,13435.44,662.43,20261001,2026-10
HC_202610_UPSIDE_VN_SOUTH_MGT,2026-10-01,Forecast,UPSIDE,VN_SOUTH,MGT,6.2,0.2,0.1,3310.8,20526.96,790.65,20261001,2026-10
HC_202611_BASE_CN_SALES,2026-11-01,Forecast,BASE,CN,SALES,15.7,0.4,0.2,2127.87,33407.56,195.16,20261101,2026-11
HC_202611_BASE_CN_OPS,2026-11-01,Forecast,BASE,CN,OPS,48.7,1.4,0.5,1518.26,73939.46,62.92,20261101,2026-11
HC_202611_BASE_CN_CS,2026-11-01,Forecast,BASE,CN,CS,16.7,0.5,0.2,1357.24,22665.84,183.47,20261101,2026-11
HC_202611_BASE_CN_FIN,2026-11-01,Forecast,BASE,CN,FIN,7.2,0.2,0.1,1782.81,12836.23,425.56,20261101,2026-11
HC_202611_BASE_CN_IT,2026-11-01,Forecast,BASE,CN,IT,4.8,0.1,0.0,1955.34,9385.63,638.33,20261101,2026-11
HC_202611_BASE_CN_MGT,2026-11-01,Forecast,BASE,CN,MGT,4.0,0.1,0.0,3565.62,14262.48,766.0,20261101,2026-11
HC_202611_BASE_TH_SALES,2026-11-01,Forecast,BASE,TH,SALES,11.9,0.3,0.2,2127.87,25321.65,196.13,20261101,2026-11
HC_202611_BASE_TH_OPS,2026-11-01,Forecast,BASE,TH,OPS,36.9,1.0,0.4,1518.26,56023.94,63.25,20261101,2026-11
HC_202611_BASE_TH_CS,2026-11-01,Forecast,BASE,TH,CS,12.7,0.4,0.1,1357.24,17236.9,183.78,20261101,2026-11
HC_202611_BASE_TH_FIN,2026-11-01,Forecast,BASE,TH,FIN,5.5,0.2,0.1,1782.81,9805.46,424.36,20261101,2026-11
HC_202611_BASE_TH_IT,2026-11-01,Forecast,BASE,TH,IT,3.7,0.1,0.0,1955.34,7234.76,630.81,20261101,2026-11
HC_202611_BASE_TH_MGT,2026-11-01,Forecast,BASE,TH,MGT,3.1,0.1,0.0,3565.62,11053.42,752.9,20261101,2026-11
HC_202611_BASE_VN_CENTRAL_SALES,2026-11-01,Forecast,BASE,VN_CENTRAL,SALES,14.2,0.4,0.2,1970.25,27977.55,194.3,20261101,2026-11
HC_202611_BASE_VN_CENTRAL_OPS,2026-11-01,Forecast,BASE,VN_CENTRAL,OPS,43.9,1.2,0.4,1405.8,61714.62,62.85,20261101,2026-11
HC_202611_BASE_VN_CENTRAL_CS,2026-11-01,Forecast,BASE,VN_CENTRAL,CS,15.0,0.4,0.1,1256.7,18850.5,183.93,20261101,2026-11
HC_202611_BASE_VN_CENTRAL_FIN,2026-11-01,Forecast,BASE,VN_CENTRAL,FIN,6.5,0.2,0.1,1650.75,10729.88,424.46,20261101,2026-11
HC_202611_BASE_VN_CENTRAL_IT,2026-11-01,Forecast,BASE,VN_CENTRAL,IT,4.4,0.1,0.0,1810.5,7966.2,627.05,20261101,2026-11
HC_202611_BASE_VN_CENTRAL_MGT,2026-11-01,Forecast,BASE,VN_CENTRAL,MGT,3.6,0.1,0.0,3301.5,11885.4,766.39,20261101,2026-11
HC_202611_BASE_VN_NORTH_SALES,2026-11-01,Forecast,BASE,VN_NORTH,SALES,20.1,0.6,0.3,1970.25,39602.03,194.03,20261101,2026-11
HC_202611_BASE_VN_NORTH_OPS,2026-11-01,Forecast,BASE,VN_NORTH,OPS,62.1,1.7,0.6,1405.8,87300.18,62.8,20261101,2026-11
HC_202611_BASE_VN_NORTH_CS,2026-11-01,Forecast,BASE,VN_NORTH,CS,21.3,0.6,0.2,1256.7,26767.71,183.1,20261101,2026-11
HC_202611_BASE_VN_NORTH_FIN,2026-11-01,Forecast,BASE,VN_NORTH,FIN,9.3,0.3,0.1,1650.75,15351.98,419.35,20261101,2026-11
HC_202611_BASE_VN_NORTH_IT,2026-11-01,Forecast,BASE,VN_NORTH,IT,6.2,0.2,0.1,1810.5,11225.1,629.03,20261101,2026-11
HC_202611_BASE_VN_NORTH_MGT,2026-11-01,Forecast,BASE,VN_NORTH,MGT,5.1,0.1,0.1,3301.5,16837.65,764.71,20261101,2026-11
HC_202611_BASE_VN_SOUTH_SALES,2026-11-01,Forecast,BASE,VN_SOUTH,SALES,22.6,0.6,0.3,1970.25,44527.65,195.75,20261101,2026-11
HC_202611_BASE_VN_SOUTH_OPS,2026-11-01,Forecast,BASE,VN_SOUTH,OPS,70.1,2.0,0.7,1405.8,98546.58,63.11,20261101,2026-11
HC_202611_BASE_VN_SOUTH_CS,2026-11-01,Forecast,BASE,VN_SOUTH,CS,24.1,0.7,0.2,1256.7,30286.47,183.57,20261101,2026-11
HC_202611_BASE_VN_SOUTH_FIN,2026-11-01,Forecast,BASE,VN_SOUTH,FIN,10.4,0.3,0.1,1650.75,17167.8,425.38,20261101,2026-11
HC_202611_BASE_VN_SOUTH_IT,2026-11-01,Forecast,BASE,VN_SOUTH,IT,7.0,0.2,0.1,1810.5,12673.5,632.0,20261101,2026-11
HC_202611_BASE_VN_SOUTH_MGT,2026-11-01,Forecast,BASE,VN_SOUTH,MGT,5.8,0.2,0.1,3301.5,19148.7,762.76,20261101,2026-11
HC_202611_DOWNSIDE_CN_SALES,2026-11-01,Forecast,DOWNSIDE,CN,SALES,14.2,0.4,0.2,2107.89,29932.04,185.07,20261101,2026-11
HC_202611_DOWNSIDE_CN_OPS,2026-11-01,Forecast,DOWNSIDE,CN,OPS,43.9,1.2,0.4,1504.01,66025.95,59.86,20261101,2026-11
HC_202611_DOWNSIDE_CN_CS,2026-11-01,Forecast,DOWNSIDE,CN,CS,15.0,0.4,0.1,1344.49,20167.38,175.2,20261101,2026-11
HC_202611_DOWNSIDE_CN_FIN,2026-11-01,Forecast,DOWNSIDE,CN,FIN,6.5,0.2,0.1,1766.07,11479.46,404.31,20261101,2026-11
HC_202611_DOWNSIDE_CN_IT,2026-11-01,Forecast,DOWNSIDE,CN,IT,4.4,0.1,0.0,1936.98,8522.71,597.27,20261101,2026-11
HC_202611_DOWNSIDE_CN_MGT,2026-11-01,Forecast,DOWNSIDE,CN,MGT,3.6,0.1,0.0,3532.14,12715.7,730.0,20261101,2026-11
HC_202611_DOWNSIDE_TH_SALES,2026-11-01,Forecast,DOWNSIDE,TH,SALES,10.7,0.3,0.1,2107.89,22554.42,187.48,20261101,2026-11
HC_202611_DOWNSIDE_TH_OPS,2026-11-01,Forecast,DOWNSIDE,TH,OPS,33.3,0.9,0.3,1504.01,50083.47,60.24,20261101,2026-11
HC_202611_DOWNSIDE_TH_CS,2026-11-01,Forecast,DOWNSIDE,TH,CS,11.4,0.3,0.1,1344.49,15327.21,175.96,20261101,2026-11
HC_202611_DOWNSIDE_TH_FIN,2026-11-01,Forecast,DOWNSIDE,TH,FIN,5.0,0.1,0.1,1766.07,8830.35,401.2,20261101,2026-11
HC_202611_DOWNSIDE_TH_IT,2026-11-01,Forecast,DOWNSIDE,TH,IT,3.3,0.1,0.0,1936.98,6392.03,607.88,20261101,2026-11
HC_202611_DOWNSIDE_TH_MGT,2026-11-01,Forecast,DOWNSIDE,TH,MGT,2.8,0.1,0.0,3532.14,9889.99,716.43,20261101,2026-11
HC_202611_DOWNSIDE_VN_CENTRAL_SALES,2026-11-01,Forecast,DOWNSIDE,VN_CENTRAL,SALES,12.8,0.4,0.2,1951.75,24982.4,186.41,20261101,2026-11
HC_202611_DOWNSIDE_VN_CENTRAL_OPS,2026-11-01,Forecast,DOWNSIDE,VN_CENTRAL,OPS,39.7,1.1,0.4,1392.6,55286.22,60.1,20261101,2026-11
HC_202611_DOWNSIDE_VN_CENTRAL_CS,2026-11-01,Forecast,DOWNSIDE,VN_CENTRAL,CS,13.6,0.4,0.1,1244.9,16930.64,175.44,20261101,2026-11
HC_202611_DOWNSIDE_VN_CENTRAL_FIN,2026-11-01,Forecast,DOWNSIDE,VN_CENTRAL,FIN,5.9,0.2,0.1,1635.25,9647.98,404.41,20261101,2026-11
HC_202611_DOWNSIDE_VN_CENTRAL_IT,2026-11-01,Forecast,DOWNSIDE,VN_CENTRAL,IT,3.9,0.1,0.0,1793.5,6994.65,611.79,20261101,2026-11
HC_202611_DOWNSIDE_VN_CENTRAL_MGT,2026-11-01,Forecast,DOWNSIDE,VN_CENTRAL,MGT,3.3,0.1,0.0,3270.5,10792.65,723.03,20261101,2026-11
HC_202611_DOWNSIDE_VN_NORTH_SALES,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,SALES,18.2,0.5,0.2,1951.75,35521.85,187.09,20261101,2026-11
HC_202611_DOWNSIDE_VN_NORTH_OPS,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,OPS,56.4,1.6,0.6,1392.6,78542.64,60.37,20261101,2026-11
HC_202611_DOWNSIDE_VN_NORTH_CS,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,CS,19.4,0.5,0.2,1244.9,24151.06,175.52,20261101,2026-11
HC_202611_DOWNSIDE_VN_NORTH_FIN,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,FIN,8.4,0.2,0.1,1635.25,13736.1,405.36,20261101,2026-11
HC_202611_DOWNSIDE_VN_NORTH_IT,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,IT,5.6,0.2,0.1,1793.5,10043.6,608.04,20261101,2026-11
HC_202611_DOWNSIDE_VN_NORTH_MGT,2026-11-01,Forecast,DOWNSIDE,VN_NORTH,MGT,4.7,0.1,0.0,3270.5,15371.35,724.47,20261101,2026-11
HC_202611_DOWNSIDE_VN_SOUTH_SALES,2026-11-01,Forecast,DOWNSIDE,VN_SOUTH,SALES,20.4,0.6,0.3,1951.75,39815.7,185.88,20261101,2026-11
HC_202611_DOWNSIDE_VN_SOUTH_OPS,2026-11-01,Forecast,DOWNSIDE,VN_SOUTH,OPS,63.2,1.8,0.6,1392.6,88012.32,60.0,20261101,2026-11
HC_202611_DOWNSIDE_VN_SOUTH_CS,2026-11-01,Forecast,DOWNSIDE,VN_SOUTH,CS,21.7,0.6,0.2,1244.9,27014.33,174.75,20261101,2026-11
HC_202611_DOWNSIDE_VN_SOUTH_FIN,2026-11-01,Forecast,DOWNSIDE,VN_SOUTH,FIN,9.4,0.3,0.1,1635.25,15371.35,403.4,20261101,2026-11
HC_202611_DOWNSIDE_VN_SOUTH_IT,2026-11-01,Forecast,DOWNSIDE,VN_SOUTH,IT,6.3,0.2,0.1,1793.5,11299.05,601.9,20261101,2026-11
HC_202611_DOWNSIDE_VN_SOUTH_MGT,2026-11-01,Forecast,DOWNSIDE,VN_SOUTH,MGT,5.2,0.1,0.1,3270.5,17006.6,729.23,20261101,2026-11
HC_202611_UPSIDE_CN_SALES,2026-11-01,Forecast,UPSIDE,CN,SALES,17.0,0.5,0.2,2137.86,36343.62,205.82,20261101,2026-11
HC_202611_UPSIDE_CN_OPS,2026-11-01,Forecast,UPSIDE,CN,OPS,52.7,1.5,0.5,1525.39,80388.16,66.39,20261101,2026-11
HC_202611_UPSIDE_CN_CS,2026-11-01,Forecast,UPSIDE,CN,CS,18.1,0.5,0.2,1363.61,24681.3,193.31,20261101,2026-11
HC_202611_UPSIDE_CN_FIN,2026-11-01,Forecast,UPSIDE,CN,FIN,7.9,0.2,0.1,1791.18,14150.32,442.91,20261101,2026-11
HC_202611_UPSIDE_CN_IT,2026-11-01,Forecast,UPSIDE,CN,IT,5.2,0.1,0.1,1964.52,10215.5,672.88,20261101,2026-11
HC_202611_UPSIDE_CN_MGT,2026-11-01,Forecast,UPSIDE,CN,MGT,4.4,0.1,0.0,3582.36,15762.38,795.23,20261101,2026-11
HC_202611_UPSIDE_TH_SALES,2026-11-01,Forecast,UPSIDE,TH,SALES,12.9,0.4,0.2,2137.86,27578.39,205.66,20261101,2026-11
HC_202611_UPSIDE_TH_OPS,2026-11-01,Forecast,UPSIDE,TH,OPS,39.9,1.1,0.4,1525.39,60863.14,66.49,20261101,2026-11
HC_202611_UPSIDE_TH_CS,2026-11-01,Forecast,UPSIDE,TH,CS,13.7,0.4,0.1,1363.61,18681.43,193.65,20261101,2026-11
HC_202611_UPSIDE_TH_FIN,2026-11-01,Forecast,UPSIDE,TH,FIN,5.9,0.2,0.1,1791.18,10567.96,449.66,20261101,2026-11
HC_202611_UPSIDE_TH_IT,2026-11-01,Forecast,UPSIDE,TH,IT,4.0,0.1,0.0,1964.52,7858.08,663.25,20261101,2026-11
HC_202611_UPSIDE_TH_MGT,2026-11-01,Forecast,UPSIDE,TH,MGT,3.3,0.1,0.0,3582.36,11821.79,803.94,20261101,2026-11
HC_202611_UPSIDE_VN_CENTRAL_SALES,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,SALES,15.3,0.4,0.2,1979.5,30286.35,204.51,20261101,2026-11
HC_202611_UPSIDE_VN_CENTRAL_OPS,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,OPS,47.4,1.3,0.5,1412.4,66947.76,66.01,20261101,2026-11
HC_202611_UPSIDE_VN_CENTRAL_CS,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,CS,16.3,0.5,0.2,1262.6,20580.38,191.96,20261101,2026-11
HC_202611_UPSIDE_VN_CENTRAL_FIN,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,FIN,7.1,0.2,0.1,1658.5,11775.35,440.7,20261101,2026-11
HC_202611_UPSIDE_VN_CENTRAL_IT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,IT,4.7,0.1,0.0,1819.0,8549.3,665.74,20261101,2026-11
HC_202611_UPSIDE_VN_CENTRAL_MGT,2026-11-01,Forecast,UPSIDE,VN_CENTRAL,MGT,3.9,0.1,0.0,3317.0,12936.3,802.31,20261101,2026-11
HC_202611_UPSIDE_VN_NORTH_SALES,2026-11-01,Forecast,UPSIDE,VN_NORTH,SALES,21.8,0.6,0.3,1979.5,43153.1,205.78,20261101,2026-11
HC_202611_UPSIDE_VN_NORTH_OPS,2026-11-01,Forecast,UPSIDE,VN_NORTH,OPS,67.6,1.9,0.7,1412.4,95478.24,66.36,20261101,2026-11
HC_202611_UPSIDE_VN_NORTH_CS,2026-11-01,Forecast,UPSIDE,VN_NORTH,CS,23.2,0.6,0.2,1262.6,29292.32,193.36,20261101,2026-11
HC_202611_UPSIDE_VN_NORTH_FIN,2026-11-01,Forecast,UPSIDE,VN_NORTH,FIN,10.1,0.3,0.1,1658.5,16750.85,444.16,20261101,2026-11
HC_202611_UPSIDE_VN_NORTH_IT,2026-11-01,Forecast,UPSIDE,VN_NORTH,IT,6.7,0.2,0.1,1819.0,12187.3,669.55,20261101,2026-11
HC_202611_UPSIDE_VN_NORTH_MGT,2026-11-01,Forecast,UPSIDE,VN_NORTH,MGT,5.6,0.2,0.1,3317.0,18575.2,801.07,20261101,2026-11
HC_202611_UPSIDE_VN_SOUTH_SALES,2026-11-01,Forecast,UPSIDE,VN_SOUTH,SALES,24.4,0.7,0.3,1979.5,48299.8,205.41,20261101,2026-11
HC_202611_UPSIDE_VN_SOUTH_OPS,2026-11-01,Forecast,UPSIDE,VN_SOUTH,OPS,75.7,2.1,0.8,1412.4,106918.68,66.21,20261101,2026-11
HC_202611_UPSIDE_VN_SOUTH_CS,2026-11-01,Forecast,UPSIDE,VN_SOUTH,CS,26.0,0.7,0.3,1262.6,32827.6,192.77,20261101,2026-11
HC_202611_UPSIDE_VN_SOUTH_FIN,2026-11-01,Forecast,UPSIDE,VN_SOUTH,FIN,11.3,0.3,0.1,1658.5,18741.05,443.54,20261101,2026-11
HC_202611_UPSIDE_VN_SOUTH_IT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,IT,7.5,0.2,0.1,1819.0,13642.5,668.27,20261101,2026-11
HC_202611_UPSIDE_VN_SOUTH_MGT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,MGT,6.3,0.2,0.1,3317.0,20897.1,795.56,20261101,2026-11
HC_202612_BASE_CN_SALES,2026-12-01,Forecast,BASE,CN,SALES,16.0,0.4,0.2,2131.87,34109.86,197.5,20261201,2026-12
HC_202612_BASE_CN_OPS,2026-12-01,Forecast,BASE,CN,OPS,49.4,1.4,0.5,1521.12,75143.09,63.97,20261201,2026-12
HC_202612_BASE_CN_CS,2026-12-01,Forecast,BASE,CN,CS,17.0,0.5,0.2,1359.78,23116.34,185.88,20261201,2026-12
HC_202612_BASE_CN_FIN,2026-12-01,Forecast,BASE,CN,FIN,7.4,0.2,0.1,1786.16,13217.57,427.03,20261201,2026-12
HC_202612_BASE_CN_IT,2026-12-01,Forecast,BASE,CN,IT,4.9,0.1,0.0,1959.01,9599.16,644.9,20261201,2026-12
HC_202612_BASE_CN_MGT,2026-12-01,Forecast,BASE,CN,MGT,4.1,0.1,0.0,3572.32,14646.5,770.73,20261201,2026-12
HC_202612_BASE_TH_SALES,2026-12-01,Forecast,BASE,TH,SALES,12.0,0.3,0.2,2131.87,25582.39,197.92,20261201,2026-12
HC_202612_BASE_TH_OPS,2026-12-01,Forecast,BASE,TH,OPS,37.3,1.0,0.4,1521.12,56737.6,63.67,20261201,2026-12
HC_202612_BASE_TH_CS,2026-12-01,Forecast,BASE,TH,CS,12.8,0.4,0.1,1359.78,17405.25,185.55,20261201,2026-12
HC_202612_BASE_TH_FIN,2026-12-01,Forecast,BASE,TH,FIN,5.6,0.2,0.1,1786.16,10002.48,424.11,20261201,2026-12
HC_202612_BASE_TH_IT,2026-12-01,Forecast,BASE,TH,IT,3.7,0.1,0.0,1959.01,7248.34,641.89,20261201,2026-12
HC_202612_BASE_TH_MGT,2026-12-01,Forecast,BASE,TH,MGT,3.1,0.1,0.0,3572.32,11074.18,766.13,20261201,2026-12
HC_202612_BASE_VN_CENTRAL_SALES,2026-12-01,Forecast,BASE,VN_CENTRAL,SALES,14.4,0.4,0.2,1973.95,28424.88,197.08,20261201,2026-12
HC_202612_BASE_VN_CENTRAL_OPS,2026-12-01,Forecast,BASE,VN_CENTRAL,OPS,44.5,1.2,0.4,1408.44,62675.58,63.78,20261201,2026-12
HC_202612_BASE_VN_CENTRAL_CS,2026-12-01,Forecast,BASE,VN_CENTRAL,CS,15.3,0.4,0.2,1259.06,19263.62,185.49,20261201,2026-12
HC_202612_BASE_VN_CENTRAL_FIN,2026-12-01,Forecast,BASE,VN_CENTRAL,FIN,6.6,0.2,0.1,1653.85,10915.41,430.0,20261201,2026-12
HC_202612_BASE_VN_CENTRAL_IT,2026-12-01,Forecast,BASE,VN_CENTRAL,IT,4.4,0.1,0.0,1813.9,7981.16,645.0,20261201,2026-12
HC_202612_BASE_VN_CENTRAL_MGT,2026-12-01,Forecast,BASE,VN_CENTRAL,MGT,3.7,0.1,0.0,3307.7,12238.49,767.03,20261201,2026-12
HC_202612_BASE_VN_NORTH_SALES,2026-12-01,Forecast,BASE,VN_NORTH,SALES,20.5,0.6,0.3,1973.95,40465.97,197.8,20261201,2026-12
HC_202612_BASE_VN_NORTH_OPS,2026-12-01,Forecast,BASE,VN_NORTH,OPS,63.4,1.8,0.6,1408.44,89295.1,63.96,20261201,2026-12
HC_202612_BASE_VN_NORTH_CS,2026-12-01,Forecast,BASE,VN_NORTH,CS,21.7,0.6,0.2,1259.06,27321.6,186.87,20261201,2026-12
HC_202612_BASE_VN_NORTH_FIN,2026-12-01,Forecast,BASE,VN_NORTH,FIN,9.4,0.3,0.1,1653.85,15546.19,431.38,20261201,2026-12
HC_202612_BASE_VN_NORTH_IT,2026-12-01,Forecast,BASE,VN_NORTH,IT,6.3,0.2,0.1,1813.9,11427.57,643.65,20261201,2026-12
HC_202612_BASE_VN_NORTH_MGT,2026-12-01,Forecast,BASE,VN_NORTH,MGT,5.2,0.1,0.1,3307.7,17200.04,779.81,20261201,2026-12
HC_202612_BASE_VN_SOUTH_SALES,2026-12-01,Forecast,BASE,VN_SOUTH,SALES,23.0,0.6,0.3,1973.95,45400.85,198.48,20261201,2026-12
HC_202612_BASE_VN_SOUTH_OPS,2026-12-01,Forecast,BASE,VN_SOUTH,OPS,71.2,2.0,0.7,1408.44,100280.93,64.12,20261201,2026-12
HC_202612_BASE_VN_SOUTH_CS,2026-12-01,Forecast,BASE,VN_SOUTH,CS,24.4,0.7,0.2,1259.06,30721.06,187.09,20261201,2026-12
