CostDriverKey,RevenueDriverKey,MonthStart,PlanPeriod,ScenarioKey,RegionKey,ServiceKey,SegmentKey,CarrierCostUSD,HandlingCostUSD,FuelCostUSD,CustomsCostUSD,DirectCostUSD,VariableCostPerJobUSD,CostInflationPct,DateKey,YearMonth
COST_202611_BASE_VN_SOUTH_CLS_MM,202611_BASE_VN_SOUTH_CLS_MM,2026-11-01,Forecast,BASE,VN_SOUTH,CLS,MM,84089.06,3530.18,4958.98,824.36,93402.59,1049.47,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_CLS_SME,202611_BASE_VN_SOUTH_CLS_SME,2026-11-01,Forecast,BASE,VN_SOUTH,CLS,SME,62230.61,1345.91,3669.92,406.98,67653.42,1040.82,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_CLS_SKA,202611_BASE_VN_SOUTH_CLS_SKA,2026-11-01,Forecast,BASE,VN_SOUTH,CLS,SKA,109686.69,6029.65,6468.54,800.38,122985.26,1060.22,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_CUS_ENT,202611_BASE_VN_SOUTH_CUS_ENT,2026-11-01,Forecast,BASE,VN_SOUTH,CUS,ENT,25465.13,4878.61,2073.85,6888.0,39305.6,159.78,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_CUS_MM,202611_BASE_VN_SOUTH_CUS_MM,2026-11-01,Forecast,BASE,VN_SOUTH,CUS,MM,21785.08,8377.99,1774.15,5768.0,37705.22,183.04,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_CUS_SME,202611_BASE_VN_SOUTH_CUS_SME,2026-11-01,Forecast,BASE,VN_SOUTH,CUS,SME,16187.01,9912.93,1318.25,4340.0,31758.19,204.89,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_CUS_SKA,202611_BASE_VN_SOUTH_CUS_SKA,2026-11-01,Forecast,BASE,VN_SOUTH,CUS,SKA,29199.26,11669.42,2377.95,7924.0,51170.63,180.81,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_TRK_ENT,202611_BASE_VN_SOUTH_TRK_ENT,2026-11-01,Forecast,BASE,VN_SOUTH,TRK,ENT,70713.05,22098.45,5066.47,1113.27,98991.24,321.4,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_TRK_MM,202611_BASE_VN_SOUTH_TRK_MM,2026-11-01,Forecast,BASE,VN_SOUTH,TRK,MM,59670.02,14293.82,4275.26,2303.13,80542.22,322.17,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_TRK_SME,202611_BASE_VN_SOUTH_TRK_SME,2026-11-01,Forecast,BASE,VN_SOUTH,TRK,SME,43162.34,11738.0,3092.51,765.59,58758.44,319.34,0.0525,20261101,2026-11
COST_202611_BASE_VN_SOUTH_TRK_SKA,202611_BASE_VN_SOUTH_TRK_SKA,2026-11-01,Forecast,BASE,VN_SOUTH,TRK,SKA,79873.53,13075.34,5722.8,1614.32,100285.99,301.16,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_AIR_ENT,202611_BASE_VN_CENTRAL_AIR_ENT,2026-11-01,Forecast,BASE,VN_CENTRAL,AIR,ENT,111619.68,2746.8,7070.13,770.68,122207.29,1328.34,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_AIR_MM,202611_BASE_VN_CENTRAL_AIR_MM,2026-11-01,Forecast,BASE,VN_CENTRAL,AIR,MM,89017.57,2770.7,5638.48,472.35,97899.11,1341.08,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_AIR_SME,202611_BASE_VN_CENTRAL_AIR_SME,2026-11-01,Forecast,BASE,VN_CENTRAL,AIR,SME,71546.6,2346.26,4531.85,281.11,78705.83,1380.8,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_AIR_SKA,202611_BASE_VN_CENTRAL_AIR_SKA,2026-11-01,Forecast,BASE,VN_CENTRAL,AIR,SKA,122705.75,2595.07,7772.34,695.38,133768.54,1351.2,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_FCL_ENT,202611_BASE_VN_CENTRAL_FCL_ENT,2026-11-01,Forecast,BASE,VN_CENTRAL,FCL,ENT,134446.33,4399.26,6299.51,720.73,145865.83,972.44,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_FCL_MM,202611_BASE_VN_CENTRAL_FCL_MM,2026-11-01,Forecast,BASE,VN_CENTRAL,FCL,MM,107388.47,9009.97,5031.71,866.59,122296.74,1019.14,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_FCL_SME,202611_BASE_VN_CENTRAL_FCL_SME,2026-11-01,Forecast,BASE,VN_CENTRAL,FCL,SME,82681.84,2461.52,3874.07,849.79,89867.22,976.82,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_FCL_SKA,202611_BASE_VN_CENTRAL_FCL_SKA,2026-11-01,Forecast,BASE,VN_CENTRAL,FCL,SKA,147141.45,7397.59,6894.34,1071.9,162505.27,984.88,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_LCL_ENT,202611_BASE_VN_CENTRAL_LCL_ENT,2026-11-01,Forecast,BASE,VN_CENTRAL,LCL,ENT,55433.32,9160.98,2829.94,687.45,68111.68,540.57,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_LCL_MM,202611_BASE_VN_CENTRAL_LCL_MM,2026-11-01,Forecast,BASE,VN_CENTRAL,LCL,MM,47188.71,6755.4,2409.04,739.64,57092.78,538.61,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_LCL_SME,202611_BASE_VN_CENTRAL_LCL_SME,2026-11-01,Forecast,BASE,VN_CENTRAL,LCL,SME,34671.65,4691.31,1770.03,729.35,41862.34,558.16,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_LCL_SKA,202611_BASE_VN_CENTRAL_LCL_SKA,2026-11-01,Forecast,BASE,VN_CENTRAL,LCL,SKA,60372.21,9345.69,3082.07,443.63,73243.6,530.75,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CLS_ENT,202611_BASE_VN_CENTRAL_CLS_ENT,2026-11-01,Forecast,BASE,VN_CENTRAL,CLS,ENT,63576.34,1495.21,3749.28,470.49,69291.32,1034.2,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CLS_MM,202611_BASE_VN_CENTRAL_CLS_MM,2026-11-01,Forecast,BASE,VN_CENTRAL,CLS,MM,52478.32,3656.46,3094.8,330.7,59560.27,1082.91,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CLS_SME,202611_BASE_VN_CENTRAL_CLS_SME,2026-11-01,Forecast,BASE,VN_CENTRAL,CLS,SME,39821.48,2571.09,2348.39,284.84,45025.8,1098.19,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CLS_SKA,202611_BASE_VN_CENTRAL_CLS_SKA,2026-11-01,Forecast,BASE,VN_CENTRAL,CLS,SKA,70698.47,4064.79,4169.29,319.93,79252.48,1056.7,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CUS_ENT,202611_BASE_VN_CENTRAL_CUS_ENT,2026-11-01,Forecast,BASE,VN_CENTRAL,CUS,ENT,16821.32,8169.81,1369.91,4508.0,30869.04,191.73,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CUS_MM,202611_BASE_VN_CENTRAL_CUS_MM,2026-11-01,Forecast,BASE,VN_CENTRAL,CUS,MM,13458.35,4197.46,1096.03,3640.0,22391.84,172.24,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CUS_SME,202611_BASE_VN_CENTRAL_CUS_SME,2026-11-01,Forecast,BASE,VN_CENTRAL,CUS,SME,10839.57,2344.93,882.76,2800.0,16867.26,168.67,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_CUS_SKA,202611_BASE_VN_CENTRAL_CUS_SKA,2026-11-01,Forecast,BASE,VN_CENTRAL,CUS,SKA,18651.73,8177.4,1518.97,5068.0,33416.1,184.62,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_TRK_ENT,202611_BASE_VN_CENTRAL_TRK_ENT,2026-11-01,Forecast,BASE,VN_CENTRAL,TRK,ENT,42133.5,8312.83,3018.79,1823.08,55288.21,302.12,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_TRK_MM,202611_BASE_VN_CENTRAL_TRK_MM,2026-11-01,Forecast,BASE,VN_CENTRAL,TRK,MM,35800.35,9981.26,2565.03,1293.83,49640.48,324.45,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_TRK_SME,202611_BASE_VN_CENTRAL_TRK_SME,2026-11-01,Forecast,BASE,VN_CENTRAL,TRK,SME,27434.62,7993.25,1965.64,941.39,38334.91,330.47,0.0525,20261101,2026-11
COST_202611_BASE_VN_CENTRAL_TRK_SKA,202611_BASE_VN_CENTRAL_TRK_SKA,2026-11-01,Forecast,BASE,VN_CENTRAL,TRK,SKA,45815.99,8613.33,3282.64,1212.75,58924.7,288.85,0.0525,20261101,2026-11
COST_202611_BASE_TH_AIR_ENT,202611_BASE_TH_AIR_ENT,2026-11-01,Forecast,BASE,TH,AIR,ENT,95392.43,5195.16,6042.28,715.21,107345.07,1431.27,0.0525,20261101,2026-11
COST_202611_BASE_TH_AIR_MM,202611_BASE_TH_AIR_MM,2026-11-01,Forecast,BASE,TH,AIR,MM,75298.58,2249.83,4769.51,600.99,82918.9,1359.33,0.0525,20261101,2026-11
COST_202611_BASE_TH_AIR_SME,202611_BASE_TH_AIR_SME,2026-11-01,Forecast,BASE,TH,AIR,SME,56911.8,2789.24,3604.86,387.49,63693.39,1384.64,0.0525,20261101,2026-11
COST_202611_BASE_TH_AIR_SKA,202611_BASE_TH_AIR_SKA,2026-11-01,Forecast,BASE,TH,AIR,SKA,104646.88,4972.75,6628.46,532.21,116780.3,1390.24,0.0525,20261101,2026-11
COST_202611_BASE_TH_FCL_ENT,202611_BASE_TH_FCL_ENT,2026-11-01,Forecast,BASE,TH,FCL,ENT,108506.39,3122.45,5084.09,526.2,117239.13,945.48,0.0525,20261101,2026-11
COST_202611_BASE_TH_FCL_MM,202611_BASE_TH_FCL_MM,2026-11-01,Forecast,BASE,TH,FCL,MM,86947.63,6925.92,4073.95,942.23,98889.73,998.89,0.0525,20261101,2026-11
COST_202611_BASE_TH_FCL_SME,202611_BASE_TH_FCL_SME,2026-11-01,Forecast,BASE,TH,FCL,SME,73457.4,4620.3,3441.86,332.88,81852.43,1010.52,0.0525,20261101,2026-11
COST_202611_BASE_TH_FCL_SKA,202611_BASE_TH_FCL_SKA,2026-11-01,Forecast,BASE,TH,FCL,SKA,121297.0,6165.32,5683.39,1073.29,134219.0,972.6,0.0525,20261101,2026-11
COST_202611_BASE_TH_LCL_ENT,202611_BASE_TH_LCL_ENT,2026-11-01,Forecast,BASE,TH,LCL,ENT,48425.38,2666.83,2472.17,408.49,53972.88,490.66,0.0525,20261101,2026-11
COST_202611_BASE_TH_LCL_MM,202611_BASE_TH_LCL_MM,2026-11-01,Forecast,BASE,TH,LCL,MM,37948.97,4412.35,1937.34,367.54,44666.2,525.48,0.0525,20261101,2026-11
COST_202611_BASE_TH_LCL_SME,202611_BASE_TH_LCL_SME,2026-11-01,Forecast,BASE,TH,LCL,SME,29153.64,3390.37,1488.33,337.95,34370.29,537.04,0.0525,20261101,2026-11
COST_202611_BASE_TH_LCL_SKA,202611_BASE_TH_LCL_SKA,2026-11-01,Forecast,BASE,TH,LCL,SKA,52755.83,6880.28,2693.25,948.82,63278.19,531.75,0.0525,20261101,2026-11
COST_202611_BASE_TH_CLS_ENT,202611_BASE_TH_CLS_ENT,2026-11-01,Forecast,BASE,TH,CLS,ENT,54466.21,1708.41,3212.03,269.04,59655.68,1046.59,0.0525,20261101,2026-11
COST_202611_BASE_TH_CLS_MM,202611_BASE_TH_CLS_MM,2026-11-01,Forecast,BASE,TH,CLS,MM,45113.44,3184.64,2660.47,298.76,51257.31,1090.58,0.0525,20261101,2026-11
COST_202611_BASE_TH_CLS_SME,202611_BASE_TH_CLS_SME,2026-11-01,Forecast,BASE,TH,CLS,SME,33262.45,2488.79,1961.58,160.72,37873.54,1082.1,0.0525,20261101,2026-11
COST_202611_BASE_TH_CLS_SKA,202611_BASE_TH_CLS_SKA,2026-11-01,Forecast,BASE,TH,CLS,SKA,58339.53,2839.2,3440.45,442.86,65062.03,1049.39,0.0525,20261101,2026-11
COST_202611_BASE_TH_CUS_ENT,202611_BASE_TH_CUS_ENT,2026-11-01,Forecast,BASE,TH,CUS,ENT,13737.77,8553.66,1118.79,3668.0,27078.21,206.7,0.0525,20261101,2026-11
COST_202611_BASE_TH_CUS_MM,202611_BASE_TH_CUS_MM,2026-11-01,Forecast,BASE,TH,CUS,MM,11605.09,5547.87,945.1,3052.0,21150.07,194.04,0.0525,20261101,2026-11
COST_202611_BASE_TH_CUS_SME,202611_BASE_TH_CUS_SME,2026-11-01,Forecast,BASE,TH,CUS,SME,9117.77,3849.71,742.54,2324.0,16034.02,193.18,0.0525,20261101,2026-11
COST_202611_BASE_TH_CUS_SKA,202611_BASE_TH_CUS_SKA,2026-11-01,Forecast,BASE,TH,CUS,SKA,15517.98,6060.45,1263.76,4284.0,27126.19,177.3,0.0525,20261101,2026-11
COST_202611_BASE_TH_TRK_ENT,202611_BASE_TH_TRK_ENT,2026-11-01,Forecast,BASE,TH,TRK,ENT,38413.56,7421.75,2752.27,1459.0,50046.57,308.93,0.0525,20261101,2026-11
COST_202611_BASE_TH_TRK_MM,202611_BASE_TH_TRK_MM,2026-11-01,Forecast,BASE,TH,TRK,MM,32232.63,7234.35,2309.41,558.79,42335.18,311.29,0.0525,20261101,2026-11
COST_202611_BASE_TH_TRK_SME,202611_BASE_TH_TRK_SME,2026-11-01,Forecast,BASE,TH,TRK,SME,23171.43,3769.75,1660.19,569.0,29170.38,297.66,0.0525,20261101,2026-11
COST_202611_BASE_TH_TRK_SKA,202611_BASE_TH_TRK_SKA,2026-11-01,Forecast,BASE,TH,TRK,SKA,39854.48,12732.19,2855.51,953.36,56395.53,322.26,0.0525,20261101,2026-11
COST_202611_BASE_CN_AIR_ENT,202611_BASE_CN_AIR_ENT,2026-11-01,Forecast,BASE,CN,AIR,ENT,120953.82,7216.35,7661.37,980.95,136812.48,1381.94,0.0525,20261101,2026-11
COST_202611_BASE_CN_AIR_MM,202611_BASE_CN_AIR_MM,2026-11-01,Forecast,BASE,CN,AIR,MM,101313.92,3727.33,6417.35,697.36,112155.96,1367.76,0.0525,20261101,2026-11
COST_202611_BASE_CN_AIR_SME,202611_BASE_CN_AIR_SME,2026-11-01,Forecast,BASE,CN,AIR,SME,78461.7,3044.15,4969.86,463.16,86938.87,1402.24,0.0525,20261101,2026-11
COST_202611_BASE_CN_AIR_SKA,202611_BASE_CN_AIR_SKA,2026-11-01,Forecast,BASE,CN,AIR,SKA,138640.72,3173.77,8781.68,1109.87,151706.04,1354.52,0.0525,20261101,2026-11
COST_202611_BASE_CN_FCL_ENT,202611_BASE_CN_FCL_ENT,2026-11-01,Forecast,BASE,CN,FCL,ENT,151005.82,6616.49,7075.4,1688.23,166385.95,984.53,0.0525,20261101,2026-11
COST_202611_BASE_CN_FCL_MM,202611_BASE_CN_FCL_MM,2026-11-01,Forecast,BASE,CN,FCL,MM,126461.52,3210.77,5925.38,585.05,136182.71,986.83,0.0525,20261101,2026-11
COST_202611_BASE_CN_FCL_SME,202611_BASE_CN_FCL_SME,2026-11-01,Forecast,BASE,CN,FCL,SME,91969.53,2369.94,4309.25,345.5,98994.22,980.14,0.0525,20261101,2026-11
COST_202611_BASE_CN_FCL_SKA,202611_BASE_CN_FCL_SKA,2026-11-01,Forecast,BASE,CN,FCL,SKA,159049.25,4108.2,7452.28,1489.39,172099.12,920.32,0.0525,20261101,2026-11
COST_202611_BASE_CN_LCL_ENT,202611_BASE_CN_LCL_ENT,2026-11-01,Forecast,BASE,CN,LCL,ENT,65408.93,9099.31,3339.2,580.39,78427.84,537.18,0.0525,20261101,2026-11
COST_202611_BASE_CN_LCL_MM,202611_BASE_CN_LCL_MM,2026-11-01,Forecast,BASE,CN,LCL,MM,52758.42,2840.55,2693.38,594.46,58886.81,507.64,0.0525,20261101,2026-11
COST_202611_BASE_CN_LCL_SME,202611_BASE_CN_LCL_SME,2026-11-01,Forecast,BASE,CN,LCL,SME,39240.92,3258.89,2003.29,370.12,44873.23,509.92,0.0525,20261101,2026-11
COST_202611_BASE_CN_LCL_SKA,202611_BASE_CN_LCL_SKA,2026-11-01,Forecast,BASE,CN,LCL,SKA,69620.44,10999.42,3554.2,1566.26,85740.33,529.26,0.0525,20261101,2026-11
COST_202611_BASE_CN_CLS_ENT,202611_BASE_CN_CLS_ENT,2026-11-01,Forecast,BASE,CN,CLS,ENT,68832.19,1904.02,4059.23,582.97,75378.42,1018.63,0.0525,20261101,2026-11
COST_202611_BASE_CN_CLS_MM,202611_BASE_CN_CLS_MM,2026-11-01,Forecast,BASE,CN,CLS,MM,59724.11,2869.11,3522.1,363.43,66478.76,1055.22,0.0525,20261101,2026-11
COST_202611_BASE_CN_CLS_SME,202611_BASE_CN_CLS_SME,2026-11-01,Forecast,BASE,CN,CLS,SME,43161.34,2894.07,2545.35,446.12,49046.88,1066.24,0.0525,20261101,2026-11
COST_202611_BASE_CN_CLS_SKA,202611_BASE_CN_CLS_SKA,2026-11-01,Forecast,BASE,CN,CLS,SKA,72828.12,4488.56,4294.88,580.24,82191.8,1053.74,0.0525,20261101,2026-11
COST_202611_BASE_CN_CUS_ENT,202611_BASE_CN_CUS_ENT,2026-11-01,Forecast,BASE,CN,CUS,ENT,18305.03,5607.7,1490.74,4816.0,30219.47,175.69,0.0525,20261101,2026-11
COST_202611_BASE_CN_CUS_MM,202611_BASE_CN_CUS_MM,2026-11-01,Forecast,BASE,CN,CUS,MM,14948.27,4248.65,1217.37,3920.0,24334.29,173.82,0.0525,20261101,2026-11
COST_202611_BASE_CN_CUS_SME,202611_BASE_CN_CUS_SME,2026-11-01,Forecast,BASE,CN,CUS,SME,11297.89,7550.21,920.09,2912.0,22680.19,218.08,0.0525,20261101,2026-11
COST_202611_BASE_CN_CUS_SKA,202611_BASE_CN_CUS_SKA,2026-11-01,Forecast,BASE,CN,CUS,SKA,19759.2,3992.65,1609.16,5432.0,30793.02,158.73,0.0525,20261101,2026-11
COST_202611_BASE_CN_TRK_ENT,202611_BASE_CN_TRK_ENT,2026-11-01,Forecast,BASE,CN,TRK,ENT,48477.11,10157.4,3473.3,670.71,62778.53,312.33,0.0525,20261101,2026-11
COST_202611_BASE_CN_TRK_MM,202611_BASE_CN_TRK_MM,2026-11-01,Forecast,BASE,CN,TRK,MM,39775.94,4043.22,2849.88,1564.58,48233.62,282.07,0.0525,20261101,2026-11
COST_202611_BASE_CN_TRK_SME,202611_BASE_CN_TRK_SME,2026-11-01,Forecast,BASE,CN,TRK,SME,30379.87,8737.85,2176.67,652.98,41947.36,335.58,0.0525,20261101,2026-11
COST_202611_BASE_CN_TRK_SKA,202611_BASE_CN_TRK_SKA,2026-11-01,Forecast,BASE,CN,TRK,SKA,53399.88,7928.9,3826.01,1732.21,66887.0,285.84,0.0525,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_AIR_ENT,202611_UPSIDE_VN_NORTH_AIR_ENT,2026-11-01,Forecast,UPSIDE,VN_NORTH,AIR,ENT,190710.72,6891.36,12254.5,1292.82,211149.39,1426.69,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_AIR_MM,202611_UPSIDE_VN_NORTH_AIR_MM,2026-11-01,Forecast,UPSIDE,VN_NORTH,AIR,MM,159196.99,8463.64,10229.53,917.59,178807.75,1442.0,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_AIR_SME,202611_UPSIDE_VN_NORTH_AIR_SME,2026-11-01,Forecast,UPSIDE,VN_NORTH,AIR,SME,120948.61,2671.23,7771.8,580.7,131972.33,1482.84,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_AIR_SKA,202611_UPSIDE_VN_NORTH_AIR_SKA,2026-11-01,Forecast,UPSIDE,VN_NORTH,AIR,SKA,207156.39,10935.46,13311.25,1434.4,232837.5,1419.74,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_FCL_ENT,202611_UPSIDE_VN_NORTH_FCL_ENT,2026-11-01,Forecast,UPSIDE,VN_NORTH,FCL,ENT,224197.2,13469.83,10656.67,796.12,249119.82,1004.52,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_FCL_MM,202611_UPSIDE_VN_NORTH_FCL_MM,2026-11-01,Forecast,UPSIDE,VN_NORTH,FCL,MM,181648.56,3904.2,8634.23,1208.69,195395.68,976.98,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_FCL_SME,202611_UPSIDE_VN_NORTH_FCL_SME,2026-11-01,Forecast,UPSIDE,VN_NORTH,FCL,SME,139466.14,10145.04,6629.19,898.23,157138.6,1061.75,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_FCL_SKA,202611_UPSIDE_VN_NORTH_FCL_SKA,2026-11-01,Forecast,UPSIDE,VN_NORTH,FCL,SKA,228594.34,15354.77,10865.68,1346.45,256161.25,966.65,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_LCL_ENT,202611_UPSIDE_VN_NORTH_LCL_ENT,2026-11-01,Forecast,UPSIDE,VN_NORTH,LCL,ENT,92921.3,12979.67,4812.32,713.18,111426.48,546.21,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_LCL_MM,202611_UPSIDE_VN_NORTH_LCL_MM,2026-11-01,Forecast,UPSIDE,VN_NORTH,LCL,MM,75076.97,10272.64,3888.18,1064.66,90302.45,547.29,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_LCL_SME,202611_UPSIDE_VN_NORTH_LCL_SME,2026-11-01,Forecast,UPSIDE,VN_NORTH,LCL,SME,57634.48,6740.67,2984.85,980.01,68340.01,538.11,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_LCL_SKA,202611_UPSIDE_VN_NORTH_LCL_SKA,2026-11-01,Forecast,UPSIDE,VN_NORTH,LCL,SKA,99866.06,12881.63,5171.99,1543.84,119463.52,519.41,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CLS_ENT,202611_UPSIDE_VN_NORTH_CLS_ENT,2026-11-01,Forecast,UPSIDE,VN_NORTH,CLS,ENT,108022.26,5565.2,6462.49,597.62,120647.57,1096.8,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CLS_MM,202611_UPSIDE_VN_NORTH_CLS_MM,2026-11-01,Forecast,UPSIDE,VN_NORTH,CLS,MM,86048.27,3329.87,5147.88,754.21,95280.23,1070.56,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CLS_SME,202611_UPSIDE_VN_NORTH_CLS_SME,2026-11-01,Forecast,UPSIDE,VN_NORTH,CLS,SME,65472.03,1452.59,3916.9,303.7,71145.21,1061.87,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CLS_SKA,202611_UPSIDE_VN_NORTH_CLS_SKA,2026-11-01,Forecast,UPSIDE,VN_NORTH,CLS,SKA,113036.89,5623.28,6762.49,1068.89,126491.55,1054.1,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CUS_ENT,202611_UPSIDE_VN_NORTH_CUS_ENT,2026-11-01,Forecast,UPSIDE,VN_NORTH,CUS,ENT,28587.83,7976.44,2361.82,7308.0,46234.08,177.14,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CUS_MM,202611_UPSIDE_VN_NORTH_CUS_MM,2026-11-01,Forecast,UPSIDE,VN_NORTH,CUS,MM,22404.32,8762.64,1850.96,5852.0,38869.92,185.98,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CUS_SME,202611_UPSIDE_VN_NORTH_CUS_SME,2026-11-01,Forecast,UPSIDE,VN_NORTH,CUS,SME,17843.83,7474.55,1474.19,4480.0,31272.57,195.45,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_CUS_SKA,202611_UPSIDE_VN_NORTH_CUS_SKA,2026-11-01,Forecast,UPSIDE,VN_NORTH,CUS,SKA,30298.7,10278.01,2503.16,8092.0,51171.87,177.07,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_TRK_ENT,202611_UPSIDE_VN_NORTH_TRK_ENT,2026-11-01,Forecast,UPSIDE,VN_NORTH,TRK,ENT,74173.44,8307.69,5391.24,1008.12,88880.48,291.41,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_TRK_MM,202611_UPSIDE_VN_NORTH_TRK_MM,2026-11-01,Forecast,UPSIDE,VN_NORTH,TRK,MM,62138.49,16373.91,4516.48,1534.33,84563.21,334.24,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_TRK_SME,202611_UPSIDE_VN_NORTH_TRK_SME,2026-11-01,Forecast,UPSIDE,VN_NORTH,TRK,SME,42802.65,5948.82,3111.08,1406.21,53268.75,302.66,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_NORTH_TRK_SKA,202611_UPSIDE_VN_NORTH_TRK_SKA,2026-11-01,Forecast,UPSIDE,VN_NORTH,TRK,SKA,82850.76,14108.64,6021.94,2579.77,105561.11,315.11,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_AIR_ENT,202611_UPSIDE_VN_SOUTH_AIR_ENT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,AIR,ENT,211032.79,5715.21,13560.34,1501.16,231809.5,1379.82,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_AIR_MM,202611_UPSIDE_VN_SOUTH_AIR_MM,2026-11-01,Forecast,UPSIDE,VN_SOUTH,AIR,MM,170005.95,7689.11,10924.08,1219.09,189838.24,1395.87,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_AIR_SME,202611_UPSIDE_VN_SOUTH_AIR_SME,2026-11-01,Forecast,UPSIDE,VN_SOUTH,AIR,SME,131395.79,3830.24,8443.1,587.42,144256.55,1387.08,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_AIR_SKA,202611_UPSIDE_VN_SOUTH_AIR_SKA,2026-11-01,Forecast,UPSIDE,VN_SOUTH,AIR,SKA,225197.13,6658.03,14470.5,1762.27,248087.92,1348.3,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_FCL_ENT,202611_UPSIDE_VN_SOUTH_FCL_ENT,2026-11-01,Forecast,UPSIDE,VN_SOUTH,FCL,ENT,240608.91,8852.09,11436.77,1669.46,262567.23,983.4,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_FCL_MM,202611_UPSIDE_VN_SOUTH_FCL_MM,2026-11-01,Forecast,UPSIDE,VN_SOUTH,FCL,MM,197581.99,11028.15,9391.59,1882.77,219884.5,990.47,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_FCL_SME,202611_UPSIDE_VN_SOUTH_FCL_SME,2026-11-01,Forecast,UPSIDE,VN_SOUTH,FCL,SME,158508.8,5217.56,7534.33,1657.07,172917.76,1005.34,0.0375,20261101,2026-11
COST_202611_UPSIDE_VN_SOUTH_FCL_SKA,202611_UPSIDE_VN_SOUTH_FCL_SKA,2026-11-01,Forecast,UPSIDE,VN_SOUTH,FCL,SKA,251507.76,9030.07,11954.82,2720.4,275213.04,962.28,0.0375,20261101,2026-11
