snapshot_month,prior_dpd_bucket,dpd_bucket,loan_count,balance,roll_rate
2025-03-01,30-59 DPD,8-14 DPD,213,30868.74,0.221
2025-03-01,30-59 DPD,90+ DPD,10,1846.81,0.0104
2025-03-01,30-59 DPD,Charge-off,2,0.0,0.0021
2025-03-01,30-59 DPD,Current,53,6778.4,0.055
2025-03-01,60-89 DPD,1-7 DPD,93,20792.06,0.2104
2025-03-01,60-89 DPD,15-29 DPD,46,8738.789999999999,0.1041
2025-03-01,60-89 DPD,30-59 DPD,35,9080.81,0.0792
2025-03-01,60-89 DPD,60-89 DPD,24,6681.72,0.0543
2025-03-01,60-89 DPD,8-14 DPD,57,11064.81,0.129
2025-03-01,60-89 DPD,90+ DPD,99,14145.4,0.224
2025-03-01,60-89 DPD,Charge-off,67,0.0,0.1516
2025-03-01,60-89 DPD,Current,21,5213.42,0.0475
2025-03-01,8-14 DPD,1-7 DPD,518,69871.16,0.3262
2025-03-01,8-14 DPD,15-29 DPD,334,51981.73,0.2103
2025-03-01,8-14 DPD,30-59 DPD,233,42252.0,0.1467
2025-03-01,8-14 DPD,60-89 DPD,60,6992.21,0.0378
2025-03-01,8-14 DPD,8-14 DPD,353,59396.94,0.2223
2025-03-01,8-14 DPD,90+ DPD,12,967.84,0.0076
2025-03-01,8-14 DPD,Charge-off,3,0.0,0.0019
2025-03-01,8-14 DPD,Current,75,21967.06,0.0472
2025-03-01,90+ DPD,1-7 DPD,40,6706.17,0.1688
2025-03-01,90+ DPD,15-29 DPD,33,5665.77,0.1392
2025-03-01,90+ DPD,30-59 DPD,28,10883.94,0.1181
2025-03-01,90+ DPD,60-89 DPD,12,1501.75,0.0506
2025-03-01,90+ DPD,8-14 DPD,27,3247.6800000000003,0.1139
2025-03-01,90+ DPD,90+ DPD,49,9041.94,0.2068
2025-03-01,90+ DPD,Charge-off,41,0.0,0.173
2025-03-01,90+ DPD,Current,7,773.5400000000001,0.0295
2025-03-01,Charge-off,1-7 DPD,18,1846.1200000000001,0.0496
2025-03-01,Charge-off,15-29 DPD,6,1083.97,0.0165
2025-03-01,Charge-off,30-59 DPD,8,1034.51,0.022
2025-03-01,Charge-off,60-89 DPD,5,1280.8600000000001,0.0138
2025-03-01,Charge-off,8-14 DPD,9,2688.54,0.0248
2025-03-01,Charge-off,Charge-off,312,0.0,0.8595
2025-03-01,Charge-off,Current,5,2182.48,0.0138
2025-03-01,Current,1-7 DPD,442,156360.1,0.2548
2025-03-01,Current,15-29 DPD,284,101649.26,0.1637
2025-03-01,Current,30-59 DPD,217,77745.62,0.1251
2025-03-01,Current,60-89 DPD,173,71676.62,0.0997
2025-03-01,Current,8-14 DPD,276,104117.46,0.1591
2025-03-01,Current,90+ DPD,52,21214.35,0.03
2025-03-01,Current,Charge-off,16,0.0,0.0092
2025-03-01,Current,Current,275,96350.26,0.1585
2025-04-01,1-7 DPD,1-7 DPD,656,93753.75,0.3116
2025-04-01,1-7 DPD,15-29 DPD,448,71067.09,0.2128
2025-04-01,1-7 DPD,30-59 DPD,327,47499.95,0.1553
2025-04-01,1-7 DPD,60-89 DPD,80,11320.720000000001,0.038
2025-04-01,1-7 DPD,8-14 DPD,474,66364.85,0.2252
2025-04-01,1-7 DPD,90+ DPD,20,4669.8,0.0095
2025-04-01,1-7 DPD,Charge-off,7,0.0,0.0033
2025-04-01,1-7 DPD,Current,93,19532.7,0.0442
2025-04-01,15-29 DPD,1-7 DPD,459,75601.93,0.3307
2025-04-01,15-29 DPD,15-29 DPD,285,48597.09,0.2053
2025-04-01,15-29 DPD,30-59 DPD,202,21401.26,0.1455
2025-04-01,15-29 DPD,60-89 DPD,61,8933.76,0.0439
2025-04-01,15-29 DPD,8-14 DPD,303,49279.69,0.2183
2025-04-01,15-29 DPD,90+ DPD,18,4162.599999999999,0.013
2025-04-01,15-29 DPD,Current,60,6761.41,0.0432
2025-04-01,30-59 DPD,1-7 DPD,336,49313.7,0.3206
2025-04-01,30-59 DPD,15-29 DPD,191,28469.71,0.1823
2025-04-01,30-59 DPD,30-59 DPD,179,30711.55,0.1708
2025-04-01,30-59 DPD,60-89 DPD,50,8713.05,0.0477
2025-04-01,30-59 DPD,8-14 DPD,220,39214.21,0.2099
2025-04-01,30-59 DPD,90+ DPD,14,5938.06,0.0134
2025-04-01,30-59 DPD,Charge-off,3,0.0,0.0029
2025-04-01,30-59 DPD,Current,55,11450.09,0.0525
2025-04-01,60-89 DPD,1-7 DPD,66,13202.57,0.1575
2025-04-01,60-89 DPD,15-29 DPD,47,8211.22,0.1122
2025-04-01,60-89 DPD,30-59 DPD,51,11265.85,0.1217
2025-04-01,60-89 DPD,60-89 DPD,30,8969.22,0.0716
2025-04-01,60-89 DPD,8-14 DPD,52,12308.68,0.1241
2025-04-01,60-89 DPD,90+ DPD,105,22672.68,0.2506
2025-04-01,60-89 DPD,Charge-off,44,0.0,0.105
2025-04-01,60-89 DPD,Current,24,3893.87,0.0573
2025-04-01,8-14 DPD,1-7 DPD,458,60842.909999999996,0.3055
2025-04-01,8-14 DPD,15-29 DPD,292,41370.14,0.1948
2025-04-01,8-14 DPD,30-59 DPD,253,37887.65,0.1688
2025-04-01,8-14 DPD,60-89 DPD,75,9863.01,0.05
2025-04-01,8-14 DPD,8-14 DPD,336,55957.86,0.2241
2025-04-01,8-14 DPD,90+ DPD,12,2784.66,0.008
2025-04-01,8-14 DPD,Charge-off,4,0.0,0.0027
2025-04-01,8-14 DPD,Current,69,15068.86,0.046
2025-04-01,90+ DPD,1-7 DPD,41,5457.27,0.1839
2025-04-01,90+ DPD,15-29 DPD,32,6181.91,0.1435
2025-04-01,90+ DPD,30-59 DPD,23,7444.04,0.1031
2025-04-01,90+ DPD,60-89 DPD,11,2005.76,0.0493
2025-04-01,90+ DPD,8-14 DPD,31,2561.56,0.139
2025-04-01,90+ DPD,90+ DPD,51,6155.37,0.2287
2025-04-01,90+ DPD,Charge-off,26,0.0,0.1166
2025-04-01,90+ DPD,Current,8,2526.35,0.0359
2025-04-01,Charge-off,1-7 DPD,22,2087.84,0.0595
2025-04-01,Charge-off,15-29 DPD,10,789.1700000000001,0.027
2025-04-01,Charge-off,30-59 DPD,13,1200.82,0.0351
2025-04-01,Charge-off,60-89 DPD,2,14.89,0.0054
2025-04-01,Charge-off,8-14 DPD,15,2379.0,0.0405
2025-04-01,Charge-off,90+ DPD,5,547.6800000000001,0.0135
2025-04-01,Charge-off,Charge-off,301,0.0,0.8135
2025-04-01,Charge-off,Current,2,25.58,0.0054
2025-04-01,Current,1-7 DPD,420,167254.62,0.2585
2025-04-01,Current,15-29 DPD,251,84325.74,0.1545
2025-04-01,Current,30-59 DPD,219,77066.73,0.1348
2025-04-01,Current,60-89 DPD,159,62224.48,0.0978
2025-04-01,Current,8-14 DPD,269,91365.51,0.1655
2025-04-01,Current,90+ DPD,44,15402.94,0.0271
2025-04-01,Current,Charge-off,8,0.0,0.0049
2025-04-01,Current,Current,255,102265.01,0.1569
2025-05-01,1-7 DPD,1-7 DPD,673,94422.37,0.3217
2025-05-01,1-7 DPD,15-29 DPD,377,62830.72,0.1802
2025-05-01,1-7 DPD,30-59 DPD,328,51435.97,0.1568
2025-05-01,1-7 DPD,60-89 DPD,122,24020.11,0.0583
2025-05-01,1-7 DPD,8-14 DPD,442,60832.19,0.2113
2025-05-01,1-7 DPD,90+ DPD,26,4390.81,0.0124
2025-05-01,1-7 DPD,Charge-off,6,0.0,0.0029
2025-05-01,1-7 DPD,Current,118,29613.98,0.0564
2025-05-01,15-29 DPD,1-7 DPD,405,60105.72,0.3068
2025-05-01,15-29 DPD,15-29 DPD,242,43519.78,0.1833
2025-05-01,15-29 DPD,30-59 DPD,217,27095.66,0.1644
2025-05-01,15-29 DPD,60-89 DPD,69,13793.82,0.0523
2025-05-01,15-29 DPD,8-14 DPD,296,48576.26,0.2242
2025-05-01,15-29 DPD,90+ DPD,8,1760.92,0.0061
2025-05-01,15-29 DPD,Charge-off,1,0.0,0.0008
2025-05-01,15-29 DPD,Current,82,9059.86,0.0621
2025-05-01,30-59 DPD,1-7 DPD,300,39733.31,0.2722
2025-05-01,30-59 DPD,15-29 DPD,233,26960.170000000002,0.2114
2025-05-01,30-59 DPD,30-59 DPD,184,27361.55,0.167
2025-05-01,30-59 DPD,60-89 DPD,58,15368.02,0.0526
2025-05-01,30-59 DPD,8-14 DPD,252,41622.63,0.2287
2025-05-01,30-59 DPD,90+ DPD,15,3394.61,0.0136
2025-05-01,30-59 DPD,Charge-off,1,0.0,0.0009
2025-05-01,30-59 DPD,Current,59,8781.039999999999,0.0535
2025-05-01,60-89 DPD,1-7 DPD,81,18727.61,0.1888
2025-05-01,60-89 DPD,15-29 DPD,49,13215.27,0.1142
2025-05-01,60-89 DPD,30-59 DPD,40,5903.0599999999995,0.0932
2025-05-01,60-89 DPD,60-89 DPD,20,1857.96,0.0466
2025-05-01,60-89 DPD,8-14 DPD,50,8828.08,0.1166
2025-05-01,60-89 DPD,90+ DPD,106,15708.13,0.2471
2025-05-01,60-89 DPD,Charge-off,63,0.0,0.1469
2025-05-01,60-89 DPD,Current,20,2388.19,0.0466
2025-05-01,8-14 DPD,1-7 DPD,422,61810.47,0.2908
2025-05-01,8-14 DPD,15-29 DPD,287,47093.39,0.1978
2025-05-01,8-14 DPD,30-59 DPD,256,42481.84,0.1764
2025-05-01,8-14 DPD,60-89 DPD,80,19236.06,0.0551
2025-05-01,8-14 DPD,8-14 DPD,305,41092.58,0.2102
2025-05-01,8-14 DPD,90+ DPD,14,3159.5,0.0096
2025-05-01,8-14 DPD,Charge-off,1,0.0,0.0007
2025-05-01,8-14 DPD,Current,86,12621.44,0.0593
2025-05-01,90+ DPD,1-7 DPD,41,7878.2,0.1708
2025-05-01,90+ DPD,15-29 DPD,27,4088.32,0.1125
2025-05-01,90+ DPD,30-59 DPD,22,2448.56,0.0917
2025-05-01,90+ DPD,60-89 DPD,13,5836.39,0.0542
2025-05-01,90+ DPD,8-14 DPD,34,5678.12,0.1417
2025-05-01,90+ DPD,90+ DPD,43,7938.62,0.1792
2025-05-01,90+ DPD,Charge-off,35,0.0,0.1458
2025-05-01,90+ DPD,Current,25,3367.94,0.1042
2025-05-01,Charge-off,1-7 DPD,11,577.5,0.0346
2025-05-01,Charge-off,15-29 DPD,12,782.62,0.0377
2025-05-01,Charge-off,30-59 DPD,4,614.98,0.0126
2025-05-01,Charge-off,60-89 DPD,2,158.9,0.0063
2025-05-01,Charge-off,8-14 DPD,9,1404.69,0.0283
2025-05-01,Charge-off,90+ DPD,1,16.05,0.0031
2025-05-01,Charge-off,Charge-off,278,0.0,0.8742
2025-05-01,Charge-off,Current,1,748.64,0.0031
2025-05-01,Current,1-7 DPD,427,160569.77,0.256
2025-05-01,Current,15-29 DPD,238,84746.96,0.1427
2025-05-01,Current,30-59 DPD,228,74005.16,0.1367
2025-05-01,Current,60-89 DPD,166,66000.8,0.0995
2025-05-01,Current,8-14 DPD,309,118588.65,0.1853
2025-05-01,Current,90+ DPD,36,11718.05,0.0216
2025-05-01,Current,Charge-off,11,0.0,0.0066
2025-05-01,Current,Current,253,87817.7,0.1517
2025-06-01,1-7 DPD,1-7 DPD,572,80211.06,0.2822
2025-06-01,1-7 DPD,15-29 DPD,415,69143.79,0.2047
2025-06-01,1-7 DPD,30-59 DPD,329,49955.18,0.1623
2025-06-01,1-7 DPD,60-89 DPD,136,22973.92,0.0671
2025-06-01,1-7 DPD,8-14 DPD,422,55396.8,0.2082
2025-06-01,1-7 DPD,90+ DPD,30,8222.17,0.0148
2025-06-01,1-7 DPD,Charge-off,4,0.0,0.002
2025-06-01,1-7 DPD,Current,119,23815.19,0.0587
2025-06-01,15-29 DPD,1-7 DPD,392,65879.64,0.3119
2025-06-01,15-29 DPD,15-29 DPD,240,37440.74,0.1909
2025-06-01,15-29 DPD,30-59 DPD,189,25916.63,0.1504
2025-06-01,15-29 DPD,60-89 DPD,80,9832.04,0.0636
2025-06-01,15-29 DPD,8-14 DPD,262,40809.85,0.2084
2025-06-01,15-29 DPD,90+ DPD,10,1855.1000000000001,0.008
2025-06-01,15-29 DPD,Charge-off,2,0.0,0.0016
2025-06-01,15-29 DPD,Current,82,17112.61,0.0652
2025-06-01,30-59 DPD,1-7 DPD,340,47867.090000000004,0.3058
2025-06-01,30-59 DPD,15-29 DPD,217,31703.870000000003,0.1951
2025-06-01,30-59 DPD,30-59 DPD,175,28191.24,0.1574
2025-06-01,30-59 DPD,60-89 DPD,84,14422.17,0.0755
2025-06-01,30-59 DPD,8-14 DPD,228,32613.94,0.205
2025-06-01,30-59 DPD,90+ DPD,13,1781.1000000000001,0.0117
2025-06-01,30-59 DPD,Charge-off,3,0.0,0.0027
2025-06-01,30-59 DPD,Current,52,6705.87,0.0468
2025-06-01,60-89 DPD,1-7 DPD,77,17219.14,0.1559
2025-06-01,60-89 DPD,15-29 DPD,64,14341.4,0.1296
2025-06-01,60-89 DPD,30-59 DPD,49,14466.37,0.0992
2025-06-01,60-89 DPD,60-89 DPD,34,5336.13,0.0688
2025-06-01,60-89 DPD,8-14 DPD,64,12877.58,0.1296
2025-06-01,60-89 DPD,90+ DPD,117,23882.4,0.2368
2025-06-01,60-89 DPD,Charge-off,64,0.0,0.1296
2025-06-01,60-89 DPD,Current,25,4466.75,0.0506
2025-06-01,8-14 DPD,1-7 DPD,443,62729.31,0.2999
2025-06-01,8-14 DPD,15-29 DPD,276,41126.47,0.1869
2025-06-01,8-14 DPD,30-59 DPD,273,41854.07,0.1848
2025-06-01,8-14 DPD,60-89 DPD,100,22341.27,0.0677
2025-06-01,8-14 DPD,8-14 DPD,277,45999.5,0.1875
2025-06-01,8-14 DPD,90+ DPD,19,2362.02,0.0129
2025-06-01,8-14 DPD,Charge-off,2,0.0,0.0014
2025-06-01,8-14 DPD,Current,87,19160.84,0.0589
2025-06-01,90+ DPD,1-7 DPD,44,5210.45,0.193
2025-06-01,90+ DPD,15-29 DPD,21,2109.56,0.0921
2025-06-01,90+ DPD,30-59 DPD,18,3290.65,0.0789
2025-06-01,90+ DPD,60-89 DPD,13,905.83,0.057
2025-06-01,90+ DPD,8-14 DPD,30,6060.3,0.1316
2025-06-01,90+ DPD,90+ DPD,43,5145.41,0.1886
2025-06-01,90+ DPD,Charge-off,35,0.0,0.1535
2025-06-01,90+ DPD,Current,24,4145.01,0.1053
2025-06-01,Charge-off,1-7 DPD,17,4640.64,0.054
2025-06-01,Charge-off,15-29 DPD,9,1842.4299999999998,0.0286
2025-06-01,Charge-off,30-59 DPD,10,2949.3700000000003,0.0317
2025-06-01,Charge-off,60-89 DPD,5,50.16,0.0159
2025-06-01,Charge-off,8-14 DPD,11,1533.8600000000001,0.0349
2025-06-01,Charge-off,90+ DPD,2,42.4,0.0063
2025-06-01,Charge-off,Charge-off,252,0.0,0.8
2025-06-01,Charge-off,Current,9,1260.21,0.0286
2025-06-01,Current,1-7 DPD,415,152102.24,0.2464
2025-06-01,Current,15-29 DPD,258,88230.95,0.1532
2025-06-01,Current,30-59 DPD,207,69058.42,0.1229
2025-06-01,Current,60-89 DPD,164,65905.57,0.0974
2025-06-01,Current,8-14 DPD,304,106445.16,0.1805
2025-06-01,Current,90+ DPD,46,15924.83,0.0273
2025-06-01,Current,Charge-off,7,0.0,0.0042
2025-06-01,Current,Current,283,88441.0,0.1681
2025-07-01,1-7 DPD,1-7 DPD,578,88479.93000000001,0.2918
2025-07-01,1-7 DPD,15-29 DPD,341,45968.99,0.1721
2025-07-01,1-7 DPD,30-59 DPD,302,49774.57,0.1524
2025-07-01,1-7 DPD,60-89 DPD,173,27994.8,0.0873
2025-07-01,1-7 DPD,8-14 DPD,417,62901.85,0.2105
2025-07-01,1-7 DPD,90+ DPD,34,6070.2,0.0172
2025-07-01,1-7 DPD,Charge-off,8,0.0,0.004
2025-07-01,1-7 DPD,Current,128,26079.53,0.0646
2025-07-01,15-29 DPD,1-7 DPD,358,50168.39,0.2777
2025-07-01,15-29 DPD,15-29 DPD,238,44673.97,0.1846
2025-07-01,15-29 DPD,30-59 DPD,209,30842.99,0.1621
2025-07-01,15-29 DPD,60-89 DPD,109,19139.16,0.0846
2025-07-01,15-29 DPD,8-14 DPD,263,39673.87,0.204
2025-07-01,15-29 DPD,90+ DPD,27,2451.17,0.0209
2025-07-01,15-29 DPD,Charge-off,7,0.0,0.0054
2025-07-01,15-29 DPD,Current,78,16502.59,0.0605
2025-07-01,30-59 DPD,1-7 DPD,291,43920.54,0.2738
2025-07-01,30-59 DPD,15-29 DPD,207,30973.77,0.1947
2025-07-01,30-59 DPD,30-59 DPD,161,30105.17,0.1515
2025-07-01,30-59 DPD,60-89 DPD,84,13440.73,0.079
2025-07-01,30-59 DPD,8-14 DPD,225,34092.7,0.2117
2025-07-01,30-59 DPD,90+ DPD,12,1173.55,0.0113
2025-07-01,30-59 DPD,Charge-off,5,0.0,0.0047
2025-07-01,30-59 DPD,Current,78,13331.279999999999,0.0734
2025-07-01,60-89 DPD,1-7 DPD,80,13206.78,0.1439
2025-07-01,60-89 DPD,15-29 DPD,55,10219.93,0.0989
2025-07-01,60-89 DPD,30-59 DPD,54,9968.869999999999,0.0971
2025-07-01,60-89 DPD,60-89 DPD,46,10639.34,0.0827
2025-07-01,60-89 DPD,8-14 DPD,77,12318.49,0.1385
2025-07-01,60-89 DPD,90+ DPD,123,27897.69,0.2212
2025-07-01,60-89 DPD,Charge-off,88,0.0,0.1583
2025-07-01,60-89 DPD,Current,33,4669.7300000000005,0.0594
2025-07-01,8-14 DPD,1-7 DPD,400,58942.44,0.2855
2025-07-01,8-14 DPD,15-29 DPD,266,31727.64,0.1899
2025-07-01,8-14 DPD,30-59 DPD,221,40974.83,0.1577
2025-07-01,8-14 DPD,60-89 DPD,123,14975.14,0.0878
2025-07-01,8-14 DPD,8-14 DPD,253,39820.0,0.1806
2025-07-01,8-14 DPD,90+ DPD,17,2208.4500000000003,0.0121
2025-07-01,8-14 DPD,Charge-off,7,0.0,0.005
2025-07-01,8-14 DPD,Current,114,23355.32,0.0814
2025-07-01,90+ DPD,1-7 DPD,39,7915.65,0.156
2025-07-01,90+ DPD,15-29 DPD,27,6813.86,0.108
2025-07-01,90+ DPD,30-59 DPD,29,4402.41,0.116
2025-07-01,90+ DPD,60-89 DPD,13,2724.53,0.052
2025-07-01,90+ DPD,8-14 DPD,42,4332.31,0.168
2025-07-01,90+ DPD,90+ DPD,48,5232.78,0.192
2025-07-01,90+ DPD,Charge-off,29,0.0,0.116
2025-07-01,90+ DPD,Current,23,5009.06,0.092
2025-07-01,Charge-off,1-7 DPD,13,3254.63,0.0442
2025-07-01,Charge-off,15-29 DPD,9,2038.73,0.0306
2025-07-01,Charge-off,30-59 DPD,13,1227.54,0.0442
2025-07-01,Charge-off,60-89 DPD,7,797.83,0.0238
2025-07-01,Charge-off,8-14 DPD,12,1881.0700000000002,0.0408
2025-07-01,Charge-off,90+ DPD,2,813.53,0.0068
2025-07-01,Charge-off,Charge-off,234,0.0,0.7959
2025-07-01,Charge-off,Current,4,281.05,0.0136
2025-07-01,Current,1-7 DPD,403,138607.92,0.2329
2025-07-01,Current,15-29 DPD,265,87283.2,0.1532
2025-07-01,Current,30-59 DPD,242,89265.08,0.1399
2025-07-01,Current,60-89 DPD,195,65953.43,0.1127
2025-07-01,Current,8-14 DPD,281,98424.1,0.1624
2025-07-01,Current,90+ DPD,46,10707.66,0.0266
2025-07-01,Current,Charge-off,13,0.0,0.0075
2025-07-01,Current,Current,285,84202.67,0.1647
2025-08-01,1-7 DPD,1-7 DPD,541,88038.1,0.2881
2025-08-01,1-7 DPD,15-29 DPD,344,52883.48,0.1832
2025-08-01,1-7 DPD,30-59 DPD,326,50152.0,0.1736
2025-08-01,1-7 DPD,60-89 DPD,174,26595.29,0.0927
2025-08-01,1-7 DPD,8-14 DPD,345,44916.25,0.1837
2025-08-01,1-7 DPD,90+ DPD,39,5340.33,0.0208
2025-08-01,1-7 DPD,Charge-off,3,0.0,0.0016
2025-08-01,1-7 DPD,Current,106,21253.82,0.0564
2025-08-01,15-29 DPD,1-7 DPD,337,57892.01,0.2776
2025-08-01,15-29 DPD,15-29 DPD,206,29886.25,0.1697
2025-08-01,15-29 DPD,30-59 DPD,166,20079.68,0.1367
2025-08-01,15-29 DPD,60-89 DPD,117,19340.64,0.0964
2025-08-01,15-29 DPD,8-14 DPD,263,37291.11,0.2166
2025-08-01,15-29 DPD,90+ DPD,20,2734.8199999999997,0.0165
2025-08-01,15-29 DPD,Charge-off,9,0.0,0.0074
2025-08-01,15-29 DPD,Current,96,14653.55,0.0791
2025-08-01,30-59 DPD,1-7 DPD,302,51933.35,0.2809
2025-08-01,30-59 DPD,15-29 DPD,204,41456.04,0.1898
2025-08-01,30-59 DPD,30-59 DPD,137,22144.93,0.1274
2025-08-01,30-59 DPD,60-89 DPD,118,16666.59,0.1098
2025-08-01,30-59 DPD,8-14 DPD,201,30435.84,0.187
2025-08-01,30-59 DPD,90+ DPD,19,3171.74,0.0177
2025-08-01,30-59 DPD,Charge-off,7,0.0,0.0065
2025-08-01,30-59 DPD,Current,87,14552.46,0.0809
2025-08-01,60-89 DPD,1-7 DPD,122,19034.63,0.1789
2025-08-01,60-89 DPD,15-29 DPD,64,9597.98,0.0938
2025-08-01,60-89 DPD,30-59 DPD,66,11693.26,0.0968
2025-08-01,60-89 DPD,60-89 DPD,48,8713.06,0.0704
2025-08-01,60-89 DPD,8-14 DPD,83,13518.08,0.1217
2025-08-01,60-89 DPD,90+ DPD,157,23780.78,0.2302
2025-08-01,60-89 DPD,Charge-off,97,0.0,0.1422
2025-08-01,60-89 DPD,Current,45,8752.82,0.066
2025-08-01,8-14 DPD,1-7 DPD,365,57954.45,0.2726
2025-08-01,8-14 DPD,15-29 DPD,245,48192.270000000004,0.183
2025-08-01,8-14 DPD,30-59 DPD,193,25474.81,0.1441
2025-08-01,8-14 DPD,60-89 DPD,135,25801.84,0.1008
2025-08-01,8-14 DPD,8-14 DPD,257,25906.510000000002,0.1919
2025-08-01,8-14 DPD,90+ DPD,34,4607.3,0.0254
2025-08-01,8-14 DPD,Charge-off,5,0.0,0.0037
2025-08-01,8-14 DPD,Current,105,19964.18,0.0784
2025-08-01,90+ DPD,1-7 DPD,47,8131.87,0.1722
2025-08-01,90+ DPD,15-29 DPD,26,6469.11,0.0952
2025-08-01,90+ DPD,30-59 DPD,28,2037.3700000000001,0.1026
2025-08-01,90+ DPD,60-89 DPD,18,782.55,0.0659
2025-08-01,90+ DPD,8-14 DPD,24,3379.91,0.0879
2025-08-01,90+ DPD,90+ DPD,54,7458.17,0.1978
2025-08-01,90+ DPD,Charge-off,45,0.0,0.1648
2025-08-01,90+ DPD,Current,31,4525.8,0.1136
2025-08-01,Charge-off,1-7 DPD,22,2647.27,0.0669
2025-08-01,Charge-off,15-29 DPD,9,304.34,0.0274
2025-08-01,Charge-off,30-59 DPD,13,1121.4,0.0395
2025-08-01,Charge-off,60-89 DPD,7,85.27,0.0213
2025-08-01,Charge-off,8-14 DPD,7,483.77,0.0213
2025-08-01,Charge-off,90+ DPD,2,349.06,0.0061
2025-08-01,Charge-off,Charge-off,259,0.0,0.7872
2025-08-01,Charge-off,Current,10,3372.2,0.0304
2025-08-01,Current,1-7 DPD,410,129894.31,0.2211
2025-08-01,Current,15-29 DPD,288,100162.8,0.1553
2025-08-01,Current,30-59 DPD,251,96785.39,0.1354
2025-08-01,Current,60-89 DPD,192,61868.63,0.1036
2025-08-01,Current,8-14 DPD,309,109545.69,0.1667
2025-08-01,Current,90+ DPD,56,19384.54,0.0302
2025-08-01,Current,Charge-off,7,0.0,0.0038
2025-08-01,Current,Current,341,114493.83,0.1839
2025-09-01,1-7 DPD,1-7 DPD,495,75685.24,0.2668
2025-09-01,1-7 DPD,15-29 DPD,310,40766.14,0.1671
2025-09-01,1-7 DPD,30-59 DPD,283,46999.38,0.1526
2025-09-01,1-7 DPD,60-89 DPD,181,32658.18,0.0976
2025-09-01,1-7 DPD,8-14 DPD,375,59612.03,0.2022
2025-09-01,1-7 DPD,90+ DPD,45,7545.320000000001,0.0243
2025-09-01,1-7 DPD,Charge-off,8,0.0,0.0043
2025-09-01,1-7 DPD,Current,158,28963.91,0.0852
2025-09-01,15-29 DPD,1-7 DPD,307,57913.2,0.2554
2025-09-01,15-29 DPD,15-29 DPD,232,40516.27,0.193
2025-09-01,15-29 DPD,30-59 DPD,183,28977.68,0.1522
2025-09-01,15-29 DPD,60-89 DPD,95,9295.19,0.079
2025-09-01,15-29 DPD,8-14 DPD,241,38672.09,0.2005
2025-09-01,15-29 DPD,90+ DPD,28,5088.2,0.0233
2025-09-01,15-29 DPD,Charge-off,7,0.0,0.0058
2025-09-01,15-29 DPD,Current,109,25005.95,0.0907
2025-09-01,30-59 DPD,1-7 DPD,277,39034.29,0.2689
2025-09-01,30-59 DPD,15-29 DPD,183,29336.96,0.1777
2025-09-01,30-59 DPD,30-59 DPD,155,21452.82,0.1505
2025-09-01,30-59 DPD,60-89 DPD,88,11180.37,0.0854
2025-09-01,30-59 DPD,8-14 DPD,201,35050.0,0.1951
2025-09-01,30-59 DPD,90+ DPD,32,7032.07,0.0311
2025-09-01,30-59 DPD,Charge-off,4,0.0,0.0039
2025-09-01,30-59 DPD,Current,90,21881.26,0.0874
2025-09-01,60-89 DPD,1-7 DPD,104,17058.5,0.1453
2025-09-01,60-89 DPD,15-29 DPD,65,11678.68,0.0908
2025-09-01,60-89 DPD,30-59 DPD,74,10071.3,0.1034
2025-09-01,60-89 DPD,60-89 DPD,46,5627.85,0.0642
2025-09-01,60-89 DPD,8-14 DPD,93,15941.92,0.1299
2025-09-01,60-89 DPD,90+ DPD,175,26380.16,0.2444
2025-09-01,60-89 DPD,Charge-off,112,0.0,0.1564
2025-09-01,60-89 DPD,Current,47,9951.17,0.0656
2025-09-01,8-14 DPD,1-7 DPD,337,39187.03,0.2677
2025-09-01,8-14 DPD,15-29 DPD,215,30514.22,0.1708
2025-09-01,8-14 DPD,30-59 DPD,197,32004.85,0.1565
2025-09-01,8-14 DPD,60-89 DPD,115,19666.88,0.0913
2025-09-01,8-14 DPD,8-14 DPD,228,35954.42,0.1811
2025-09-01,8-14 DPD,90+ DPD,40,7456.74,0.0318
2025-09-01,8-14 DPD,Charge-off,7,0.0,0.0056
2025-09-01,8-14 DPD,Current,120,20638.05,0.0953
2025-09-01,90+ DPD,1-7 DPD,41,6077.65,0.1235
2025-09-01,90+ DPD,15-29 DPD,32,4234.09,0.0964
2025-09-01,90+ DPD,30-59 DPD,37,4622.38,0.1114
2025-09-01,90+ DPD,60-89 DPD,25,2929.8399999999997,0.0753
2025-09-01,90+ DPD,8-14 DPD,37,6248.18,0.1114
2025-09-01,90+ DPD,90+ DPD,92,9535.62,0.2771
2025-09-01,90+ DPD,Charge-off,39,0.0,0.1175
2025-09-01,90+ DPD,Current,29,4886.87,0.0873
2025-09-01,Charge-off,1-7 DPD,21,3159.7599999999998,0.0597
2025-09-01,Charge-off,15-29 DPD,14,1199.75,0.0398
2025-09-01,Charge-off,30-59 DPD,16,200.41,0.0455
2025-09-01,Charge-off,60-89 DPD,5,394.95,0.0142
2025-09-01,Charge-off,8-14 DPD,15,796.0300000000001,0.0426
2025-09-01,Charge-off,90+ DPD,2,385.82,0.0057
2025-09-01,Charge-off,Charge-off,267,0.0,0.7585
2025-09-01,Charge-off,Current,12,3737.0299999999997,0.0341
2025-09-01,Current,1-7 DPD,394,140882.02,0.2171
2025-09-01,Current,15-29 DPD,259,91593.48,0.1427
2025-09-01,Current,30-59 DPD,243,77272.9,0.1339
2025-09-01,Current,60-89 DPD,162,47919.45,0.0893
2025-09-01,Current,8-14 DPD,295,101907.63,0.1625
