CohortMonth,CohortLabel,ActivityMonth,MonthsSinceCohort,ChannelKey,SegmentKey,CohortSize,RetainedUsers,RetentionRate,Revenue,CumulativeRevenue,CumulativeLTV
2024-07-01,Jul 2024,2025-12-01,17,partner,affluent,49,14,0.2857,193.38,6637.5,135.46
2024-07-01,Jul 2024,2026-01-01,18,partner,affluent,49,14,0.2857,209.87,6847.37,139.74
2024-07-01,Jul 2024,2026-02-01,19,partner,affluent,49,12,0.2449,178.65,7026.02,143.39
2024-07-01,Jul 2024,2026-03-01,20,partner,affluent,49,8,0.1633,120.64,7146.66,145.85
2024-07-01,Jul 2024,2026-04-01,21,partner,affluent,49,8,0.1633,128.98,7275.64,148.48
2024-07-01,Jul 2024,2026-05-01,22,partner,affluent,49,8,0.1633,111.03,7386.67,150.75
2024-07-01,Jul 2024,2024-07-01,0,partner,freelancer,29,25,0.8621,239.42,239.42,8.26
2024-07-01,Jul 2024,2024-08-01,1,partner,freelancer,29,24,0.8276,308.04,547.46,18.88
2024-07-01,Jul 2024,2024-09-01,2,partner,freelancer,29,23,0.7931,284.1,831.56,28.67
2024-07-01,Jul 2024,2024-10-01,3,partner,freelancer,29,22,0.7586,322.01,1153.56,39.78
2024-07-01,Jul 2024,2024-11-01,4,partner,freelancer,29,21,0.7241,246.78,1400.35,48.29
2024-07-01,Jul 2024,2024-12-01,5,partner,freelancer,29,19,0.6552,208.49,1608.84,55.48
2024-07-01,Jul 2024,2025-01-01,6,partner,freelancer,29,20,0.6897,317.7,1926.53,66.43
2024-07-01,Jul 2024,2025-02-01,7,partner,freelancer,29,18,0.6207,236.91,2163.44,74.6
2024-07-01,Jul 2024,2025-03-01,8,partner,freelancer,29,17,0.5862,237.81,2401.26,82.8
2024-07-01,Jul 2024,2025-04-01,9,partner,freelancer,29,17,0.5862,232.57,2633.83,90.82
2024-07-01,Jul 2024,2025-05-01,10,partner,freelancer,29,16,0.5517,204.82,2838.66,97.88
2024-07-01,Jul 2024,2025-06-01,11,partner,freelancer,29,14,0.4828,175.48,3014.14,103.94
2024-07-01,Jul 2024,2025-07-01,12,partner,freelancer,29,13,0.4483,185.72,3199.86,110.34
2024-07-01,Jul 2024,2025-08-01,13,partner,freelancer,29,12,0.4138,181.6,3381.45,116.6
2024-07-01,Jul 2024,2025-09-01,14,partner,freelancer,29,11,0.3793,143.36,3524.82,121.55
2024-07-01,Jul 2024,2025-10-01,15,partner,freelancer,29,10,0.3448,126.55,3651.37,125.91
2024-07-01,Jul 2024,2025-11-01,16,partner,freelancer,29,10,0.3448,152.05,3803.42,131.15
2024-07-01,Jul 2024,2025-12-01,17,partner,freelancer,29,9,0.3103,137.36,3940.78,135.89
2024-07-01,Jul 2024,2026-01-01,18,partner,freelancer,29,8,0.2759,102.71,4043.5,139.43
2024-07-01,Jul 2024,2026-02-01,19,partner,freelancer,29,7,0.2414,101.79,4145.29,142.94
2024-07-01,Jul 2024,2026-03-01,20,partner,freelancer,29,6,0.2069,94.06,4239.35,146.18
2024-07-01,Jul 2024,2026-04-01,21,partner,freelancer,29,5,0.1724,74.9,4314.25,148.77
2024-07-01,Jul 2024,2026-05-01,22,partner,freelancer,29,3,0.1034,49.65,4363.9,150.48
2024-07-01,Jul 2024,2024-07-01,0,partner,smb,20,17,0.85,221.84,221.84,11.09
2024-07-01,Jul 2024,2024-08-01,1,partner,smb,20,17,0.85,164.98,386.82,19.34
2024-07-01,Jul 2024,2024-09-01,2,partner,smb,20,16,0.8,205.84,592.67,29.63
2024-07-01,Jul 2024,2024-10-01,3,partner,smb,20,15,0.75,200.14,792.81,39.64
2024-07-01,Jul 2024,2024-11-01,4,partner,smb,20,15,0.75,192.2,985.0,49.25
2024-07-01,Jul 2024,2024-12-01,5,partner,smb,20,14,0.7,172.49,1157.5,57.87
2024-07-01,Jul 2024,2025-01-01,6,partner,smb,20,13,0.65,161.19,1318.68,65.93
2024-07-01,Jul 2024,2025-02-01,7,partner,smb,20,12,0.6,150.77,1469.46,73.47
2024-07-01,Jul 2024,2025-03-01,8,partner,smb,20,12,0.6,159.46,1628.92,81.45
2024-07-01,Jul 2024,2025-04-01,9,partner,smb,20,11,0.55,121.71,1750.63,87.53
2024-07-01,Jul 2024,2025-05-01,10,partner,smb,20,10,0.5,129.89,1880.52,94.03
2024-07-01,Jul 2024,2025-06-01,11,partner,smb,20,10,0.5,128.37,2008.88,100.44
2024-07-01,Jul 2024,2025-07-01,12,partner,smb,20,9,0.45,108.23,2117.11,105.86
2024-07-01,Jul 2024,2025-08-01,13,partner,smb,20,9,0.45,128.07,2245.19,112.26
2024-07-01,Jul 2024,2025-09-01,14,partner,smb,20,9,0.45,124.85,2370.04,118.5
2024-07-01,Jul 2024,2025-10-01,15,partner,smb,20,7,0.35,101.44,2471.47,123.57
2024-07-01,Jul 2024,2025-11-01,16,partner,smb,20,6,0.3,88.6,2560.07,128.0
2024-07-01,Jul 2024,2025-12-01,17,partner,smb,20,6,0.3,78.93,2639.0,131.95
2024-07-01,Jul 2024,2026-01-01,18,partner,smb,20,5,0.25,69.26,2708.26,135.41
2024-07-01,Jul 2024,2026-02-01,19,partner,smb,20,4,0.2,58.03,2766.29,138.31
2024-07-01,Jul 2024,2026-03-01,20,partner,smb,20,4,0.2,56.14,2822.42,141.12
2024-07-01,Jul 2024,2026-04-01,21,partner,smb,20,3,0.15,45.21,2867.64,143.38
2024-07-01,Jul 2024,2026-05-01,22,partner,smb,20,2,0.1,26.57,2894.21,144.71
2024-07-01,Jul 2024,2024-07-01,0,lifecycle,mass,74,65,0.8784,790.88,790.88,10.69
2024-07-01,Jul 2024,2024-08-01,1,lifecycle,mass,74,62,0.8378,890.69,1681.57,22.72
2024-07-01,Jul 2024,2024-09-01,2,lifecycle,mass,74,60,0.8108,776.68,2458.26,33.22
2024-07-01,Jul 2024,2024-10-01,3,lifecycle,mass,74,58,0.7838,726.24,3184.5,43.03
2024-07-01,Jul 2024,2024-11-01,4,lifecycle,mass,74,55,0.7432,628.68,3813.18,51.53
2024-07-01,Jul 2024,2024-12-01,5,lifecycle,mass,74,53,0.7162,627.04,4440.22,60.0
2024-07-01,Jul 2024,2025-01-01,6,lifecycle,mass,74,49,0.6622,683.83,5124.04,69.24
2024-07-01,Jul 2024,2025-02-01,7,lifecycle,mass,74,47,0.6351,531.97,5656.01,76.43
2024-07-01,Jul 2024,2025-03-01,8,lifecycle,mass,74,45,0.6081,633.54,6289.56,84.99
2024-07-01,Jul 2024,2025-04-01,9,lifecycle,mass,74,41,0.5541,523.08,6812.63,92.06
2024-07-01,Jul 2024,2025-05-01,10,lifecycle,mass,74,39,0.527,591.38,7404.02,100.05
2024-07-01,Jul 2024,2025-06-01,11,lifecycle,mass,74,37,0.5,473.53,7877.54,106.45
2024-07-01,Jul 2024,2025-07-01,12,lifecycle,mass,74,36,0.4865,504.64,8382.18,113.27
2024-07-01,Jul 2024,2025-08-01,13,lifecycle,mass,74,32,0.4324,439.67,8821.85,119.21
2024-07-01,Jul 2024,2025-09-01,14,lifecycle,mass,74,29,0.3919,356.52,9178.37,124.03
2024-07-01,Jul 2024,2025-10-01,15,lifecycle,mass,74,27,0.3649,383.55,9561.92,129.22
2024-07-01,Jul 2024,2025-11-01,16,lifecycle,mass,74,26,0.3514,363.27,9925.19,134.12
2024-07-01,Jul 2024,2025-12-01,17,lifecycle,mass,74,23,0.3108,343.58,10268.77,138.77
2024-07-01,Jul 2024,2026-01-01,18,lifecycle,mass,74,18,0.2432,287.58,10556.35,142.65
2024-07-01,Jul 2024,2026-02-01,19,lifecycle,mass,74,18,0.2432,261.56,10817.9,146.19
2024-07-01,Jul 2024,2026-03-01,20,lifecycle,mass,74,15,0.2027,217.85,11035.75,149.13
2024-07-01,Jul 2024,2026-04-01,21,lifecycle,mass,74,14,0.1892,193.86,11229.61,151.75
2024-07-01,Jul 2024,2026-05-01,22,lifecycle,mass,74,9,0.1216,129.06,11358.67,153.5
2024-07-01,Jul 2024,2024-07-01,0,lifecycle,affluent,28,23,0.8214,281.18,281.18,10.04
2024-07-01,Jul 2024,2024-08-01,1,lifecycle,affluent,28,23,0.8214,239.76,520.93,18.6
2024-07-01,Jul 2024,2024-09-01,2,lifecycle,affluent,28,22,0.7857,290.27,811.2,28.97
2024-07-01,Jul 2024,2024-10-01,3,lifecycle,affluent,28,21,0.75,230.76,1041.96,37.21
2024-07-01,Jul 2024,2024-11-01,4,lifecycle,affluent,28,20,0.7143,253.98,1295.94,46.28
2024-07-01,Jul 2024,2024-12-01,5,lifecycle,affluent,28,19,0.6786,244.54,1540.48,55.02
2024-07-01,Jul 2024,2025-01-01,6,lifecycle,affluent,28,18,0.6429,221.16,1761.64,62.92
2024-07-01,Jul 2024,2025-02-01,7,lifecycle,affluent,28,18,0.6429,249.01,2010.65,71.81
2024-07-01,Jul 2024,2025-03-01,8,lifecycle,affluent,28,16,0.5714,222.99,2233.64,79.77
2024-07-01,Jul 2024,2025-04-01,9,lifecycle,affluent,28,16,0.5714,246.05,2479.69,88.56
2024-07-01,Jul 2024,2025-05-01,10,lifecycle,affluent,28,15,0.5357,192.95,2672.64,95.45
2024-07-01,Jul 2024,2025-06-01,11,lifecycle,affluent,28,13,0.4643,188.06,2860.7,102.17
2024-07-01,Jul 2024,2025-07-01,12,lifecycle,affluent,28,13,0.4643,152.02,3012.72,107.6
2024-07-01,Jul 2024,2025-08-01,13,lifecycle,affluent,28,12,0.4286,165.31,3178.03,113.5
2024-07-01,Jul 2024,2025-09-01,14,lifecycle,affluent,28,11,0.3929,142.26,3320.29,118.58
2024-07-01,Jul 2024,2025-10-01,15,lifecycle,affluent,28,10,0.3571,125.51,3445.8,123.06
2024-07-01,Jul 2024,2025-11-01,16,lifecycle,affluent,28,10,0.3571,150.36,3596.17,128.43
2024-07-01,Jul 2024,2025-12-01,17,lifecycle,affluent,28,8,0.2857,123.17,3719.34,132.83
2024-07-01,Jul 2024,2026-01-01,18,lifecycle,affluent,28,7,0.25,109.62,3828.96,136.75
2024-07-01,Jul 2024,2026-02-01,19,lifecycle,affluent,28,6,0.2143,80.96,3909.93,139.64
2024-07-01,Jul 2024,2026-03-01,20,lifecycle,affluent,28,6,0.2143,88.11,3998.03,142.79
2024-07-01,Jul 2024,2026-04-01,21,lifecycle,affluent,28,5,0.1786,80.59,4078.62,145.66
2024-07-01,Jul 2024,2026-05-01,22,lifecycle,affluent,28,3,0.1071,49.55,4128.16,147.43
2024-07-01,Jul 2024,2024-07-01,0,lifecycle,freelancer,22,18,0.8182,209.77,209.77,9.53
2024-07-01,Jul 2024,2024-08-01,1,lifecycle,freelancer,22,18,0.8182,183.86,393.62,17.89
2024-07-01,Jul 2024,2024-09-01,2,lifecycle,freelancer,22,17,0.7727,228.15,621.78,28.26
2024-07-01,Jul 2024,2024-10-01,3,lifecycle,freelancer,22,16,0.7273,205.83,827.61,37.62
2024-07-01,Jul 2024,2024-11-01,4,lifecycle,freelancer,22,16,0.7273,184.07,1011.68,45.99
2024-07-01,Jul 2024,2024-12-01,5,lifecycle,freelancer,22,16,0.7273,218.28,1229.96,55.91
2024-07-01,Jul 2024,2025-01-01,6,lifecycle,freelancer,22,15,0.6818,174.04,1404.0,63.82
2024-07-01,Jul 2024,2025-02-01,7,lifecycle,freelancer,22,14,0.6364,187.08,1591.08,72.32
2024-07-01,Jul 2024,2025-03-01,8,lifecycle,freelancer,22,13,0.5909,150.73,1741.81,79.17
2024-07-01,Jul 2024,2025-04-01,9,lifecycle,freelancer,22,12,0.5455,157.45,1899.26,86.33
2024-07-01,Jul 2024,2025-05-01,10,lifecycle,freelancer,22,11,0.5,126.94,2026.21,92.1
2024-07-01,Jul 2024,2025-06-01,11,lifecycle,freelancer,22,11,0.5,128.81,2155.02,97.96
2024-07-01,Jul 2024,2025-07-01,12,lifecycle,freelancer,22,10,0.4545,150.84,2305.86,104.81
2024-07-01,Jul 2024,2025-08-01,13,lifecycle,freelancer,22,10,0.4545,131.62,2437.48,110.79
2024-07-01,Jul 2024,2025-09-01,14,lifecycle,freelancer,22,9,0.4091,130.15,2567.64,116.71
2024-07-01,Jul 2024,2025-10-01,15,lifecycle,freelancer,22,8,0.3636,108.36,2675.99,121.64
2024-07-01,Jul 2024,2025-11-01,16,lifecycle,freelancer,22,7,0.3182,92.84,2768.83,125.86
2024-07-01,Jul 2024,2025-12-01,17,lifecycle,freelancer,22,6,0.2727,89.61,2858.44,129.93
2024-07-01,Jul 2024,2026-01-01,18,lifecycle,freelancer,22,6,0.2727,78.52,2936.97,133.5
2024-07-01,Jul 2024,2026-02-01,19,lifecycle,freelancer,22,5,0.2273,70.52,3007.49,136.7
2024-07-01,Jul 2024,2026-03-01,20,lifecycle,freelancer,22,4,0.1818,60.29,3067.78,139.44
2024-07-01,Jul 2024,2026-04-01,21,lifecycle,freelancer,22,3,0.1364,38.78,3106.56,141.21
2024-07-01,Jul 2024,2026-05-01,22,lifecycle,freelancer,22,3,0.1364,45.54,3152.09,143.28
2024-07-01,Jul 2024,2024-07-01,0,lifecycle,smb,14,12,0.8571,140.26,140.26,10.02
2024-07-01,Jul 2024,2024-08-01,1,lifecycle,smb,14,11,0.7857,141.11,281.36,20.1
2024-07-01,Jul 2024,2024-09-01,2,lifecycle,smb,14,11,0.7857,159.43,440.79,31.48
2024-07-01,Jul 2024,2024-10-01,3,lifecycle,smb,14,10,0.7143,142.55,583.34,41.67
2024-07-01,Jul 2024,2024-11-01,4,lifecycle,smb,14,10,0.7143,120.01,703.34,50.24
2024-07-01,Jul 2024,2024-12-01,5,lifecycle,smb,14,9,0.6429,108.83,812.17,58.01
2024-07-01,Jul 2024,2025-01-01,6,lifecycle,smb,14,9,0.6429,121.99,934.16,66.73
2024-07-01,Jul 2024,2025-02-01,7,lifecycle,smb,14,9,0.6429,129.83,1063.98,76.0
2024-07-01,Jul 2024,2025-03-01,8,lifecycle,smb,14,8,0.5714,103.44,1167.42,83.39
2024-07-01,Jul 2024,2025-04-01,9,lifecycle,smb,14,8,0.5714,109.85,1277.27,91.23
2024-07-01,Jul 2024,2025-05-01,10,lifecycle,smb,14,7,0.5,88.23,1365.5,97.54
2024-07-01,Jul 2024,2025-06-01,11,lifecycle,smb,14,7,0.5,74.24,1439.74,102.84
2024-07-01,Jul 2024,2025-07-01,12,lifecycle,smb,14,6,0.4286,86.9,1526.64,109.05
2024-07-01,Jul 2024,2025-08-01,13,lifecycle,smb,14,6,0.4286,83.77,1610.41,115.03
2024-07-01,Jul 2024,2025-09-01,14,lifecycle,smb,14,5,0.3571,62.86,1673.27,119.52
2024-07-01,Jul 2024,2025-10-01,15,lifecycle,smb,14,5,0.3571,70.74,1744.01,124.57
2024-07-01,Jul 2024,2025-11-01,16,lifecycle,smb,14,4,0.2857,51.92,1795.93,128.28
2024-07-01,Jul 2024,2025-12-01,17,lifecycle,smb,14,4,0.2857,55.54,1851.47,132.25
2024-07-01,Jul 2024,2026-01-01,18,lifecycle,smb,14,3,0.2143,35.5,1886.97,134.78
2024-07-01,Jul 2024,2026-02-01,19,lifecycle,smb,14,3,0.2143,45.41,1932.38,138.03
2024-07-01,Jul 2024,2026-03-01,20,lifecycle,smb,14,3,0.2143,41.95,1974.33,141.02
2024-07-01,Jul 2024,2026-04-01,21,lifecycle,smb,14,2,0.1429,25.07,1999.4,142.81
2024-07-01,Jul 2024,2026-05-01,22,lifecycle,smb,14,1,0.0714,12.37,2011.77,143.7
2024-08-01,Aug 2024,2024-08-01,0,organic,mass,85,75,0.8824,997.9,997.9,11.74
2024-08-01,Aug 2024,2024-09-01,1,organic,mass,85,72,0.8471,906.71,1904.62,22.41
2024-08-01,Aug 2024,2024-10-01,2,organic,mass,85,71,0.8353,845.59,2750.2,32.36
2024-08-01,Aug 2024,2024-11-01,3,organic,mass,85,68,0.8,875.47,3625.67,42.65
2024-08-01,Aug 2024,2024-12-01,4,organic,mass,85,66,0.7765,935.45,4561.12,53.66
2024-08-01,Aug 2024,2025-01-01,5,organic,mass,85,61,0.7176,759.09,5320.21,62.59
2024-08-01,Aug 2024,2025-02-01,6,organic,mass,85,58,0.6824,741.75,6061.96,71.32
2024-08-01,Aug 2024,2025-03-01,7,organic,mass,85,54,0.6353,691.77,6753.73,79.46
2024-08-01,Aug 2024,2025-04-01,8,organic,mass,85,52,0.6118,669.73,7423.46,87.33
2024-08-01,Aug 2024,2025-05-01,9,organic,mass,85,49,0.5765,723.53,8146.99,95.85
2024-08-01,Aug 2024,2025-06-01,10,organic,mass,85,46,0.5412,596.13,8743.12,102.86
2024-08-01,Aug 2024,2025-07-01,11,organic,mass,85,42,0.4941,631.68,9374.81,110.29
2024-08-01,Aug 2024,2025-08-01,12,organic,mass,85,40,0.4706,526.66,9901.46,116.49
2024-08-01,Aug 2024,2025-09-01,13,organic,mass,85,37,0.4353,539.12,10440.59,122.83
2024-08-01,Aug 2024,2025-10-01,14,organic,mass,85,34,0.4,510.26,10950.85,128.83
2024-08-01,Aug 2024,2025-11-01,15,organic,mass,85,33,0.3882,406.05,11356.9,133.61
2024-08-01,Aug 2024,2025-12-01,16,organic,mass,85,30,0.3529,437.5,11794.4,138.76
2024-08-01,Aug 2024,2026-01-01,17,organic,mass,85,27,0.3176,436.12,12230.52,143.89
2024-08-01,Aug 2024,2026-02-01,18,organic,mass,85,24,0.2824,304.6,12535.12,147.47
2024-08-01,Aug 2024,2026-03-01,19,organic,mass,85,21,0.2471,260.63,12795.76,150.54
2024-08-01,Aug 2024,2026-04-01,20,organic,mass,85,18,0.2118,263.07,13058.82,153.63
2024-08-01,Aug 2024,2026-05-01,21,organic,mass,85,14,0.1647,211.83,13270.65,156.13
2024-08-01,Aug 2024,2024-08-01,0,organic,affluent,52,45,0.8654,540.53,540.53,10.39
2024-08-01,Aug 2024,2024-09-01,1,organic,affluent,52,44,0.8462,485.13,1025.65,19.72
2024-08-01,Aug 2024,2024-10-01,2,organic,affluent,52,42,0.8077,585.15,1610.81,30.98
2024-08-01,Aug 2024,2024-11-01,3,organic,affluent,52,41,0.7885,567.61,2178.42,41.89
2024-08-01,Aug 2024,2024-12-01,4,organic,affluent,52,39,0.75,547.04,2725.46,52.41
2024-08-01,Aug 2024,2025-01-01,5,organic,affluent,52,37,0.7115,550.77,3276.23,63.0
2024-08-01,Aug 2024,2025-02-01,6,organic,affluent,52,34,0.6538,389.52,3665.75,70.5
2024-08-01,Aug 2024,2025-03-01,7,organic,affluent,52,35,0.6731,524.23,4189.99,80.58
2024-08-01,Aug 2024,2025-04-01,8,organic,affluent,52,32,0.6154,418.2,4608.19,88.62
2024-08-01,Aug 2024,2025-05-01,9,organic,affluent,52,30,0.5769,424.58,5032.76,96.78
2024-08-01,Aug 2024,2025-06-01,10,organic,affluent,52,28,0.5385,366.98,5399.75,103.84
2024-08-01,Aug 2024,2025-07-01,11,organic,affluent,52,27,0.5192,368.92,5768.67,110.94
2024-08-01,Aug 2024,2025-08-01,12,organic,affluent,52,25,0.4808,341.38,6110.05,117.5
2024-08-01,Aug 2024,2025-09-01,13,organic,affluent,52,24,0.4615,336.56,6446.61,123.97
2024-08-01,Aug 2024,2025-10-01,14,organic,affluent,52,21,0.4038,292.61,6739.22,129.6
2024-08-01,Aug 2024,2025-11-01,15,organic,affluent,52,20,0.3846,240.68,6979.9,134.23
2024-08-01,Aug 2024,2025-12-01,16,organic,affluent,52,17,0.3269,199.4,7179.3,138.06
2024-08-01,Aug 2024,2026-01-01,17,organic,affluent,52,16,0.3077,221.3,7400.59,142.32
2024-08-01,Aug 2024,2026-02-01,18,organic,affluent,52,15,0.2885,216.86,7617.45,146.49
2024-08-01,Aug 2024,2026-03-01,19,organic,affluent,52,12,0.2308,169.41,7786.86,149.75
2024-08-01,Aug 2024,2026-04-01,20,organic,affluent,52,11,0.2115,135.62,7922.48,152.36
2024-08-01,Aug 2024,2026-05-01,21,organic,affluent,52,9,0.1731,131.61,8054.09,154.89
2024-08-01,Aug 2024,2024-08-01,0,organic,freelancer,33,28,0.8485,284.32,284.32,8.62
2024-08-01,Aug 2024,2024-09-01,1,organic,freelancer,33,27,0.8182,348.08,632.41,19.16
2024-08-01,Aug 2024,2024-10-01,2,organic,freelancer,33,27,0.8182,290.31,922.72,27.96
2024-08-01,Aug 2024,2024-11-01,3,organic,freelancer,33,26,0.7879,325.03,1247.75,37.81
2024-08-01,Aug 2024,2024-12-01,4,organic,freelancer,33,25,0.7576,296.98,1544.73,46.81
2024-08-01,Aug 2024,2025-01-01,5,organic,freelancer,33,23,0.697,340.25,1884.98,57.12
2024-08-01,Aug 2024,2025-02-01,6,organic,freelancer,33,22,0.6667,232.32,2117.3,64.16
2024-08-01,Aug 2024,2025-03-01,7,organic,freelancer,33,21,0.6364,252.81,2370.11,71.82
2024-08-01,Aug 2024,2025-04-01,8,organic,freelancer,33,20,0.6061,229.46,2599.58,78.78
2024-08-01,Aug 2024,2025-05-01,9,organic,freelancer,33,19,0.5758,204.64,2804.22,84.98
2024-08-01,Aug 2024,2025-06-01,10,organic,freelancer,33,18,0.5455,249.62,3053.84,92.54
2024-08-01,Aug 2024,2025-07-01,11,organic,freelancer,33,17,0.5152,248.96,3302.8,100.08
2024-08-01,Aug 2024,2025-08-01,12,organic,freelancer,33,15,0.4545,192.18,3494.98,105.91
2024-08-01,Aug 2024,2025-09-01,13,organic,freelancer,33,15,0.4545,203.73,3698.71,112.08
2024-08-01,Aug 2024,2025-10-01,14,organic,freelancer,33,14,0.4242,190.96,3889.66,117.87
2024-08-01,Aug 2024,2025-11-01,15,organic,freelancer,33,13,0.3939,211.76,4101.43,124.29
2024-08-01,Aug 2024,2025-12-01,16,organic,freelancer,33,11,0.3333,172.75,4274.18,129.52
2024-08-01,Aug 2024,2026-01-01,17,organic,freelancer,33,10,0.303,152.51,4426.69,134.14
2024-08-01,Aug 2024,2026-02-01,18,organic,freelancer,33,9,0.2727,105.03,4531.72,137.32
2024-08-01,Aug 2024,2026-03-01,19,organic,freelancer,33,7,0.2121,112.69,4644.41,140.74
2024-08-01,Aug 2024,2026-04-01,20,organic,freelancer,33,6,0.1818,89.81,4734.22,143.46
2024-08-01,Aug 2024,2026-05-01,21,organic,freelancer,33,5,0.1515,58.49,4792.71,145.23
2024-08-01,Aug 2024,2024-08-01,0,organic,smb,16,14,0.875,178.85,178.85,11.18
2024-08-01,Aug 2024,2024-09-01,1,organic,smb,16,13,0.8125,140.36,319.21,19.95
2024-08-01,Aug 2024,2024-10-01,2,organic,smb,16,12,0.75,177.01,496.22,31.01
2024-08-01,Aug 2024,2024-11-01,3,organic,smb,16,12,0.75,175.18,671.4,41.96
2024-08-01,Aug 2024,2024-12-01,4,organic,smb,16,12,0.75,157.91,829.32,51.83
2024-08-01,Aug 2024,2025-01-01,5,organic,smb,16,11,0.6875,133.56,962.88,60.18
2024-08-01,Aug 2024,2025-02-01,6,organic,smb,16,11,0.6875,162.38,1125.26,70.33
2024-08-01,Aug 2024,2025-03-01,7,organic,smb,16,10,0.625,142.18,1267.44,79.21
2024-08-01,Aug 2024,2025-04-01,8,organic,smb,16,9,0.5625,124.21,1391.64,86.98
2024-08-01,Aug 2024,2025-05-01,9,organic,smb,16,8,0.5,98.07,1489.71,93.11
2024-08-01,Aug 2024,2025-06-01,10,organic,smb,16,8,0.5,120.33,1610.04,100.63
2024-08-01,Aug 2024,2025-07-01,11,organic,smb,16,8,0.5,103.46,1713.5,107.09
2024-08-01,Aug 2024,2025-08-01,12,organic,smb,16,7,0.4375,93.6,1807.1,112.94
2024-08-01,Aug 2024,2025-09-01,13,organic,smb,16,7,0.4375,95.79,1902.89,118.93
2024-08-01,Aug 2024,2025-10-01,14,organic,smb,16,6,0.375,84.88,1987.77,124.24
2024-08-01,Aug 2024,2025-11-01,15,organic,smb,16,6,0.375,87.35,2075.11,129.69
2024-08-01,Aug 2024,2025-12-01,16,organic,smb,16,5,0.3125,72.08,2147.19,134.2
2024-08-01,Aug 2024,2026-01-01,17,organic,smb,16,4,0.25,56.39,2203.59,137.72
2024-08-01,Aug 2024,2026-02-01,18,organic,smb,16,4,0.25,47.71,2251.3,140.71
2024-08-01,Aug 2024,2026-03-01,19,organic,smb,16,3,0.1875,42.87,2294.17,143.39
2024-08-01,Aug 2024,2026-04-01,20,organic,smb,16,3,0.1875,41.09,2335.26,145.95
2024-08-01,Aug 2024,2026-05-01,21,organic,smb,16,2,0.125,33.3,2368.56,148.03
2024-08-01,Aug 2024,2024-08-01,0,paid_search,mass,73,63,0.863,786.34,786.34,10.77
2024-08-01,Aug 2024,2024-09-01,1,paid_search,mass,73,61,0.8356,850.37,1636.72,22.42
2024-08-01,Aug 2024,2024-10-01,2,paid_search,mass,73,59,0.8082,750.43,2387.14,32.7
2024-08-01,Aug 2024,2024-11-01,3,paid_search,mass,73,56,0.7671,680.5,3067.65,42.02
2024-08-01,Aug 2024,2024-12-01,4,paid_search,mass,73,54,0.7397,650.64,3718.29,50.94
2024-08-01,Aug 2024,2025-01-01,5,paid_search,mass,73,52,0.7123,532.98,4251.27,58.24
2024-08-01,Aug 2024,2025-02-01,6,paid_search,mass,73,48,0.6575,731.97,4983.25,68.26
2024-08-01,Aug 2024,2025-03-01,7,paid_search,mass,73,47,0.6438,577.59,5560.83,76.18
2024-08-01,Aug 2024,2025-04-01,8,paid_search,mass,73,45,0.6164,603.97,6164.8,84.45
2024-08-01,Aug 2024,2025-05-01,9,paid_search,mass,73,39,0.5342,499.54,6664.35,91.29
2024-08-01,Aug 2024,2025-06-01,10,paid_search,mass,73,39,0.5342,541.07,7205.42,98.7
2024-08-01,Aug 2024,2025-07-01,11,paid_search,mass,73,36,0.4932,463.48,7668.89,105.05
2024-08-01,Aug 2024,2025-08-01,12,paid_search,mass,73,35,0.4795,503.92,8172.81,111.96
2024-08-01,Aug 2024,2025-09-01,13,paid_search,mass,73,32,0.4384,447.68,8620.49,118.09
2024-08-01,Aug 2024,2025-10-01,14,paid_search,mass,73,28,0.3836,382.7,9003.19,123.33
2024-08-01,Aug 2024,2025-11-01,15,paid_search,mass,73,27,0.3699,374.06,9377.26,128.46
2024-08-01,Aug 2024,2025-12-01,16,paid_search,mass,73,24,0.3288,316.04,9693.29,132.78
2024-08-01,Aug 2024,2026-01-01,17,paid_search,mass,73,21,0.2877,275.86,9969.16,136.56
2024-08-01,Aug 2024,2026-02-01,18,paid_search,mass,73,17,0.2329,229.55,10198.71,139.71
2024-08-01,Aug 2024,2026-03-01,19,paid_search,mass,73,18,0.2466,230.42,10429.13,142.86
2024-08-01,Aug 2024,2026-04-01,20,paid_search,mass,73,15,0.2055,223.1,10652.23,145.92
2024-08-01,Aug 2024,2026-05-01,21,paid_search,mass,73,13,0.1781,178.87,10831.1,148.37
2024-08-01,Aug 2024,2024-08-01,0,paid_search,affluent,45,38,0.8444,430.63,430.63,9.57
2024-08-01,Aug 2024,2024-09-01,1,paid_search,affluent,45,37,0.8222,435.12,865.75,19.24
2024-08-01,Aug 2024,2024-10-01,2,paid_search,affluent,45,36,0.8,400.14,1265.89,28.13
2024-08-01,Aug 2024,2024-11-01,3,paid_search,affluent,45,34,0.7556,414.26,1680.15,37.34
2024-08-01,Aug 2024,2024-12-01,4,paid_search,affluent,45,33,0.7333,464.16,2144.31,47.65
2024-08-01,Aug 2024,2025-01-01,5,paid_search,affluent,45,32,0.7111,350.32,2494.64,55.44
2024-08-01,Aug 2024,2025-02-01,6,paid_search,affluent,45,30,0.6667,434.62,2929.26,65.09
2024-08-01,Aug 2024,2025-03-01,7,paid_search,affluent,45,28,0.6222,371.74,3301.0,73.36
2024-08-01,Aug 2024,2025-04-01,8,paid_search,affluent,45,27,0.6,355.24,3656.24,81.25
