customer_id,signup_date,customer_segment,region,country,marketing_opt_in
C010462,2022-10-26,Active,North America,United States,Y
C010463,2025-06-25,Loyal,North America,United States,Y
C010464,2025-08-12,At Risk,Middle East,United Arab Emirates,Y
C010465,2024-05-29,Loyal,North America,United States,N
C010466,2025-02-14,VIP,North America,United States,Y
C010467,2024-01-27,Loyal,Europe,United Kingdom,N
C010468,2024-04-21,Active,North America,United States,Y
C010469,2025-08-03,Active,Southeast Asia,Vietnam,N
C010470,2022-08-19,New,Middle East,United Arab Emirates,N
C010471,2024-10-01,Loyal,Europe,United Kingdom,N
C010472,2023-03-13,New,Southeast Asia,Vietnam,Y
C010473,2023-07-27,Active,North America,United States,Y
C010474,2022-09-16,New,Europe,United Kingdom,Y
C010475,2023-11-28,Active,Southeast Asia,Vietnam,Y
C010476,2022-11-09,New,East Asia,Japan,Y
C010477,2024-01-18,Loyal,Southeast Asia,Vietnam,Y
C010478,2023-03-07,Loyal,North America,United States,Y
C010479,2025-10-02,New,North America,United States,N
C010480,2025-06-16,Active,Europe,United Kingdom,N
C010481,2022-12-25,Active,North America,United States,N
C010482,2023-11-21,At Risk,North America,United States,N
C010483,2023-01-27,Loyal,North America,United States,Y
C010484,2023-05-22,VIP,North America,United States,Y
C010485,2026-01-09,New,Oceania,Australia,Y
C010486,2024-12-23,Loyal,Europe,United Kingdom,Y
C010487,2023-09-17,VIP,North America,United States,N
C010488,2023-06-21,Active,North America,United States,Y
C010489,2024-10-21,New,Europe,United Kingdom,Y
C010490,2024-01-12,Active,North America,United States,Y
C010491,2023-08-14,New,Europe,United Kingdom,Y
C010492,2023-12-26,New,North America,United States,Y
C010493,2025-08-14,Active,Europe,United Kingdom,Y
C010494,2023-08-02,Active,East Asia,Japan,Y
C010495,2024-01-06,New,North America,United States,Y
C010496,2025-05-29,Active,Europe,United Kingdom,Y
C010497,2026-01-14,Loyal,Europe,United Kingdom,Y
C010498,2025-08-31,Active,East Asia,Japan,Y
C010499,2025-08-13,Loyal,Southeast Asia,Vietnam,Y
C010500,2024-01-18,Loyal,North America,United States,Y
C010501,2026-03-05,Loyal,North America,United States,Y
C010502,2022-08-01,Active,North America,United States,Y
C010503,2026-01-23,New,North America,United States,N
C010504,2025-12-15,At Risk,Europe,United Kingdom,Y
C010505,2023-10-26,New,Southeast Asia,Vietnam,N
C010506,2026-02-26,Active,North America,United States,Y
C010507,2025-08-22,New,Southeast Asia,Vietnam,Y
C010508,2026-02-09,Loyal,Southeast Asia,Vietnam,Y
C010509,2023-01-16,Active,North America,United States,Y
C010510,2023-06-22,Active,North America,United States,Y
C010511,2024-10-23,Active,East Asia,Japan,N
C010512,2026-04-24,Active,East Asia,Japan,Y
C010513,2025-04-28,New,East Asia,Japan,Y
C010514,2025-07-09,New,Middle East,United Arab Emirates,Y
C010515,2022-07-21,Active,North America,United States,N
C010516,2024-09-17,Active,East Asia,Japan,N
C010517,2024-12-23,Active,North America,United States,Y
C010518,2026-01-03,New,Southeast Asia,Vietnam,N
C010519,2026-01-06,New,North America,United States,N
C010520,2023-05-26,Active,Europe,United Kingdom,Y
C010521,2023-04-04,New,Southeast Asia,Vietnam,Y
C010522,2023-08-28,New,East Asia,Japan,Y
C010523,2025-04-09,New,Europe,United Kingdom,Y
C010524,2024-12-31,New,North America,United States,Y
C010525,2024-04-22,Active,Europe,United Kingdom,N
C010526,2024-12-07,Active,North America,United States,N
C010527,2024-02-01,Active,Southeast Asia,Vietnam,Y
C010528,2023-04-15,Loyal,Europe,United Kingdom,Y
C010529,2024-08-01,New,Europe,United Kingdom,Y
C010530,2024-04-15,Active,North America,United States,Y
C010531,2025-05-26,Active,North America,United States,Y
C010532,2025-10-30,Active,Southeast Asia,Vietnam,Y
C010533,2025-01-10,Active,Europe,United Kingdom,Y
C010534,2025-10-30,Loyal,East Asia,Japan,N
C010535,2024-10-15,New,Southeast Asia,Vietnam,Y
C010536,2024-10-02,Active,North America,United States,N
C010537,2024-02-21,Active,North America,United States,N
C010538,2024-09-22,Loyal,East Asia,Japan,N
C010539,2022-09-01,VIP,North America,United States,Y
C010540,2024-11-30,New,North America,United States,Y
C010541,2024-05-13,New,Europe,United Kingdom,Y
C010542,2024-09-08,Active,Middle East,United Arab Emirates,Y
C010543,2023-08-31,New,East Asia,Japan,Y
C010544,2022-09-02,New,Europe,United Kingdom,Y
C010545,2025-01-02,Active,Europe,United Kingdom,Y
C010546,2026-03-01,Active,North America,United States,Y
C010547,2022-08-26,New,North America,United States,Y
C010548,2023-04-14,Active,Southeast Asia,Vietnam,Y
C010549,2025-08-08,Loyal,North America,United States,Y
C010550,2024-09-16,VIP,North America,United States,Y
C010551,2025-04-11,New,Europe,United Kingdom,Y
C010552,2026-04-13,Active,Oceania,Australia,Y
C010553,2024-02-04,New,Southeast Asia,Vietnam,Y
C010554,2024-10-01,Loyal,North America,United States,Y
C010555,2024-06-05,New,Southeast Asia,Vietnam,Y
C010556,2024-02-13,New,Southeast Asia,Vietnam,Y
C010557,2024-03-19,Loyal,East Asia,Japan,Y
C010558,2024-09-22,At Risk,North America,United States,Y
C010559,2025-12-07,Active,Europe,United Kingdom,Y
C010560,2025-02-21,Active,North America,United States,Y
C010561,2025-04-27,Loyal,Southeast Asia,Vietnam,N
C010562,2022-12-31,Loyal,Europe,United Kingdom,N
C010563,2023-09-06,Active,Middle East,United Arab Emirates,Y
C010564,2023-07-13,VIP,East Asia,Japan,Y
C010565,2025-09-08,New,North America,United States,N
C010566,2026-04-09,Active,Southeast Asia,Vietnam,N
C010567,2023-11-15,New,Southeast Asia,Vietnam,N
C010568,2024-05-09,Active,North America,United States,Y
C010569,2023-12-22,Active,Southeast Asia,Vietnam,Y
C010570,2023-01-13,Active,Europe,United Kingdom,N
C010571,2025-12-11,VIP,North America,United States,Y
C010572,2025-09-09,Active,Southeast Asia,Vietnam,Y
C010573,2022-11-02,Loyal,North America,United States,Y
C010574,2023-06-11,New,Europe,United Kingdom,N
C010575,2026-05-20,Active,Middle East,United Arab Emirates,Y
C010576,2023-01-30,Active,North America,United States,N
C010577,2024-01-11,At Risk,North America,United States,N
C010578,2023-01-23,Loyal,North America,United States,Y
C010579,2024-10-19,Active,Europe,United Kingdom,N
C010580,2025-02-08,Active,Southeast Asia,Vietnam,Y
C010581,2022-12-28,Active,North America,United States,N
C010582,2024-06-20,New,East Asia,Japan,Y
C010583,2024-11-12,Loyal,Europe,United Kingdom,N
C010584,2022-11-15,Active,Europe,United Kingdom,N
C010585,2025-01-31,Active,Europe,United Kingdom,N
C010586,2023-11-11,New,Southeast Asia,Vietnam,Y
C010587,2024-09-28,Loyal,East Asia,Japan,N
C010588,2025-05-26,Active,North America,United States,Y
C010589,2025-10-05,At Risk,Southeast Asia,Vietnam,Y
C010590,2024-07-12,Active,North America,United States,N
C010591,2025-03-27,Loyal,Europe,United Kingdom,N
C010592,2023-04-28,Active,North America,United States,N
C010593,2024-03-24,New,North America,United States,N
C010594,2026-04-07,Active,Southeast Asia,Vietnam,N
C010595,2024-12-26,New,North America,United States,Y
C010596,2023-03-04,Loyal,North America,United States,Y
C010597,2023-06-12,Active,Southeast Asia,Vietnam,Y
C010598,2025-01-23,Active,Europe,United Kingdom,Y
C010599,2024-09-19,Active,East Asia,Japan,Y
C010600,2026-04-09,Loyal,Europe,United Kingdom,Y
C010601,2024-05-04,New,Europe,United Kingdom,N
C010602,2023-09-24,Loyal,Southeast Asia,Vietnam,Y
C010603,2025-12-15,Active,Middle East,United Arab Emirates,N
C010604,2024-11-06,New,Europe,United Kingdom,Y
C010605,2026-02-23,New,Southeast Asia,Vietnam,Y
C010606,2024-08-01,Active,Europe,United Kingdom,Y
C010607,2023-08-05,Loyal,Oceania,Australia,Y
C010608,2025-06-17,VIP,East Asia,Japan,N
C010609,2023-08-28,At Risk,Southeast Asia,Vietnam,Y
C010610,2022-10-15,Loyal,Oceania,Australia,Y
C010611,2023-01-06,Active,North America,United States,Y
C010612,2024-03-03,Loyal,Europe,United Kingdom,Y
C010613,2022-10-14,Loyal,Europe,United Kingdom,N
C010614,2024-10-15,Active,Oceania,Australia,Y
C010615,2023-04-09,Loyal,North America,United States,Y
C010616,2025-08-12,New,Oceania,Australia,Y
C010617,2025-05-22,New,Europe,United Kingdom,Y
C010618,2022-10-30,Active,Europe,United Kingdom,Y
C010619,2026-04-11,New,North America,United States,Y
C010620,2024-03-05,Active,Oceania,Australia,N
C010621,2023-11-21,New,Southeast Asia,Vietnam,N
C010622,2022-07-22,New,Europe,United Kingdom,Y
C010623,2025-07-21,Active,Southeast Asia,Vietnam,Y
C010624,2023-12-06,Active,Southeast Asia,Vietnam,N
C010625,2022-12-15,Active,Southeast Asia,Vietnam,Y
C010626,2023-08-15,Active,Europe,United Kingdom,Y
C010627,2025-02-11,Active,Southeast Asia,Vietnam,Y
C010628,2024-04-04,Active,Middle East,United Arab Emirates,Y
C010629,2026-02-17,Active,Europe,United Kingdom,N
C010630,2025-11-07,VIP,East Asia,Japan,N
C010631,2025-10-17,Active,Europe,United Kingdom,N
C010632,2022-11-26,Active,Southeast Asia,Vietnam,Y
C010633,2023-05-12,Loyal,Europe,United Kingdom,Y
C010634,2025-10-26,At Risk,East Asia,Japan,Y
C010635,2026-02-15,New,Southeast Asia,Vietnam,Y
C010636,2024-07-31,New,Europe,United Kingdom,Y
C010637,2025-04-04,Active,North America,United States,N
C010638,2022-08-30,VIP,North America,United States,N
C010639,2026-05-11,New,North America,United States,Y
C010640,2023-12-17,Active,Southeast Asia,Vietnam,N
C010641,2024-08-18,New,North America,United States,Y
C010642,2022-10-12,Active,East Asia,Japan,N
C010643,2023-07-02,New,North America,United States,Y
C010644,2025-01-31,New,Europe,United Kingdom,N
C010645,2023-02-03,Active,Europe,United Kingdom,Y
C010646,2024-11-24,New,Southeast Asia,Vietnam,N
C010647,2025-11-15,New,Southeast Asia,Vietnam,Y
C010648,2023-11-09,At Risk,Southeast Asia,Vietnam,Y
C010649,2023-09-02,New,Europe,United Kingdom,Y
C010650,2023-03-04,Active,Southeast Asia,Vietnam,N
C010651,2026-01-09,New,Southeast Asia,Vietnam,N
C010652,2026-03-14,New,Europe,United Kingdom,Y
C010653,2024-10-06,VIP,North America,United States,N
C010654,2025-01-24,Active,Europe,United Kingdom,Y
C010655,2025-06-19,Loyal,Southeast Asia,Vietnam,N
C010656,2025-10-11,Active,North America,United States,N
C010657,2024-02-09,Active,Europe,United Kingdom,Y
C010658,2022-07-29,New,North America,United States,Y
C010659,2022-08-20,VIP,North America,United States,Y
C010660,2024-06-25,Loyal,Southeast Asia,Vietnam,Y
C010661,2026-02-25,Loyal,East Asia,Japan,Y
C010662,2023-06-29,Active,North America,United States,Y
C010663,2023-12-29,Active,East Asia,Japan,N
C010664,2024-01-29,Active,North America,United States,Y
C010665,2026-05-22,New,North America,United States,Y
C010666,2025-09-24,Loyal,Middle East,United Arab Emirates,Y
C010667,2025-04-14,Active,North America,United States,N
C010668,2025-02-03,Loyal,North America,United States,Y
C010669,2024-01-31,New,North America,United States,Y
C010670,2025-04-04,Active,Southeast Asia,Vietnam,Y
C010671,2025-06-16,Loyal,East Asia,Japan,Y
C010672,2026-03-02,Active,Southeast Asia,Vietnam,Y
C010673,2025-06-27,Active,Oceania,Australia,N
C010674,2023-05-09,Loyal,North America,United States,Y
C010675,2025-02-25,Active,Europe,United Kingdom,Y
C010676,2025-12-21,New,North America,United States,Y
C010677,2023-03-31,Active,Europe,United Kingdom,N
C010678,2025-04-01,Active,North America,United States,Y
C010679,2025-11-24,New,North America,United States,N
C010680,2023-08-28,Active,North America,United States,N
C010681,2025-05-23,Active,North America,United States,Y
C010682,2024-01-28,Active,Southeast Asia,Vietnam,N
C010683,2024-05-11,Active,East Asia,Japan,N
C010684,2022-08-12,Loyal,North America,United States,N
C010685,2023-03-17,Active,Southeast Asia,Vietnam,Y
C010686,2023-03-08,Active,East Asia,Japan,N
C010687,2025-09-01,Active,East Asia,Japan,Y
C010688,2023-10-14,New,North America,United States,Y
C010689,2025-02-17,Loyal,North America,United States,N
C010690,2024-08-02,Active,Europe,United Kingdom,Y
C010691,2023-11-07,Loyal,Southeast Asia,Vietnam,N
C010692,2023-07-10,VIP,Southeast Asia,Vietnam,Y
C010693,2023-09-28,VIP,East Asia,Japan,Y
C010694,2025-07-04,New,Oceania,Australia,Y
C010695,2025-12-13,Loyal,Middle East,United Arab Emirates,Y
C010696,2023-10-30,Active,North America,United States,Y
C010697,2022-07-24,Active,Europe,United Kingdom,Y
C010698,2026-02-21,Active,Oceania,Australia,N
C010699,2023-11-10,Active,Southeast Asia,Vietnam,N
C010700,2023-03-10,At Risk,North America,United States,Y
C010701,2024-04-25,Active,Europe,United Kingdom,Y
C010702,2025-12-27,Active,Europe,United Kingdom,Y
C010703,2024-06-06,Active,Europe,United Kingdom,Y
C010704,2022-08-03,New,North America,United States,N
C010705,2024-11-22,New,Middle East,United Arab Emirates,N
C010706,2025-01-04,New,Europe,United Kingdom,Y
C010707,2024-10-03,Active,North America,United States,Y
C010708,2023-01-30,New,Southeast Asia,Vietnam,Y
C010709,2024-03-17,New,Southeast Asia,Vietnam,Y
C010710,2025-03-10,New,North America,United States,Y
C010711,2025-03-01,Active,North America,United States,Y
C010712,2026-04-12,Active,Europe,United Kingdom,N
C010713,2025-02-18,New,Southeast Asia,Vietnam,N
C010714,2025-05-21,Active,North America,United States,Y
C010715,2024-12-16,Active,Europe,United Kingdom,Y
C010716,2024-11-14,At Risk,Europe,United Kingdom,N
C010717,2026-03-06,Active,North America,United States,Y
C010718,2024-06-06,Active,Europe,United Kingdom,Y
C010719,2025-10-14,VIP,North America,United States,Y
C010720,2024-11-29,Loyal,East Asia,Japan,Y
C010721,2022-10-27,New,Europe,United Kingdom,Y
C010722,2024-08-07,New,Southeast Asia,Vietnam,N
C010723,2025-08-12,New,Europe,United Kingdom,Y
C010724,2023-10-23,Loyal,North America,United States,N
C010725,2026-01-29,New,North America,United States,N
C010726,2024-12-03,Active,North America,United States,Y
C010727,2026-01-28,At Risk,North America,United States,Y
C010728,2024-02-17,New,North America,United States,Y
C010729,2023-10-09,New,Middle East,United Arab Emirates,Y
C010730,2022-11-29,Active,Europe,United Kingdom,Y
C010731,2025-12-23,Loyal,North America,United States,Y
C010732,2025-07-07,Active,Oceania,Australia,N
C010733,2023-11-05,Active,Southeast Asia,Vietnam,Y
C010734,2022-09-30,Active,North America,United States,Y
C010735,2023-02-02,Active,Europe,United Kingdom,Y
C010736,2023-10-12,Active,North America,United States,N
C010737,2025-04-15,Loyal,Southeast Asia,Vietnam,Y
C010738,2023-08-26,Active,North America,United States,N
C010739,2025-03-26,Loyal,Europe,United Kingdom,Y
C010740,2025-06-11,New,Europe,United Kingdom,N
C010741,2025-12-09,Active,Oceania,Australia,Y
C010742,2026-01-05,VIP,North America,United States,Y
C010743,2023-08-28,New,North America,United States,Y
C010744,2025-08-22,New,East Asia,Japan,N
C010745,2026-04-03,VIP,Southeast Asia,Vietnam,Y
C010746,2023-12-11,Active,North America,United States,Y
C010747,2022-08-02,Loyal,Oceania,Australia,N
C010748,2025-11-10,Loyal,North America,United States,Y
C010749,2025-10-23,Loyal,Southeast Asia,Vietnam,Y
C010750,2024-01-27,New,East Asia,Japan,N
C010751,2023-06-16,Loyal,North America,United States,Y
C010752,2023-06-29,Active,North America,United States,N
C010753,2023-07-01,At Risk,Oceania,Australia,N
C010754,2024-08-05,Loyal,North America,United States,N
C010755,2022-10-04,Active,Southeast Asia,Vietnam,Y
C010756,2022-07-21,New,Oceania,Australia,Y
C010757,2024-04-28,New,Europe,United Kingdom,Y
C010758,2023-02-28,Active,Southeast Asia,Vietnam,N
C010759,2024-09-25,At Risk,Middle East,United Arab Emirates,Y
C010760,2022-11-13,VIP,North America,United States,N
C010761,2024-10-30,At Risk,North America,United States,Y
C010762,2022-10-17,Loyal,North America,United States,Y
C010763,2025-04-17,New,Oceania,Australia,Y
C010764,2025-07-12,Active,North America,United States,Y
C010765,2024-08-28,Loyal,Europe,United Kingdom,N
C010766,2025-07-24,New,Europe,United Kingdom,Y
C010767,2022-10-01,New,North America,United States,Y
C010768,2024-01-14,Loyal,East Asia,Japan,N
C010769,2026-03-26,New,East Asia,Japan,N
C010770,2025-12-03,Active,East Asia,Japan,N
C010771,2026-04-17,Active,North America,United States,Y
C010772,2025-01-07,At Risk,Southeast Asia,Vietnam,N
C010773,2025-09-24,Loyal,Southeast Asia,Vietnam,Y
C010774,2023-09-23,Loyal,North America,United States,Y
C010775,2025-07-29,Loyal,Europe,United Kingdom,Y
C010776,2024-12-16,Loyal,Southeast Asia,Vietnam,Y
C010777,2022-12-24,Active,Europe,United Kingdom,Y
C010778,2025-09-22,New,East Asia,Japan,N
C010779,2023-10-27,Active,North America,United States,Y
C010780,2025-10-05,Loyal,Europe,United Kingdom,N
C010781,2026-05-15,New,North America,United States,Y
C010782,2022-11-18,VIP,North America,United States,Y
C010783,2025-02-22,Active,North America,United States,N
C010784,2024-01-13,Active,North America,United States,Y
C010785,2022-10-28,Loyal,North America,United States,N
C010786,2025-01-04,Loyal,North America,United States,N
C010787,2026-02-08,At Risk,North America,United States,Y
C010788,2022-08-26,New,North America,United States,Y
C010789,2023-01-28,New,North America,United States,Y
C010790,2024-04-08,Active,North America,United States,Y
C010791,2025-04-18,Loyal,Europe,United Kingdom,Y
C010792,2024-07-02,New,Europe,United Kingdom,N
C010793,2023-06-01,VIP,Southeast Asia,Vietnam,N
C010794,2023-08-29,New,Middle East,United Arab Emirates,Y
C010795,2025-12-28,New,Southeast Asia,Vietnam,Y
C010796,2026-03-20,Active,North America,United States,Y
C010797,2024-04-28,Loyal,North America,United States,Y
C010798,2025-08-24,Active,Southeast Asia,Vietnam,N
C010799,2026-04-23,New,Europe,United Kingdom,Y
C010800,2022-12-25,New,Oceania,Australia,Y
C010801,2025-05-04,Active,Europe,United Kingdom,N
C010802,2025-10-08,Loyal,Oceania,Australia,N
C010803,2022-11-30,New,North America,United States,Y
C010804,2023-02-04,Active,Europe,United Kingdom,Y
C010805,2026-01-30,New,North America,United States,Y
C010806,2023-03-19,Active,North America,United States,Y
C010807,2023-10-20,Loyal,East Asia,Japan,Y
C010808,2023-04-24,Loyal,Europe,United Kingdom,N
C010809,2024-10-12,Active,Europe,United Kingdom,Y
C010810,2023-05-06,New,East Asia,Japan,Y
C010811,2022-08-05,At Risk,North America,United States,Y
C010812,2024-12-12,Loyal,Southeast Asia,Vietnam,Y
C010813,2025-06-10,Active,Southeast Asia,Vietnam,Y
C010814,2025-07-12,Active,North America,United States,N
C010815,2023-06-15,Active,Europe,United Kingdom,N
C010816,2023-07-06,Active,Southeast Asia,Vietnam,Y
C010817,2022-12-21,New,Europe,United Kingdom,N
C010818,2025-07-27,VIP,North America,United States,Y
C010819,2024-02-18,Loyal,North America,United States,N
C010820,2025-03-30,Active,Europe,United Kingdom,N
C010821,2024-10-18,Active,East Asia,Japan,N
C010822,2025-02-18,Active,North America,United States,Y
C010823,2023-04-24,Active,East Asia,Japan,N
C010824,2026-01-30,Loyal,Southeast Asia,Vietnam,N
C010825,2026-03-24,New,Europe,United Kingdom,Y
C010826,2024-12-04,Active,North America,United States,Y
C010827,2025-06-06,Active,Southeast Asia,Vietnam,N
C010828,2024-05-11,Active,North America,United States,Y
C010829,2022-08-05,VIP,Southeast Asia,Vietnam,Y
C010830,2023-02-26,Active,Europe,United Kingdom,N
C010831,2024-05-26,Active,East Asia,Japan,N
C010832,2025-06-27,Loyal,East Asia,Japan,N
C010833,2024-03-07,Loyal,Europe,United Kingdom,N
C010834,2023-08-02,Active,Europe,United Kingdom,Y
C010835,2024-05-15,Active,North America,United States,N
C010836,2024-12-17,VIP,North America,United States,N
C010837,2025-07-04,New,Middle East,United Arab Emirates,Y
C010838,2026-05-13,Active,Southeast Asia,Vietnam,Y
C010839,2023-09-06,New,Europe,United Kingdom,Y
C010840,2023-10-08,Loyal,North America,United States,Y
C010841,2025-08-02,Loyal,North America,United States,N
C010842,2023-09-16,New,North America,United States,Y
C010843,2025-01-27,Active,North America,United States,Y
C010844,2026-04-08,New,East Asia,Japan,Y
C010845,2022-12-28,VIP,Southeast Asia,Vietnam,Y
C010846,2025-11-04,Active,Europe,United Kingdom,Y
C010847,2025-10-26,At Risk,Europe,United Kingdom,Y
C010848,2026-02-25,New,Europe,United Kingdom,Y
C010849,2026-02-04,Active,North America,United States,Y
C010850,2023-02-14,Active,Europe,United Kingdom,N
C010851,2025-05-22,Active,North America,United States,N
C010852,2025-02-28,New,Europe,United Kingdom,N
C010853,2022-11-02,Active,Southeast Asia,Vietnam,Y
C010854,2022-09-18,Active,East Asia,Japan,Y
C010855,2023-11-10,Active,Oceania,Australia,Y
C010856,2024-10-18,VIP,Southeast Asia,Vietnam,N
C010857,2022-12-21,Active,North America,United States,N
C010858,2023-05-22,Active,Oceania,Australia,Y
C010859,2023-12-27,Active,Southeast Asia,Vietnam,N
C010860,2023-06-23,New,North America,United States,N
C010861,2023-06-16,Active,North America,United States,Y
C010862,2026-04-02,At Risk,North America,United States,Y
C010863,2023-03-02,VIP,East Asia,Japan,Y
C010864,2025-07-07,At Risk,North America,United States,N
C010865,2023-12-23,VIP,North America,United States,N
C010866,2025-05-12,New,East Asia,Japan,N
C010867,2025-11-27,Active,Middle East,United Arab Emirates,Y
C010868,2026-03-29,New,North America,United States,Y
C010869,2025-12-29,Active,Europe,United Kingdom,Y
C010870,2025-06-10,New,Southeast Asia,Vietnam,Y
C010871,2023-09-24,Active,Europe,United Kingdom,Y
C010872,2025-06-21,Active,Southeast Asia,Vietnam,N
C010873,2023-10-17,Active,Southeast Asia,Vietnam,Y
C010874,2024-10-27,New,East Asia,Japan,Y
C010875,2022-08-03,New,North America,United States,Y
C010876,2022-08-20,New,Europe,United Kingdom,N
C010877,2024-08-21,New,North America,United States,Y
C010878,2022-07-17,Active,North America,United States,N
C010879,2024-01-07,Active,North America,United States,Y
C010880,2025-10-20,Loyal,Southeast Asia,Vietnam,N
C010881,2023-08-16,Active,North America,United States,N
C010882,2024-03-11,New,North America,United States,N
C010883,2025-10-03,New,North America,United States,Y
C010884,2025-04-24,At Risk,North America,United States,Y
C010885,2026-05-22,New,Middle East,United Arab Emirates,Y
C010886,2022-09-26,Loyal,North America,United States,Y
C010887,2025-04-18,Active,North America,United States,Y
C010888,2023-06-10,New,North America,United States,Y
C010889,2023-08-03,New,Oceania,Australia,Y
C010890,2023-04-23,Active,Southeast Asia,Vietnam,Y
C010891,2025-12-29,At Risk,North America,United States,Y
C010892,2025-07-10,New,Southeast Asia,Vietnam,Y
C010893,2026-04-10,Active,Oceania,Australia,Y
C010894,2025-01-15,Loyal,North America,United States,N
C010895,2022-08-10,Active,East Asia,Japan,Y
C010896,2023-12-08,New,North America,United States,N
C010897,2025-08-27,Active,North America,United States,Y
C010898,2026-01-22,VIP,North America,United States,N
C010899,2025-09-25,VIP,Europe,United Kingdom,N
C010900,2023-10-30,Active,Europe,United Kingdom,N
C010901,2024-12-08,New,Europe,United Kingdom,N
C010902,2026-01-14,Loyal,Europe,United Kingdom,N
C010903,2023-11-24,Loyal,East Asia,Japan,Y
C010904,2023-12-29,Active,Europe,United Kingdom,Y
C010905,2024-10-19,New,Europe,United Kingdom,N
C010906,2025-01-10,Loyal,Europe,United Kingdom,Y
C010907,2022-11-04,VIP,Europe,United Kingdom,Y
C010908,2023-03-22,Loyal,North America,United States,Y
C010909,2024-10-02,Active,Europe,United Kingdom,Y
C010910,2025-05-16,Loyal,Europe,United Kingdom,Y
C010911,2026-05-11,New,North America,United States,Y
C010912,2025-07-15,Active,Middle East,United Arab Emirates,Y
C010913,2026-05-10,Active,Southeast Asia,Vietnam,N
C010914,2024-09-25,At Risk,Europe,United Kingdom,Y
C010915,2023-11-07,New,Europe,United Kingdom,Y
C010916,2022-10-05,Active,East Asia,Japan,Y
C010917,2023-09-18,Active,North America,United States,Y
C010918,2026-03-03,Active,North America,United States,N
C010919,2023-04-17,Active,Southeast Asia,Vietnam,N
C010920,2025-04-27,VIP,North America,United States,Y
C010921,2024-10-29,Active,North America,United States,Y
C010922,2024-05-29,Active,Europe,United Kingdom,Y
C010923,2023-02-10,Active,Middle East,United Arab Emirates,Y
C010924,2024-03-09,Active,Europe,United Kingdom,Y
C010925,2023-07-02,New,Oceania,Australia,Y
C010926,2022-08-01,Active,Middle East,United Arab Emirates,Y
C010927,2024-03-06,VIP,North America,United States,N
C010928,2022-11-13,New,North America,United States,Y
C010929,2023-10-23,Active,North America,United States,N
C010930,2025-10-07,At Risk,North America,United States,Y
C010931,2024-11-22,VIP,Europe,United Kingdom,Y
C010932,2025-08-21,Active,Southeast Asia,Vietnam,N
C010933,2024-02-19,Loyal,Southeast Asia,Vietnam,Y
C010934,2023-08-29,Active,Europe,United Kingdom,Y
C010935,2022-08-02,New,Europe,United Kingdom,Y
C010936,2022-10-04,Active,North America,United States,N
C010937,2024-07-18,New,Southeast Asia,Vietnam,N
C010938,2023-07-22,Loyal,Europe,United Kingdom,N
C010939,2022-07-27,Active,North America,United States,Y
C010940,2026-05-17,At Risk,North America,United States,N
C010941,2024-12-23,New,North America,United States,Y
C010942,2025-01-15,New,Europe,United Kingdom,Y
C010943,2025-12-30,New,Southeast Asia,Vietnam,Y
C010944,2023-10-03,Loyal,North America,United States,N
C010945,2025-06-02,Loyal,East Asia,Japan,Y
C010946,2026-01-20,New,East Asia,Japan,Y
C010947,2023-10-07,Active,Europe,United Kingdom,Y
C010948,2024-11-24,New,North America,United States,Y
C010949,2025-05-08,Active,North America,United States,Y
C010950,2025-10-26,At Risk,East Asia,Japan,N
C010951,2024-12-06,New,East Asia,Japan,Y
C010952,2024-03-08,Active,Southeast Asia,Vietnam,Y
C010953,2024-02-22,New,North America,United States,N
C010954,2023-11-08,Active,Europe,United Kingdom,Y
C010955,2024-05-25,Loyal,Oceania,Australia,N
C010956,2025-11-10,At Risk,North America,United States,N
C010957,2024-11-11,Loyal,Oceania,Australia,Y
C010958,2026-02-24,Active,East Asia,Japan,N
C010959,2026-05-05,Loyal,Europe,United Kingdom,N
C010960,2025-02-20,Active,North America,United States,Y
C010961,2025-08-03,New,Southeast Asia,Vietnam,N
C010962,2023-04-09,Loyal,North America,United States,Y
C010963,2026-03-25,Active,Southeast Asia,Vietnam,Y
C010964,2024-03-30,New,Europe,United Kingdom,N
C010965,2025-09-02,New,North America,United States,Y
C010966,2025-12-16,Loyal,North America,United States,Y
C010967,2025-09-05,VIP,East Asia,Japan,Y
C010968,2025-12-23,Active,North America,United States,Y
C010969,2026-01-04,Active,East Asia,Japan,N
C010970,2025-02-18,Loyal,Southeast Asia,Vietnam,Y
C010971,2025-12-02,Loyal,North America,United States,N
C010972,2025-06-01,Active,Oceania,Australia,N
C010973,2024-08-22,Loyal,Southeast Asia,Vietnam,N
C010974,2025-11-14,Active,North America,United States,N
C010975,2022-11-10,Active,North America,United States,Y
C010976,2023-12-14,New,East Asia,Japan,Y
C010977,2025-05-20,At Risk,Middle East,United Arab Emirates,N
C010978,2025-08-07,New,East Asia,Japan,Y
C010979,2025-01-02,New,North America,United States,N
C010980,2023-06-10,Active,Europe,United Kingdom,N
C010981,2024-01-29,Active,North America,United States,Y
C010982,2023-10-16,New,Europe,United Kingdom,Y
C010983,2024-11-19,VIP,Europe,United Kingdom,Y
C010984,2025-09-04,Active,Southeast Asia,Vietnam,N
C010985,2025-05-29,Loyal,Oceania,Australia,Y
C010986,2025-05-18,Active,North America,United States,N
C010987,2024-10-06,New,North America,United States,Y
C010988,2022-12-28,Loyal,North America,United States,N
C010989,2024-06-27,Loyal,North America,United States,N
C010990,2024-06-06,Active,Oceania,Australia,N
