session_key,session_date,channel,device,region,sessions,visitors,add_to_cart,checkout_starts,session_month
42489,2025-12-04,Paid Search,Desktop,Southeast Asia,82,60,10,5,2025-12
42490,2025-12-04,Paid Search,Desktop,East Asia,58,45,4,1,2025-12
42491,2025-12-04,Paid Search,Desktop,Oceania,30,23,3,1,2025-12
42492,2025-12-04,Paid Search,Desktop,Middle East,18,13,2,0,2025-12
42493,2025-12-04,Paid Search,Tablet,North America,72,49,7,3,2025-12
42494,2025-12-04,Paid Search,Tablet,Europe,40,31,5,2,2025-12
42495,2025-12-04,Paid Search,Tablet,Southeast Asia,29,23,4,1,2025-12
42496,2025-12-04,Paid Search,Tablet,East Asia,17,12,2,0,2025-12
42497,2025-12-04,Paid Search,Tablet,Oceania,9,6,1,0,2025-12
42498,2025-12-04,Paid Search,Tablet,Middle East,7,4,0,0,2025-12
42499,2025-12-04,Direct,Mobile,North America,332,260,39,13,2025-12
42500,2025-12-04,Direct,Mobile,Europe,169,138,16,6,2025-12
42501,2025-12-04,Direct,Mobile,Southeast Asia,162,108,21,8,2025-12
42502,2025-12-04,Direct,Mobile,East Asia,111,79,15,7,2025-12
42503,2025-12-04,Direct,Mobile,Oceania,51,39,6,3,2025-12
42504,2025-12-04,Direct,Mobile,Middle East,30,24,3,1,2025-12
42505,2025-12-04,Direct,Desktop,North America,159,108,12,6,2025-12
42506,2025-12-04,Direct,Desktop,Europe,86,59,11,6,2025-12
42507,2025-12-04,Direct,Desktop,Southeast Asia,79,54,8,4,2025-12
42508,2025-12-04,Direct,Desktop,East Asia,50,35,5,1,2025-12
42509,2025-12-04,Direct,Desktop,Oceania,26,20,2,1,2025-12
42510,2025-12-04,Direct,Desktop,Middle East,16,10,1,0,2025-12
42511,2025-12-04,Direct,Tablet,North America,52,40,6,2,2025-12
42512,2025-12-04,Direct,Tablet,Europe,27,18,2,1,2025-12
42513,2025-12-04,Direct,Tablet,Southeast Asia,26,19,2,0,2025-12
42514,2025-12-04,Direct,Tablet,East Asia,16,11,2,0,2025-12
42515,2025-12-04,Direct,Tablet,Oceania,9,6,0,0,2025-12
42516,2025-12-04,Direct,Tablet,Middle East,5,3,0,0,2025-12
42517,2025-12-04,Email,Mobile,North America,234,163,31,13,2025-12
42518,2025-12-04,Email,Mobile,Europe,137,97,13,6,2025-12
42519,2025-12-04,Email,Mobile,Southeast Asia,109,82,14,6,2025-12
42520,2025-12-04,Email,Mobile,East Asia,70,47,9,3,2025-12
42521,2025-12-04,Email,Mobile,Oceania,39,30,5,2,2025-12
42522,2025-12-04,Email,Mobile,Middle East,20,16,1,0,2025-12
42523,2025-12-04,Email,Desktop,North America,126,92,13,6,2025-12
42524,2025-12-04,Email,Desktop,Europe,64,49,5,1,2025-12
42525,2025-12-04,Email,Desktop,Southeast Asia,51,41,4,1,2025-12
42526,2025-12-04,Email,Desktop,East Asia,29,20,3,1,2025-12
42527,2025-12-04,Email,Desktop,Oceania,17,12,1,0,2025-12
42528,2025-12-04,Email,Desktop,Middle East,12,8,1,0,2025-12
42529,2025-12-04,Email,Tablet,North America,37,25,2,0,2025-12
42530,2025-12-04,Email,Tablet,Europe,23,18,3,1,2025-12
42531,2025-12-04,Email,Tablet,Southeast Asia,17,11,1,0,2025-12
42532,2025-12-04,Email,Tablet,East Asia,11,8,1,0,2025-12
42533,2025-12-04,Email,Tablet,Oceania,6,4,0,0,2025-12
42534,2025-12-04,Email,Tablet,Middle East,4,2,0,0,2025-12
42535,2025-12-04,Social,Mobile,North America,289,204,24,11,2025-12
42536,2025-12-04,Social,Mobile,Europe,160,110,14,7,2025-12
42537,2025-12-04,Social,Mobile,Southeast Asia,134,103,12,5,2025-12
42538,2025-12-04,Social,Mobile,East Asia,67,54,5,1,2025-12
42539,2025-12-04,Social,Mobile,Oceania,40,29,4,1,2025-12
42540,2025-12-04,Social,Mobile,Middle East,25,17,1,0,2025-12
42541,2025-12-04,Social,Desktop,North America,148,107,16,6,2025-12
42542,2025-12-04,Social,Desktop,Europe,67,54,6,3,2025-12
42543,2025-12-04,Social,Desktop,Southeast Asia,63,45,8,3,2025-12
42544,2025-12-04,Social,Desktop,East Asia,41,31,4,1,2025-12
42545,2025-12-04,Social,Desktop,Oceania,22,14,2,0,2025-12
42546,2025-12-04,Social,Desktop,Middle East,12,8,1,0,2025-12
42547,2025-12-04,Social,Tablet,North America,43,33,4,1,2025-12
42548,2025-12-04,Social,Tablet,Europe,25,19,2,0,2025-12
42549,2025-12-04,Social,Tablet,Southeast Asia,19,15,1,0,2025-12
42550,2025-12-04,Social,Tablet,East Asia,14,10,1,0,2025-12
42551,2025-12-04,Social,Tablet,Oceania,7,5,0,0,2025-12
42552,2025-12-04,Social,Tablet,Middle East,4,3,0,0,2025-12
42553,2025-12-04,Affiliate,Mobile,North America,166,124,12,4,2025-12
42554,2025-12-04,Affiliate,Mobile,Europe,82,57,7,2,2025-12
42555,2025-12-04,Affiliate,Mobile,Southeast Asia,79,64,7,2,2025-12
42556,2025-12-04,Affiliate,Mobile,East Asia,48,39,4,1,2025-12
42557,2025-12-04,Affiliate,Mobile,Oceania,24,17,2,0,2025-12
42558,2025-12-04,Affiliate,Mobile,Middle East,14,10,1,0,2025-12
42559,2025-12-04,Affiliate,Desktop,North America,63,43,8,3,2025-12
42560,2025-12-04,Affiliate,Desktop,Europe,35,24,4,2,2025-12
42561,2025-12-04,Affiliate,Desktop,Southeast Asia,28,22,2,0,2025-12
42562,2025-12-04,Affiliate,Desktop,East Asia,19,15,1,0,2025-12
42563,2025-12-04,Affiliate,Desktop,Oceania,8,6,1,0,2025-12
42564,2025-12-04,Affiliate,Desktop,Middle East,5,3,0,0,2025-12
42565,2025-12-04,Affiliate,Tablet,North America,24,19,3,1,2025-12
42566,2025-12-04,Affiliate,Tablet,Europe,12,9,0,0,2025-12
42567,2025-12-04,Affiliate,Tablet,Southeast Asia,11,7,0,0,2025-12
42568,2025-12-04,Affiliate,Tablet,East Asia,7,5,0,0,2025-12
42569,2025-12-04,Affiliate,Tablet,Oceania,3,2,0,0,2025-12
42570,2025-12-04,Affiliate,Tablet,Middle East,2,1,0,0,2025-12
42571,2025-12-04,Display,Mobile,North America,74,55,10,3,2025-12
42572,2025-12-04,Display,Mobile,Europe,46,35,4,2,2025-12
42573,2025-12-04,Display,Mobile,Southeast Asia,41,30,5,2,2025-12
42574,2025-12-04,Display,Mobile,East Asia,23,16,2,1,2025-12
42575,2025-12-04,Display,Mobile,Oceania,14,10,1,0,2025-12
42576,2025-12-04,Display,Mobile,Middle East,9,7,1,0,2025-12
42577,2025-12-04,Display,Desktop,North America,36,29,3,1,2025-12
42578,2025-12-04,Display,Desktop,Europe,23,17,1,0,2025-12
42579,2025-12-04,Display,Desktop,Southeast Asia,15,11,1,0,2025-12
42580,2025-12-04,Display,Desktop,East Asia,10,7,1,0,2025-12
42581,2025-12-04,Display,Desktop,Oceania,5,3,0,0,2025-12
42582,2025-12-04,Display,Desktop,Middle East,4,2,0,0,2025-12
42583,2025-12-04,Display,Tablet,North America,17,13,1,0,2025-12
42584,2025-12-04,Display,Tablet,Europe,7,5,1,0,2025-12
42585,2025-12-04,Display,Tablet,Southeast Asia,6,4,0,0,2025-12
42586,2025-12-04,Display,Tablet,East Asia,4,2,0,0,2025-12
42587,2025-12-04,Display,Tablet,Oceania,2,1,0,0,2025-12
42588,2025-12-04,Display,Tablet,Middle East,1,0,0,0,2025-12
42589,2025-12-05,Organic Search,Mobile,North America,627,512,55,28,2025-12
42590,2025-12-05,Organic Search,Mobile,Europe,294,239,34,12,2025-12
42591,2025-12-05,Organic Search,Mobile,Southeast Asia,301,211,28,11,2025-12
42592,2025-12-05,Organic Search,Mobile,East Asia,152,108,15,5,2025-12
42593,2025-12-05,Organic Search,Mobile,Oceania,109,80,13,7,2025-12
42594,2025-12-05,Organic Search,Mobile,Middle East,61,48,5,2,2025-12
42595,2025-12-05,Organic Search,Desktop,North America,289,224,41,15,2025-12
42596,2025-12-05,Organic Search,Desktop,Europe,142,102,16,8,2025-12
42597,2025-12-05,Organic Search,Desktop,Southeast Asia,149,111,12,4,2025-12
42598,2025-12-05,Organic Search,Desktop,East Asia,75,58,5,2,2025-12
42599,2025-12-05,Organic Search,Desktop,Oceania,45,35,5,1,2025-12
42600,2025-12-05,Organic Search,Desktop,Middle East,32,25,4,1,2025-12
42601,2025-12-05,Organic Search,Tablet,North America,129,100,16,6,2025-12
42602,2025-12-05,Organic Search,Tablet,Europe,53,37,5,2,2025-12
42603,2025-12-05,Organic Search,Tablet,Southeast Asia,50,35,7,3,2025-12
42604,2025-12-05,Organic Search,Tablet,East Asia,28,19,3,1,2025-12
42605,2025-12-05,Organic Search,Tablet,Oceania,17,12,1,0,2025-12
42606,2025-12-05,Organic Search,Tablet,Middle East,11,8,1,0,2025-12
42607,2025-12-05,Paid Search,Mobile,North America,373,300,47,25,2025-12
42608,2025-12-05,Paid Search,Mobile,Europe,169,137,24,8,2025-12
42609,2025-12-05,Paid Search,Mobile,Southeast Asia,136,104,10,5,2025-12
42610,2025-12-05,Paid Search,Mobile,East Asia,88,70,9,3,2025-12
42611,2025-12-05,Paid Search,Mobile,Oceania,48,34,4,1,2025-12
42612,2025-12-05,Paid Search,Mobile,Middle East,33,24,3,1,2025-12
42613,2025-12-05,Paid Search,Desktop,North America,152,123,12,6,2025-12
42614,2025-12-05,Paid Search,Desktop,Europe,98,68,12,4,2025-12
42615,2025-12-05,Paid Search,Desktop,Southeast Asia,72,52,8,3,2025-12
42616,2025-12-05,Paid Search,Desktop,East Asia,40,31,5,2,2025-12
42617,2025-12-05,Paid Search,Desktop,Oceania,27,19,3,1,2025-12
42618,2025-12-05,Paid Search,Desktop,Middle East,17,13,2,1,2025-12
42619,2025-12-05,Paid Search,Tablet,North America,63,51,8,3,2025-12
42620,2025-12-05,Paid Search,Tablet,Europe,37,25,4,2,2025-12
42621,2025-12-05,Paid Search,Tablet,Southeast Asia,27,20,2,1,2025-12
42622,2025-12-05,Paid Search,Tablet,East Asia,19,14,1,0,2025-12
42623,2025-12-05,Paid Search,Tablet,Oceania,10,7,1,0,2025-12
42624,2025-12-05,Paid Search,Tablet,Middle East,6,4,0,0,2025-12
42625,2025-12-05,Direct,Mobile,North America,336,260,25,12,2025-12
42626,2025-12-05,Direct,Mobile,Europe,144,110,17,7,2025-12
42627,2025-12-05,Direct,Mobile,Southeast Asia,141,99,16,7,2025-12
42628,2025-12-05,Direct,Mobile,East Asia,80,59,6,2,2025-12
42629,2025-12-05,Direct,Mobile,Oceania,42,33,5,2,2025-12
42630,2025-12-05,Direct,Mobile,Middle East,31,23,3,1,2025-12
42631,2025-12-05,Direct,Desktop,North America,136,110,19,7,2025-12
42632,2025-12-05,Direct,Desktop,Europe,89,72,7,3,2025-12
42633,2025-12-05,Direct,Desktop,Southeast Asia,67,45,5,2,2025-12
42634,2025-12-05,Direct,Desktop,East Asia,45,32,5,2,2025-12
42635,2025-12-05,Direct,Desktop,Oceania,24,16,2,1,2025-12
42636,2025-12-05,Direct,Desktop,Middle East,13,9,1,0,2025-12
42637,2025-12-05,Direct,Tablet,North America,60,42,8,3,2025-12
42638,2025-12-05,Direct,Tablet,Europe,34,27,3,1,2025-12
42639,2025-12-05,Direct,Tablet,Southeast Asia,27,20,2,0,2025-12
42640,2025-12-05,Direct,Tablet,East Asia,15,11,2,1,2025-12
42641,2025-12-05,Direct,Tablet,Oceania,9,6,1,0,2025-12
42642,2025-12-05,Direct,Tablet,Middle East,6,4,0,0,2025-12
42643,2025-12-05,Email,Mobile,North America,184,140,23,9,2025-12
42644,2025-12-05,Email,Mobile,Europe,111,81,13,5,2025-12
42645,2025-12-05,Email,Mobile,Southeast Asia,106,75,8,4,2025-12
42646,2025-12-05,Email,Mobile,East Asia,70,53,6,2,2025-12
42647,2025-12-05,Email,Mobile,Oceania,35,26,5,2,2025-12
42648,2025-12-05,Email,Mobile,Middle East,26,20,3,1,2025-12
42649,2025-12-05,Email,Desktop,North America,89,68,11,5,2025-12
42650,2025-12-05,Email,Desktop,Europe,55,39,6,2,2025-12
42651,2025-12-05,Email,Desktop,Southeast Asia,44,32,3,1,2025-12
42652,2025-12-05,Email,Desktop,East Asia,23,17,2,0,2025-12
42653,2025-12-05,Email,Desktop,Oceania,15,10,1,0,2025-12
42654,2025-12-05,Email,Desktop,Middle East,9,6,0,0,2025-12
42655,2025-12-05,Email,Tablet,North America,37,24,2,0,2025-12
42656,2025-12-05,Email,Tablet,Europe,19,12,2,1,2025-12
42657,2025-12-05,Email,Tablet,Southeast Asia,18,14,2,1,2025-12
42658,2025-12-05,Email,Tablet,East Asia,11,8,0,0,2025-12
42659,2025-12-05,Email,Tablet,Oceania,5,4,0,0,2025-12
42660,2025-12-05,Email,Tablet,Middle East,4,3,0,0,2025-12
42661,2025-12-05,Social,Mobile,North America,253,178,23,10,2025-12
42662,2025-12-05,Social,Mobile,Europe,114,85,15,6,2025-12
42663,2025-12-05,Social,Mobile,Southeast Asia,111,90,8,3,2025-12
42664,2025-12-05,Social,Mobile,East Asia,85,58,7,3,2025-12
42665,2025-12-05,Social,Mobile,Oceania,45,33,4,2,2025-12
42666,2025-12-05,Social,Mobile,Middle East,24,16,2,0,2025-12
42667,2025-12-05,Social,Desktop,North America,138,94,11,4,2025-12
42668,2025-12-05,Social,Desktop,Europe,69,46,9,5,2025-12
42669,2025-12-05,Social,Desktop,Southeast Asia,46,35,4,1,2025-12
42670,2025-12-05,Social,Desktop,East Asia,29,20,3,1,2025-12
42671,2025-12-05,Social,Desktop,Oceania,21,15,1,0,2025-12
42672,2025-12-05,Social,Desktop,Middle East,11,8,1,0,2025-12
42673,2025-12-05,Social,Tablet,North America,43,28,4,1,2025-12
42674,2025-12-05,Social,Tablet,Europe,26,20,3,1,2025-12
42675,2025-12-05,Social,Tablet,Southeast Asia,20,15,1,0,2025-12
42676,2025-12-05,Social,Tablet,East Asia,11,7,1,0,2025-12
42677,2025-12-05,Social,Tablet,Oceania,6,4,0,0,2025-12
42678,2025-12-05,Social,Tablet,Middle East,5,4,0,0,2025-12
42679,2025-12-05,Affiliate,Mobile,North America,158,106,18,8,2025-12
42680,2025-12-05,Affiliate,Mobile,Europe,70,49,7,3,2025-12
42681,2025-12-05,Affiliate,Mobile,Southeast Asia,67,47,6,2,2025-12
42682,2025-12-05,Affiliate,Mobile,East Asia,39,30,3,1,2025-12
42683,2025-12-05,Affiliate,Mobile,Oceania,17,12,1,0,2025-12
42684,2025-12-05,Affiliate,Mobile,Middle East,13,10,1,0,2025-12
42685,2025-12-05,Affiliate,Desktop,North America,73,52,6,3,2025-12
42686,2025-12-05,Affiliate,Desktop,Europe,33,26,4,1,2025-12
42687,2025-12-05,Affiliate,Desktop,Southeast Asia,30,23,3,1,2025-12
42688,2025-12-05,Affiliate,Desktop,East Asia,18,12,2,0,2025-12
42689,2025-12-05,Affiliate,Desktop,Oceania,8,6,0,0,2025-12
42690,2025-12-05,Affiliate,Desktop,Middle East,6,4,0,0,2025-12
42691,2025-12-05,Affiliate,Tablet,North America,27,18,2,0,2025-12
42692,2025-12-05,Affiliate,Tablet,Europe,11,7,1,0,2025-12
42693,2025-12-05,Affiliate,Tablet,Southeast Asia,12,9,1,0,2025-12
42694,2025-12-05,Affiliate,Tablet,East Asia,6,4,0,0,2025-12
42695,2025-12-05,Affiliate,Tablet,Oceania,4,3,0,0,2025-12
42696,2025-12-05,Affiliate,Tablet,Middle East,2,1,0,0,2025-12
42697,2025-12-05,Display,Mobile,North America,87,70,7,2,2025-12
42698,2025-12-05,Display,Mobile,Europe,44,34,6,3,2025-12
42699,2025-12-05,Display,Mobile,Southeast Asia,42,30,4,1,2025-12
42700,2025-12-05,Display,Mobile,East Asia,22,17,2,0,2025-12
42701,2025-12-05,Display,Mobile,Oceania,10,7,1,0,2025-12
42702,2025-12-05,Display,Mobile,Middle East,8,6,0,0,2025-12
42703,2025-12-05,Display,Desktop,North America,40,29,5,2,2025-12
42704,2025-12-05,Display,Desktop,Europe,20,14,2,0,2025-12
42705,2025-12-05,Display,Desktop,Southeast Asia,15,10,1,0,2025-12
42706,2025-12-05,Display,Desktop,East Asia,10,8,0,0,2025-12
42707,2025-12-05,Display,Desktop,Oceania,6,4,0,0,2025-12
42708,2025-12-05,Display,Desktop,Middle East,4,2,0,0,2025-12
42709,2025-12-05,Display,Tablet,North America,15,10,2,0,2025-12
42710,2025-12-05,Display,Tablet,Europe,8,5,1,0,2025-12
42711,2025-12-05,Display,Tablet,Southeast Asia,6,4,0,0,2025-12
42712,2025-12-05,Display,Tablet,East Asia,4,3,0,0,2025-12
42713,2025-12-05,Display,Tablet,Oceania,2,1,0,0,2025-12
42714,2025-12-05,Display,Tablet,Middle East,1,0,0,0,2025-12
42715,2025-12-06,Organic Search,Mobile,North America,637,456,65,37,2025-12
42716,2025-12-06,Organic Search,Mobile,Europe,319,248,26,12,2025-12
42717,2025-12-06,Organic Search,Mobile,Southeast Asia,300,224,27,13,2025-12
42718,2025-12-06,Organic Search,Mobile,East Asia,206,148,20,9,2025-12
42719,2025-12-06,Organic Search,Mobile,Oceania,96,68,10,3,2025-12
42720,2025-12-06,Organic Search,Mobile,Middle East,59,46,6,2,2025-12
42721,2025-12-06,Organic Search,Desktop,North America,380,303,48,23,2025-12
42722,2025-12-06,Organic Search,Desktop,Europe,168,113,23,12,2025-12
42723,2025-12-06,Organic Search,Desktop,Southeast Asia,168,130,16,7,2025-12
42724,2025-12-06,Organic Search,Desktop,East Asia,96,73,12,5,2025-12
42725,2025-12-06,Organic Search,Desktop,Oceania,46,33,5,2,2025-12
42726,2025-12-06,Organic Search,Desktop,Middle East,30,22,4,2,2025-12
42727,2025-12-06,Organic Search,Tablet,North America,131,105,13,7,2025-12
42728,2025-12-06,Organic Search,Tablet,Europe,69,52,8,3,2025-12
42729,2025-12-06,Organic Search,Tablet,Southeast Asia,52,38,7,2,2025-12
42730,2025-12-06,Organic Search,Tablet,East Asia,33,26,3,1,2025-12
42731,2025-12-06,Organic Search,Tablet,Oceania,19,13,1,0,2025-12
42732,2025-12-06,Organic Search,Tablet,Middle East,15,10,1,0,2025-12
42733,2025-12-06,Paid Search,Mobile,North America,483,370,43,16,2025-12
42734,2025-12-06,Paid Search,Mobile,Europe,247,183,24,8,2025-12
42735,2025-12-06,Paid Search,Mobile,Southeast Asia,207,167,28,14,2025-12
42736,2025-12-06,Paid Search,Mobile,East Asia,108,72,12,6,2025-12
42737,2025-12-06,Paid Search,Mobile,Oceania,62,48,5,2,2025-12
42738,2025-12-06,Paid Search,Mobile,Middle East,44,35,6,3,2025-12
42739,2025-12-06,Paid Search,Desktop,North America,217,172,30,14,2025-12
42740,2025-12-06,Paid Search,Desktop,Europe,113,91,9,3,2025-12
42741,2025-12-06,Paid Search,Desktop,Southeast Asia,96,73,8,3,2025-12
42742,2025-12-06,Paid Search,Desktop,East Asia,52,37,6,3,2025-12
42743,2025-12-06,Paid Search,Desktop,Oceania,30,20,4,1,2025-12
42744,2025-12-06,Paid Search,Desktop,Middle East,22,17,3,1,2025-12
42745,2025-12-06,Paid Search,Tablet,North America,63,45,5,1,2025-12
42746,2025-12-06,Paid Search,Tablet,Europe,38,28,4,1,2025-12
42747,2025-12-06,Paid Search,Tablet,Southeast Asia,37,29,3,1,2025-12
42748,2025-12-06,Paid Search,Tablet,East Asia,21,14,1,0,2025-12
42749,2025-12-06,Paid Search,Tablet,Oceania,10,7,1,0,2025-12
42750,2025-12-06,Paid Search,Tablet,Middle East,7,4,0,0,2025-12
42751,2025-12-06,Direct,Mobile,North America,398,268,53,24,2025-12
42752,2025-12-06,Direct,Mobile,Europe,173,116,16,6,2025-12
42753,2025-12-06,Direct,Mobile,Southeast Asia,146,119,13,6,2025-12
42754,2025-12-06,Direct,Mobile,East Asia,119,94,15,6,2025-12
42755,2025-12-06,Direct,Mobile,Oceania,50,40,4,2,2025-12
42756,2025-12-06,Direct,Mobile,Middle East,34,25,3,1,2025-12
42757,2025-12-06,Direct,Desktop,North America,180,138,14,6,2025-12
42758,2025-12-06,Direct,Desktop,Europe,76,56,9,3,2025-12
42759,2025-12-06,Direct,Desktop,Southeast Asia,68,46,6,3,2025-12
42760,2025-12-06,Direct,Desktop,East Asia,41,29,5,2,2025-12
42761,2025-12-06,Direct,Desktop,Oceania,28,21,3,1,2025-12
42762,2025-12-06,Direct,Desktop,Middle East,14,11,1,0,2025-12
42763,2025-12-06,Direct,Tablet,North America,64,45,8,3,2025-12
42764,2025-12-06,Direct,Tablet,Europe,37,26,4,2,2025-12
42765,2025-12-06,Direct,Tablet,Southeast Asia,30,20,3,1,2025-12
42766,2025-12-06,Direct,Tablet,East Asia,20,15,2,1,2025-12
42767,2025-12-06,Direct,Tablet,Oceania,11,7,1,0,2025-12
42768,2025-12-06,Direct,Tablet,Middle East,7,5,0,0,2025-12
42769,2025-12-06,Email,Mobile,North America,245,169,20,8,2025-12
42770,2025-12-06,Email,Mobile,Europe,116,79,11,5,2025-12
42771,2025-12-06,Email,Mobile,Southeast Asia,120,95,9,5,2025-12
42772,2025-12-06,Email,Mobile,East Asia,75,60,6,2,2025-12
42773,2025-12-06,Email,Mobile,Oceania,31,23,4,1,2025-12
42774,2025-12-06,Email,Mobile,Middle East,29,20,3,1,2025-12
42775,2025-12-06,Email,Desktop,North America,98,66,9,4,2025-12
42776,2025-12-06,Email,Desktop,Europe,53,41,6,2,2025-12
42777,2025-12-06,Email,Desktop,Southeast Asia,55,38,5,2,2025-12
42778,2025-12-06,Email,Desktop,East Asia,32,23,2,0,2025-12
42779,2025-12-06,Email,Desktop,Oceania,17,13,1,0,2025-12
42780,2025-12-06,Email,Desktop,Middle East,13,10,1,0,2025-12
42781,2025-12-06,Email,Tablet,North America,48,33,6,2,2025-12
42782,2025-12-06,Email,Tablet,Europe,25,18,3,1,2025-12
42783,2025-12-06,Email,Tablet,Southeast Asia,22,16,3,1,2025-12
42784,2025-12-06,Email,Tablet,East Asia,10,6,1,0,2025-12
42785,2025-12-06,Email,Tablet,Oceania,6,4,0,0,2025-12
42786,2025-12-06,Email,Tablet,Middle East,4,2,0,0,2025-12
42787,2025-12-06,Social,Mobile,North America,272,205,33,18,2025-12
42788,2025-12-06,Social,Mobile,Europe,160,130,20,8,2025-12
42789,2025-12-06,Social,Mobile,Southeast Asia,111,81,9,3,2025-12
42790,2025-12-06,Social,Mobile,East Asia,72,58,8,3,2025-12
42791,2025-12-06,Social,Mobile,Oceania,40,31,3,1,2025-12
42792,2025-12-06,Social,Mobile,Middle East,31,21,3,1,2025-12
42793,2025-12-06,Social,Desktop,North America,129,101,16,8,2025-12
42794,2025-12-06,Social,Desktop,Europe,67,52,6,3,2025-12
42795,2025-12-06,Social,Desktop,Southeast Asia,54,36,6,3,2025-12
42796,2025-12-06,Social,Desktop,East Asia,43,29,4,2,2025-12
42797,2025-12-06,Social,Desktop,Oceania,17,11,1,0,2025-12
42798,2025-12-06,Social,Desktop,Middle East,15,11,1,0,2025-12
42799,2025-12-06,Social,Tablet,North America,56,42,4,2,2025-12
42800,2025-12-06,Social,Tablet,Europe,26,21,2,0,2025-12
42801,2025-12-06,Social,Tablet,Southeast Asia,25,20,3,1,2025-12
42802,2025-12-06,Social,Tablet,East Asia,16,12,2,1,2025-12
42803,2025-12-06,Social,Tablet,Oceania,7,4,0,0,2025-12
42804,2025-12-06,Social,Tablet,Middle East,5,3,0,0,2025-12
42805,2025-12-06,Affiliate,Mobile,North America,170,123,21,9,2025-12
42806,2025-12-06,Affiliate,Mobile,Europe,71,48,9,5,2025-12
42807,2025-12-06,Affiliate,Mobile,Southeast Asia,82,63,8,3,2025-12
42808,2025-12-06,Affiliate,Mobile,East Asia,38,26,5,2,2025-12
42809,2025-12-06,Affiliate,Mobile,Oceania,26,19,2,0,2025-12
42810,2025-12-06,Affiliate,Mobile,Middle East,18,13,1,0,2025-12
42811,2025-12-06,Affiliate,Desktop,North America,78,61,6,2,2025-12
42812,2025-12-06,Affiliate,Desktop,Europe,43,35,4,1,2025-12
42813,2025-12-06,Affiliate,Desktop,Southeast Asia,34,27,2,0,2025-12
42814,2025-12-06,Affiliate,Desktop,East Asia,21,14,2,0,2025-12
42815,2025-12-06,Affiliate,Desktop,Oceania,10,7,0,0,2025-12
42816,2025-12-06,Affiliate,Desktop,Middle East,7,5,0,0,2025-12
42817,2025-12-06,Affiliate,Tablet,North America,34,27,3,1,2025-12
42818,2025-12-06,Affiliate,Tablet,Europe,15,11,1,0,2025-12
42819,2025-12-06,Affiliate,Tablet,Southeast Asia,14,10,1,0,2025-12
42820,2025-12-06,Affiliate,Tablet,East Asia,7,5,0,0,2025-12
42821,2025-12-06,Affiliate,Tablet,Oceania,3,2,0,0,2025-12
42822,2025-12-06,Affiliate,Tablet,Middle East,3,2,0,0,2025-12
42823,2025-12-06,Display,Mobile,North America,89,63,9,3,2025-12
42824,2025-12-06,Display,Mobile,Europe,53,38,5,2,2025-12
42825,2025-12-06,Display,Mobile,Southeast Asia,44,30,6,2,2025-12
42826,2025-12-06,Display,Mobile,East Asia,23,16,2,1,2025-12
42827,2025-12-06,Display,Mobile,Oceania,13,9,1,0,2025-12
42828,2025-12-06,Display,Mobile,Middle East,8,5,1,0,2025-12
42829,2025-12-06,Display,Desktop,North America,40,31,3,1,2025-12
42830,2025-12-06,Display,Desktop,Europe,22,18,1,0,2025-12
42831,2025-12-06,Display,Desktop,Southeast Asia,20,15,1,0,2025-12
42832,2025-12-06,Display,Desktop,East Asia,13,10,1,0,2025-12
42833,2025-12-06,Display,Desktop,Oceania,6,4,0,0,2025-12
42834,2025-12-06,Display,Desktop,Middle East,4,2,0,0,2025-12
42835,2025-12-06,Display,Tablet,North America,17,11,1,0,2025-12
42836,2025-12-06,Display,Tablet,Europe,7,5,0,0,2025-12
42837,2025-12-06,Display,Tablet,Southeast Asia,8,5,0,0,2025-12
42838,2025-12-06,Display,Tablet,East Asia,4,2,0,0,2025-12
42839,2025-12-06,Display,Tablet,Oceania,2,1,0,0,2025-12
42840,2025-12-06,Display,Tablet,Middle East,1,0,0,0,2025-12
42841,2025-12-07,Organic Search,Mobile,North America,861,664,115,57,2025-12
42842,2025-12-07,Organic Search,Mobile,Europe,417,289,43,22,2025-12
42843,2025-12-07,Organic Search,Mobile,Southeast Asia,417,291,58,24,2025-12
42844,2025-12-07,Organic Search,Mobile,East Asia,240,165,26,13,2025-12
42845,2025-12-07,Organic Search,Mobile,Oceania,128,97,11,4,2025-12
42846,2025-12-07,Organic Search,Mobile,Middle East,82,59,11,5,2025-12
42847,2025-12-07,Organic Search,Desktop,North America,444,334,38,15,2025-12
42848,2025-12-07,Organic Search,Desktop,Europe,197,152,17,9,2025-12
42849,2025-12-07,Organic Search,Desktop,Southeast Asia,155,114,18,9,2025-12
42850,2025-12-07,Organic Search,Desktop,East Asia,88,59,7,2,2025-12
42851,2025-12-07,Organic Search,Desktop,Oceania,63,43,8,3,2025-12
42852,2025-12-07,Organic Search,Desktop,Middle East,36,27,2,0,2025-12
42853,2025-12-07,Organic Search,Tablet,North America,125,88,18,9,2025-12
42854,2025-12-07,Organic Search,Tablet,Europe,82,66,9,3,2025-12
42855,2025-12-07,Organic Search,Tablet,Southeast Asia,57,45,7,3,2025-12
42856,2025-12-07,Organic Search,Tablet,East Asia,46,32,4,1,2025-12
42857,2025-12-07,Organic Search,Tablet,Oceania,22,17,1,0,2025-12
42858,2025-12-07,Organic Search,Tablet,Middle East,16,12,1,0,2025-12
42859,2025-12-07,Paid Search,Mobile,North America,489,347,60,32,2025-12
42860,2025-12-07,Paid Search,Mobile,Europe,258,206,27,13,2025-12
42861,2025-12-07,Paid Search,Mobile,Southeast Asia,180,130,13,6,2025-12
