MonthStart,ScenarioID,Statement,LineItem,LineSort,ValueActual,ValuePlan,ValueForecast
2024-01-01,Downside,Balance Sheet,Working Capital,120,1805823.48,2264400.0,1769707.01
2024-01-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-01-01,Downside,Cash Flow,Operating Cash Flow,210,-1148681.61,3396600.0,-1183142.06
2024-01-01,Downside,Cash Flow,Capex,220,-427695.03,-660450.0,-436248.93
2024-01-01,Downside,Cash Flow,Free Cash Flow,230,-1576376.65,2453100.0,-1639431.71
2024-01-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-02-01,Downside,Income Statement,Revenue,10,16800044.41,19452857.14,16952936.22
2024-02-01,Downside,Income Statement,Gross Profit,20,11844005.92,14784171.43,13053760.89
2024-02-01,Downside,Income Statement,EBITDA,30,3370224.59,4279628.57,3899175.33
2024-02-01,Downside,Income Statement,Net Income,40,2435185.17,2139814.29,2034352.35
2024-02-01,Downside,Balance Sheet,Cash,110,68607674.24,64000000.0,69979827.72
2024-02-01,Downside,Balance Sheet,Working Capital,120,1915205.06,2334342.86,1876900.96
2024-02-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-02-01,Downside,Cash Flow,Operating Cash Flow,210,-1362347.92,3501514.29,-1403218.36
2024-02-01,Downside,Cash Flow,Capex,220,-453601.2,-680850.0,-462673.22
2024-02-01,Downside,Cash Flow,Free Cash Flow,230,-1815949.12,2528871.43,-1888587.08
2024-02-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-03-01,Downside,Income Statement,Revenue,10,17357510.39,20035714.29,16990020.41
2024-03-01,Downside,Income Statement,Gross Profit,20,12185614.91,15227142.86,13082315.72
2024-03-01,Downside,Income Statement,EBITDA,30,3456997.11,4407857.14,3907704.69
2024-03-01,Downside,Income Statement,Net Income,40,2496885.94,2203928.57,2038802.45
2024-03-01,Downside,Balance Sheet,Cash,110,66706407.89,64000000.0,68040536.04
2024-03-01,Downside,Balance Sheet,Working Capital,120,1978756.18,2404285.71,1939181.06
2024-03-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-03-01,Downside,Cash Flow,Operating Cash Flow,210,-1432613.57,3606428.57,-1475591.98
2024-03-01,Downside,Cash Flow,Capex,220,-468652.78,-701250.0,-478025.84
2024-03-01,Downside,Cash Flow,Free Cash Flow,230,-1901266.35,2604642.86,-1977317.0
2024-03-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-04-01,Downside,Income Statement,Revenue,10,17798757.12,20618571.43,17881043.89
2024-04-01,Downside,Income Statement,Gross Profit,20,12653180.89,15670114.29,13768403.79
2024-04-01,Downside,Income Statement,EBITDA,30,3717224.43,4536085.71,4112640.09
2024-04-01,Downside,Income Statement,Net Income,40,2702482.91,2268042.86,2145725.27
2024-04-01,Downside,Balance Sheet,Cash,110,64929155.99,64000000.0,66227739.11
2024-04-01,Downside,Balance Sheet,Working Capital,120,2029058.31,2474228.57,1988477.15
2024-04-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-04-01,Downside,Cash Flow,Operating Cash Flow,210,-1296685.45,3711342.86,-1335586.01
2024-04-01,Downside,Cash Flow,Capex,220,-480566.44,-721650.0,-490177.77
2024-04-01,Downside,Cash Flow,Free Cash Flow,230,-1777251.89,2680414.29,-1848341.97
2024-04-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-05-01,Downside,Income Statement,Revenue,10,18782161.88,21201428.57,18801154.98
2024-05-01,Downside,Income Statement,Gross Profit,20,13279404.14,16113085.71,14476889.33
2024-05-01,Downside,Income Statement,EBITDA,30,3884433.27,4664314.29,4324265.65
2024-05-01,Downside,Income Statement,Net Income,40,2817306.01,2332157.14,2256138.6
2024-05-01,Downside,Balance Sheet,Cash,110,63015535.89,64000000.0,64275846.61
2024-05-01,Downside,Balance Sheet,Working Capital,120,2141166.45,2544171.43,2098343.13
2024-05-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-05-01,Downside,Cash Flow,Operating Cash Flow,210,-1406501.73,3816257.14,-1448696.78
2024-05-01,Downside,Cash Flow,Capex,220,-507118.37,-742050.0,-517260.74
2024-05-01,Downside,Cash Flow,Free Cash Flow,230,-1913620.1,2756185.71,-1990164.91
2024-05-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-06-01,Downside,Income Statement,Revenue,10,19148336.96,21784285.71,19082017.0
2024-06-01,Downside,Income Statement,Gross Profit,20,13602432.24,16556057.14,14693153.09
2024-06-01,Downside,Income Statement,EBITDA,30,4044178.48,4792542.86,4388863.91
2024-06-01,Downside,Income Statement,Net Income,40,2946955.47,2396271.43,2289842.04
2024-06-01,Downside,Balance Sheet,Cash,110,61148622.75,64000000.0,62371595.21
2024-06-01,Downside,Balance Sheet,Working Capital,120,2182910.41,2614114.29,2139252.2
2024-06-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-06-01,Downside,Cash Flow,Operating Cash Flow,210,-1349908.04,3921171.43,-1390405.28
2024-06-01,Downside,Cash Flow,Capex,220,-517005.1,-762450.0,-527345.2
2024-06-01,Downside,Cash Flow,Free Cash Flow,230,-1866913.14,2831957.14,-1941589.66
2024-06-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-07-01,Downside,Income Statement,Revenue,10,18268336.74,22367142.86,17791698.43
2024-07-01,Downside,Income Statement,Gross Profit,20,13030765.33,16999028.57,13699607.79
2024-07-01,Downside,Income Statement,EBITDA,30,3883585.46,4920771.43,4092090.64
2024-07-01,Downside,Income Statement,Net Income,40,2827789.36,2460385.71,2135003.81
2024-07-01,Downside,Balance Sheet,Cash,110,59392772.66,64000000.0,60580628.12
2024-07-01,Downside,Balance Sheet,Working Capital,120,2082590.39,2684057.14,2040938.58
2024-07-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-07-01,Downside,Cash Flow,Operating Cash Flow,210,-1262605.0,4026085.71,-1300483.15
2024-07-01,Downside,Cash Flow,Capex,220,-493245.09,-782850.0,-503109.99
2024-07-01,Downside,Cash Flow,Free Cash Flow,230,-1755850.09,2907728.57,-1826084.09
2024-07-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-08-01,Downside,Income Statement,Revenue,10,19556699.67,22950000.0,19587888.19
2024-08-01,Downside,Income Statement,Gross Profit,20,13874788.68,17442000.0,15082673.91
2024-08-01,Downside,Income Statement,EBITDA,30,4128959.62,5049000.0,4505214.28
2024-08-01,Downside,Income Statement,Net Income,40,3011877.46,2524500.0,2350546.58
2024-08-01,Downside,Balance Sheet,Cash,110,57484579.09,64000000.0,58634270.68
2024-08-01,Downside,Balance Sheet,Working Capital,120,2229463.76,2754000.0,2184874.49
2024-08-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-08-01,Downside,Cash Flow,Operating Cash Flow,210,-1380162.68,4131000.0,-1421567.56
2024-08-01,Downside,Cash Flow,Capex,220,-528030.89,-803250.0,-538591.51
2024-08-01,Downside,Cash Flow,Free Cash Flow,230,-1908193.57,2983500.0,-1984521.31
2024-08-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-09-01,Downside,Income Statement,Revenue,10,19240388.21,23532857.14,18790920.65
2024-09-01,Downside,Income Statement,Gross Profit,20,13473883.91,17884971.43,14469008.9
2024-09-01,Downside,Income Statement,EBITDA,30,3878517.68,5177228.57,4321911.75
2024-09-01,Downside,Income Statement,Net Income,40,2806892.26,2588614.29,2254910.48
2024-09-01,Downside,Balance Sheet,Cash,110,55423588.93,64000000.0,56532060.71
2024-09-01,Downside,Balance Sheet,Working Capital,120,2193404.26,2823942.86,2149536.17
2024-09-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-09-01,Downside,Cash Flow,Operating Cash Flow,210,-1541499.68,4235914.29,-1587744.67
2024-09-01,Downside,Cash Flow,Capex,220,-519490.48,-823650.0,-529880.29
2024-09-01,Downside,Cash Flow,Free Cash Flow,230,-2060990.16,3059271.43,-2143429.77
2024-09-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-10-01,Downside,Income Statement,Revenue,10,18530775.41,24115714.29,18221903.25
2024-10-01,Downside,Income Statement,Gross Profit,20,13186490.5,18327942.86,14030865.5
2024-10-01,Downside,Income Statement,EBITDA,30,3924468.95,5305457.14,4191037.75
2024-10-01,Downside,Income Statement,Net Income,40,2858148.68,2652728.57,2186628.39
2024-10-01,Downside,Balance Sheet,Cash,110,53627607.52,64000000.0,54700159.67
2024-10-01,Downside,Balance Sheet,Working Capital,120,2112508.4,2893885.71,2070258.23
2024-10-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-10-01,Downside,Cash Flow,Operating Cash Flow,210,-1295650.48,4340828.57,-1334520.0
2024-10-01,Downside,Cash Flow,Capex,220,-500330.94,-844050.0,-510337.55
2024-10-01,Downside,Cash Flow,Free Cash Flow,230,-1795981.42,3135042.86,-1867820.67
2024-10-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-11-01,Downside,Income Statement,Revenue,10,18809730.8,24698571.43,19361856.3
2024-11-01,Downside,Income Statement,Gross Profit,20,13196126.09,18770914.29,14908629.35
2024-11-01,Downside,Income Statement,EBITDA,30,3811676.91,5433685.71,4453226.95
2024-11-01,Downside,Income Statement,Net Income,40,2761195.37,2716842.86,2323422.76
2024-11-01,Downside,Balance Sheet,Cash,110,51632720.53,64000000.0,52665374.94
2024-11-01,Downside,Balance Sheet,Working Capital,120,2144309.31,2963828.57,2101423.12
2024-11-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-11-01,Downside,Cash Flow,Operating Cash Flow,210,-1487024.25,4445742.86,-1531634.98
2024-11-01,Downside,Cash Flow,Capex,220,-507862.73,-864450.0,-518019.99
2024-11-01,Downside,Cash Flow,Free Cash Flow,230,-1994886.99,3210814.29,-2074682.47
2024-11-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2024-12-01,Downside,Income Statement,Revenue,10,20067303.34,25281428.57,20651248.55
2024-12-01,Downside,Income Statement,Gross Profit,20,14152203.86,19213885.71,15901461.39
2024-12-01,Downside,Income Statement,EBITDA,30,4177083.8,5561914.29,4749787.17
2024-12-01,Downside,Income Statement,Net Income,40,3034707.03,2780957.14,2478149.83
2024-12-01,Downside,Balance Sheet,Cash,110,49615027.79,64000000.0,50607328.34
2024-12-01,Downside,Balance Sheet,Working Capital,120,2287672.58,3033771.43,2241919.13
2024-12-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2024-12-01,Downside,Cash Flow,Operating Cash Flow,210,-1475875.55,4550657.14,-1520151.82
2024-12-01,Downside,Cash Flow,Capex,220,-541817.19,-884850.0,-552653.53
2024-12-01,Downside,Cash Flow,Free Cash Flow,230,-2017692.74,3286585.71,-2098400.45
2024-12-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-01-01,Downside,Income Statement,Revenue,10,20572182.31,25864285.71,20975120.96
2025-01-01,Downside,Income Statement,Gross Profit,20,14441383.21,19656857.14,16150843.14
2025-01-01,Downside,Income Statement,EBITDA,30,4238395.32,5690142.86,4824277.82
2025-01-01,Downside,Income Statement,Net Income,40,3076428.61,2845071.43,2517014.51
2025-01-01,Downside,Balance Sheet,Cash,110,47502790.43,64000000.0,48452846.24
2025-01-01,Downside,Balance Sheet,Working Capital,120,2345228.78,3103714.29,2298324.21
2025-01-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-01-01,Downside,Cash Flow,Operating Cash Flow,210,-1556788.44,4655571.43,-1603492.09
2025-01-01,Downside,Cash Flow,Capex,220,-555448.92,-905250.0,-566557.9
2025-01-01,Downside,Cash Flow,Free Cash Flow,230,-2112237.36,3362357.14,-2196726.85
2025-01-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-02-01,Downside,Income Statement,Revenue,10,21690080.11,26447142.86,22107321.07
2025-02-01,Downside,Income Statement,Gross Profit,20,15317401.45,20099828.57,17022637.22
2025-02-01,Downside,Income Statement,EBITDA,30,4590671.92,5818371.43,5084683.85
2025-02-01,Downside,Income Statement,Net Income,40,3352942.27,2909185.71,2652878.53
2025-02-01,Downside,Balance Sheet,Cash,110,45397734.62,64000000.0,46305689.31
2025-02-01,Downside,Balance Sheet,Working Capital,120,2472669.13,3173657.14,2423215.75
2025-02-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-02-01,Downside,Cash Flow,Operating Cash Flow,210,-1519423.64,4760485.71,-1565006.35
2025-02-01,Downside,Cash Flow,Capex,220,-585632.16,-925650.0,-597344.81
2025-02-01,Downside,Cash Flow,Free Cash Flow,230,-2105055.81,3438128.57,-2189258.04
2025-02-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-03-01,Downside,Income Statement,Revenue,10,22373059.67,27030000.0,22282013.66
2025-03-01,Downside,Income Statement,Gross Profit,20,15842328.42,20542800.0,17157150.51
2025-03-01,Downside,Income Statement,EBITDA,30,4799870.85,5946600.0,5124863.14
2025-03-01,Downside,Income Statement,Net Income,40,3506302.71,2973300.0,2673841.64
2025-03-01,Downside,Balance Sheet,Cash,110,43291041.95,64000000.0,44156862.79
2025-03-01,Downside,Balance Sheet,Working Capital,120,2550528.8,3243600.0,2499518.23
2025-03-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-03-01,Downside,Cash Flow,Operating Cash Flow,210,-1502620.06,4865400.0,-1547698.66
2025-03-01,Downside,Cash Flow,Capex,220,-604072.61,-946050.0,-616154.06
2025-03-01,Downside,Cash Flow,Free Cash Flow,230,-2106692.67,3513900.0,-2190960.38
2025-03-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-04-01,Downside,Income Statement,Revenue,10,23636942.11,27612857.14,23019333.34
2025-04-01,Downside,Income Statement,Gross Profit,20,16725870.28,20985771.43,17724886.67
2025-04-01,Downside,Income Statement,EBITDA,30,5095399.82,6074828.57,5294446.67
2025-04-01,Downside,Income Statement,Net Income,40,3723370.81,3037414.29,2762320.0
2025-04-01,Downside,Balance Sheet,Cash,110,41089717.74,64000000.0,41911512.09
2025-04-01,Downside,Balance Sheet,Working Capital,120,2694611.4,3313542.86,2640719.17
2025-04-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-04-01,Downside,Cash Flow,Operating Cash Flow,210,-1563126.77,4970314.29,-1610020.58
2025-04-01,Downside,Cash Flow,Capex,220,-638197.44,-966450.0,-650961.39
2025-04-01,Downside,Cash Flow,Free Cash Flow,230,-2201324.21,3589671.43,-2289377.18
2025-04-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-05-01,Downside,Income Statement,Revenue,10,24888781.98,28195714.29,24695288.15
2025-05-01,Downside,Income Statement,Gross Profit,20,17615040.7,21428742.86,19015371.87
2025-05-01,Downside,Income Statement,EBITDA,30,5394762.95,6203057.14,5679916.27
2025-05-01,Downside,Income Statement,Net Income,40,3950346.29,3101528.57,2963434.58
2025-05-01,Downside,Balance Sheet,Cash,110,38801313.69,64000000.0,39577339.97
2025-05-01,Downside,Balance Sheet,Working Capital,120,2837321.15,3383485.71,2780574.72
2025-05-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-05-01,Downside,Cash Flow,Operating Cash Flow,210,-1616406.93,5075228.57,-1664899.14
2025-05-01,Downside,Cash Flow,Capex,220,-671997.11,-986850.0,-685437.06
2025-05-01,Downside,Cash Flow,Free Cash Flow,230,-2288404.04,3665442.86,-2379940.2
2025-05-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-06-01,Downside,Income Statement,Revenue,10,24694425.22,28778571.43,24841555.23
2025-06-01,Downside,Income Statement,Gross Profit,20,17563755.16,21871714.29,19127997.53
2025-06-01,Downside,Income Statement,EBITDA,30,5445341.11,6331285.71,5713557.7
2025-06-01,Downside,Income Statement,Net Income,40,3995028.49,3165642.86,2980986.63
2025-06-01,Downside,Balance Sheet,Cash,110,36623485.73,64000000.0,37355955.45
2025-06-01,Downside,Balance Sheet,Working Capital,120,2815164.48,3453428.57,2758861.19
2025-06-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-06-01,Downside,Cash Flow,Operating Cash Flow,210,-1511078.48,5180142.86,-1556410.83
2025-06-01,Downside,Cash Flow,Capex,220,-666749.48,-1007250.0,-680084.47
2025-06-01,Downside,Cash Flow,Free Cash Flow,230,-2177827.96,3741214.29,-2264941.08
2025-06-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-07-01,Downside,Income Statement,Revenue,10,23798328.67,29361428.57,23178323.33
2025-07-01,Downside,Income Statement,Gross Profit,20,16931557.58,22314685.71,17847308.96
2025-07-01,Downside,Income Statement,EBITDA,30,5239185.89,6459514.29,5331014.37
2025-07-01,Downside,Income Statement,Net Income,40,3841516.4,3229757.14,2781398.8
2025-07-01,Downside,Balance Sheet,Cash,110,34516127.56,64000000.0,35206450.11
2025-07-01,Downside,Balance Sheet,Working Capital,120,2713009.47,3523371.43,2658749.28
2025-07-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-07-01,Downside,Cash Flow,Operating Cash Flow,210,-1464803.3,5285057.14,-1508747.4
2025-07-01,Downside,Cash Flow,Capex,220,-642554.87,-1027650.0,-655405.97
2025-07-01,Downside,Cash Flow,Free Cash Flow,230,-2107358.17,3816985.71,-2191652.5
2025-07-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-08-01,Downside,Income Statement,Revenue,10,23240230.05,29944285.71,22812848.59
2025-08-01,Downside,Income Statement,Gross Profit,20,16636050.6,22757657.14,17565893.41
2025-08-01,Downside,Income Statement,EBITDA,30,5211921.46,6587742.86,5246955.18
2025-08-01,Downside,Income Statement,Net Income,40,3831357.58,3293871.43,2737541.83
2025-08-01,Downside,Balance Sheet,Cash,110,32553790.01,64000000.0,33204865.81
2025-08-01,Downside,Balance Sheet,Working Capital,120,2649386.23,3593314.29,2596398.5
2025-08-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-08-01,Downside,Cash Flow,Operating Cash Flow,210,-1334851.34,5389971.43,-1374896.88
2025-08-01,Downside,Cash Flow,Capex,220,-627486.21,-1048050.0,-640035.94
2025-08-01,Downside,Cash Flow,Free Cash Flow,230,-1962337.55,3892757.14,-2040831.06
2025-08-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-09-01,Downside,Income Statement,Revenue,10,22826509.84,30527142.86,22847449.63
2025-09-01,Downside,Income Statement,Gross Profit,20,16191808.71,23200628.57,17592536.22
2025-09-01,Downside,Income Statement,EBITDA,30,4969483.3,6715971.43,5254913.42
2025-09-01,Downside,Income Statement,Net Income,40,3640876.23,3357985.71,2741693.96
2025-09-01,Downside,Balance Sheet,Cash,110,30476729.72,64000000.0,31086264.32
2025-09-01,Downside,Balance Sheet,Working Capital,120,2602222.12,3663257.14,2550177.68
2025-09-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-09-01,Downside,Cash Flow,Operating Cash Flow,210,-1460744.52,5494885.71,-1504566.86
2025-09-01,Downside,Cash Flow,Capex,220,-616315.77,-1068450.0,-628642.08
2025-09-01,Downside,Cash Flow,Free Cash Flow,230,-2077060.29,3968528.57,-2160142.7
2025-09-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-10-01,Downside,Income Statement,Revenue,10,21991402.28,31110000.0,21727109.83
2025-10-01,Downside,Income Statement,Gross Profit,20,15524362.93,23643600.0,16729874.57
2025-10-01,Downside,Income Statement,EBITDA,30,4681434.05,6844200.0,4997235.26
2025-10-01,Downside,Income Statement,Net Income,40,3414087.25,3422100.0,2607253.18
2025-10-01,Downside,Balance Sheet,Cash,110,28369417.89,64000000.0,28936806.25
2025-10-01,Downside,Balance Sheet,Working Capital,120,2507019.86,3733200.0,2456879.46
2025-10-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-10-01,Downside,Cash Flow,Operating Cash Flow,210,-1513543.97,5599800.0,-1558950.29
2025-10-01,Downside,Cash Flow,Capex,220,-593767.86,-1088850.0,-605643.22
2025-10-01,Downside,Cash Flow,Free Cash Flow,230,-2107311.83,4044300.0,-2191604.3
2025-10-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-11-01,Downside,Income Statement,Revenue,10,22971130.5,31692857.14,22634460.86
2025-11-01,Downside,Income Statement,Gross Profit,20,16327250.07,24086571.43,17428534.86
2025-11-01,Downside,Income Statement,EBITDA,30,5039179.33,6972428.57,5205926.0
2025-11-01,Downside,Income Statement,Net Income,40,3695785.25,3486214.29,2716135.3
2025-11-01,Downside,Balance Sheet,Cash,110,26317409.24,64000000.0,26843757.42
2025-11-01,Downside,Balance Sheet,Working Capital,120,2618708.88,3803142.86,2566334.7
2025-11-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-11-01,Downside,Cash Flow,Operating Cash Flow,210,-1431788.13,5704714.29,-1474741.78
2025-11-01,Downside,Cash Flow,Capex,220,-620220.52,-1109250.0,-632624.93
2025-11-01,Downside,Cash Flow,Free Cash Flow,230,-2052008.65,4120071.43,-2134089.0
2025-11-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2025-12-01,Downside,Income Statement,Revenue,10,22328850.77,32275714.29,22642679.92
2025-12-01,Downside,Income Statement,Gross Profit,20,15813521.55,24529542.86,17434863.54
2025-12-01,Downside,Income Statement,EBITDA,30,4819807.46,7100657.14,5207816.38
2025-12-01,Downside,Income Statement,Net Income,40,3525633.6,3550328.57,2717121.59
2025-12-01,Downside,Balance Sheet,Cash,110,24244300.46,64000000.0,24729186.47
2025-12-01,Downside,Balance Sheet,Working Capital,120,2545488.99,3873085.71,2494579.21
2025-12-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2025-12-01,Downside,Cash Flow,Operating Cash Flow,210,-1470229.8,5809628.57,-1514336.69
2025-12-01,Downside,Cash Flow,Capex,220,-602878.97,-1129650.0,-614936.55
2025-12-01,Downside,Cash Flow,Free Cash Flow,230,-2073108.77,4195842.86,-2156033.12
2025-12-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-01-01,Downside,Income Statement,Revenue,10,23791471.18,32858571.43,23864243.29
2026-01-01,Downside,Income Statement,Gross Profit,20,16873466.45,24972514.29,18375467.33
2026-01-01,Downside,Income Statement,EBITDA,30,5209869.47,7228885.71,5488775.96
2026-01-01,Downside,Income Statement,Net Income,40,3820569.98,3614442.86,2863709.19
2026-01-01,Downside,Balance Sheet,Cash,110,22109742.78,64000000.0,22551937.63
2026-01-01,Downside,Balance Sheet,Working Capital,120,2712227.71,3943028.57,2657983.16
2026-01-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2026-01-01,Downside,Cash Flow,Operating Cash Flow,210,-1492187.97,5914542.86,-1536953.6
2026-01-01,Downside,Cash Flow,Capex,220,-642369.72,-1150050.0,-655217.12
2026-01-01,Downside,Cash Flow,Free Cash Flow,230,-2134557.69,4271614.29,-2219939.99
2026-01-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-02-01,Downside,Income Statement,Revenue,10,24425647.83,33441428.57,24307579.38
2026-02-01,Downside,Income Statement,Gross Profit,20,17327382.0,25415485.71,18716836.12
2026-02-01,Downside,Income Statement,EBITDA,30,5371778.82,7357114.29,5590743.26
2026-02-01,Downside,Income Statement,Net Income,40,3944196.28,3678557.14,2916909.53
2026-02-01,Downside,Balance Sheet,Cash,110,19941324.12,64000000.0,20340150.6
2026-02-01,Downside,Balance Sheet,Working Capital,120,2784523.85,4012971.43,2728833.38
2026-02-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2026-02-01,Downside,Cash Flow,Operating Cash Flow,210,-1508926.17,6019457.14,-1554193.95
2026-02-01,Downside,Cash Flow,Capex,220,-659492.49,-1170450.0,-672682.34
2026-02-01,Downside,Cash Flow,Free Cash Flow,230,-2168418.66,4347385.71,-2255155.41
2026-02-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-03-01,Downside,Income Statement,Revenue,10,25688094.87,34024285.71,26106288.36
2026-03-01,Downside,Income Statement,Gross Profit,20,18174325.87,25858457.14,20101842.03
2026-03-01,Downside,Income Statement,EBITDA,30,5628653.92,7485342.86,6004446.32
2026-03-01,Downside,Income Statement,Net Income,40,4128380.86,3742671.43,3132754.6
2026-03-01,Downside,Balance Sheet,Cash,110,51640063.16,64000000.0,52672864.42
2026-03-01,Downside,Balance Sheet,Working Capital,120,2928442.82,4082914.29,2869873.96
2026-03-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2026-03-01,Downside,Cash Flow,Operating Cash Flow,210,-1607682.4,6124371.43,-1655912.87
2026-03-01,Downside,Cash Flow,Capex,220,-693578.56,-1190850.0,-707450.13
2026-03-01,Downside,Cash Flow,Free Cash Flow,230,-2301260.96,4423157.14,-2393311.4
2026-03-01,Downside,Cash Flow,Financing Inflow,240,34000000.0,0.0,34000000.0
2026-04-01,Downside,Income Statement,Revenue,10,26368249.37,34607142.86,26754791.79
2026-04-01,Downside,Income Statement,Gross Profit,20,18738105.06,26301428.57,20601189.68
2026-04-01,Downside,Income Statement,EBITDA,30,5883455.6,7613571.43,6153602.11
2026-04-01,Downside,Income Statement,Net Income,40,4324365.38,3806785.71,3210575.02
2026-04-01,Downside,Balance Sheet,Cash,110,49383640.18,64000000.0,50371312.98
2026-04-01,Downside,Balance Sheet,Working Capital,120,3005980.43,4152857.14,2945860.82
2026-04-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2026-04-01,Downside,Cash Flow,Operating Cash Flow,210,-1544480.25,6229285.71,-1590814.65
2026-04-01,Downside,Cash Flow,Capex,220,-711942.73,-1211250.0,-726181.59
2026-04-01,Downside,Cash Flow,Free Cash Flow,230,-2256422.98,4498928.57,-2346679.9
2026-04-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
2026-05-01,Downside,Income Statement,Revenue,10,27563149.82,35190000.0,26970982.44
2026-05-01,Downside,Income Statement,Gross Profit,20,19363203.7,26744400.0,20767656.48
2026-05-01,Downside,Income Statement,EBITDA,30,5977799.12,7741800.0,6203325.96
2026-05-01,Downside,Income Statement,Net Income,40,4380882.48,3870900.0,3236517.89
2026-05-01,Downside,Balance Sheet,Cash,110,46852694.95,64000000.0,47789748.85
2026-05-01,Downside,Balance Sheet,Working Capital,120,3142199.08,4222800.0,3079355.1
2026-05-01,Downside,Balance Sheet,Debt,130,38000000.0,38000000.0,38000000.0
2026-05-01,Downside,Cash Flow,Operating Cash Flow,210,-1786740.18,6334200.0,-1840342.39
2026-05-01,Downside,Cash Flow,Capex,220,-744205.05,-1231650.0,-759089.15
2026-05-01,Downside,Cash Flow,Free Cash Flow,230,-2530945.22,4574700.0,-2632183.03
2026-05-01,Downside,Cash Flow,Financing Inflow,240,0.0,0.0,0.0
